scaffold,mean_shap,effect
O=C1CC2CC[C@@H]3C4CCCCC4CC[C@H]3[C@@H]2C1,0.000285649,positive
c1cc2cc(c1)Oc1ccc(cc1)C[C@@H]1NCCc3cc4c(c(c31)Oc1ccc3c(c1)[C@@H](C2)NCC3)OCO4,0.000285649,positive
O=C1C=C2C=CNC=C2C(=O)C1,0.000285646,positive
C1=C2C(=CCC3CCCC23)C2CCCC[C@@H]2C1,0.000285645,positive
O=c1ccoc2ccccc12,0.000285639,positive
O=C(/C=C/C=C/c1ccccc1)/C=C/c1ccccc1,0.000285638,positive
C1=CCC/C=C/CC/C=C/C1,0.00028556,positive
,0.000285445,positive
C=C1CCCC(COc2ccc3ccc(=O)oc3c2)C1,0.000283204,positive
O=C(/C=C/c1ccccc1)OC[C@@H]1C[C@H](O[C@H]2CCCCO2)C[C@H](OCCc2ccccc2)O1,0.000283204,positive
O=C1C[C@@H](c2ccccc2)Oc2ccccc21,0.000282296,positive
O=c1cc(CCc2ccccc2)oc2c1[C@H]1C[C@@H](C2)Oc2cc(CCc3cc(=O)c4ccccc4o3)ccc21,0.000280765,positive
O=c1oc2cc3occc3cc2cc1-c1ccccc1,0.000280765,positive
c1ccc(CCCCCCCc2ccccc2)cc1,0.000280763,positive
O=c1cc(-c2ccccc2)oc2c1ccc1occc12,0.000280762,positive
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](C4=CCOC4=O)C[C@H]2O[C@@H]13,0.000275879,positive
C=C1CC[C@H]2C(=C)CC[C@H]3C(C[C@@H]4C(=O)O[C@@H]5C=CCCC=CCC[C@@H]45)C(=O)O[C@@H]3[C@@H]12,0.000275879,positive
O=C(/C=C/c1ccccc1)O[C@H]1CC(=O)C2[C@@H](CCC3C4=CCC5CCCC[C@H]5C4CC[C@@H]32)C1,0.000275879,positive
O=C1C=C2C(CCC3CCCC[C@@H]23)C2CC[C@H]3C[C@@H](O[C@H]4CCCCO4)CCC3C12,0.000275879,positive
O=C1OCC2=C1CC(=O)C1C3C(=O)C=CC(=O)[C@@H]3CC[C@@H]21,0.000275879,positive
O=c1cc(CCc2ccccc2)oc2c1[C@H]1C[C@H](C2)Oc2cccc(CCc3coc4ccccc4c3=O)c21,0.000275879,positive
O=c1cc2occc3c(O[C@H]4CCCCO4)c(-c4ccccc4)oc(c1)c23,0.000275879,positive
O=C(OCCc1ccccc1)c1cc(-c2ccccc2)c2ccccc2c1,0.000275879,positive
O=C1C=C[C@H]2CC3CC[C@]4(CCCO4)[C@@H]3C/C=C\[C@@H]12,0.000275879,positive
O=C1CC2CCC3C(CC[C@@H]4C[C@@H](O[C@H]5CCCCO5)C[C@@H](OC5OCCC[C@H]5O[C@H]5CCCCO5)C34)C2C1,0.000275879,positive
O=C1CC=C[C@H](C[C@H]2CCC3C2CC[C@@H]2C4C(=O)C=CCC4CC[C@@H]32)O1,0.000275879,positive
C=C1CC[C@@H]2CCCCC2[C@@H]1C/C=C1\CCOC1=O,0.000275879,positive
O=C1C[C@H]2CCCCC2[C@H]2CCCC[C@H]12,0.000275879,positive
C=C1C[C@@H]2C(CC[C@@H]2OC(=O)c2ccccc2)C(=O)C=C[C@H]2C[C@H]2C[C@H]1OC(=O)c1ccccc1,0.000275879,positive
O=c1cc(CCc2ccccc2)oc2c1[C@H]1C[C@@H](C2)Oc2c1ccc1c(=O)cc(CCc3ccccc3)oc21,0.000275879,positive
O=C1OCC2=C1CCC1[C@H]2C[C@@H]2O[C@@]23CCC[C@@H]2O[C@@]123,0.000275879,positive
O=C1C=CC2[C@@H](CCC3Oc4ccc5c(c4C[C@H]32)CCOC5=O)C1,0.000275879,positive
O=C1CC=CC2=C1CCO2,0.000275879,positive
c1ccc(-c2ccccc2O[C@@]23CCCC(CC[C@H]4CC[C@@H]42)C3)cc1,0.000275879,positive
O=c1cc(-c2ccccc2)oc2c3c(ccc12)OCC=C3,0.000275879,positive
O=C1C(=O)c2c(ccc3c2CCCC3)C2=C1CCO2,0.000275879,positive
O=C(/C=C/c1ccccc1)C[C@H](CCc1ccccc1)O[C@H]1CCCCO1,0.000275879,positive
O=c1ccc2cccc(C[C@H]3CCC=C[C@@H]3c3cccc4ccc(=O)oc34)c2o1,0.000275879,positive
C=C1CCCC2c3ccccc3CC[C@@H]12,0.000275879,positive
O=c1ccc2ccc3ccccc3c2o1,0.000275879,positive
O=C(/C=C/c1ccccc1)c1ccc2c(c1)CCCO2,0.000275879,positive
C=C1CC[C@H]2CCCCC2[C@H]1CCC1=CC(=O)OC1,0.000275879,positive
C=C1CC[C@H]2CCCCC2[C@H]1C/C=C1\CCOC1=O,0.000275879,positive
O=C(/C=C/c1ccccc1)c1ccc2c(c1)C=CCO2,0.000275879,positive
O=c1cc(-c2ccccc2)oc2cc(O[C@H]3CCC[C@@H](CO[C@H]4CCCCO4)O3)ccc12,0.000275879,positive
O=C(Cc1ccccc1)Cc1ccccc1,0.000275879,positive
O=C(/C=C/c1ccccc1)OCCc1ccccc1,0.000275879,positive
O=C1C=CC2(CCCC2)CC1,0.000275879,positive
c1ccc(C2c3ccccc3CCc3ccccc32)cc1,0.000275879,positive
c1cc2cc(c1)Oc1ccc(cc1)C[C@@H]1NCCc3ccc(cc31)Oc1cccc3c1[C@@H](C2)NCC3,0.000275879,positive
O=C(C=Cc1ccc2c(c1)OCO2)c1ccc2occc2c1,0.000275879,positive
O=c1ccc2ccc(O[C@H]3CCCCO3)cc2o1,0.000275879,positive
O=C1COC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N1,0.000275879,positive
C1=C[C@@]23CCCCC2[C@H]2CCC4CCC[C@H]4[C@@]12OO3,0.000275879,positive
O=C(/C=C/CCc1ccccc1)/C=C/c1ccccc1,0.000275879,positive
c1ccc(CCc2c(Cc3ccccc3)cccc2Cc2ccccc2)cc1,0.000275879,positive
O=C1C=C2C[C@H]3C(=O)CCCC3CC2O1,0.000275879,positive
c1ccc(CCc2ccccc2)cc1,0.000275878,positive
O=C(C=CCCc1ccccc1)CCc1ccccc1,0.000275878,positive
O=C1CC[C@H]2c3[nH]c4ccccc4c3CCN12,0.000275878,positive
