,Accuracy,Balanced Accuracy,AUROC,AUPRC,MCC,Precision,Sensitivity,Specificity
ecfp+scaffold,0.8 ± 0.001,0.8 ± 0.001,0.879 ± 0.001,0.88 ± 0.001,0.601 ± 0.002,0.804 ± 0.001,0.794 ± 0.001,0.807 ± 0.001
