scaffold,mean_shap,effect
C1=C2C(CCC3C2CC2OCC4CCCC3C42)C(c2ccoc2)C1,0.0027367477,positive
O=C1CCC2C(=CCC3C2CCC2C3CC3OCOC32)C1,0.0026807091,positive
O=C(C=Cc1ccccc1)CC(CCc1ccccc1)OC1OCCCC1OC(=O)C=Cc1ccccc1,0.0026101633,positive
C1CCC(OC2CCC34CC35CCC3CCCC3C5CC(OC3CCCCO3)C4C2)OC1,0.0025840178,positive
C1CCC(OCC2CCCC(OCC3CCC4C3CCC3C5CCC(OC6OCCCC6OC6CCCCO6)CC5CCC43)O2)OC1,0.0025543212,positive
C1CCC(OC2CCC34CC35CCC3C(C6CCCO6)CCC3C5CC(OC3CCCCO3)C4C2)OC1,0.002538178,positive
O=C(C=Cc1ccccc1)CC(CCc1ccccc1)OC1CCCCO1,0.0025083488,positive
O=C(C=Cc1ccccc1)OC1COC(OCCc2ccccc2)CC1OC1CCCCO1,0.0025079548,positive
C1CCC(OC2CCCOC2OC2CCC3C(CCC4C5CCCC5CCC34)C2)OC1,0.0024689604,positive
O=C1CC2C(c3ccoc3)CC3OC32C2CCC3C4CCCC3(COC4)C12,0.00242788,positive
O=C1C=C(CCC2CCCC3CCCCC32)CO1,0.0024094274,positive
O=C(OC1CCCCC1)C1CCC2CCC3C(=CC(=O)C4C5CCCCC5CCC34)C2C1,0.0024092994,positive
O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,0.0024067874,positive
O=C1CC(c2ccc3c(c2)OC(c2ccccc2)CO3)Oc2ccccc21,0.0023938685,positive
O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CC6OCOC6CO5)CC4CCC23)CO1,0.002387981,positive
O=C1NC2CCC3CC4CCC=C4C=CC1C32,0.0023816926,positive
C=C1C(=O)OC2C=CCCC3OC3CCC12,0.002367048,positive
O=C(C=Cc1ccccc1)OC1CCC2C(CCC3C4=CCC5CCCCC5C4CCC32)C1,0.002358715,positive
O=C(C=Cc1ccccc1)OC1CCC2COC3CC4C5=CCC(c6ccoc6)C5CCC4C1C23,0.002358039,positive
c1ccc(-c2ccccc2OC2CCC3CCC4CCCC32C4)cc1,0.0023579472,positive
O=C1C2CCCC1C(=O)C(C(=O)c1ccccc1)C2=O,0.0023425159,positive
c1ccc(C2Cc3cc4c(cc3O2)CCc2ccccc2-4)cc1,0.0023085305,positive
O=C1C=CCC(C2OCC34CCC5C6C(=O)C=CC=C6CCC5C3CCC24)O1,0.0022768166,positive
O=C1C(=Cc2ccccc2)C(=O)c2ccccc21,0.0022655213,positive
O=C(OC1CCC2C(CCC3C4CCC5(C(=O)OC6CCCCO6)CCCCC5C4=CCC23)C1)c1ccccc1,0.0022550975,positive
C1=C2C(CC1c1ccoc1)OC1CC3CCCCC3CC21,0.002248325,positive
O=C(C=Cc1ccccc1)OCC1CC(OC2CCCCO2)CC(OCCc2ccccc2)O1,0.0022477917,positive
c1ccc2c(c1)Oc1cccc3c1C2OCC3,0.0022407393,positive
O=c1cc(-c2cccc3c2OCC=C3)oc2ccccc12,0.002232429,positive
C1=CC2c3ccccc3OCC2(C=Cc2ccccc2)CC1,0.0022293425,positive
O=C1OCC=C1C1C=C2C(C1)OC1C2CC2CCCC3C(=O)OC1C23,0.0022173491,positive
O=C(OC1CCCOC1Oc1c(-c2ccccc2)oc2ccccc2c1=O)c1ccccc1,0.0022158087,positive
c1ccc(-c2ccccc2OC23CCCC(CCC4CCC42)C3)cc1,0.0022117828,positive
C1=C2CC(OC3OCC(OC4CCCCO4)CC3OC3CCCCO3)CCC2C2CCC3C4CC5(CCCCO5)OC4CC3C2C1,0.0021873347,positive
C(=Cc1cccc(OC2CCCCO2)c1)c1ccccc1,0.0021861726,positive
O=C1C=C2C(C1)OC1C2CC2CCCC3C(=O)OC1C23,0.0021806695,positive
O=C1CC(c2ccoc2)C2CC(=O)C3C(CCC4C5CCCC43COC5)C12,0.002178994,positive
O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12,0.0021510357,positive
O=C1CCCC2CCC3CCCCC3C12,0.002141777,positive
O=C1CCCC2CCC3=CCCCC3C12,0.0021389043,positive
c1ccc(Oc2ccccc2OC2CCCC3CCCCC32)cc1,0.0021361236,positive
O=C1CCC2=C(CCc3c2cccc3-c2cccc3c2ccc2ccccc23)C1,0.002105605,positive
C1CC2=C3CCC4CCCCC4C3CCC2C1,0.002100031,positive
O=C1C=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4CCCCO4)CCC3C12,0.0020857258,positive
O=C(OC1CCOC(Oc2c(-c3ccccc3)oc3ccccc3c2=O)C1OC(=O)c1ccccc1)c1ccccc1,0.0020838035,positive
O=C1C=CC2=CC3CCC4(CCCO4)C3CCCC12,0.0020826722,positive
C=C1CCCCC2CC=CC12,0.002076966,positive
O=C1C=C2CCC3C(CCC4C3CC3OCOC34)C2CC1,0.002074232,positive
C1=C2C3=CCC4CCCCC4C3CCC2CC1,0.0020733718,positive
C1CCC2C3=C(CCC2C1)C1CCCC1CC3,0.002073207,positive
O=C1C=C2C3CCCCC3CCC2C2CCC3CC(OC4CCCCO4)CCC3C12,0.0020665075,positive
O=C(C=Cc1ccccc1)c1ccc2c(c1)CCCO2,0.0020601065,positive
C(=Cc1cccc(OC2CCCCO2)c1)c1ccc(OC2CCCCO2)cc1,0.002057739,positive
C1=CC2c3ccccc3CCC2(C=Cc2ccccc2)CC1,0.0020541353,positive
O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,0.0020497297,positive
c1ccc(Cc2cccc3c2CCc2cc4c(cc2-3)CC(c2ccccc2)O4)cc1,0.0020483816,positive
O=C1CCC(c2ccc(OCCCCCN3N=C(c4cccn5nccc45)CCC3=O)cc2)=NN1,0.0020477641,positive
O=C(C=Cc1ccccc1)OC1CCC2COC3C4OC5CC(c6ccoc6)C=C5C4CC1C23,0.002046271,positive
