Index,Input_SMILES,canonical_smiles,Assessment
3322,COc1ccc(COC(=O)C2=C(C)NC(=O)NC2c2ccc(F)cc2)cc1,COc1ccc(COC(=O)C2=C(C)NC(=O)NC2c2ccc(F)cc2)cc1,safety
3327,CC1=NN(c2ccc(C)cc2)C(=O)/C1=C/c1ccc(-c2cc([N+](=O)[O-])ccc2O)o1,CC1=NN(c2ccc(C)cc2)C(=O)/C1=C/c1ccc(-c2cc([N+](=O)[O-])ccc2O)o1,safety
3388,COc1cc(/C=C2\CC(C)C/C(=C\c3cc(OC)c(OC)c(OC)c3)C2=O)cc(OC)c1OC,COc1cc(/C=C2\CC(C)C/C(=C\c3cc(OC)c(OC)c(OC)c3)C2=O)cc(OC)c1OC,safety
3389,CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(O)ccc32)cc1,CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(O)ccc32)cc1,safety
3424,COc1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(OC)c(O)c3)C2=O)cc1O,COc1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(OC)c(O)c3)C2=O)cc1O,safety
3430,COc1ccc(NC(=O)c2cc(-c3cc(OC)c(OC)c(OC)c3)nc3ccccc23)c(OC)c1,COc1ccc(NC(=O)c2cc(-c3cc(OC)c(OC)c(OC)c3)nc3ccccc23)c(OC)c1,safety
3450,CCOc1ccc2nc(SCC(=O)c3ccc(O)cc3O)sc2c1,CCOc1ccc2nc(SCC(=O)c3ccc(O)cc3O)sc2c1,safety
3472,CCOC(=O)[C@@H]1[C@H]2COc3ccc(Br)cc3[C@H]2N2C(=O)N(c3ccc(C)cc3)C(=O)[C@]12C,CCOC(=O)[C@@H]1[C@H]2COc3ccc(Br)cc3[C@H]2N2C(=O)N(c3ccc(C)cc3)C(=O)[C@]12C,safety
3483,O=C(NCc1ccc2c(c1)OCO2)c1nc(S(=O)(=O)Cc2ccccc2F)ncc1Cl,O=C(NCc1ccc2c(c1)OCO2)c1nc(S(=O)(=O)Cc2ccccc2F)ncc1Cl,safety
3492,O=C(NCc1ccc2c(c1)OCO2)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,O=C(NCc1ccc2c(c1)OCO2)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,safety
3566,O=C(Nc1ccc(N2CCN(C(=O)c3ccccc3F)CC2)cc1)c1cncc(Br)c1,O=C(Nc1ccc(N2CCN(C(=O)c3ccccc3F)CC2)cc1)c1cncc(Br)c1,safety
3568,CCOC(=O)N1CCN(C2=C(NS(=O)(=O)c3ccc(C)cc3)C(=O)c3ccccc3C2=O)CC1,CCOC(=O)N1CCN(C2=C(NS(=O)(=O)c3ccc(C)cc3)C(=O)c3ccccc3C2=O)CC1,safety
3617,Cc1oc2c(F)c(F)c(F)c(F)c2c1S(=O)(=O)Nc1cccc(C(F)(F)F)c1,Cc1oc2c(F)c(F)c(F)c(F)c2c1S(=O)(=O)Nc1cccc(C(F)(F)F)c1,safety
3636,COc1cc(-c2nnc(NC(=O)CCS(=O)(=O)c3ccc(F)cc3)o2)cc(OC)c1OC,COc1cc(-c2nnc(NC(=O)CCS(=O)(=O)c3ccc(F)cc3)o2)cc(OC)c1OC,safety
3666,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,safety
3668,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,safety
3676,O=C(c1ccc(NS(=O)(=O)/C=C/c2ccccc2)cc1)N1CCCCC1,O=C(c1ccc(NS(=O)(=O)/C=C/c2ccccc2)cc1)N1CCCCC1,safety
3686,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,safety
3699,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3COC(=O)C3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3COC(=O)C3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O,safety
3710,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,safety
3726,C[C@@H]1O[C@@H](O[C@@H]2C=C3CCC4C(CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](O[C@@H]2C=C3CCC4C(CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,safety
3728,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,safety
3739,CCC(=O)OC1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(=O)OC1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,safety
3741,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,safety
3749,COc1cc([C@@H]2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)[C@H]4O)ccc3O[C@H]2CO)ccc1O,COc1cc([C@@H]2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)[C@H]4O)ccc3O[C@H]2CO)ccc1O,safety
3768,C[C@]12C(=O)N(c3ccc(C(F)(F)F)cc3)C(=O)N1[C@H]1c3ccccc3OC[C@@H]1[C@H]2c1ccccc1,C[C@]12C(=O)N(c3ccc(C(F)(F)F)cc3)C(=O)N1[C@H]1c3ccccc3OC[C@@H]1[C@H]2c1ccccc1,safety
3778,COc1ccc([C@H]2CC(=O)C=C(c3ccc(OC)c(OC)c3)C2)cc1,COc1ccc([C@H]2CC(=O)C=C(c3ccc(OC)c(OC)c3)C2)cc1,safety
3787,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cncc(-c5cccs5)c4)c3)cc2C(F)(F)F)CC1,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cncc(-c5cccs5)c4)c3)cc2C(F)(F)F)CC1,safety
3796,COc1cccc(-c2ccc3ncnc(NCc4cccc(C)c4)c3c2)c1,COc1cccc(-c2ccc3ncnc(NCc4cccc(C)c4)c3c2)c1,safety
3829,O=C(Nc1ccccc1)c1nc[nH]c1C(=O)NCCNC(=O)c1[nH]cnc1C(=O)Nc1ccccc1,O=C(Nc1ccccc1)c1nc[nH]c1C(=O)NCCNC(=O)c1[nH]cnc1C(=O)Nc1ccccc1,safety
3836,CCOC(=O)c1ccc(NC(=O)c2nc[nH]c2C(=O)NCCNC(=O)c2[nH]cnc2C(=O)Nc2ccc(C(=O)OCC)cc2)cc1,CCOC(=O)c1ccc(NC(=O)c2nc[nH]c2C(=O)NCCNC(=O)c2[nH]cnc2C(=O)Nc2ccc(C(=O)OCC)cc2)cc1,safety
3842,CCC(CO)Oc1cc(NCc2ccc(Cl)cc2Cl)c2ncn(C(C)C)c2c1,CCC(CO)Oc1cc(NCc2ccc(Cl)cc2Cl)c2ncn(C(C)C)c2c1,safety
3844,CCC(CO)Oc1cc(NCc2ccc(C)c(C)c2)c2ncn(C(C)C)c2c1,CCC(CO)Oc1cc(NCc2ccc(C)c(C)c2)c2ncn(C(C)C)c2c1,safety
3863,CCOC(=O)C1=NN(C(=O)c2ccc(C)cc2)C(O)(c2ccc(Cl)cc2)C1,CCOC(=O)C1=NN(C(=O)c2ccc(C)cc2)C(O)(c2ccc(Cl)cc2)C1,safety
3898,O=C1Nc2ccccc2C(=O)C1(Cl)Cc1ccccc1,O=C1Nc2ccccc2C(=O)C1(Cl)Cc1ccccc1,safety
3906,COc1ccc(C(=O)NC(=S)NNC(=O)Cc2cccs2)cc1,COc1ccc(C(=O)NC(=S)NNC(=O)Cc2cccs2)cc1,safety
3922,CCOc1cc(/C=C(/C#N)C(=O)Nc2ccc(O)cc2)cc(Br)c1O,CCOc1cc(/C=C(/C#N)C(=O)Nc2ccc(O)cc2)cc(Br)c1O,safety
3942,CCCCC1(C)OC(=O)C(=Cc2ccc(N(C)C)cc2)C(=O)O1,CCCCC1(C)OC(=O)C(=Cc2ccc(N(C)C)cc2)C(=O)O1,safety
3959,COc1ccc(-c2cc(C(F)(F)F)c3c(n2)sc2c(O)cc(=O)[nH]c23)c(OC)c1,COc1ccc(-c2cc(C(F)(F)F)c3c(n2)sc2c(O)cc(=O)[nH]c23)c(OC)c1,safety
3971,O=C(Cc1cccs1)NNC(=S)NC(=O)c1ccccc1,O=C(Cc1cccs1)NNC(=S)NC(=O)c1ccccc1,safety
3976,Cc1ccc(C)c(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)c1,Cc1ccc(C)c(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)c1,safety
3990,COc1ccc(/C=c2\s/c(=C/C(=O)c3ccc(C)cc3)[nH]c2=O)cc1OC,COc1ccc(/C=c2\s/c(=C/C(=O)c3ccc(C)cc3)[nH]c2=O)cc1OC,safety
4007,COc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1,COc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1,safety
4009,Cc1onc(-c2ccccc2)c1C(=O)NNC(=S)NC(=O)c1ccc(Cl)cc1Cl,Cc1onc(-c2ccccc2)c1C(=O)NNC(=S)NC(=O)c1ccc(Cl)cc1Cl,safety
4011,O=C(Cc1cccs1)NNC(=S)NC(=O)c1ccc(F)c(F)c1,O=C(Cc1cccs1)NNC(=S)NC(=O)c1ccc(F)c(F)c1,safety
4012,CCOC(=O)C1=C(O)c2ccccc2C(=O)/C1=C\c1ccc(C)cc1,CCOC(=O)C1=C(O)c2ccccc2C(=O)/C1=C\c1ccc(C)cc1,safety
4018,Cc1onc(-c2ccccc2)c1C(=O)NNC(=S)NC(=O)/C=C/c1ccccc1,Cc1onc(-c2ccccc2)c1C(=O)NNC(=S)NC(=O)/C=C/c1ccccc1,safety
4031,O=C1c2ccccc2S(=O)(=O)c2cc(C(=O)N(c3ccccn3)c3ccccn3)ccc21,O=C1c2ccccc2S(=O)(=O)c2cc(C(=O)N(c3ccccn3)c3ccccn3)ccc21,safety
4035,COc1ccc(/C=C/C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1,COc1ccc(/C=C/C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1,safety
4043,CCOC(=O)C1=NN(C(=O)c2ccc(OC)cc2)C(O)(c2ccc(Cl)cc2)C1,CCOC(=O)C1=NN(C(=O)c2ccc(OC)cc2)C(O)(c2ccc(Cl)cc2)C1,safety
4044,CCOC(=O)c1ccc(/C=C2/C=C(c3ccccc3)N(c3ccc(Cl)c(C(=O)O)c3)C2=O)cc1,CCOC(=O)c1ccc(/C=C2/C=C(c3ccccc3)N(c3ccc(Cl)c(C(=O)O)c3)C2=O)cc1,safety
4045,Cc1ccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)cc1,Cc1ccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)cc1,safety
4055,Cc1cccc(C(=O)NC(=S)NNC(=O)c2cccs2)c1,Cc1cccc(C(=O)NC(=S)NNC(=O)c2cccs2)c1,safety
4065,COc1ccc(/C=C(\C#N)C(=O)c2c(C)[nH]c3ccccc23)cc1OC,COc1ccc(/C=C(\C#N)C(=O)c2c(C)[nH]c3ccccc23)cc1OC,safety
4077,O=C1COc2ccc(C(=O)/C=C/c3ccccc3)cc2N1,O=C1COc2ccc(C(=O)/C=C/c3ccccc3)cc2N1,safety
4082,COc1ccnc(CSC(N)=Nc2ccccc2C(F)(F)F)c1,COc1ccnc(CSC(N)=Nc2ccccc2C(F)(F)F)c1,safety
4107,COC(=O)CN1C(=O)N/C(=C/c2ccc(OC)cc2)C1=O,COC(=O)CN1C(=O)N/C(=C/c2ccc(OC)cc2)C1=O,safety
4109,Cc1ccc(O)c(C(=O)c2cc(C#N)c(=O)n(-c3nccs3)c2)c1,Cc1ccc(O)c(C(=O)c2cc(C#N)c(=O)n(-c3nccs3)c2)c1,safety
4113,COc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)cc(Br)c1OC(=O)c1ccco1,COc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)cc(Br)c1OC(=O)c1ccco1,safety
4141,N#C/C(=C/c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)o1)c1nc2ccccc2s1,N#C/C(=C/c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)o1)c1nc2ccccc2s1,safety
4157,Cc1cc(C(=O)O)ccc1-n1c(C)cc(C=C2C(=O)c3ccccc3C2=O)c1C,Cc1cc(C(=O)O)ccc1-n1c(C)cc(C=C2C(=O)c3ccccc3C2=O)c1C,safety
4162,Cc1ccc(-c2nc(CN(C)Cc3cccc4cnccc34)c(C)o2)s1,Cc1ccc(-c2nc(CN(C)Cc3cccc4cnccc34)c(C)o2)s1,safety
4241,O=c1c(/C=N/OCc2ccc(Cl)cc2Cl)c[nH]n1-c1cccc(Cl)n1,O=c1c(/C=N/OCc2ccc(Cl)cc2Cl)c[nH]n1-c1cccc(Cl)n1,safety
4245,COc1ccc(/C=c2\sc3nc(=O)c(C)nn3c2=O)c(OC)c1,COc1ccc(/C=c2\sc3nc(=O)c(C)nn3c2=O)c(OC)c1,safety
4268,COc1cc(/C=C(\C#N)C(=O)c2c[nH]c3ccccc23)cc(OC)c1O,COc1cc(/C=C(\C#N)C(=O)c2c[nH]c3ccccc23)cc(OC)c1O,safety
4280,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(-c4ccccc4Cl)nc4ccccc34)cc2)c1C,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(-c4ccccc4Cl)nc4ccccc34)cc2)c1C,safety
4283,CC(=O)Nc1ccc(/C=N/N2C(=O)NC(C)(c3ccc(OC(F)F)cc3)C2=O)cc1,CC(=O)Nc1ccc(/C=N/N2C(=O)NC(C)(c3ccc(OC(F)F)cc3)C2=O)cc1,safety
4313,Cc1[nH]n(-c2ccccc2)c(=O)c1C(=O)c1ccc(Cl)cc1,Cc1[nH]n(-c2ccccc2)c(=O)c1C(=O)c1ccc(Cl)cc1,safety
4353,COc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1OC,COc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1OC,safety
4354,Cc1ccc(S(=O)(=O)Oc2ccccc2/C=C2/SC(=O)NC2=O)cc1,Cc1ccc(S(=O)(=O)Oc2ccccc2/C=C2/SC(=O)NC2=O)cc1,safety
4359,CCCOc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1,CCCOc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1,safety
4367,COc1ccc(/C=N/Nc2nnc(Cc3ccccc3)c(=O)[nH]2)cc1,COc1ccc(/C=N/Nc2nnc(Cc3ccccc3)c(=O)[nH]2)cc1,safety
4378,CN(C)c1ccc(/C=C2\C(=N)N3C(=NC2=O)Sc2cc(S(C)(=O)=O)ccc23)cc1,CN(C)c1ccc(/C=C2\C(=N)N3C(=NC2=O)Sc2cc(S(C)(=O)=O)ccc23)cc1,safety
4407,CN(c1ccccc1)c1ccc(/C=c2\s/c(=C(/C#N)C(=O)C(C)(C)C)n(Cc3ccco3)c2=O)cc1,CN(c1ccccc1)c1ccc(/C=c2\s/c(=C(/C#N)C(=O)C(C)(C)C)n(Cc3ccco3)c2=O)cc1,safety
4440,O=C(CN1C(=O)S/C(=C\c2cc(Cl)c(O)c(Cl)c2)C1=O)Nc1ccccc1,O=C(CN1C(=O)S/C(=C\c2cc(Cl)c(O)c(Cl)c2)C1=O)Nc1ccccc1,safety
4461,COc1cc2c(cc1OC)C(c1ccccc1C(F)(F)F)CC(=O)N2,COc1cc2c(cc1OC)C(c1ccccc1C(F)(F)F)CC(=O)N2,safety
4465,CC1(C)CC(=O)C(C2C3=C(CC(C)(C)CC3=O)Oc3c(Br)cc(Br)cc32)=C(O)C1,CC1(C)CC(=O)C(C2C3=C(CC(C)(C)CC3=O)Oc3c(Br)cc(Br)cc32)=C(O)C1,safety
4538,CCN(CC)C(=O)Cn1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3F)C2=O)c2ccccc21,CCN(CC)C(=O)Cn1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3F)C2=O)c2ccccc21,safety
4551,Cc1ccc(-c2csc(NC(=O)c3ccc(Br)cc3)c2C(=O)O)cc1,Cc1ccc(-c2csc(NC(=O)c3ccc(Br)cc3)c2C(=O)O)cc1,safety
4554,O=c1[nH]c(=O)n(-c2ccccc2F)c(O)c1/C=C1\C=Nc2ccccc21,O=c1[nH]c(=O)n(-c2ccccc2F)c(O)c1/C=C1\C=Nc2ccccc21,safety
4580,Cc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc(C)c1OC(F)F,Cc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc(C)c1OC(F)F,safety
4589,CSc1ncccc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,CSc1ncccc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,safety
4602,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,safety
4605,Cn1c(O)c(/C=N/NC(=O)c2cc3ccccc3cc2O)c2ccccc21,Cn1c(O)c(/C=N/NC(=O)c2cc3ccccc3cc2O)c2ccccc21,safety
4608,CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)c(Br)c3)C(=O)N=C2S1,CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)c(Br)c3)C(=O)N=C2S1,safety
4620,O=C1Nc2cc(C(=O)N3CCC4(CC3)OCCO4)ccc2NC1CSCc1cccc(F)c1,O=C1Nc2cc(C(=O)N3CCC4(CC3)OCCO4)ccc2NC1CSCc1cccc(F)c1,safety
4622,CCOc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)ccc1OS(=O)(=O)c1ccccc1,CCOc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)ccc1OS(=O)(=O)c1ccccc1,safety
4645,COc1ccc(C(=O)NNC(=S)NC(=O)c2cccs2)cc1,COc1ccc(C(=O)NNC(=S)NC(=O)c2cccs2)cc1,safety
4653,COc1ccccc1C(=O)NNC(=S)NC(=O)c1cccs1,COc1ccccc1C(=O)NNC(=S)NC(=O)c1cccs1,safety
4655,COc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)ccc1OS(=O)(=O)c1ccccc1[N+](=O)[O-],COc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)ccc1OS(=O)(=O)c1ccccc1[N+](=O)[O-],safety
4658,Cc1ccccc1C(=O)NNC(=S)NC(=O)c1cccs1,Cc1ccccc1C(=O)NNC(=S)NC(=O)c1cccs1,safety
4661,CCC1=NN2C(=N)/C(=C/c3ccc(OS(=O)(=O)c4ccccc4)cc3)C(=O)N=C2S1,CCC1=NN2C(=N)/C(=C/c3ccc(OS(=O)(=O)c4ccccc4)cc3)C(=O)N=C2S1,safety
4663,CCOc1cc(/C=C2/C(=N)N3N=C(CC)SC3=NC2=O)ccc1OC(=O)c1ccco1,CCOc1cc(/C=C2/C(=N)N3N=C(CC)SC3=NC2=O)ccc1OC(=O)c1ccco1,safety
4669,Cc1ccc(OCC(=O)NNC(=S)NC(=O)c2cccs2)c(C)c1,Cc1ccc(OCC(=O)NNC(=S)NC(=O)c2cccs2)c(C)c1,safety
4677,Cc1cccc(C(=O)NNC(=S)NC(=O)c2cccs2)c1,Cc1cccc(C(=O)NNC(=S)NC(=O)c2cccs2)c1,safety
4680,CC(C)CS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=O)N=C2S1,CC(C)CS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=O)N=C2S1,safety
4681,CCCOc1ccc(C(=O)NNC(=S)NC(=O)c2cccs2)cc1,CCCOc1ccc(C(=O)NNC(=S)NC(=O)c2cccs2)cc1,safety
4683,COc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)ccc1OS(=O)(=O)c1ccccc1,COc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)ccc1OS(=O)(=O)c1ccccc1,safety
4686,Cc1c(C)c2c(OCC(=O)N[C@@H](C(=O)O)c3ccccc3)cc3c(c2oc1=O)CCC(C)(C)O3,Cc1c(C)c2c(OCC(=O)N[C@@H](C(=O)O)c3ccccc3)cc3c(c2oc1=O)CCC(C)(C)O3,safety
4699,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1cccc(-c2ccc3nncn3n2)c1,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1cccc(-c2ccc3nncn3n2)c1,safety
4702,Cc1nnc2ccc(-c3cccc(NS(=O)(=O)c4ccccc4[N+](=O)[O-])c3)nn12,Cc1nnc2ccc(-c3cccc(NS(=O)(=O)c4ccccc4[N+](=O)[O-])c3)nn12,safety
4703,O=S(=O)(Nc1cccc(-c2ccc3nncn3n2)c1)c1cc(F)ccc1F,O=S(=O)(Nc1cccc(-c2ccc3nncn3n2)c1)c1cc(F)ccc1F,safety
4748,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,safety
4783,COC(=O)c1ccc(NC(=O)c2sc3nc(-c4ccccc4)cn3c2C)cc1,COC(=O)c1ccc(NC(=O)c2sc3nc(-c4ccccc4)cn3c2C)cc1,safety
4921,COc1ccc(-c2cc(C3CCN(c4ccc(C(C)=O)cc4[N+](=O)[O-])CC3)[nH]n2)cc1,COc1ccc(-c2cc(C3CCN(c4ccc(C(C)=O)cc4[N+](=O)[O-])CC3)[nH]n2)cc1,safety
4932,COc1ccc2c(c1)N(C)/C(=C1/SC(=NCc3ccccc3)N(c3ccccc3)C1=O)S2,COc1ccc2c(c1)N(C)/C(=C1/SC(=NCc3ccccc3)N(c3ccccc3)C1=O)S2,safety
4942,CNCCCOc1cc2c(cc1-c1c(C)noc1C)ncc1c2n(C(C)c2ccccn2)c(=O)n1C,CNCCCOc1cc2c(cc1-c1c(C)noc1C)ncc1c2n(C(C)c2ccccn2)c(=O)n1C,safety
4943,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCCN(C)C)n([C@H](C)c1ccccn1)c(=O)n3C,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCCN(C)C)n([C@H](C)c1ccccn1)c(=O)n3C,safety
4975,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccc(C(F)(F)F)c1,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccc(C(F)(F)F)c1,safety
4984,Fc1cccc(Cl)c1-c1ncc(-c2ccc(C#Cc3nccs3)nc2)[nH]1,Fc1cccc(Cl)c1-c1ncc(-c2ccc(C#Cc3nccs3)nc2)[nH]1,safety
5020,Cc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCCCC4=O)c2)c1,Cc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCCCC4=O)c2)c1,safety
5042,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1c(Cl)cccc1Cl,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1c(Cl)cccc1Cl,safety
5048,CC(=O)NCCCOc1cc2c(cc1-c1c(C)noc1C)ncc1c2n(C(C)c2ccccn2)c(=O)n1C,CC(=O)NCCCOc1cc2c(cc1-c1c(C)noc1C)ncc1c2n(C(C)c2ccccn2)c(=O)n1C,safety
5049,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc(C#N)c2)c1=O,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc(C#N)c2)c1=O,safety
5063,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(C(=O)NO)cc1,safety
5076,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(/C=C/C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(/C=C/C(=O)NO)cc1,safety
5077,O=C(/C=C/c1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1)NO,O=C(/C=C/c1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1)NO,safety
5087,CCOC(=O)c1c(Nc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,CCOC(=O)c1c(Nc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,safety
5100,CCC(C)c1ccc(C(C)c2nc3cc(C#N)ccc3n2Cc2ccccc2Cl)cc1,CCC(C)c1ccc(C(C)c2nc3cc(C#N)ccc3n2Cc2ccccc2Cl)cc1,safety
5105,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(OC)c3)ccn2)cc1,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(OC)c3)ccn2)cc1,safety
5137,CNC(=O)c1cc(C(=O)NCCOC)cn(Cc2ccccc2)c1=O,CNC(=O)c1cc(C(=O)NCCOC)cn(Cc2ccccc2)c1=O,safety
