ID,scaffold,mean_shap_full,mean_shap_test,mean_shap,effect_test
pos442,O=C(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCN(c2ccccn2)CC1,0.000558805,0.000558805,0.000558805,positive
pos443,c1ccc(CNc2nccc(Cc3nc4ccccc4s3)n2)cc1,0.000557799,0.000557799,0.000557799,positive
pos444,c1nc(-c2cnn(C3CNC3)c2)c2cc[nH]c2n1,0.000557718,0.000557718,0.000557718,positive
pos445,O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)NC1CCS(=O)(=O)C1,0.000557233,0.000557233,0.000557233,positive
pos446,C(=NNc1nc(-c2ccccc2)cs1)c1ccccn1,0.000553301,0.000553301,0.000553301,positive
pos447,c1ccc2nc3ccccc3cc2c1,0.000552415,0.000552415,0.000552415,positive
pos448,c1cncc(-c2cccc3[nH]ccc23)c1,0.000550008,0.000550008,0.000550008,positive
pos449,O=C(Nc1ccccc1)C(C=CCc1ccccc1)=NC(=O)c1ccccc1,0.000543952,0.000543952,0.000543952,positive
pos450,O=c1[nH]c(=O)c2c(=O)cc[nH]c2[nH]1,0.000543193,0.000543193,0.000543193,positive
pos451,O=C1CC(=O)C2C(CCC3C4=CCC5CCCCC5C4CCC32)C1,0.000540456,0.000540456,0.000540456,positive
pos452,c1ccc(-c2csc(Nc3ccnc(SCc4cccc5ccccc45)n3)n2)cc1,0.000538209,0.000538209,0.000538209,positive
pos453,O=C(CCN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.000538198,0.000538198,0.000538198,positive
pos454,c1ccc(CSc2ncc3ccccc3n2)cc1,0.000537378,0.000537378,0.000537378,positive
pos455,O=C(C=Cc1ccccc1)Nc1ncc(C(=O)Nc2ccccc2)s1,0.000532381,0.000532381,0.000532381,positive
pos456,O=c1ccc2cc3c(cc2o1)OCC=C3,0.000530449,0.000530449,0.000530449,positive
pos457,O=C(Nc1ccccc1)Nc1cccs1,0.000530094,0.000530094,0.000530094,positive
pos458,O=C(C=Cc1ccccc1)Nc1nc[nH]n1,0.000527838,0.000527838,0.000527838,positive
pos459,c1ccc(CNc2cccc3[nH]cnc23)cc1,0.000526552,0.000526552,0.000526552,positive
pos460,O=C(NCc1ccccc1)c1cccnc1,0.000523469,0.000523469,0.000523469,positive
pos461,O=C1CCc2ccc(S(=O)(=O)c3ccccc3)cc21,0.000522422,0.000522422,0.000522422,positive
pos462,C(=NNc1nc2ccccc2s1)c1ccncn1,0.000522066,0.000522066,0.000522066,positive
pos463,O=C(CSc1ncnc2sccc12)Nc1cc(-c2ccccc2)cs1,0.000518605,0.000518605,0.000518605,positive
pos464,O=C(COC(=O)CCN1C(=O)c2ccccc2C1=O)Nc1ccccc1,0.00051829,0.00051829,0.00051829,positive
pos465,c1ccc2[nH]c(CN3CCCCC3)cc2c1,0.000517346,0.000517346,0.000517346,positive
pos466,O=C(C=NNc1ccccc1)c1cccs1,0.000515002,0.000515002,0.000515002,positive
pos467,N=C(Nc1ccccc1)SCc1ccccn1,0.000514168,0.000514168,0.000514168,positive
pos468,O=c1cc(CN2CCN(CC=Cc3ccccc3)CC2)c2ccccc2o1,0.000511488,0.000511488,0.000511488,positive
pos469,c1ccc(CCNc2nccc(Cc3nc4ccccc4s3)n2)nc1,0.000504584,0.000504584,0.000504584,positive
pos470,O=C(CNC(=O)CNC(=O)C1CSCC(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NCC(=O)N1)NCC(=O)N1CCCC1,0.000503389,0.000503389,0.000503389,positive
pos471,N=C(Cc1ccccc1)NOC(=O)COc1ccc2ccccc2c1,0.000501991,0.000501991,0.000501991,positive
pos472,S=C(Nc1ccccc1)N1CCNCC1,0.000498272,0.000498272,0.000498272,positive
pos473,O=C(C=Cc1ccccc1)c1ccccn1,0.000497796,0.000497796,0.000497796,positive
pos474,O=c1cc2c3ccccc3n3c(=O)ccc([nH]1)c23,0.000494675,0.000494675,0.000494675,positive
pos475,O=C1CCc2ccc(Sc3nccs3)cc21,0.000494108,0.000494108,0.000494108,positive
pos476,c1ccc(Sc2cnnc(-c3ccccc3)n2)cc1,0.000489929,0.000489929,0.000489929,positive
pos477,O=C1Cc2cc(NS(=O)(=O)c3cnoc3)ccc2OC(CNCc2ccc(Oc3ccccc3)cc2)CCN1,0.000489584,0.000489584,0.000489584,positive
pos478,C1=C2c3ccccc3CCN2COC1,0.000487794,0.000487794,0.000487794,positive
pos479,C=C1CCC2C(CC3C(=O)OC4C=CCCC=CCCC43)C(=O)OC2C2C(=C)CCC12,0.000487337,0.000487337,0.000487337,positive
pos480,c1cc(-c2nnc(Sc3nccs3)[nH]2)[nH]n1,0.000486334,0.000486334,0.000486334,positive
pos481,O=c1nc[nH]cc1N=Nc1ccccc1,0.000483364,0.000483364,0.000483364,positive
pos482,O=C(NCc1ccccc1)NC12CC3CC(CC(C3)C1)C2,0.000483353,0.000483353,0.000483353,positive
pos483,c1ccc(OCc2ccccn2)cc1,0.000477978,0.000477978,0.000477978,positive
pos484,O=C(CN1C(=O)SC(=Cc2c[nH]c3ccccc23)C1=O)Nc1ccc2c(c1)OCO2,0.000476589,0.000476589,0.000476589,positive
pos485,c1ccc(N=c2oc3ccccc3cc2-c2nc3ccccc3[nH]2)cc1,0.00047521,0.00047521,0.00047521,positive
pos486,O=C1N=C(c2ccccc2)SC1=Cc1cc2ccccc2[nH]1,0.000473224,0.000473224,0.000473224,positive
pos487,O=C(Nc1cccc(NC(=O)c2ccc(-c3ccccc3)o2)c1)c1ccccc1,0.000472747,0.000472747,0.000472747,positive
pos488,C(=NNc1ccc2ccccc2n1)c1ccccc1,0.000472549,0.000472549,0.000472549,positive
pos489,O=c1ccc2ccccc2o1,0.00046703,0.00046703,0.00046703,positive
pos490,O=C1CCC(CCC2CCC3C4=CCCCC4CCC23)O1,0.00046142,0.00046142,0.00046142,positive
pos491,C1=CCC(C=Cc2nc3ccccc3[nH]2)CC1,0.000458855,0.000458855,0.000458855,positive
pos492,c1ccc(-c2cn3ccncc3n2)cc1,0.000457953,0.000457953,0.000457953,positive
pos493,O=S(=O)(c1ccc(OCCOc2ccccc2)cc1)N1CCCC1,0.000457698,0.000457698,0.000457698,positive
pos494,O=C(Nc1nc(-c2ccccc2)cs1)c1ccn[nH]1,0.000457367,0.000457367,0.000457367,positive
pos495,O=C(OCCCN1CCC(c2ccccc2)(c2ccccc2)CC1)C1C=NC=CC1c1ccccc1,0.000454017,0.000454017,0.000454017,positive
pos496,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(-c2ccco2)nc2ccccc12,0.000452602,0.000452602,0.000452602,positive
pos497,C1=NCc2ccccc2N1,0.000452198,0.000452198,0.000452198,positive
pos498,O=C(NCCC1CCOCC1)C1CCN(C(=O)NCc2ccccc2)CC1,0.000452008,0.000452008,0.000452008,positive
pos499,O=C(Oc1cccc2cccnc12)c1ccccc1,0.000450089,0.000450089,0.000450089,positive
pos500,O=C1C(=NS(=O)(=O)c2cccs2)C([n+]2cccc(Cc3ccccc3)c2)=Cc2ccccc21,0.000449968,0.000449968,0.000449968,positive
pos501,O=C(CC1CCC2C(COCCCN2Cc2ccccc2)O1)NCc1ccc(Oc2ccccc2)cc1,0.000449215,0.000449215,0.000449215,positive
pos502,O=C1CCC(CCC2CCC3C2=CCC2CCCCC23)O1,0.000447707,0.000447707,0.000447707,positive
pos503,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,0.000445129,0.000445129,0.000445129,positive
pos504,c1ccc(Cc2nc3ccccc3n2Cc2ccccc2)cc1,0.000444823,0.000444823,0.000444823,positive
pos505,c1ccc(Nc2nc3ccccc3o2)cc1,0.000442916,0.000442916,0.000442916,positive
pos506,S=C(Nc1ccccc1)Nc1ccccn1,0.000439676,0.000439676,0.000439676,positive
pos507,O=C(Oc1cccc2ccccc12)c1ccccc1,0.000433132,0.000433132,0.000433132,positive
pos508,O=C1c2ccccc2-c2nnc(-c3ccccc3)cc21,0.000432224,0.000432224,0.000432224,positive
pos509,S=C1CC(c2ccccc2)CC=N1,0.000429943,0.000429943,0.000429943,positive
pos510,O=C(Nc1ccccc1)N1CCOC1,0.000429542,0.000429542,0.000429542,positive
pos511,c1cc(Nc2nc(C34CC5CC(CC(C5)C3)C4)cs2)ncn1,0.000429506,0.000429506,0.000429506,positive
pos512,O=C1NC(=S)N=C1Cc1coc2ccccc2c1=O,0.00042644,0.00042644,0.00042644,positive
pos513,c1ccc(-c2nc(SCc3nnc(-c4ccccc4)o3)c3ccccc3n2)cc1,0.000426,0.000426,0.000426,positive
pos514,c1ccc(-c2cccc(-c3ccco3)c2)cc1,0.000425986,0.000425986,0.000425986,positive
pos515,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccccc2)o1,0.00042461,0.00042461,0.00042461,positive
pos516,O=C(Nc1ccc(Oc2ncnc3sc(-c4ccccc4)cc23)cc1)c1ccccc1,0.000424188,0.000424188,0.000424188,positive
pos517,O=C1CCCC2=NC(Nc3nc4ccccc4o3)=NC3(CCCCC3)C12,0.000422741,0.000422741,0.000422741,positive
pos518,O=C(NC1CCCCC1)c1cccc2c1C(=O)c1ccc(-c3ccccc3)cc1S2(=O)=O,0.000421019,0.000421019,0.000421019,positive
pos519,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,0.000420042,0.000420042,0.000420042,positive
pos520,O=C(Nc1ccccc1)N1CCCCN2CC(c3ccc(C#Cc4ccccc4)cc3)C2C1,0.000418717,0.000418717,0.000418717,positive
pos521,O=C(NC1CC1)c1ccc(=O)n(Cc2ccccc2)c1,0.000417363,0.000417363,0.000417363,positive
pos522,c1ccc(CNc2ncnc3c2[nH]c2ccccc23)cc1,0.000416573,0.000416573,0.000416573,positive
pos523,O=C(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCN(c2ccccc2)CC1,0.000414492,0.000414492,0.000414492,positive
pos524,O=C(NN=Cc1ccccc1)c1conc1-c1ccccc1,0.00041437,0.00041437,0.00041437,positive
pos525,O=C(Nc1ccccc1)N1Cc2[nH]c3ccccc3c2C2(CN(Cc3ccccc3)C2)C1,0.000414191,0.000414191,0.000414191,positive
pos526,O=C(CC(=O)c1ccc2occc2c1)c1ccc2c(c1)OCO2,0.000413095,0.000413095,0.000413095,positive
pos527,O=C(C1CC1)N1CCc2ccccc21,0.000412973,0.000412973,0.000412973,positive
pos528,O=C(NC1CCCC1)c1cnc2ccccc2c1,0.000412544,0.000412544,0.000412544,positive
pos529,O=C(Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCN(c2ccccn2)CC1,0.000412412,0.000412412,0.000412412,positive
pos530,C(#Cc1cccc(-c2c[nH]c3cncnc23)c1)Cc1cnccn1,0.000410575,0.000410575,0.000410575,positive
pos531,O=C(COC(=O)CN1C(=O)c2ccccc2C1=O)Nc1ccccc1,0.000407107,0.000407107,0.000407107,positive
pos532,O=c1cc[nH]c2c1sc1ncccc12,0.000404121,0.000404121,0.000404121,positive
pos533,C(#Cc1nccs1)c1ccc(-c2c[nH]c(-c3ccccc3)n2)cn1,0.000403225,0.000403225,0.000403225,positive
pos534,c1ccc(-c2cccc(-c3ccccc3)n2)cc1,0.000399394,0.000399394,0.000399394,positive
pos535,O=c1ccc2cccc(CC3CCC=CC3c3cccc4ccc(=O)oc34)c2o1,0.000399358,0.000399358,0.000399358,positive
pos536,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(NC(=O)c2cncc(-c3cccs3)c2)c1,0.000399357,0.000399357,0.000399357,positive
pos537,O=S(=O)(Nc1ccccc1)c1ccc(NC(=S)Nc2ccccc2)cc1,0.000398599,0.000398599,0.000398599,positive
pos538,c1ccc(Cc2ccc(-c3c[nH]c(-c4ccccc4)n3)cc2)cc1,0.000395397,0.000395397,0.000395397,positive
pos539,O=C(Nc1ccccc1)c1[nH]ncc1N=Cc1ccccc1,0.000395369,0.000395369,0.000395369,positive
pos540,O=c1c2[nH]c3ccccc3c2[nH]c(=S)n1Cc1ccccc1,0.000393942,0.000393942,0.000393942,positive
pos541,O=C(c1cc2ccccc2oc1=O)N1CCNCC1,0.000393526,0.000393526,0.000393526,positive
pos542,O=C(Nc1ccccc1)C1C2CC3OC(=O)C1C3C2,0.000393099,0.000393099,0.000393099,positive
pos543,O=C(NCCC1CCOCC1)c1ccc(=O)n(Cc2ccccc2)c1,0.000391775,0.000391775,0.000391775,positive
pos544,c1ccc(-c2n[nH]c(-c3ccccc3)n2)cc1,0.00039138,0.00039138,0.00039138,positive
pos545,O=C(NC(=S)Nc1ccc2c(c1)oc1ccccc12)c1ccccc1,0.000388459,0.000388459,0.000388459,positive
pos546,O=c1c(Oc2ccccc2)coc2ccccc12,0.000384201,0.000384201,0.000384201,positive
pos547,O=C(Nc1cccc(Nc2ccc3c(c2)CCCCC3=O)c1)c1ccccc1,0.000383291,0.000383291,0.000383291,positive
pos548,c1ccc(Sc2ccc(-c3c[nH]c(-c4ccccc4)n3)cc2)cc1,0.000383081,0.000383081,0.000383081,positive
pos549,O=S(=O)(Nc1cccc(-c2ccc3nncn3n2)c1)c1ccccc1,0.000381785,0.000381785,0.000381785,positive
pos550,O=C(Nc1nc2ccccc2s1)c1ccco1,0.000379754,0.000379754,0.000379754,positive
pos551,O=C(CCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3)N1CCN(c2ccccc2)CC1,0.00037942,0.00037942,0.00037942,positive
pos552,O=C(c1ccccc1)C1NCC(c2cccs2)=[NH+]1,0.000376675,0.000376675,0.000376675,positive
pos553,C(#Cc1ccc(-c2c[nH]c(-c3ccccc3)n2)cn1)c1cccnc1,0.000373005,0.000373005,0.000373005,positive
pos554,O=C(NCCc1c[nH]c2ccccc12)c1ccc(-c2ccccc2)nc1,0.000369147,0.000369147,0.000369147,positive
pos555,c1cnccn1,0.000364889,0.000364889,0.000364889,positive
pos556,C(=Nn1cnnc1)c1cnn(-c2ccccc2)c1,0.000363699,0.000363699,0.000363699,positive
pos557,O=C1c2ccccc2C(=O)c2occc21,0.000359546,0.000359546,0.000359546,positive
pos558,O=C(CCS(=O)(=O)c1nccc(-c2ccccc2)n1)Nc1ccon1,0.000355743,0.000355743,0.000355743,positive
pos559,O=C(Nc1c2c(nn1-c1ccccc1)C[SH+]C2)c1ccccc1,0.000349909,0.000349909,0.000349909,positive
pos560,C(#Cc1ccc2c(c1)N(c1ccncn1)CC2)Cc1nccs1,0.000349638,0.000349638,0.000349638,positive
pos561,O=C(C=Cc1cccnc1)C=Cc1cccnc1,0.000346733,0.000346733,0.000346733,positive
pos562,O=C(COc1cc2c(c3oc(=O)ccc13)CCCO2)NCc1ccccc1,0.000345296,0.000345296,0.000345296,positive
pos563,c1cc2cc(c1)Oc1ccc(cc1)CC1NCCc3ccc(cc31)Oc1cccc3c1C(C2)NCC3,0.000344097,0.000344097,0.000344097,positive
pos564,c1ccc2nc3c(nc2c1)CCc1n[nH]cc1-3,0.000342045,0.000342045,0.000342045,positive
pos565,O=C(NNC(=S)Nc1ccccc1)c1cn(-c2ccccn2)cn1,0.000341676,0.000341676,0.000341676,positive
pos566,O=C(C=c1[nH]c(=O)c(=Cc2ccccc2)s1)c1ccccc1,0.000339584,0.000339584,0.000339584,positive
pos567,O=c1oc2ccccc2cc1S(=O)(=O)c1ccccc1,0.000339359,0.000339359,0.000339359,positive
pos568,O=C1CCC(Cn2cc3cc(NC(=O)c4ccccn4)ccc3n2)N1,0.000337905,0.000337905,0.000337905,positive
pos569,O=C(Cc1ccccc1Nc1ccccc1)NCCc1ccccc1,0.000337218,0.000337218,0.000337218,positive
pos570,O=C(c1ccccc1)c1ccccc1N1CCOCC1,0.000337025,0.000337025,0.000337025,positive
pos571,O=C(Nc1ccccc1)c1ccc(=O)n(-c2ccccc2)n1,0.000336013,0.000336013,0.000336013,positive
pos572,O=C1CC(c2ccccc2)C=C2SCN(C3CCCCC3)CN12,0.000335741,0.000335741,0.000335741,positive
pos573,O=C(NCCc1ccccc1)c1cccnc1,0.00033556,0.00033556,0.00033556,positive
pos574,O=C(c1ccccc1)c1ccc(=O)n(-c2nccs2)c1,0.000335474,0.000335474,0.000335474,positive
pos575,O=C(C=C1Nc2ccccc2S1)c1cccs1,0.000334382,0.000334382,0.000334382,positive
pos576,c1ccc(Nc2cc3ccc4ccccc4c3[nH]2)cc1,0.000329345,0.000329345,0.000329345,positive
pos577,c1ccc(CCc2ccc(-c3c[nH]c(-c4ccccc4)n3)cc2)cc1,0.00032906,0.00032906,0.00032906,positive
pos578,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3cc[nH]c23)c1,0.000328589,0.000328589,0.000328589,positive
pos579,O=C1CCCC(=O)C1C1c2ccccc2OC2=CCCC(=O)C21,0.000326324,0.000326324,0.000326324,positive
pos580,O=C(NNc1ncnc2ccccc12)c1ccccc1,0.000325155,0.000325155,0.000325155,positive
pos581,O=C(Nc1ccccc1)c1cnc2ccccc2c1,0.000324857,0.000324857,0.000324857,positive
pos582,O=C(CCC1CCCN(C(=O)c2ccccc2)C1)N1CCN(c2ccccn2)CC1,0.000324029,0.000324029,0.000324029,positive
pos583,O=C(N=CCc1c2ccccc2cc2ccccc12)c1ccccc1,0.00032069,0.00032069,0.00032069,positive
pos584,O=C(Nc1nncs1)c1ccc(-c2ccccc2)o1,0.00032056,0.00032056,0.00032056,positive
pos585,O=c1cnn2c(=O)c(=Cc3ccccc3)sc2n1,0.000318484,0.000318484,0.000318484,positive
pos586,C=C1SCC(=O)N1CC(=O)c1ccc[nH]1,0.000318019,0.000318019,0.000318019,positive
pos587,O=c1cc[nH]c(=S)[nH]1,0.000317386,0.000317386,0.000317386,positive
pos588,c1ccc2sc(Cc3ccnc(NCCN4CCCCC4)n3)nc2c1,0.000316904,0.000316904,0.000316904,positive
pos589,c1cncc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)c1,0.000315999,0.000315999,0.000315999,positive
pos590,O=c1cc[nH]c(SCCCOc2ccccc2)n1,0.000313433,0.000313433,0.000313433,positive
pos591,O=C(c1ccncc1)N1CCCCN2CC(c3ccc(C#Cc4ccccc4)cc3)C2C1,0.000313381,0.000313381,0.000313381,positive
pos592,O=C(NNC(=S)Nc1ccccc1)c1ccn[nH]1,0.000312138,0.000312138,0.000312138,positive
pos593,O=S(=O)(c1cccs1)c1cn(N=Cc2ccccc2)c2nc3ccccc3nc12,0.000309171,0.000309171,0.000309171,positive
pos594,C(=NOCc1ccccc1)c1cccs1,0.000307169,0.000307169,0.000307169,positive
pos595,c1coc(-c2ccc3ccsc3n2)c1,0.000307046,0.000307046,0.000307046,positive
pos596,c1ccc2c(c1)CC1C3CCC(CN1C2)N3,0.000305331,0.000305331,0.000305331,positive
pos597,O=c1[nH]c2ccccc2n(OCc2ccccc2)c1=O,0.000305,0.000305,0.000305,positive
pos598,O=C(c1ccccc1)c1cnc2oncc2c1,0.00030469,0.00030469,0.00030469,positive
pos599,C1=CC2OC1c1cn(-c3ccccc3-c3ccccc3)cc12,0.000301646,0.000301646,0.000301646,positive
pos600,O=C(Cc1ccccc1)NCCc1ccc(OCc2ccccc2)cc1,0.000299728,0.000299728,0.000299728,positive
pos601,O=C(COC(=O)CNS(=O)(=O)C=Cc1ccccc1)NC1CCS(=O)(=O)C1,0.000298722,0.000298722,0.000298722,positive
pos602,O=C(c1ccc(NS(=O)(=O)C=Cc2ccccc2)cc1)N1CCCCC1,0.000297025,0.000297025,0.000297025,positive
pos603,O=C1CCCC(=O)C1=CNCCN1CCNCC1,0.000296908,0.000296908,0.000296908,positive
pos604,O=C1C=C(Cc2ccccc2)C(=O)c2ccccc21,0.000294688,0.000294688,0.000294688,positive
pos605,C(#CC1CCCCCC1)c1cc(-n2ccc3cncnc32)ccn1,0.000293788,0.000293788,0.000293788,positive
pos606,C(#CC1CCCCC1)c1cc(-n2ccc3cncnc32)ccn1,0.000293788,0.000293788,0.000293788,positive
pos607,c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1,0.000292588,0.000292588,0.000292588,positive
pos608,O=C(Nc1cccnc1)C12CC3CCC1C3CO2,0.000288755,0.000288755,0.000288755,positive
pos609,O=S(=O)(NN=Cc1ccccc1)c1ccccc1,0.00028668,0.00028668,0.00028668,positive
pos610,O=C1Nc2ccccc2C(=O)C1Cc1ccccc1,0.000284851,0.000284851,0.000284851,positive
pos611,C1=CC2c3ccccc3NCC2C1,0.000284699,0.000284699,0.000284699,positive
pos612,c1ccc(-n2ccc3ccccc32)cc1,0.000283743,0.000283743,0.000283743,positive
pos613,O=c1c2c(-c3cccs3)csc2ncn1N=Cc1ccccc1,0.000282497,0.000282497,0.000282497,positive
pos614,O=C(NCCC(c1ccccc1)c1ccccc1)c1cccnc1,0.0002824,0.0002824,0.0002824,positive
pos615,C(#CC1CCC1)c1cc(-n2ccc3cncnc32)ccn1,0.00028207,0.00028207,0.00028207,positive
pos616,c1ccc(Nc2ccnc(Nc3ccc(-c4ccsc4)cn3)n2)cc1,0.000278582,0.000278582,0.000278582,positive
pos617,O=C1C(=Cc2ccccc2)C=C(c2ccccc2)N1c1ccccc1,0.000278492,0.000278492,0.000278492,positive
pos618,O=C(OCC(=O)C12CC3CC(CC(C3)C1)C2)c1ccccc1,0.000278442,0.000278442,0.000278442,positive
pos619,c1ccc(CNc2ccnc3ccccc23)cc1,0.000275993,0.000275993,0.000275993,positive
pos620,O=C1NC(=S)SC1=C1C(=O)Nc2ccccc21,0.000274654,0.000274654,0.000274654,positive
pos621,c1ccc(-c2nc3sc4cncnc4c3c3c2CCCC3)cc1,0.000266424,0.000266424,0.000266424,positive
pos622,c1ccc(C2OCC3C(c4ccccc4)OCC23)cc1,0.000264947,0.000264947,0.000264947,positive
pos623,O=C(NC1CNC1=O)OCc1ccc(C2CCCC2)cc1,0.00026467,0.00026467,0.00026467,positive
pos624,O=C(CSc1cccc(-c2ccccc2)n1)Nc1ccccc1,0.000262402,0.000262402,0.000262402,positive
pos625,O=C1CC(c2cccc3ccccc23)C=C2SCNCN12,0.000261698,0.000261698,0.000261698,positive
pos626,O=S(=O)(Nc1ccccc1)c1ccsc1,0.000261104,0.000261104,0.000261104,positive
pos627,O=S(=O)(Nc1n[nH]c2nc3ccccc3cc12)c1ccccc1,0.000259692,0.000259692,0.000259692,positive
pos628,c1ccc(-c2n[nH]c3ncncc23)cc1,0.000258701,0.000258701,0.000258701,positive
pos629,O=C1COc2ccc3ccccc3c2CN1,0.000256618,0.000256618,0.000256618,positive
pos630,O=C(NCCCN1CCOCC1)c1cc2ccccc2s1,0.000255244,0.000255244,0.000255244,positive
pos631,O=C(CCS(=O)(=O)c1cccs1)Nc1ccc(C(=O)NCc2ccccc2)cc1,0.00025518,0.00025518,0.00025518,positive
pos632,O=C1CC(c2ccco2)C=C2SCN(c3ccccc3)CN12,0.000254893,0.000254893,0.000254893,positive
pos633,O=C1c2ccccc2C(=O)C1C1=NC(c2ccccn2)c2cn(-c3ccccc3)cc21,0.00025312,0.00025312,0.00025312,positive
pos634,O=C(COC(=O)CCc1c[nH]c2ccccc12)Nc1ccccc1,0.000252205,0.000252205,0.000252205,positive
pos635,C=C1CCC2OC2CCC2CCC12,0.000251804,0.000251804,0.000251804,positive
pos636,O=C(Oc1ccccc1)c1cc2ccccc2oc1=O,0.000251413,0.000251413,0.000251413,positive
pos637,O=C1CC=NC1Nc1nc2ccccc2s1,0.000251187,0.000251187,0.000251187,positive
pos638,O=C(Nc1ccc2n[nH]cc2c1)c1coc(-c2ccncc2)n1,0.000250519,0.000250519,0.000250519,positive
pos639,c1cc(CCn2ccnc2)cc(OCCC2Cc3ccccc3C2)c1,0.000250242,0.000250242,0.000250242,positive
pos640,O=C(CSc1ccc(-c2ccc(-n3cccn3)cc2)nn1)Nc1ccccc1,0.000248835,0.000248835,0.000248835,positive
pos641,S=c1sc(C=CC=CC=Nc2ccccc2)cn1Cc1ccccc1,0.000247658,0.000247658,0.000247658,positive
pos642,O=C(CCCCCCCCc1ccccc1)c1ccccc1,0.000247445,0.000247445,0.000247445,positive
pos643,c1ccc(-c2cc(C3CCN(c4ccccc4)CC3)[nH]n2)cc1,0.000246827,0.000246827,0.000246827,positive
pos644,c1ccc(COc2ccc(-c3ccnc4c3CCCC4)cc2)cc1,0.000246762,0.000246762,0.000246762,positive
pos645,O=c1c2c(-c3ccccc3)csc2nc2c3ccccc3cnn12,0.000242985,0.000242985,0.000242985,positive
pos646,c1ccc(Nc2ncnc3sc(-c4ccccc4)cc23)cc1,0.000242793,0.000242793,0.000242793,positive
pos647,O=C(Nc1ccc2ccc(=O)oc2c1)c1ccccc1,0.000241959,0.000241959,0.000241959,positive
pos648,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(NC(=O)N2CCNC2=O)c1,0.000241123,0.000241123,0.000241123,positive
pos649,O=C(Nc1ccccc1)c1cc2ccccc2oc1=O,0.000239069,0.000239069,0.000239069,positive
pos650,O=C(NC1CCNCC1)c1ccc(N2CCCC2)nc1,0.0002313,0.0002313,0.0002313,positive
pos651,O=C(NC(=S)Nc1cccc(NC(=S)NC(=O)c2ccccc2)c1)c1ccccc1,0.000229011,0.000229011,0.000229011,positive
pos652,c1ccc2c(c1)CCNC2,0.000226921,0.000226921,0.000226921,positive
pos653,O=C1CSc2ccc(C(=O)NCc3ccccc3)cc2N1,0.000226188,0.000226188,0.000226188,positive
pos654,c1cnc(NCCNc2ncccn2)nc1,0.000225803,0.000225803,0.000225803,positive
pos655,O=C1C(=Cc2cccnc2)CNCC1=Cc1cccnc1,0.000223158,0.000223158,0.000223158,positive
pos656,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,0.000222022,0.000222022,0.000222022,positive
pos657,S=C(Nc1ccccc1)Nc1ccc2c(c1)CCN2Cc1ccccc1,0.000221975,0.000221975,0.000221975,positive
pos658,O=C(OCc1ccccc1)c1ccccc1,0.000221733,0.000221733,0.000221733,positive
pos659,O=C(NC1CC1)c1ccc(=O)n(CC2CCOCC2)c1,0.00022154,0.00022154,0.00022154,positive
pos660,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3c[nH]nc23)c1,0.00021815,0.00021815,0.00021815,positive
pos661,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccco1,0.000216107,0.000216107,0.000216107,positive
pos662,c1ccc2c(c1)[nH]c1c(N3CCCCC3)ncnc12,0.00021502,0.00021502,0.00021502,positive
pos663,O=C(CSc1nc(-c2ccccc2)nc2ccccc12)NCc1ccco1,0.000214992,0.000214992,0.000214992,positive
pos664,O=C(NC1CCSc2ccccc21)c1ccccc1,0.000214985,0.000214985,0.000214985,positive
pos665,O=C(C=Cc1ccco1)NCC(=O)Nc1ccccc1,0.000213886,0.000213886,0.000213886,positive
pos666,C=C1C=c2c(ccc3ccccc23)=N1,0.000213738,0.000213738,0.000213738,positive
pos667,c1ccc(-c2cc(-c3ccccn3)on2)cc1,0.000213264,0.000213264,0.000213264,positive
pos668,O=C(NC1CC1)c1cccc(Nc2ccc3c(c2)CCCCC3=O)c1,0.000211986,0.000211986,0.000211986,positive
pos669,O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccc(NC(=O)c2ccco2)c1,0.000211889,0.000211889,0.000211889,positive
pos670,O=C1C(=O)N(Cc2cccs2)c2ccccc21,0.00021117,0.00021117,0.00021117,positive
pos671,O=C(NCc1ccccc1)N1CCC(NS(=O)(=O)c2ccccc2)CC1,0.000210081,0.000210081,0.000210081,positive
