ID,scaffold,mean_shap_full,mean_shap_test,mean_shap,effect_test
pos218,O=C(COC(=O)c1ccccc1C(=O)c1ccccc1)Nc1ccccc1,0.000968803,0.000968803,0.000968803,positive
pos219,O=C(CC(=Cc1ccccc1)c1nc2ccccc2s1)Nc1ccc(N2CCOCC2)cc1,0.000961992,0.000961992,0.000961992,positive
pos220,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccco1,0.000959198,0.000959198,0.000959198,positive
pos221,O=C1OCC(Cc2ccc3c(c2)CCO3)C1c1ccccc1,0.000959011,0.000959011,0.000959011,positive
pos222,c1ccc(-c2ccc3cc[nH]c3c2)cc1,0.000957255,0.000957255,0.000957255,positive
pos223,c1coc(C2=NCCc3ccccc32)c1,0.000956452,0.000956452,0.000956452,positive
pos224,C(=NNC1=NCCN1)c1ccccc1,0.000953403,0.000953403,0.000953403,positive
pos225,O=S(=O)(c1ccccc1)N1CC(c2ccc(C#CC3CCCC3)cc2)C1,0.000951742,0.000951742,0.000951742,positive
pos226,c1cc(N2CCOCC2)c2nsnc2c1,0.000950787,0.000950787,0.000950787,positive
pos227,O=C(Cc1ccccc1)NNC(=S)NC(=O)c1ccccc1,0.000950249,0.000950249,0.000950249,positive
pos228,O=C(C1CCCC1)N1CC2NC(C1)C2c1ccc(C=Cc2ccccc2)cc1,0.000949021,0.000949021,0.000949021,positive
pos229,O=C(Cc1cccc(C(=O)c2ccccc2)c1)NCCOc1ccccc1,0.000936169,0.000936169,0.000936169,positive
pos230,O=C1C2CC=CCC2C(c2ccccc2)=NN1Cc1cccc(CN2CCOCC2)c1,0.000935907,0.000935907,0.000935907,positive
pos231,O=C1NC(=S)SC1=CC=C1Nc2c(ccc3ccccc23)S1,0.000934707,0.000934707,0.000934707,positive
pos232,O=C1C=CC2C(C=CC3C2CCC2C(c4ccoc4)OC(=O)C4OC432)C1,0.000933299,0.000933299,0.000933299,positive
pos233,N=C1C(=Cc2ccccc2)C(=O)N=C2Sc3ccccc3N12,0.000930661,0.000930661,0.000930661,positive
pos234,O=C1Nc2ccccc2C1=Cc1ccco1,0.000925897,0.000925897,0.000925897,positive
pos235,O=C1c2ccc(Nc3ccccc3)cc2CCc2ccc(OCCN3CCOCC3)cc21,0.000925716,0.000925716,0.000925716,positive
pos236,C1=Cc2ncncc2N(Cc2ccccc2)c2ccccc21,0.000924606,0.000924606,0.000924606,positive
pos237,O=c1c2ccccc2ccc2cc(Nc3ccccc3)ccc12,0.000924465,0.000924465,0.000924465,positive
pos238,O=C(Cn1ncccc1=O)Nc1cccc(S(=O)(=O)N2CCOCC2)c1,0.00092304,0.00092304,0.00092304,positive
pos239,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1cccn1-c1ccccc1,0.000922857,0.000922857,0.000922857,positive
pos240,O=C(CC1CCCc2ccccc21)c1ccoc1,0.000917558,0.000917558,0.000917558,positive
pos241,C=C1CCC2C(CC3C(=O)OC4C5CC=CCC5CCC34)C(=O)OC2C2C(=C)CCC12,0.000915749,0.000915749,0.000915749,positive
pos242,O=C(Nc1cc(-c2ccccc2)cs1)c1ccccc1,0.000911467,0.000911467,0.000911467,positive
pos243,O=C(Cc1cccc(C(=O)c2ccccc2)c1)NCCCCOc1ccccc1,0.000909252,0.000909252,0.000909252,positive
pos244,O=C(N1CCCc2ccccc21)n1ccc(=O)o1,0.000908452,0.000908452,0.000908452,positive
pos245,c1ccc(N=Nc2cccc3ccccc23)cc1,0.00090557,0.00090557,0.00090557,positive
pos246,O=C1C(=O)c2ccccc2C2=C1CCCO2,0.000904135,0.000904135,0.000904135,positive
pos247,O=C(C1CCC1)N1CCC2CNc3ccc(-c4ccccc4)cc3C21,0.000903164,0.000903164,0.000903164,positive
pos248,O=C(Nc1ccccc1)N1CCCCN2CC(c3ccc(C=Cc4ccccc4)cc3)C2C1,0.0009031,0.0009031,0.0009031,positive
pos249,O=C(NN=Cc1ccccc1)c1cc2c(ccc3ccccc32)o1,0.000899497,0.000899497,0.000899497,positive
pos250,O=C(CCc1ccccc1)NC(=S)N=NC(=O)c1conc1-c1ccccc1,0.000898703,0.000898703,0.000898703,positive
pos251,O=P(NC(C=CCO[SiH](c1ccccc1)c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,0.000896999,0.000896999,0.000896999,positive
pos252,O=C1Nc2cc(C(=O)N3CCC4(CC3)OCCO4)ccc2NC1CSCc1ccccc1,0.000895859,0.000895859,0.000895859,positive
pos253,O=S(=O)(c1ccccc1)N1C2CNCC1C2c1ccc(C=Cc2ccccc2)cc1,0.000895055,0.000895055,0.000895055,positive
pos254,S=C(NCc1ccccc1)Nc1ccccc1,0.000892817,0.000892817,0.000892817,positive
pos255,c1ccc(-c2ccc(COC3(c4cccnc4)CNC3)cc2)cc1,0.000892555,0.000892555,0.000892555,positive
pos256,c1cc(CCc2cc[nH+]cc2)cc(OCC2CC2)c1,0.000889229,0.000889229,0.000889229,positive
pos257,O=C1C=CC2CCCC3C=C(c4ccoc4)C1=C23,0.0008872,0.0008872,0.0008872,positive
pos258,c1ccc2sc(Oc3ccc(OCCN4CCCC4)cc3)nc2c1,0.000886446,0.000886446,0.000886446,positive
pos259,O=C(c1ccccc1)N1CCSC1=NCc1ccccc1,0.000886042,0.000886042,0.000886042,positive
pos260,O=c1ccc2cc3c(cc2o1)OCC3,0.000877495,0.000877495,0.000877495,positive
pos261,O=C(Nc1ccccc1)C1=C(N2CCOCC2)C(=Cc2ccccc2)CC1,0.000876252,0.000876252,0.000876252,positive
pos262,O=C1C(=Cc2ccccc2)SC(=Nc2ccccc2)N1CCc1c[nH]c2ccccc12,0.000873363,0.000873363,0.000873363,positive
pos263,c1ccc(-c2ccc(COCC3CNC3)cc2)cc1,0.00087212,0.00087212,0.00087212,positive
pos264,O=C(Nc1cccc(C(Cc2ccncc2)c2cccc(OC3CCCC3)c2)c1)N1CCCC1,0.00087099,0.00087099,0.00087099,positive
pos265,c1ccc(-c2ccc(-c3nc[nH]n3)cc2)cc1,0.000863257,0.000863257,0.000863257,positive
pos266,C(=Cc1cnc2ccccc2n1)c1ccc2c(c1)OCO2,0.000862773,0.000862773,0.000862773,positive
pos267,O=C(Nc1ccccc1)N1CC2NC(C1)C2c1ccc(-c2ccccc2)cc1,0.000861923,0.000861923,0.000861923,positive
pos268,S=c1c2ccccc2[nH]c2ccccc12,0.00085837,0.00085837,0.00085837,positive
pos269,C(=NNc1nnc[nH]1)c1ccc(-c2ccccc2)o1,0.000858183,0.000858183,0.000858183,positive
pos270,C=C1C(=O)OC2CC3CCCCC3=CC12,0.000853225,0.000853225,0.000853225,positive
pos271,O=C(Nc1ccc2c(c1)oc1ccccc12)c1ccccc1,0.000852589,0.000852589,0.000852589,positive
pos272,O=c1ccn(C2CC3CCC2C3)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,0.000851267,0.000851267,0.000851267,positive
pos273,O=C(Nc1ccc(C(Cc2ccncc2)c2cccc(OC3CCCC3)c2)cc1)N1CCCC1,0.000849103,0.000849103,0.000849103,positive
pos274,c1ccc2cc3c(cc2c1)O3,0.000848568,0.000848568,0.000848568,positive
pos275,O=C(Nc1ccccc1)N(CCN1CCCCC1)c1ccc2ncsc2c1,0.000846659,0.000846659,0.000846659,positive
pos276,C(=Cc1ccccc1)C1=NCCCS1,0.000845695,0.000845695,0.000845695,positive
pos277,c1ccc(CCN=c2cnn(-c3ccccc3)[nH]2)cc1,0.00084128,0.00084128,0.00084128,positive
pos278,c1ccc(CNc2ncnc3ccc(-c4ccccc4)cc23)cc1,0.000836773,0.000836773,0.000836773,positive
pos279,O=C1NCCC12CCN(c1ccnc(Nc3cn[nH]c3)n1)CC2,0.000836572,0.000836572,0.000836572,positive
pos280,O=C1N(c2ccccc2)CC2CC(c3cccs3)N3CCCC123,0.000834634,0.000834634,0.000834634,positive
pos281,O=C1Cc2cc(NC(=O)Cc3c[nH]c4ccccc34)ccc2OC(CNCc2ccccc2)CCN1,0.000833252,0.000833252,0.000833252,positive
pos282,O=C(Nc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,0.000830655,0.000830655,0.000830655,positive
pos283,O=C(Nc1nc2cc3c(cc2s1)OCCO3)c1ccco1,0.000827158,0.000827158,0.000827158,positive
pos284,O=C1C2CCC2C(c2ccccc2)=NN1Cc1ccc(CN2CCOCC2)cc1,0.000822375,0.000822375,0.000822375,positive
pos285,O=C(Nc1ccccc1)N1CC(c2ccc(C#CC3CCCC3)cc2)C1,0.000819265,0.000819265,0.000819265,positive
pos286,O=C(Nc1ccccc1)N1CC(c2ccc(C#CC3CCCCC3)cc2)C1,0.000819265,0.000819265,0.000819265,positive
pos287,O=C(NC(=S)NNC(=O)c1conc1-c1ccccc1)c1ccccc1,0.000809281,0.000809281,0.000809281,positive
pos288,O=C(NCCc1c[nH]c2ccccc12)c1cnc(Nc2cccc(=O)[nH]2)nc1,0.000806019,0.000806019,0.000806019,positive
pos289,O=C(NC1CCC1)c1cnc2ccccc2c1,0.000805798,0.000805798,0.000805798,positive
pos290,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1,0.000802832,0.000802832,0.000802832,positive
pos291,O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccccc1,0.000799946,0.000799946,0.000799946,positive
pos292,O=C(CCN1C(=O)C(=Cc2ccccc2)SC1=S)N1CCCCC1,0.000795054,0.000795054,0.000795054,positive
pos293,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,0.000794867,0.000794867,0.000794867,positive
pos294,O=C(NCc1ccc2c(c1)OCO2)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,0.000787963,0.000787963,0.000787963,positive
pos295,S=C(NCCC(c1ccccc1)c1ccccc1)Nc1ccccc1,0.000787045,0.000787045,0.000787045,positive
pos296,O=C(Cc1cccc(C(=O)c2ccccc2)c1)NCCc1ccccc1,0.00078695,0.00078695,0.00078695,positive
pos297,O=c1ccn(C2CCCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,0.000786259,0.000786259,0.000786259,positive
pos298,O=C(NC1CN(Oc2ccc(-c3ccccc3)cc2)C1=O)OCCCCC1CCCCC1,0.000785196,0.000785196,0.000785196,positive
pos299,O=c1[nH]ccn1CCc1cccc(OC2CCCC2)c1,0.000784035,0.000784035,0.000784035,positive
pos300,O=C(CN1C(=O)C(=C2SC(=S)NC2=O)c2ccccc21)Nc1ccccc1,0.000783957,0.000783957,0.000783957,positive
pos301,O=C(Nc1ccccc1)c1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1,0.000783269,0.000783269,0.000783269,positive
pos302,C1=CCCC=CCCCCC=CCC1,0.000781732,0.000781732,0.000781732,positive
pos303,O=C(N=C1C(=O)c2ccccc2C(=O)C1NC1CCS(=O)(=O)C1)c1ccccc1,0.000778517,0.000778517,0.000778517,positive
pos304,O=C(NNc1ccccc1)C(c1ccccc1)c1ccccc1,0.000777801,0.000777801,0.000777801,positive
pos305,c1ccc(C2=NOC3(CCNC3)C2)cc1,0.000777071,0.000777071,0.000777071,positive
pos306,O=C1NCCC1C#Cc1cccc(-c2c[nH]c3cncnc23)c1,0.00077641,0.00077641,0.00077641,positive
pos307,O=C1C(=Cc2ccccc2)SC(=S)N1Cc1cccnc1,0.000775523,0.000775523,0.000775523,positive
pos308,c1ccc(-c2cccc3c2CCCC3)cc1,0.000775308,0.000775308,0.000775308,positive
pos309,O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccccc1,0.000771908,0.000771908,0.000771908,positive
pos310,O=C(NC(=S)NNC(=O)c1conc1-c1ccccc1)c1ccc2c(c1)OCO2,0.000770957,0.000770957,0.000770957,positive
pos311,O=C1CCc2ccc(OC3CCCCC3)cc21,0.000770278,0.000770278,0.000770278,positive
pos312,O=C1CC(=Nc2ccccc2)SC1=Cc1c[nH]c2ccccc12,0.00076769,0.00076769,0.00076769,positive
pos313,O=C(NC1CCCCC1)C(Nc1ccccc1)c1ccccc1,0.000767148,0.000767148,0.000767148,positive
pos314,O=C(COc1ccc(C=NNC(=O)c2cc3ccccc3o2)cc1)Nc1ccccc1,0.00076278,0.00076278,0.00076278,positive
pos315,O=C(CC=Nc1ccccc1)c1ccccc1,0.000761827,0.000761827,0.000761827,positive
pos316,O=C(C=Cc1ccccc1)N(c1ccccn1)C1CCCCC1,0.00076067,0.00076067,0.00076067,positive
pos317,O=c1cc[nH]c2c1sc1nc(-c3ccccc3)ccc12,0.000759089,0.000759089,0.000759089,positive
pos318,c1cc(CN2CCNCC2)cc(Cn2cccn2)c1,0.00075871,0.00075871,0.00075871,positive
pos319,O=C1NC(=S)SC1=Cc1ccncc1,0.000757881,0.000757881,0.000757881,positive
pos320,O=C(NC1CCCCC1)c1cnc2ccccc2c1,0.000751363,0.000751363,0.000751363,positive
pos321,O=C(C=Cc1ccccc1)N1CCOCC1,0.000751131,0.000751131,0.000751131,positive
pos322,c1ccc(CNc2ccc3c(c2)OCO3)cc1,0.000750574,0.000750574,0.000750574,positive
pos323,N=C1CC(=O)c2ccc(-c3cc(-c4ccccc4)ccn3)nc2C1=O,0.0007493,0.0007493,0.0007493,positive
pos324,O=C1NC(=O)C(=Cc2ccccc2OS(=O)(=O)c2ccccc2)S1,0.000747485,0.000747485,0.000747485,positive
pos325,O=C(C=C=Nc1ccccc1)C(=O)N=C=Cc1ccccc1,0.000744244,0.000744244,0.000744244,positive
pos326,O=C(Cc1ccc2ccccc2c1)NCCCOc1ccccc1,0.000742979,0.000742979,0.000742979,positive
pos327,O=C(Cc1ccccc1)NCCCCOc1ccccc1,0.000741748,0.000741748,0.000741748,positive
pos328,O=C(Cc1ccccc1)N1CCC2CNc3ccc(-c4ccccc4)cc3C21,0.000738072,0.000738072,0.000738072,positive
pos329,O=C1OC(c2ccc3ccccc3c2)=NC1=Cc1ccccc1,0.000737948,0.000737948,0.000737948,positive
pos330,O=C1C(=Nc2ccccc2)CC(=NS(=O)(=O)c2cccs2)c2ccccc21,0.000737519,0.000737519,0.000737519,positive
pos331,O=C(COc1ccccc1)NNC(=S)NC(=O)c1cccs1,0.000735092,0.000735092,0.000735092,positive
pos332,S=C(Nc1cccc2ccccc12)C(=Cc1ccc2c(c1)OCCO2)[n+]1ccccc1,0.000733073,0.000733073,0.000733073,positive
pos333,O=C(NCCc1ccccc1)c1ccc(-c2ccccc2)cc1,0.000732534,0.000732534,0.000732534,positive
pos334,c1ccc(NCCNc2ccccn2)nc1,0.000732486,0.000732486,0.000732486,positive
pos335,O=c1ccoc2cc3occc3cc12,0.000731943,0.000731943,0.000731943,positive
pos336,O=C1Cc2cc(NS(=O)(=O)c3cccs3)ccc2OC(CNCc2ccccc2)CCN1,0.000727652,0.000727652,0.000727652,positive
pos337,O=C(CSc1nc2ccccc2s1)c1ccccc1,0.000725043,0.000725043,0.000725043,positive
pos338,S=C1NCCC(c2ccccc2)N1,0.000723731,0.000723731,0.000723731,positive
pos339,O=C(CNC(=O)c1ccccc1)NN=Cc1ccco1,0.000722026,0.000722026,0.000722026,positive
pos340,O=C(Cc1ccc2ccccc2c1)NCCCCOc1ccccc1,0.00072104,0.00072104,0.00072104,positive
pos341,N=C1C(=Cc2cccn2Cc2ccccc2)C(=O)N=C2SC=CN12,0.000720952,0.000720952,0.000720952,positive
pos342,O=C1COc2ccc(C(=O)C=Cc3ccccc3)cc2N1,0.000719779,0.000719779,0.000719779,positive
pos343,O=S(=O)(c1ccccc1)n1ccc2ccccc21,0.000715745,0.000715745,0.000715745,positive
pos344,O=C1NC(=O)C(=Cc2cn(-c3ccccc3)nc2-c2ccccc2)S1,0.000707553,0.000707553,0.000707553,positive
pos345,O=C1C2CC2C(c2ccccc2)=NN1Cc1ccc(CN2CCOCC2)cc1,0.000706794,0.000706794,0.000706794,positive
pos346,O=C1NC(c2ccccc2)C(=O)N1N=Cc1ccccc1,0.000702839,0.000702839,0.000702839,positive
pos347,O=C1C(=Cc2ccccc2)CN(Cc2ccccc2)CC1=Cc1ccccc1,0.000701414,0.000701414,0.000701414,positive
pos348,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCN1,0.000695495,0.000695495,0.000695495,positive
pos349,O=C1N=C(c2ccccc2)SC1=Cc1cccc(Oc2ccccc2)c1,0.000693296,0.000693296,0.000693296,positive
pos350,O=C(Cc1ccccc1)Nc1ccc(Oc2cccc(-n3cnnc3)c2)cc1,0.000692262,0.000692262,0.000692262,positive
pos351,O=C1NC(=O)C2(CCN(c3ccnc(Nc4cn[nH]c4)n3)CC2)N1,0.000691397,0.000691397,0.000691397,positive
pos352,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,0.000690983,0.000690983,0.000690983,positive
pos353,O=C(CC(=S)Nc1ccccc1)Nc1ccccc1,0.000690042,0.000690042,0.000690042,positive
pos354,c1cc(N2C3CCC2COC3)nc(Nc2cn[nH]c2)n1,0.000688164,0.000688164,0.000688164,positive
pos355,O=C1NC(c2ccccc2)N=C2Sc3ccccc3N12,0.000686747,0.000686747,0.000686747,positive
pos356,c1ccc2cc3ccccc3cc2c1,0.000685245,0.000685245,0.000685245,positive
pos357,O=C(Nc1ccc2n[nH]cc2c1)c1ccccn1,0.00068316,0.00068316,0.00068316,positive
pos358,O=c1nc(NN=Cc2ccccc2)[nH]nc1Cc1ccccc1,0.000680388,0.000680388,0.000680388,positive
pos359,O=C1CCC(c2ccccc2)=NN1Cc1ccc(CN2CCOCC2)cc1,0.000679439,0.000679439,0.000679439,positive
pos360,O=C1C=C2C(=CC(=O)C3C4C(=O)COC5OC(=O)C(CC3C23CO3)C54)CO1,0.000673758,0.000673758,0.000673758,positive
pos361,O=C1C(=NS(=O)(=O)c2cccs2)C([n+]2ccccc2)=Cc2ccccc21,0.000672315,0.000672315,0.000672315,positive
pos362,O=C(NC1CC1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000669409,0.000669409,0.000669409,positive
pos363,O=c1c(C=NOCc2ccccc2)c[nH]n1-c1ccccn1,0.000669235,0.000669235,0.000669235,positive
pos364,O=c1[nH]c2ccccc2nc1-c1ccccc1,0.000666824,0.000666824,0.000666824,positive
pos365,O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccccc1,0.000666377,0.000666377,0.000666377,positive
pos366,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,0.000666099,0.000666099,0.000666099,positive
pos367,O=C(NNC(=O)c1nn(-c2ccccc2)ccc1=O)c1ccccc1,0.000665156,0.000665156,0.000665156,positive
pos368,C(#Cc1ccc(-c2c[nH]c(-c3ccccc3)n2)cn1)c1ccccc1,0.000661539,0.000661539,0.000661539,positive
pos369,O=C(NC1CCNCC1)c1ccc(-c2ccccc2)nc1,0.000659623,0.000659623,0.000659623,positive
pos370,c1ccc(CCCCCCCc2ccccc2)cc1,0.000657377,0.000657377,0.000657377,positive
pos371,O=S(=O)(C=Cc1ccccc1)Nc1ccccc1,0.000656256,0.000656256,0.000656256,positive
pos372,O=C1C(=O)c2c(ccc3ccccc23)C2=C1CCO2,0.000656255,0.000656255,0.000656255,positive
pos373,c1ccc2sc(Oc3ccc(CCN4CCCCC4)cc3)nc2c1,0.00065612,0.00065612,0.00065612,positive
pos374,O=C(Oc1csc2c1c(=O)n(-c1ccccc1)c(=S)n2-c1ccccc1)c1ccccc1,0.000654875,0.000654875,0.000654875,positive
pos375,O=C1NC(=S)SC1=CC=C1Cc2ccccc2N1,0.000654189,0.000654189,0.000654189,positive
pos376,O=C1NC(=O)C(=Cc2ccccc2OCc2ccccc2)S1,0.000652516,0.000652516,0.000652516,positive
pos377,c1ccc(CNc2nccs2)cc1,0.000648742,0.000648742,0.000648742,positive
pos378,O=C(CCS(=O)(=O)c1ccccc1)Nc1nnc(-c2ccccc2)o1,0.000646463,0.000646463,0.000646463,positive
pos379,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)C(Cc2cccnc2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCN1,0.000645567,0.000645567,0.000645567,positive
pos380,O=C1c2ccccc2S(=O)(=O)c2cc(C(=O)N(c3ccccn3)c3ccccn3)ccc21,0.000643663,0.000643663,0.000643663,positive
pos381,C1=Cc2ccncc2N(Cc2ccccc2)c2ccccc21,0.000643156,0.000643156,0.000643156,positive
pos382,O=C(Nc1ccncc1)c1cnn2ccccc12,0.00064028,0.00064028,0.00064028,positive
pos383,c1ccc2ccccc2c1,0.000638884,0.000638884,0.000638884,positive
pos384,O=C(Cc1ccncc1)c1ccccc1OCc1ccccc1,0.000638643,0.000638643,0.000638643,positive
pos385,O=S(=O)(c1ccccc1)c1ccccn1,0.000638476,0.000638476,0.000638476,positive
pos386,C=c1ccc2occ3ccc(=O)cc3c12,0.000637969,0.000637969,0.000637969,positive
pos387,O=C(C=Cc1ccccc1)c1cnc2ccccn12,0.000637082,0.000637082,0.000637082,positive
pos388,O=C1NC(=O)N(Cc2ccccc2)C(=O)C1=Cc1ccc[nH]1,0.000635914,0.000635914,0.000635914,positive
pos389,O=c1nc2n(-c3ccccc3)c3ccccc3cc-2c(=O)[nH]1,0.000635721,0.000635721,0.000635721,positive
pos390,c1ccc(N=Nc2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,0.000634839,0.000634839,0.000634839,positive
pos391,O=C1CC(c2ccc(OCCCCN3N=C(c4cccc5ncsc45)CC3=O)cc2)=NN1,0.000634407,0.000634407,0.000634407,positive
pos392,O=c1c2ccccc2n(Cc2ccccc2)c(=O)n1CCc1ccccc1,0.000633589,0.000633589,0.000633589,positive
pos393,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1,0.000633021,0.000633021,0.000633021,positive
pos394,N=C1C(=Cc2ccc(SCc3ccco3)o2)C(=O)N=C2SC=NN12,0.000632678,0.000632678,0.000632678,positive
pos395,O=C(Cc1cccs1)NNC(=S)NC(=O)c1ccccc1,0.00063114,0.00063114,0.00063114,positive
pos396,c1ccc(CCc2ccccc2)cc1,0.000630985,0.000630985,0.000630985,positive
pos397,O=C(NCCc1c[nH]c2ccccc12)c1cnc(Nc2ccccn2)nc1,0.000630142,0.000630142,0.000630142,positive
pos398,S=c1[nH]c2ccccc2o1,0.000628174,0.000628174,0.000628174,positive
pos399,O=C1OCc2ccccc21,0.000627588,0.000627588,0.000627588,positive
pos400,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.000624483,0.000624483,0.000624483,positive
pos401,C=c1ccc(=c2[nH]c(=CNc3cnc4ccccc4c3)c(=O)o2)cc1,0.000624468,0.000624468,0.000624468,positive
pos402,C=c1c(=Cc2c[nH]c(=S)[nH]c2=O)ccn1C1CCCCC1,0.000622433,0.000622433,0.000622433,positive
pos403,O=C(Nc1ccc(S(=O)(=O)Nc2ccno2)cc1)c1cc(-c2ccccc2)nc2ccccc12,0.000622252,0.000622252,0.000622252,positive
pos404,O=S(=O)(c1ccccc1)c1ccccc1,0.00062033,0.00062033,0.00062033,positive
pos405,C=c1ccc(=Cc2ccccc2)[nH]1,0.000618077,0.000618077,0.000618077,positive
pos406,O=c1ccc2cccc(C=CCCCc3cccc4ccc(=O)oc34)c2o1,0.000616825,0.000616825,0.000616825,positive
pos407,O=C(CCc1ccccc1)Nc1ccc(C2=NC(=O)C(=Cc3ccccc3)S2)cc1,0.000616365,0.000616365,0.000616365,positive
pos408,c1ccc(-n2cnc3ccccc32)nc1,0.000612791,0.000612791,0.000612791,positive
pos409,O=C(C=Cc1ccc2c(c1)OCO2)Nc1nc2ccccc2s1,0.000609847,0.000609847,0.000609847,positive
pos410,O=C(c1ccccn1)N1CC(c2ccccc2)C1,0.000601175,0.000601175,0.000601175,positive
pos411,c1ccc(C2COC(c3ccccc3)C2)cc1,0.000600447,0.000600447,0.000600447,positive
pos412,O=C1C(=Cc2ccccc2)SC(=S)N1N1CCOCC1,0.000599675,0.000599675,0.000599675,positive
pos413,O=c1ccc2nc3ccccc3oc-2c1,0.000599211,0.000599211,0.000599211,positive
pos414,O=C(NC1CNC1=O)OCc1ccc(-c2cccnc2)cc1,0.000599129,0.000599129,0.000599129,positive
pos415,O=C(NCc1ccco1)n1ccc(=O)o1,0.000595402,0.000595402,0.000595402,positive
pos416,O=C(Cc1ccc2c(c1)OCO2)NN=Cc1ccco1,0.000593499,0.000593499,0.000593499,positive
pos417,C(#CC1CCCC1)c1cccc(-c2c[nH]c3cncnc23)c1,0.000588015,0.000588015,0.000588015,positive
pos418,O=C1CCCC(=O)C1C(c1ccccc1)C1C(=O)CCCC1=O,0.000587127,0.000587127,0.000587127,positive
pos419,O=C(Nc1ccc(-c2nc(-c3ccccc3)cs2)cc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000586291,0.000586291,0.000586291,positive
pos420,O=C1NC(=S)SC1=C1C(=O)N2CC=Cc3cccc1c32,0.000582129,0.000582129,0.000582129,positive
pos421,O=c1cc[nH]c2nc(Nc3ccccc3)sc12,0.000581592,0.000581592,0.000581592,positive
pos422,O=C(Nc1ccccc1)Nc1nnc(COc2ccccc2)s1,0.000580264,0.000580264,0.000580264,positive
pos423,O=C(Nc1ccncc1NC(=O)c1ccccc1)c1ccccc1,0.000578353,0.000578353,0.000578353,positive
pos424,O=C(Nc1ccccc1)Nc1ccc2c(c1)OCO2,0.000576137,0.000576137,0.000576137,positive
pos425,O=C(NC1=NC(=Nc2c[nH]n(-c3ccccc3)c2=O)c2ccccc21)Nc1ccccc1,0.000576088,0.000576088,0.000576088,positive
pos426,O=C(C=Cc1ccccc1)c1c2c(c[nH]c1=O)CCCC2,0.000573425,0.000573425,0.000573425,positive
pos427,C=c1ccsc1=Cc1c[nH]n(-c2ccccc2)c1=O,0.000573381,0.000573381,0.000573381,positive
pos428,N=c1ccn(-c2cccc3ccccc23)c2ccccc12,0.000571968,0.000571968,0.000571968,positive
pos429,C(=NN=C1Nc2cccc3cccc1c23)c1ccccn1,0.000571765,0.000571765,0.000571765,positive
pos430,C1=Nc2ccccc2Cc2ccccc21,0.000571687,0.000571687,0.000571687,positive
pos431,c1ccc(CCNc2nc(-c3cccnc3)nc3ccccc23)cc1,0.000569493,0.000569493,0.000569493,positive
pos432,O=c1[nH]c2cnc3cc(-c4cnoc4)ccc3c2n1Cc1ccccn1,0.000569035,0.000569035,0.000569035,positive
pos433,c1ccc(COc2cccnc2)cc1,0.000568634,0.000568634,0.000568634,positive
pos434,O=C(Nc1ccccc1)N1CCC2(CC1)CN(C(=O)Nc1ccccc1)Cc1[nH]c3ccccc3c12,0.000567673,0.000567673,0.000567673,positive
pos435,O=C(NC1CCCCCCC1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000566952,0.000566952,0.000566952,positive
pos436,c1ccc2c(c1)OC1CCC3COC2C1C3,0.000566667,0.000566667,0.000566667,positive
pos437,O=C(COC(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)Nc1ccccc1,0.000563514,0.000563514,0.000563514,positive
pos438,O=C(NN1C(=O)C(=Cc2nc3ccccc3[nH]2)SC1=S)c1ccccc1,0.000561359,0.000561359,0.000561359,positive
pos439,O=C(NN=Cc1cnn(-c2ccccc2)c1)c1cc(-c2cccs2)n[nH]1,0.000561213,0.000561213,0.000561213,positive
pos440,O=C(c1cccs1)N1CCOCC1,0.000559445,0.000559445,0.000559445,positive
pos441,O=c1[nH]c2ccc(S(=O)(=O)Nc3ccccc3)cc2[nH]c1=O,0.000559029,0.000559029,0.000559029,positive
