Index,Input_SMILES,canonical_smiles,Prob_LightGBM,Prob_RF,Prob_BiLSTM,Average_Probability,Prediction,Assessment
2210,COc1cc(C(Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc(OC)c1O,COc1cc(C(Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc(OC)c1O,0.608108251,0.2875,0.082090728,0.32589966,non-carcinogen,safety
2226,COc1ccccc1-c1cc(C(=O)Nc2cc(C)n(Cc3ccc(Cl)cc3)n2)no1,COc1ccccc1-c1cc(C(=O)Nc2cc(C)n(Cc3ccc(Cl)cc3)n2)no1,0.383560911,0.418666667,0.258540839,0.353589472,non-carcinogen,safety
2230,Cc1cc(NC(=O)CCS(=O)(=O)c2nc(-c3ccccc3)cc(C(F)(F)F)n2)no1,Cc1cc(NC(=O)CCS(=O)(=O)c2nc(-c3ccccc3)cc(C(F)(F)F)n2)no1,0.433865133,0.384166667,0.956457615,0.591496472,carcinogen,non-safety
2233,CC(=O)c1cccc(NC(=O)Nc2cccnc2)c1,CC(=O)c1cccc(NC(=O)Nc2cccnc2)c1,0.062869412,0.46,0.107870005,0.210246472,non-carcinogen,safety
2236,COC(=O)c1c(C)n(-c2ccc(OC)cc2)c2ccc(O)cc12,COC(=O)c1c(C)n(-c2ccc(OC)cc2)c2ccc(O)cc12,0.14841477,0.51,0.733622015,0.464012261,non-carcinogen,safety
2239,O=C(Nc1ccncc1)c1c(F)cccc1F,O=C(Nc1ccncc1)c1c(F)cccc1F,0.359127277,0.553333333,0.220975861,0.377812157,non-carcinogen,safety
2256,CC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,CC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,0.44721909,0.44,0.74018842,0.54246917,carcinogen,non-safety
2275,CCc1ccc(N(CC)c2ncnc3nc[nH]c23)cc1,CCc1ccc(N(CC)c2ncnc3nc[nH]c23)cc1,0.485236218,0.478333333,0.844922781,0.602830778,carcinogen,non-safety
2277,CCCCCc1cc(O)c2c(C)cc(=O)oc2c1,CCCCCc1cc(O)c2c(C)cc(=O)oc2c1,0.064038551,0.4525,0.086827293,0.201121948,non-carcinogen,safety
2311,C=CC(=O)N1c2ccccc2Sc2ccc(NC(=O)OCC)cc21,C=CC(=O)N1c2ccccc2Sc2ccc(NC(=O)OCC)cc21,0.142219301,0.433166667,0.061312761,0.212232909,non-carcinogen,safety
2315,CCN(CC)Cc1c(O)ccc2c([N+](=O)[O-])c(C)n(-c3ccc(OC)cc3)c12,CCN(CC)Cc1c(O)ccc2c([N+](=O)[O-])c(C)n(-c3ccc(OC)cc3)c12,0.520711628,0.46,0.27389431,0.418201979,non-carcinogen,safety
2317,Cc1ccc(NC2=C/C(=N\S(=O)(=O)c3cccs3)c3ccccc3C2=O)c(C)c1,Cc1ccc(NC2=C/C(=N\S(=O)(=O)c3cccs3)c3ccccc3C2=O)c(C)c1,0.12482159,0.481202381,0.015518749,0.207180907,non-carcinogen,safety
2349,CC1=NOC(=O)/C1=C\c1ccc(-c2cccc(Cl)c2)o1,CC1=NOC(=O)/C1=C\c1ccc(-c2cccc(Cl)c2)o1,0.616831084,0.38,0.026822416,0.341217833,non-carcinogen,safety
2355,Cc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)c(CN(C)C)c32)cc1,Cc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)c(CN(C)C)c32)cc1,0.504965431,0.42,0.657889009,0.527618146,carcinogen,non-safety
2374,CCN(c1ccc(OC)cc1)c1ncnc2nc[nH]c12,CCN(c1ccc(OC)cc1)c1ncnc2nc[nH]c12,0.383775852,0.596333333,0.870681763,0.616930316,carcinogen,non-safety
2378,CC1=NOC(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2Cl)o1,CC1=NOC(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2Cl)o1,0.635923199,0.413333333,0.029550923,0.359602485,non-carcinogen,safety
2383,COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)c(CN(C)C)c32)cc1,COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)c(CN(C)C)c32)cc1,0.44188999,0.45,0.485367447,0.459085812,non-carcinogen,safety
2396,Cc1cc2c(c(/C=C/C(=O)c3ccccc3)c1)OC1(C=C2)Oc2ccccc2C(=O)N1C,Cc1cc2c(c(/C=C/C(=O)c3ccccc3)c1)OC1(C=C2)Oc2ccccc2C(=O)N1C,0.754816275,0.26,0.184430987,0.399749087,non-carcinogen,safety
2403,O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccc(NC(=O)c2ccco2)c1,O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccc(NC(=O)c2ccco2)c1,0.49073127,0.29,0.01869509,0.266475453,non-carcinogen,safety
2407,CCOc1cc(/C=C2\CCC/C(=C\c3cc(Cl)c(O)c(OCC)c3)C2=O)cc(Cl)c1O,CCOc1cc(/C=C2\CCC/C(=C\c3cc(Cl)c(O)c(OCC)c3)C2=O)cc(Cl)c1O,0.036507879,0.28,0.069441035,0.128649638,non-carcinogen,safety
2413,Cc1ccc(-c2cc(C(=O)N3N=C(C(F)F)CC3(O)C(F)F)c3ccccc3n2)cc1C,Cc1ccc(-c2cc(C(=O)N3N=C(C(F)F)CC3(O)C(F)F)c3ccccc3n2)cc1C,0.624074699,0.275,0.150029808,0.349701502,non-carcinogen,safety
2419,Cc1ccc(-c2cc(C(F)F)n3ncc(C(=O)Nc4c(C)nn(Cc5c(Cl)cccc5Cl)c4C)c3n2)cc1,Cc1ccc(-c2cc(C(F)F)n3ncc(C(=O)Nc4c(C)nn(Cc5c(Cl)cccc5Cl)c4C)c3n2)cc1,0.311422212,0.325333333,0.184160098,0.273638548,non-carcinogen,safety
2420,COc1cccc(/C=N/n2c(N)c(S(=O)(=O)c3cccs3)c3nc4ccccc4nc32)c1OC,COc1cccc(/C=N/n2c(N)c(S(=O)(=O)c3cccs3)c3nc4ccccc4nc32)c1OC,0.159635869,0.612,0.984760106,0.585465325,carcinogen,non-safety
2438,Cn1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccc4c(c3)OCO4)C2=O)c2ccccc21,Cn1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccc4c(c3)OCO4)C2=O)c2ccccc21,0.518906666,0.18,0.942110479,0.547005715,carcinogen,non-safety
2468,Cc1[nH]c(=O)c(C(=O)/C=C/c2ccccc2)c2c1CCCC2,Cc1[nH]c(=O)c(C(=O)/C=C/c2ccccc2)c2c1CCCC2,0.481908586,0.3235,0.155673906,0.320360831,non-carcinogen,safety
2469,COc1ccccc1/C=C/C(=O)c1c2c(c(C)[nH]c1=O)CCCC2,COc1ccccc1/C=C/C(=O)c1c2c(c(C)[nH]c1=O)CCCC2,0.386888374,0.388333333,0.066474073,0.28056526,non-carcinogen,safety
2474,Cc1cc(C)c(C(=O)/C=C/c2ccc(C(C)C)cc2)c(=O)[nH]1,Cc1cc(C)c(C(=O)/C=C/c2ccc(C(C)C)cc2)c(=O)[nH]1,0.495395839,0.412,0.364914596,0.424103478,non-carcinogen,safety
2476,Cc1[nH]c(=O)c(C(=O)/C=C/c2ccccc2F)c2c1CCCC2,Cc1[nH]c(=O)c(C(=O)/C=C/c2ccccc2F)c2c1CCCC2,0.46332896,0.341833333,0.137159899,0.314107398,non-carcinogen,safety
2478,Cc1ccc(-c2c(C#N)c(N)n3c(nc4ccccc43)c2C#N)cc1,Cc1ccc(-c2c(C#N)c(N)n3c(nc4ccccc43)c2C#N)cc1,0.420478892,0.8,0.70892489,0.643134594,carcinogen,non-safety
2493,CC(C)CC(=O)/C=C/n1c(=S)oc2ccccc21,CC(C)CC(=O)/C=C/n1c(=S)oc2ccccc21,0.708291355,0.39,0.977454305,0.69191522,carcinogen,non-safety
2520,Cc1ccc(N(NC(=O)C(O)(c2ccccc2)c2ccccc2)C(=O)CCl)cc1,Cc1ccc(N(NC(=O)C(O)(c2ccccc2)c2ccccc2)C(=O)CCl)cc1,0.261233408,0.23,0.118882865,0.203372091,non-carcinogen,safety
2521,Cc1cc(N/N=C/c2ccc(O)cc2O)nc(-c2ccccc2O)n1,Cc1cc(N/N=C/c2ccc(O)cc2O)nc(-c2ccccc2O)n1,0.199943781,0.539166667,0.24432914,0.327813196,non-carcinogen,safety
2522,COc1cc(OC)cc(C(=O)NC(=S)Nc2cc3oc4ccccc4c3cc2OC)c1,COc1cc(OC)cc(C(=O)NC(=S)Nc2cc3oc4ccccc4c3cc2OC)c1,0.189730106,0.485,0.00900567,0.227911925,non-carcinogen,safety
2523,Cc1[nH]c2c(C)cccc2c1CCNS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,Cc1[nH]c2c(C)cccc2c1CCNS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,0.207955186,0.426,0.008381896,0.214112361,non-carcinogen,safety
2527,CCCCNC(=O)c1ccc(Cn2c(=S)[nH]c3c([nH]c4ccc(OC)cc43)c2=O)cc1,CCCCNC(=O)c1ccc(Cn2c(=S)[nH]c3c([nH]c4ccc(OC)cc43)c2=O)cc1,0.586973648,0.4,0.059326753,0.3487668,non-carcinogen,safety
2533,CCCCCCc1cc2cc(C(=O)Nc3cccc(OC)c3)c(=O)oc2cc1O,CCCCCCc1cc2cc(C(=O)Nc3cccc(OC)c3)c(=O)oc2cc1O,0.110916889,0.281666667,0.039470874,0.144018143,non-carcinogen,safety
2538,Nc1ncnc(Sc2ccc(Cl)cc2)c1[N+](=O)[O-],Nc1ncnc(Sc2ccc(Cl)cc2)c1[N+](=O)[O-],0.428127154,0.453285714,0.624410689,0.501941186,carcinogen,non-safety
2543,O=C1/C(=C/c2ccccc2O)SC(=S)N1Cc1cccnc1,O=C1/C(=C/c2ccccc2O)SC(=S)N1Cc1cccnc1,0.186558489,0.34,0.839399457,0.455319315,non-carcinogen,safety
2549,CCOC(=O)N1CCN(CC(=O)Nc2ccc([N+](=O)[O-])cc2C(=O)Nc2ccccc2F)CC1,CCOC(=O)N1CCN(CC(=O)Nc2ccc([N+](=O)[O-])cc2C(=O)Nc2ccccc2F)CC1,0.093779404,0.2175,0.199267536,0.170182313,non-carcinogen,safety
2550,CC(=O)c1ccc(Sc2nnnn2-c2ccccc2)c([N+](=O)[O-])c1,CC(=O)c1ccc(Sc2nnnn2-c2ccccc2)c([N+](=O)[O-])c1,0.360250586,0.515,0.986649573,0.620633386,carcinogen,non-safety
2553,Cc1cc(N/N=C/c2ccc(O)c(C)c2O)nc(-c2ccccc2O)n1,Cc1cc(N/N=C/c2ccc(O)c(C)c2O)nc(-c2ccccc2O)n1,0.146228819,0.61,0.233759448,0.329996089,non-carcinogen,safety
2554,CCCCCCc1cc2cc(C(=O)Nc3ccccc3OC)c(=O)oc2cc1O,CCCCCCc1cc2cc(C(=O)Nc3ccccc3OC)c(=O)oc2cc1O,0.131971984,0.281666667,0.028846134,0.147494928,non-carcinogen,safety
2559,COc1ccc(C(CC(=O)c2ccc(C)cc2)C(C#N)C#N)cc1OC,COc1ccc(C(CC(=O)c2ccc(C)cc2)C(C#N)C#N)cc1OC,0.012143333,0.28,0.114010572,0.135384635,non-carcinogen,safety
2568,CCCCCCc1cc2cc(C(=O)Nc3ccccc3)c(=O)oc2cc1O,CCCCCCc1cc2cc(C(=O)Nc3ccccc3)c(=O)oc2cc1O,0.103997084,0.2275,0.111389466,0.14762885,non-carcinogen,safety
2570,CCCCCCc1cc2cc(C(=O)Nc3ccc(OC)cc3)c(=O)oc2cc1O,CCCCCCc1cc2cc(C(=O)Nc3ccc(OC)cc3)c(=O)oc2cc1O,0.090999234,0.281666667,0.039470874,0.137378925,non-carcinogen,safety
2575,CCC1=NN(C(=O)c2cccc(Br)c2)C(O)(c2ccc(Br)cc2)C1,CCC1=NN(C(=O)c2cccc(Br)c2)C(O)(c2ccc(Br)cc2)C1,0.242438756,0.31,0.295440406,0.282626387,non-carcinogen,safety
2580,O=c1oc2ccc(Br)cc2cc1S(=O)(=O)c1ccc(F)cc1,O=c1oc2ccc(Br)cc2cc1S(=O)(=O)c1ccc(F)cc1,0.345033618,0.376666667,0.098607279,0.273435855,non-carcinogen,safety
2582,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2ccc(C)cc2)cc1,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2ccc(C)cc2)cc1,0.217483569,0.22,0.038978945,0.158820838,non-carcinogen,safety
2584,CCCCC(=O)/C=C/n1c(=S)oc2ccccc21,CCCCC(=O)/C=C/n1c(=S)oc2ccccc21,0.468591636,0.4,0.968957663,0.612516433,carcinogen,non-safety
2585,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2cccc(Cl)c2)cc1,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2cccc(Cl)c2)cc1,0.169881837,0.336666667,0.19193238,0.232826961,non-carcinogen,safety
2586,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2ccc(Cl)cc2)cc1,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2ccc(Cl)cc2)cc1,0.207927439,0.336666667,0.19193238,0.245508828,non-carcinogen,safety
2587,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2ccc(OC)cc2)cc1,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCl)c2ccc(OC)cc2)cc1,0.102114657,0.17,0.04541184,0.105842166,non-carcinogen,safety
2592,Cc1ccc(-c2cc(C(=O)N/N=C/c3c(C)nn(-c4ccccc4)c3C)n[nH]2)s1,Cc1ccc(-c2cc(C(=O)N/N=C/c3c(C)nn(-c4ccccc4)c3C)n[nH]2)s1,0.536947671,0.56,0.022118548,0.373022073,non-carcinogen,safety
2602,CCC(=NCCc1c(C)[nH]c2ccc(C)cc12)C1=C(O)CC(c2ccccc2)CC1=O,CCC(=NCCc1c(C)[nH]c2ccc(C)cc12)C1=C(O)CC(c2ccccc2)CC1=O,0.189027612,0.35,0.070888311,0.203305307,non-carcinogen,safety
2607,Cc1ccc(NC2=C/C(=N/S(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1,Cc1ccc(NC2=C/C(=N/S(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1,0.193052782,0.354071429,0.019461915,0.188862042,non-carcinogen,safety
2608,Cc1cccc(NC2=C/C(=N/S(=O)(=O)c3cccs3)c3ccccc3C2=O)c1,Cc1cccc(NC2=C/C(=N/S(=O)(=O)c3cccs3)c3ccccc3C2=O)c1,0.304177799,0.354071429,0.019461915,0.225903714,non-carcinogen,safety
2627,Cc1cc(C)cc(N2C(=O)NC(=O)/C(=C/c3cccn3-c3ccc(Cl)cc3)C2=O)c1,Cc1cc(C)cc(N2C(=O)NC(=O)/C(=C/c3cccn3-c3ccc(Cl)cc3)C2=O)c1,0.26481861,0.2925,0.484835535,0.347384715,non-carcinogen,safety
2637,CCc1cc[n+](C2=C([O-])c3ccccc3C(=O)/C2=N\S(=O)(=O)c2cccs2)cc1,CCc1cc[n+](C2=C([O-])c3ccccc3C(=O)/C2=N\S(=O)(=O)c2cccs2)cc1,0.114419837,0.32,0.005796148,0.146738662,non-carcinogen,safety
2638,COc1ccc(-c2csc(/C(C#N)=C/Nc3ccc4c(c3)OCCO4)n2)cc1,COc1ccc(-c2csc(/C(C#N)=C/Nc3ccc4c(c3)OCCO4)n2)cc1,0.51020021,0.400833333,0.188411623,0.366481722,non-carcinogen,safety
2639,Cc1ccc(-c2csc(/C(C#N)=C/Nc3ccc4c(c3)OCCO4)n2)cc1,Cc1ccc(-c2csc(/C(C#N)=C/Nc3ccc4c(c3)OCCO4)n2)cc1,0.434728954,0.380833333,0.378218472,0.39792692,non-carcinogen,safety
2640,N#C/C(=C\Nc1ccc2c(c1)OCCO2)c1nc(-c2ccccc2)cs1,N#C/C(=C\Nc1ccc2c(c1)OCCO2)c1nc(-c2ccccc2)cs1,0.508552152,0.370833333,0.153896108,0.344427198,non-carcinogen,safety
2643,CCc1ccc(-c2csc(/C(C#N)=C/Nc3ccc4c(c3)OCCO4)n2)cc1,CCc1ccc(-c2csc(/C(C#N)=C/Nc3ccc4c(c3)OCCO4)n2)cc1,0.367576604,0.390833333,0.31375429,0.357388076,non-carcinogen,safety
2653,O=C(/C=C/c1cccc([N+](=O)[O-])c1)NC(=S)Nc1ccc(CN2CCOCC2)cc1,O=C(/C=C/c1cccc([N+](=O)[O-])c1)NC(=S)Nc1ccc(CN2CCOCC2)cc1,0.144155935,0.41,0.999156237,0.517770724,carcinogen,non-safety
2661,CCCCCCc1cc2cc(S(=O)(=O)c3ccc(F)c(Cl)c3)c(=O)oc2cc1O,CCCCCCc1cc2cc(S(=O)(=O)c3ccc(F)c(Cl)c3)c(=O)oc2cc1O,0.084550271,0.314,0.00914417,0.135898147,non-carcinogen,safety
2664,Nc1ncnc(Sc2ccccc2)c1[N+](=O)[O-],Nc1ncnc(Sc2ccccc2)c1[N+](=O)[O-],0.841801223,0.603166667,0.990507126,0.811825005,carcinogen,non-safety
2665,CCCCCCc1cc2cc(S(=O)(=O)c3ccc(F)cc3)c(=O)oc2cc1O,CCCCCCc1cc2cc(S(=O)(=O)c3ccc(F)cc3)c(=O)oc2cc1O,0.060630173,0.326666667,0.009098192,0.132131677,non-carcinogen,safety
2676,O=C1C(Nc2ccccc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,O=C1C(Nc2ccccc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,0.179662172,0.31,0.00919604,0.166286071,non-carcinogen,safety
2684,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,0.287065839,0.42,0.693781376,0.466949072,non-carcinogen,safety
2688,Cc1cc(-c2n[nH]c(=S)n2/N=C/C(Br)=C/c2ccccc2)n[nH]1,Cc1cc(-c2n[nH]c(=S)n2/N=C/C(Br)=C/c2ccccc2)n[nH]1,0.064610534,0.365,0.960733294,0.463447943,non-carcinogen,safety
2697,Cc1ccc(-n2nnnc2Sc2ccc(S(=O)(=O)NCCN(C)C)cc2[N+](=O)[O-])cc1,Cc1ccc(-n2nnnc2Sc2ccc(S(=O)(=O)NCCN(C)C)cc2[N+](=O)[O-])cc1,0.124427083,0.3175,0.719611108,0.387179397,non-carcinogen,safety
2700,COc1cc2c3c(c1)/C(=C1/SC(=S)NC1=O)C(=O)N3C(C)(C)C=C2C,COc1cc2c3c(c1)/C(=C1/SC(=S)NC1=O)C(=O)N3C(C)(C)C=C2C,0.198963855,0.15,0.028932964,0.125965607,non-carcinogen,safety
2709,CCOC(=O)c1c(C)[nH]c2c1-c1ccccc1C(=O)C2=O,CCOC(=O)c1c(C)[nH]c2c1-c1ccccc1C(=O)C2=O,0.101228655,0.518888889,0.36368987,0.327935804,non-carcinogen,safety
2714,Cc1[nH]nc2c1C(c1cc(Br)cs1)C(C#N)=C(N)O2,Cc1[nH]nc2c1C(c1cc(Br)cs1)C(C#N)=C(N)O2,0.368917988,0.3725,0.026510341,0.25597611,non-carcinogen,safety
2715,O=C1C=CC(O)(c2cc(=O)c3c(O)cc(O)cc3o2)C=C1,O=C1C=CC(O)(c2cc(=O)c3c(O)cc(O)cc3o2)C=C1,0.146562371,0.4875,0.203548089,0.279203487,non-carcinogen,safety
2719,CCc1ccccc1NC(=O)CN(C)C(=O)Cn1ncc(Cl)c(Cl)c1=O,CCc1ccccc1NC(=O)CN(C)C(=O)Cn1ncc(Cl)c(Cl)c1=O,0.027631466,0.39,0.293368429,0.236999965,non-carcinogen,safety
2730,N#C/C(=C\c1cccc(NC(=O)c2ccccc2Cl)c1)C(=O)NCCc1ccccc1,N#C/C(=C\c1cccc(NC(=O)c2ccccc2Cl)c1)C(=O)NCCc1ccccc1,0.324086853,0.335,0.009821617,0.22296949,non-carcinogen,safety
2732,CCc1cccc(CC)c1NC(=O)/C(C#N)=C/c1ccccc1C(F)(F)F,CCc1cccc(CC)c1NC(=O)/C(C#N)=C/c1ccccc1C(F)(F)F,0.146195676,0.457380952,0.013475456,0.205684028,non-carcinogen,safety
2736,N#Cc1cccc(NC(=O)COC(=O)c2ccccc2C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c1,N#Cc1cccc(NC(=O)COC(=O)c2ccccc2C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c1,0.483017289,0.3245,0.00299901,0.2701721,non-carcinogen,safety
2740,CC(=O)Nc1ccc(NC(=O)C(C)OC(=O)c2ccccc2C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,CC(=O)Nc1ccc(NC(=O)C(C)OC(=O)c2ccccc2C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,0.496945209,0.29,0.025601244,0.270848818,non-carcinogen,safety
2741,Cc1ccc(NC(=O)CN(C)C(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,Cc1ccc(NC(=O)CN(C)C(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,0.021695217,0.33,0.333766133,0.228487117,non-carcinogen,safety
2747,COc1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1S(=O)(=O)N1CCOCC1,COc1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1S(=O)(=O)N1CCOCC1,0.189192676,0.293333333,0.109622598,0.197382869,non-carcinogen,safety
2755,CN1C/C(=C/c2cccnc2)C(=O)/C(=C/c2cccnc2)C1,CN1C/C(=C/c2cccnc2)C(=O)/C(=C/c2cccnc2)C1,0.065689661,0.33,0.118940108,0.171543256,non-carcinogen,safety
2778,COc1ccccc1N1CCN(C(=O)c2ccc3c(Cl)c4c(nc3c2)CCCC4)CC1,COc1ccccc1N1CCN(C(=O)c2ccc3c(Cl)c4c(nc3c2)CCCC4)CC1,0.042215864,0.3165,0.140023589,0.166246484,non-carcinogen,safety
2797,CC(=O)c1c(C)oc2c1C(=O)c1ccccc1C2=O,CC(=O)c1c(C)oc2c1C(=O)c1ccccc1C2=O,0.299914072,0.54,0.940569162,0.593494412,carcinogen,non-safety
2798,COc1ccc(C(=O)c2cc([N+](=O)[O-])ccc2N2CCOCC2)cc1,COc1ccc(C(=O)c2cc([N+](=O)[O-])ccc2N2CCOCC2)cc1,0.53252289,0.606666667,0.594035327,0.577741628,carcinogen,non-safety
2813,CCN1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,CCN1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,0.454770279,0.546666667,0.515593529,0.505676825,carcinogen,non-safety
2815,O=C(NC1=C(NC2CCS(=O)(=O)C2)C(=O)c2ccccc2C1=O)c1ccccc1,O=C(NC1=C(NC2CCS(=O)(=O)C2)C(=O)c2ccccc2C1=O)c1ccccc1,0.135350299,0.1475,0.000956769,0.094602356,non-carcinogen,safety
2816,CC(=C/c1ccccc1)/C=N/n1c(-c2ccncc2)n[nH]c1=S,CC(=C/c1ccccc1)/C=N/n1c(-c2ccncc2)n[nH]c1=S,0.066746536,0.41,0.85871911,0.445155215,non-carcinogen,safety
2818,O=C1/C(=N\S(=O)(=O)c2cccs2)C([n+]2ccccc2)=C([O-])c2ccccc21,O=C1/C(=N\S(=O)(=O)c2cccs2)C([n+]2ccccc2)=C([O-])c2ccccc21,0.140301632,0.32,0.003911913,0.154737848,non-carcinogen,safety
2822,CS(=O)(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,CS(=O)(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,0.446141438,0.2925,0.143679887,0.294107108,non-carcinogen,safety
2824,CC1=NOC(=O)/C1=C\c1ccc(-c2ccccc2Br)o1,CC1=NOC(=O)/C1=C\c1ccc(-c2ccccc2Br)o1,0.368353993,0.59,0.135341823,0.364565272,non-carcinogen,safety
2825,Cc1ccc2nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3cc2c1,Cc1ccc2nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3cc2c1,0.342155604,0.78,0.418443471,0.513533025,carcinogen,non-safety
2830,CCOC(=O)c1c(C)oc2c1C(=O)c1ccccc1C2=O,CCOC(=O)c1c(C)oc2c1C(=O)c1ccccc1C2=O,0.402290262,0.45,0.518757999,0.457016087,non-carcinogen,safety
2831,CC(C)C(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,CC(C)C(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,0.412373637,0.48,0.391855955,0.428076531,non-carcinogen,safety
2834,O=C(Nc1ccc(F)cc1)Nc1nnc(COc2ccccc2F)s1,O=C(Nc1ccc(F)cc1)Nc1nnc(COc2ccccc2F)s1,0.23165613,0.5345,0.681968868,0.482708333,non-carcinogen,safety
2838,N#C/C(=N\Nc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1)C(N)=S,N#C/C(=N\Nc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1)C(N)=S,0.293677629,0.51,0.071737044,0.291804891,non-carcinogen,safety
2861,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)OCC(=O)Nc2ccccc2C#N)cc1,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)OCC(=O)Nc2ccccc2C#N)cc1,0.050507086,0.294880952,0.040351227,0.128579755,non-carcinogen,safety
2867,O=C(Nc1ccc(Cl)cc1)Nc1nnc(/C=C/c2ccccc2)s1,O=C(Nc1ccc(Cl)cc1)Nc1nnc(/C=C/c2ccccc2)s1,0.403100187,0.44,0.242316246,0.361805478,non-carcinogen,safety
2871,NS(=O)(=O)c1ccc(N/N=C/c2cn(-c3ccccc3)nc2-c2cccs2)c([N+](=O)[O-])c1,NS(=O)(=O)c1ccc(N/N=C/c2cn(-c3ccccc3)nc2-c2cccs2)c([N+](=O)[O-])c1,0.370849894,0.6395,0.164331764,0.391560553,non-carcinogen,safety
2876,CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,0.704633079,0.47,0.975328565,0.716653881,carcinogen,non-safety
2877,CS(=O)(=O)c1ccc(S(=O)CC(=O)OCc2ccccc2)c([N+](=O)[O-])c1,CS(=O)(=O)c1ccc(S(=O)CC(=O)OCc2ccccc2)c([N+](=O)[O-])c1,0.347998634,0.4,0.473599583,0.407199406,non-carcinogen,safety
2890,O=[N+]([O-])c1ccc(S(=O)(=O)CC(CN2CCCCC2)N2CCCCC2)cc1,O=[N+]([O-])c1ccc(S(=O)(=O)CC(CN2CCCCC2)N2CCCCC2)cc1,0.355049728,0.3,0.297026753,0.317358827,non-carcinogen,safety
2894,CC(C)(O)C#Cc1ccc([C@@H]2C[C@H]3CN(c4ccccc4)C(=O)[C@]34CCCN24)s1,CC(C)(O)C#Cc1ccc([C@@H]2C[C@H]3CN(c4ccccc4)C(=O)[C@]34CCCN24)s1,0.132776306,0.335,0.004635184,0.157470497,non-carcinogen,safety
