Index,Input_SMILES,canonical_smiles,Prob_LightGBM,Prob_RF,Prob_BiLSTM,Average_Probability,Prediction,Assessment
4686,Cc1c(C)c2c(OCC(=O)N[C@@H](C(=O)O)c3ccccc3)cc3c(c2oc1=O)CCC(C)(C)O3,Cc1c(C)c2c(OCC(=O)N[C@@H](C(=O)O)c3ccccc3)cc3c(c2oc1=O)CCC(C)(C)O3,0.428889762,0.35,0.064291574,0.281060445,non-carcinogen,safety
4695,O=C(NC(=S)NNC(=O)c1cccs1)c1ccccc1,O=C(NC(=S)NNC(=O)c1cccs1)c1ccccc1,0.789691015,0.47,0.033473127,0.431054714,non-carcinogen,safety
4697,O=S(=O)(Nc1cccc(-c2ccc3nncn3n2)c1)c1cccc(F)c1,O=S(=O)(Nc1cccc(-c2ccc3nncn3n2)c1)c1cccc(F)c1,0.267906433,0.45,0.030592605,0.249499679,non-carcinogen,safety
4699,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1cccc(-c2ccc3nncn3n2)c1,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1cccc(-c2ccc3nncn3n2)c1,0.375247097,0.449166667,0.098094106,0.307502623,non-carcinogen,safety
4702,Cc1nnc2ccc(-c3cccc(NS(=O)(=O)c4ccccc4[N+](=O)[O-])c3)nn12,Cc1nnc2ccc(-c3cccc(NS(=O)(=O)c4ccccc4[N+](=O)[O-])c3)nn12,0.122218866,0.461666667,0.169917837,0.25126779,non-carcinogen,safety
4703,O=S(=O)(Nc1cccc(-c2ccc3nncn3n2)c1)c1cc(F)ccc1F,O=S(=O)(Nc1cccc(-c2ccc3nncn3n2)c1)c1cc(F)ccc1F,0.225648331,0.39,0.021651832,0.212433388,non-carcinogen,safety
4727,Nc1ncnc2c1ncn2C1OC(C(=O)NC2CC2)C(O)C1O,Nc1ncnc2c1ncn2C1OC(C(=O)NC2CC2)C(O)C1O,0.070967434,0.355,0.012392238,0.146119891,non-carcinogen,safety
4748,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,0.132469477,0.21,0.268584102,0.203684526,non-carcinogen,safety
4783,COC(=O)c1ccc(NC(=O)c2sc3nc(-c4ccccc4)cn3c2C)cc1,COC(=O)c1ccc(NC(=O)c2sc3nc(-c4ccccc4)cn3c2C)cc1,0.131013993,0.5175,0.095495827,0.248003273,non-carcinogen,safety
4792,Cc1ccc(NC(=O)C2C3CC4OC(=O)C2C4C3)cc1Cl,Cc1ccc(NC(=O)C2C3CC4OC(=O)C2C4C3)cc1Cl,0.067646043,0.179166667,0.15837501,0.135062573,non-carcinogen,safety
4829,C=CCNc1ncnc2c1cnn2-c1cccc(C)c1,C=CCNc1ncnc2c1cnn2-c1cccc(C)c1,0.246068299,0.42,0.794541955,0.486870085,non-carcinogen,safety
4833,O=C1C2C3C=CC(CO)(O3)C2C(=O)N1c1ccccc1-c1ccccc1,O=C1C2C3C=CC(CO)(O3)C2C(=O)N1c1ccccc1-c1ccccc1,0.265044454,0.43,0.273798883,0.322947779,non-carcinogen,safety
4842,c1ccc2c(c1)Nc1ccccc1S2,c1ccc2c(c1)Nc1ccccc1S2,0.385162353,0.5,0.027866812,0.304343055,non-carcinogen,safety
4869,CCOC(=O)C1(C(F)(F)F)N=C(C(F)(F)F)Nc2ccccc21,CCOC(=O)C1(C(F)(F)F)N=C(C(F)(F)F)Nc2ccccc21,0.091140957,0.38,0.067962632,0.179701196,non-carcinogen,safety
4882,CC(=O)Nc1nc(COc2ccc3ccccc3c2)cs1,CC(=O)Nc1nc(COc2ccc3ccccc3c2)cs1,0.510785883,0.529,0.970144749,0.669976877,carcinogen,non-safety
4912,Oc1ccccc1N=Nc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,Oc1ccccc1N=Nc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,0.625271877,0.694444444,0.842207432,0.720641251,carcinogen,non-safety
4921,COc1ccc(-c2cc(C3CCN(c4ccc(C(C)=O)cc4[N+](=O)[O-])CC3)[nH]n2)cc1,COc1ccc(-c2cc(C3CCN(c4ccc(C(C)=O)cc4[N+](=O)[O-])CC3)[nH]n2)cc1,0.07478578,0.42,0.205611199,0.23346566,non-carcinogen,safety
4930,O=C(COc1ccc(/C=N/NC(=O)c2cc3ccccc3o2)cc1Cl)Nc1ccccc1,O=C(COc1ccc(/C=N/NC(=O)c2cc3ccccc3o2)cc1Cl)Nc1ccccc1,0.124484647,0.25,0.02700731,0.133830652,non-carcinogen,safety
4932,COc1ccc2c(c1)N(C)/C(=C1/SC(=NCc3ccccc3)N(c3ccccc3)C1=O)S2,COc1ccc2c(c1)N(C)/C(=C1/SC(=NCc3ccccc3)N(c3ccccc3)C1=O)S2,0.212537474,0.21,0.258428872,0.226988782,non-carcinogen,safety
4936,FC(F)(F)c1nnc(-c2ccccc2)nc1Sc1ccc(Cl)cc1,FC(F)(F)c1nnc(-c2ccccc2)nc1Sc1ccc(Cl)cc1,0.081320837,0.273333333,0.227695554,0.194116575,non-carcinogen,safety
4942,CNCCCOc1cc2c(cc1-c1c(C)noc1C)ncc1c2n(C(C)c2ccccn2)c(=O)n1C,CNCCCOc1cc2c(cc1-c1c(C)noc1C)ncc1c2n(C(C)c2ccccn2)c(=O)n1C,0.228000896,0.278428571,0.207459867,0.237963112,non-carcinogen,safety
4943,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCCN(C)C)n([C@H](C)c1ccccn1)c(=O)n3C,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCCN(C)C)n([C@H](C)c1ccccn1)c(=O)n3C,0.228000896,0.345333333,0.160927549,0.244753926,non-carcinogen,safety
4959,O=C(O)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,O=C(O)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,0.060283321,0.4,0.176799133,0.212360818,non-carcinogen,safety
4975,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccc(C(F)(F)F)c1,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccc(C(F)(F)F)c1,0.2371781,0.426666667,0.04708657,0.236977112,non-carcinogen,safety
4977,Oc1[nH]c2ccccc2c1N=NC(=S)NCC1CCCO1,Oc1[nH]c2ccccc2c1N=NC(=S)NCC1CCCO1,0.249440798,0.316666667,0.999978304,0.522028589,carcinogen,non-safety
4984,Fc1cccc(Cl)c1-c1ncc(-c2ccc(C#Cc3nccs3)nc2)[nH]1,Fc1cccc(Cl)c1-c1ncc(-c2ccc(C#Cc3nccs3)nc2)[nH]1,0.30021865,0.385,0.045223426,0.243480692,non-carcinogen,safety
4995,CC(C)=CCC[C@H](C(=O)O)[C@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@H]1CC3,CC(C)=CCC[C@H](C(=O)O)[C@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@H]1CC3,0.613734216,0.35,0.724979162,0.562904459,carcinogen,non-safety
5020,Cc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCCCC4=O)c2)c1,Cc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCCCC4=O)c2)c1,0.192851802,0.361380952,0.099200644,0.217811133,non-carcinogen,safety
5042,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1c(Cl)cccc1Cl,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1c(Cl)cccc1Cl,0.313943878,0.378333333,0.0347354,0.242337537,non-carcinogen,safety
5048,CC(=O)NCCCOc1cc2c(cc1-c1c(C)noc1C)ncc1c2n(C(C)c2ccccn2)c(=O)n1C,CC(=O)NCCCOc1cc2c(cc1-c1c(C)noc1C)ncc1c2n(C(C)c2ccccn2)c(=O)n1C,0.212233017,0.302,0.358298838,0.290843952,non-carcinogen,safety
5049,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc(C#N)c2)c1=O,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc(C#N)c2)c1=O,0.109403869,0.322,0.426240176,0.285881348,non-carcinogen,safety
5063,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(C(=O)NO)cc1,0.032167949,0.1925,0.043307606,0.089325185,non-carcinogen,safety
5073,Nc1ncc2ccn(-c3ccnc(C#CC4(O)CCCCCC4)c3)c2n1,Nc1ncc2ccn(-c3ccnc(C#CC4(O)CCCCCC4)c3)c2n1,0.522688967,0.44,0.070603468,0.344430811,non-carcinogen,safety
5076,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(/C=C/C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(/C=C/C(=O)NO)cc1,0.069558023,0.3025,0.047812436,0.13995682,non-carcinogen,safety
5077,O=C(/C=C/c1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1)NO,O=C(/C=C/c1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1)NO,0.090201044,0.28,0.069013156,0.146404733,non-carcinogen,safety
5087,CCOC(=O)c1c(Nc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,CCOC(=O)c1c(Nc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,0.400764792,0.364,0.108851537,0.291205443,non-carcinogen,safety
5100,CCC(C)c1ccc(C(C)c2nc3cc(C#N)ccc3n2Cc2ccccc2Cl)cc1,CCC(C)c1ccc(C(C)c2nc3cc(C#N)ccc3n2Cc2ccccc2Cl)cc1,0.166807856,0.235,0.478411376,0.293406411,non-carcinogen,safety
5105,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(OC)c3)ccn2)cc1,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(OC)c3)ccn2)cc1,0.3417608,0.505714286,0.124612622,0.324029236,non-carcinogen,safety
5113,COc1ccc(-c2nc(O)c(/C=C3/C=c4ccccc4=N3)s2)cc1,COc1ccc(-c2nc(O)c(/C=C3/C=c4ccccc4=N3)s2)cc1,0.439749985,0.486666667,0.787087321,0.571167991,carcinogen,non-safety
5115,O=[N+]([O-])c1ccc2[nH]c(O)c(N=NC(=S)NCC3CCCO3)c2c1,O=[N+]([O-])c1ccc2[nH]c(O)c(N=NC(=S)NCC3CCCO3)c2c1,0.18560012,0.29,0.999994099,0.49186474,non-carcinogen,safety
5134,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCCN)n(C(C)c1ccccn1)c(=O)n3C,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCCN)n(C(C)c1ccccn1)c(=O)n3C,0.228000896,0.388428571,0.994127035,0.536852168,carcinogen,non-safety
5136,CNC(=O)c1cc(C(=O)NCCO)cn(Cc2ccccc2)c1=O,CNC(=O)c1cc(C(=O)NCCO)cn(Cc2ccccc2)c1=O,0.07604156,0.28,0.211240768,0.189094109,non-carcinogen,safety
5137,CNC(=O)c1cc(C(=O)NCCOC)cn(Cc2ccccc2)c1=O,CNC(=O)c1cc(C(=O)NCCOC)cn(Cc2ccccc2)c1=O,0.07604156,0.36,0.131409019,0.189150193,non-carcinogen,safety
5138,CNC(=O)c1cc(C(=O)NC(C)C)cn(Cc2ccccc2)c1=O,CNC(=O)c1cc(C(=O)NC(C)C)cn(Cc2ccccc2)c1=O,0.071310581,0.402,0.630572975,0.367961185,non-carcinogen,safety
5145,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1cccc(F)c1,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1cccc(F)c1,0.297193713,0.413333333,0.019616084,0.243381044,non-carcinogen,safety
5149,CS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1Cl,CS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1Cl,0.118281396,0.441666667,0.141488001,0.233812021,non-carcinogen,safety
5151,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(C(F)(F)F)cc1,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(C(F)(F)F)cc1,0.253247107,0.33,0.029464535,0.204237214,non-carcinogen,safety
5155,COc1ccc2cc(C(=O)NC3CC(C)(O)C3)cnc2c1,COc1ccc2cc(C(=O)NC3CC(C)(O)C3)cnc2c1,0.533027136,0.29,0.211354569,0.344793902,non-carcinogen,safety
5157,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)cc1,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)cc1,0.354352731,0.453333333,0.107448474,0.305044846,non-carcinogen,safety
5158,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(Br)cc1,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(Br)cc1,0.349318211,0.453333333,0.197888628,0.333513391,non-carcinogen,safety
5159,COc1cc(/C=C2\C(=O)N(c3nc(-c4ccc(Cl)cc4)cs3)N=C2C)cc(OC)c1OC,COc1cc(/C=C2\C(=O)N(c3nc(-c4ccc(Cl)cc4)cs3)N=C2C)cc(OC)c1OC,0.133454799,0.307142857,0.025701322,0.155432993,non-carcinogen,safety
5180,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(Cl)cc1,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(Cl)cc1,0.414655997,0.376666667,0.0347354,0.275352688,non-carcinogen,safety
5185,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1cccc(Cl)c1,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1cccc(Cl)c1,0.375689004,0.376666667,0.0347354,0.26236369,non-carcinogen,safety
5191,Fc1cccc(Cl)c1-c1ncc(-c2ccc(Cc3ccccc3)cc2)[nH]1,Fc1cccc(Cl)c1-c1ncc(-c2ccc(Cc3ccccc3)cc2)[nH]1,0.455940544,0.335,0.173281908,0.321407484,non-carcinogen,safety
5208,COc1ccccc1-c1cn2c3nc(ncc13)NCCCCCCCC(O)CCCC2,COc1ccccc1-c1cn2c3nc(ncc13)NCCCCCCCC(O)CCCC2,0.183667233,0.331666667,0.815703094,0.443678998,non-carcinogen,safety
5211,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(O)cc1,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(O)cc1,0.325860634,0.403333333,0.038555879,0.255916615,non-carcinogen,safety
5221,COc1ccc2cc(C(=O)NCc3cn(C)cn3)cnc2c1,COc1ccc2cc(C(=O)NCc3cn(C)cn3)cnc2c1,0.689214531,0.46,0.124853045,0.424689192,non-carcinogen,safety
5222,CCCCC#Cc1ccc(NC2CCN(C(=O)C3CC3)CC2)c(C(N)=O)c1,CCCCC#Cc1ccc(NC2CCN(C(=O)C3CC3)CC2)c(C(N)=O)c1,0.248266092,0.126666667,0.040505987,0.138479582,non-carcinogen,safety
5236,Cc1cc(C)c2[nH]c(O)c(N=NC(=S)NCC3CCCO3)c2c1,Cc1cc(C)c2[nH]c(O)c(N=NC(=S)NCC3CCCO3)c2c1,0.337911697,0.25,0.999980748,0.529297481,carcinogen,non-safety
5237,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCCO)n(C(C)c1ccccn1)c(=O)n3C,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCCO)n(C(C)c1ccccn1)c(=O)n3C,0.228000896,0.288428571,0.60434109,0.373590186,non-carcinogen,safety
5239,CNC(=O)c1cc(C(=O)NCC(C)C)cn(Cc2ccccc2)c1=O,CNC(=O)c1cc(C(=O)NCC(C)C)cn(Cc2ccccc2)c1=O,0.07539669,0.372,0.65690428,0.368100323,non-carcinogen,safety
5250,CC(C#Cc1cncc(C(=O)NCc2ccccc2C(F)(F)F)c1)N(O)C(N)=O,CC(C#Cc1cncc(C(=O)NCc2ccccc2C(F)(F)F)c1)N(O)C(N)=O,0.077790355,0.33,0.49481076,0.300867038,non-carcinogen,safety
5270,Fc1cccc(Cl)c1-c1ncc(-c2ccc(C#Cc3cccnc3)nc2)[nH]1,Fc1cccc(Cl)c1-c1ncc(-c2ccc(C#Cc3cccnc3)nc2)[nH]1,0.28252496,0.373333333,0.1225795,0.259479265,non-carcinogen,safety
5275,[O-][n+]1cc(Cl)c(C[C@H](O)c2ccc(OC(F)F)c(OCC3CC3)c2)c(Cl)c1,[O-][n+]1cc(Cl)c(C[C@H](O)c2ccc(OC(F)F)c(OCC3CC3)c2)c(Cl)c1,0.059280257,0.403333333,0.253971696,0.238861762,non-carcinogen,safety
5277,Nc1ncc2[nH]cc(-c3cccc(C#CC4(O)CCCC4)c3)c2n1,Nc1ncc2[nH]cc(-c3cccc(C#CC4(O)CCCC4)c3)c2n1,0.169270671,0.3325,0.504129529,0.335300067,non-carcinogen,safety
5283,COc1cccc(-c2cn3c4nc(ncc24)NCCCCCCCC(O)CCCC3)c1,COc1cccc(-c2cn3c4nc(ncc24)NCCCCCCCC(O)CCCC3)c1,0.206471845,0.331666667,0.483142644,0.340427052,non-carcinogen,safety
5286,CC(O)(C#Cc1cccc(-c2c[nH]c3cnc(N)nc23)c1)c1cnccn1,CC(O)(C#Cc1cccc(-c2c[nH]c3cnc(N)nc23)c1)c1cnccn1,0.201579427,0.36,0.26796639,0.276515272,non-carcinogen,safety
5288,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,0.498569857,0.495,0.377322823,0.456964227,non-carcinogen,safety
5301,CC(C)Cc1ccc(C(C)c2nc3cc(CC(=O)O)ccc3n2Cc2ccccc2Cl)cc1,CC(C)Cc1ccc(C(C)c2nc3cc(CC(=O)O)ccc3n2Cc2ccccc2Cl)cc1,0.487986213,0.366666667,0.603671193,0.486108024,non-carcinogen,safety
5316,CN(N)CC(O)c1ccc2ccccc2c1,CN(N)CC(O)c1ccc2ccccc2c1,0.442833098,0.37,0.991186321,0.601339806,carcinogen,non-safety
5319,CN(C)c1ccc(/C=C2/CCC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,CN(C)c1ccc(/C=C2/CCC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,0.551121748,0.505166667,0.106550947,0.387613121,non-carcinogen,safety
5327,CS(=O)(=O)Nc1ccncc1Oc1ccccc1,CS(=O)(=O)Nc1ccncc1Oc1ccccc1,0.057618698,0.4825,0.162460044,0.234192914,non-carcinogen,safety
5330,CN1CCC(O)(C#Cc2cccc(-c3c[nH]c4cnc(N)nc34)c2)C1=O,CN1CCC(O)(C#Cc2cccc(-c3c[nH]c4cnc(N)nc34)c2)C1=O,0.496669277,0.3,0.21299845,0.336555909,non-carcinogen,safety
5344,CC(C)Cc1ccc(C(C)c2nc3c(C(=O)O)cccc3n2Cc2ccccc2Cl)cc1,CC(C)Cc1ccc(C(C)c2nc3c(C(=O)O)cccc3n2Cc2ccccc2Cl)cc1,0.247379908,0.386666667,0.580350816,0.40479913,non-carcinogen,safety
5345,O=C(O)C(Sc1nc(Cl)cc(Nc2nc(-c3ccc(Cl)cc3)cs2)n1)c1cccc2ccccc12,O=C(O)C(Sc1nc(Cl)cc(Nc2nc(-c3ccc(Cl)cc3)cs2)n1)c1cccc2ccccc12,0.443365928,0.4,0.136669755,0.326678561,non-carcinogen,safety
5355,COC(CN(C)N)c1cccc2ccccc12,COC(CN(C)N)c1cccc2ccccc12,0.517829645,0.322,0.998259425,0.612696357,carcinogen,non-safety
5356,CNC(=O)c1cc(C(N)=O)cn(Cc2ccccc2)c1=O,CNC(=O)c1cc(C(N)=O)cn(Cc2ccccc2)c1=O,0.071528209,0.376666667,0.697088718,0.381761198,non-carcinogen,safety
5369,Nc1ncc2ccn(-c3ccnc(C#CC4(O)CCC4)c3)c2n1,Nc1ncc2ccn(-c3ccnc(C#CC4(O)CCC4)c3)c2n1,0.547160298,0.452,0.986429751,0.661863349,carcinogen,non-safety
5381,OC1CCCCCCCNc2ncc3c(-c4ccc(F)cc4)cn(c3n2)CCCC1,OC1CCCCCCCNc2ncc3c(-c4ccc(F)cc4)cn(c3n2)CCCC1,0.141463934,0.331666667,0.12247517,0.198535257,non-carcinogen,safety
5385,COc1ccc(C(C)(C)Cn2cc[nH]c2=O)cc1OC1CCCC1,COc1ccc(C(C)(C)Cn2cc[nH]c2=O)cc1OC1CCCC1,0.274660762,0.3,0.507755935,0.360805566,non-carcinogen,safety
5389,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1cccc(/C=C/C(=O)NO)c1,Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1cccc(/C=C/C(=O)NO)c1,0.087144512,0.3025,0.047812436,0.145818983,non-carcinogen,safety
5391,O=S(=O)(Nc1ccncc1Oc1ccc(Cl)cc1)C(F)(F)F,O=S(=O)(Nc1ccncc1Oc1ccc(Cl)cc1)C(F)(F)F,0.041415756,0.35,0.059576638,0.150330798,non-carcinogen,safety
5400,Cc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCc3ccccc3C4=O)c2)c1,Cc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCc3ccccc3C4=O)c2)c1,0.52061311,0.291380952,0.125662744,0.312552269,non-carcinogen,safety
5418,COc1ccc2cc(C(=O)NC3CC(O)C3)cnc2c1,COc1ccc2cc(C(=O)NC3CC(O)C3)cnc2c1,0.509445535,0.27,0.130427778,0.303291104,non-carcinogen,safety
5441,O=C1N=C(c2ccc(Cl)cc2)S/C1=C\c1cccc(Oc2ccccc2)c1,O=C1N=C(c2ccc(Cl)cc2)S/C1=C\c1cccc(Oc2ccccc2)c1,0.186612405,0.16,0.10718891,0.151267105,non-carcinogen,safety
5442,C=CCc1c(C)nc(-c2ccc(C)s2)nc1Nc1ccc(CC(=O)O)cc1,C=CCc1c(C)nc(-c2ccc(C)s2)nc1Nc1ccc(CC(=O)O)cc1,0.333838962,0.515333333,0.036525689,0.295232661,non-carcinogen,safety
5445,Cc1ccc(C(=O)Nc2ccccc2Cl)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,Cc1ccc(C(=O)Nc2ccccc2Cl)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,0.296668104,0.428333333,0.870677054,0.53189283,carcinogen,non-safety
5454,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccccc1,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccccc1,0.32852515,0.403333333,0.065255761,0.265704748,non-carcinogen,safety
5458,CC(C)Cc1ccc(C(C)c2nc3ccccc3n2Cc2ccccc2Cl)cc1,CC(C)Cc1ccc(C(C)c2nc3ccccc3n2Cc2ccccc2Cl)cc1,0.45421906,0.215,0.792989671,0.487402911,non-carcinogen,safety
5464,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)cc(F)c2n1,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)cc(F)c2n1,0.225731128,0.49,0.15301089,0.289580673,non-carcinogen,safety
5470,Cc1c(CCNS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)c2ccccc2n1C,Cc1c(CCNS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)c2ccccc2n1C,0.135329706,0.36,0.002904457,0.166078054,non-carcinogen,safety
5481,CN(C)CCC(=O)Nc1cncc(-c2cccc3[nH]ccc23)c1,CN(C)CCC(=O)Nc1cncc(-c2cccc3[nH]ccc23)c1,0.364290348,0.337142857,0.026250822,0.242561343,non-carcinogen,safety
5483,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccc(F)c1,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccc(F)c1,0.185587251,0.394166667,0.030289821,0.203347913,non-carcinogen,safety
5484,O=c1c2ccc(Nc3ccc(F)cc3F)cc2ccc2ccc(O)cc12,O=c1c2ccc(Nc3ccc(F)cc3F)cc2ccc2ccc(O)cc12,0.132744742,0.452,0.084132515,0.222959086,non-carcinogen,safety
5489,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(F)cc1,O=S(=O)(NCCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(F)cc1,0.215168374,0.413333333,0.019616084,0.216039264,non-carcinogen,safety
5490,Cn1cc(CCNS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)c2ccccc21,Cn1cc(CCNS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)c2ccccc21,0.206746023,0.34,0.052746642,0.199830888,non-carcinogen,safety
5493,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2c1cccc2C1CCOCC1,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2c1cccc2C1CCOCC1,0.420799302,0.31,0.011774842,0.247524715,non-carcinogen,safety
5499,CC(C)Cc1ccc(C(C)c2nc3cc(C(=O)O)ccc3n2Cc2ccccc2Cl)cc1,CC(C)Cc1ccc(C(C)c2nc3cc(C(=O)O)ccc3n2Cc2ccccc2Cl)cc1,0.289135879,0.386666667,0.559694111,0.411832219,non-carcinogen,safety
5500,CC(C)Cc1ccc(C(C)c2nc3cc(S(N)(=O)=O)ccc3n2Cc2ccccc2Cl)cc1,CC(C)Cc1ccc(C(C)c2nc3cc(S(N)(=O)=O)ccc3n2Cc2ccccc2Cl)cc1,0.097161418,0.33,0.431368738,0.286176719,non-carcinogen,safety
5502,CCCCCN=c1ccn(-c2cccc3ccccc23)c2cc(Cl)ccc12,CCCCCN=c1ccn(-c2cccc3ccccc23)c2cc(Cl)ccc12,0.534429629,0.51,0.058085091,0.367504907,non-carcinogen,safety
5504,OC1CCCCCCCNc2ncc3c(-c4ccccc4)cn(c3n2)CCCC1,OC1CCCCCCCNc2ncc3c(-c4ccccc4)cn(c3n2)CCCC1,0.187759819,0.228333333,0.275396109,0.23049642,non-carcinogen,safety
5507,COc1ccc(C(C)C(C)n2cc[nH]c2=O)cc1OC1CCCC1,COc1ccc(C(C)C(C)n2cc[nH]c2=O)cc1OC1CCCC1,0.194242035,0.385,0.24316366,0.274135232,non-carcinogen,safety
