Index,Input_SMILES,canonical_smiles,corrosion_prob,corrosion_label,irritation_prob,irritation_label,sensitization_prob,sensitization_label,Summary,Assessment
4594,COc1ccc(N=C2SCC(=O)N2c2ccc(OC)cc2)cc1,COc1ccc(N=C2SCC(=O)N2c2ccc(OC)cc2)cc1,0.000120379,0,0.019366143,0,0.528000891,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4595,COc1ccc(N=N/C(=C\O)C(=O)c2cccs2)cc1,COc1ccc(N=N/C(=C\O)C(=O)c2cccs2)cc1,1.64E-05,0,0.024822803,0,1.06E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4600,COc1ccc(NC(=O)CN2C(=O)/C(=C3\SC(=S)N(CCC(=O)O)C3=O)c3ccccc32)cc1,COc1ccc(NC(=O)CN2C(=O)/C(=C3\SC(=S)N(CCC(=O)O)C3=O)c3ccccc32)cc1,1.74E-05,0,0.005357548,0,1.83E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4601,COc1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1S(=O)(=O)N1CCOCC1,COc1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1S(=O)(=O)N1CCOCC1,5.54E-06,0,0.002005895,0,8.65E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4602,COc1ccc(NC(=O)N2C[C@@H]3N[C@H](C2)C3c2ccc(-c3ccc(OC)cc3)cc2)cc1,COc1ccc(NC(=O)N2C[C@@H]3N[C@H](C2)C3c2ccc(-c3ccc(OC)cc3)cc2)cc1,9.76E-05,0,0.041014664,0,6.10E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4605,COc1ccc(NC(=O)c2cc(-c3cc(OC)c(OC)c(OC)c3)nc3ccccc23)c(OC)c1,COc1ccc(NC(=O)c2cc(-c3cc(OC)c(OC)c(OC)c3)nc3ccccc23)c(OC)c1,1.51E-05,0,0.014876173,0,1.99E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4608,COc1ccc(NC(=O)c2cc(-c3ccco3)nc3ccccc23)cc1S(=O)(=O)N1CCOCC1,COc1ccc(NC(=O)c2cc(-c3ccco3)nc3ccccc23)cc1S(=O)(=O)N1CCOCC1,8.20E-06,0,0.002633056,0,9.02E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4620,COc1ccc(NC(=O)c2cc3ccc4c5ccccc5[nH]c4c3cc2O)cc1,COc1ccc(NC(=O)c2cc3ccc4c5ccccc5[nH]c4c3cc2O)cc1,4.57E-05,0,0.020821871,0,1.96E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4622,COc1ccc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)cc1,COc1ccc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)cc1,1.60E-05,0,0.002466663,0,0.000601559,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4627,COc1ccc(NS(C)(=O)=O)cc1C(=O)O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,COc1ccc(NS(C)(=O)=O)cc1C(=O)O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,1.20E-05,0,0.007399427,0,0.007506608,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4634,COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1,COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1,0.000130943,0,0.006759819,0,0.999998808,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4645,COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1F,COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1F,7.94E-05,0,0.007546844,0,0.999877691,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4653,COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1N,COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1N,1.67E-05,0,0.010110439,0,0.999979615,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4655,COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1OC,COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1OC,1.65E-05,0,0.0083228,0,0.999991953,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4658,COc1ccc(Nc2nccc(-c3cccc(N)c3)n2)cc1,COc1ccc(Nc2nccc(-c3cccc(N)c3)n2)cc1,0.001195858,0,0.062306296,0,0.555110216,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4661,COc1ccc(OC)c(-c2cc(C(=O)Nc3ccccc3C(N)=O)c3ccccc3n2)c1,COc1ccc(OC)c(-c2cc(C(=O)Nc3ccccc3C(N)=O)c3ccccc3n2)c1,3.39E-05,0,0.0228843,0,6.25E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4663,COc1ccc(OC)c(N/C=C/C(=O)c2ccccc2)c1,COc1ccc(OC)c(N/C=C/C(=O)c2ccccc2)c1,1.92E-05,0,0.010803167,0,0.01400782,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4669,COc1ccc(OC)c(Nc2nc(=O)c3cccnc3s2)c1,COc1ccc(OC)c(Nc2nc(=O)c3cccnc3s2)c1,1.10E-05,0,0.006537294,0,0.609983087,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4677,COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12,COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12,3.08E-05,0,0.012168297,0,0.06349498,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4680,COc1ccc(Oc2cnccc2NS(=O)(=O)C(F)(F)F)cc1,COc1ccc(Oc2cnccc2NS(=O)(=O)C(F)(F)F)cc1,1.84E-05,0,0.012306604,0,0.999998093,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4681,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)cc1,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(O)c3)ccn2)cc1,1.70E-05,0,0.006015639,0,8.06E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4683,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(OC)c3)ccn2)cc1,COc1ccc(S(=O)(=O)NCCCNc2cc(-c3[nH]c(-c4ccccc4)nc3-c3cccc(OC)c3)ccn2)cc1,1.72E-05,0,0.005802318,0,3.16E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4686,COc1ccc([C@@H]2CC(=O)c3cc(CC=C(C)C)c4c(c3O2)C=CC(C)(C)O4)cc1OC,COc1ccc([C@@H]2CC(=O)c3cc(CC=C(C)C)c4c(c3O2)C=CC(C)(C)O4)cc1OC,1.86E-05,0,0.156353995,0,0.000175251,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4695,COc1ccc([C@@H]2CC(=O)c3ccc4c(c3O2)C=CC(C)(C)O4)cc1OC,COc1ccc([C@@H]2CC(=O)c3ccc4c(c3O2)C=CC(C)(C)O4)cc1OC,5.77E-05,0,0.06950485,0,4.98E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4697,COc1ccc([C@H](Cc2ccncc2)c2ccc(NC(=O)N3CCCC3)cc2)cc1OC1CCCC1,COc1ccc([C@H](Cc2ccncc2)c2ccc(NC(=O)N3CCCC3)cc2)cc1OC1CCCC1,0.000190159,0,0.016301498,0,9.70E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4699,COc1ccc([C@H](Cc2ccncc2)c2cccc(NC(=O)N3CCCC3)c2)cc1OC1CCCC1,COc1ccc([C@H](Cc2ccncc2)c2cccc(NC(=O)N3CCCC3)c2)cc1OC1CCCC1,0.000190159,0,0.016301498,0,8.85E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4702,COc1ccc([C@H]2CC(=O)C=C(c3ccc(OC)c(OC)c3)C2)cc1,COc1ccc([C@H]2CC(=O)C=C(c3ccc(OC)c(OC)c3)C2)cc1,2.05E-05,0,0.065599225,0,3.16E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4703,COc1ccc2[nH]c(C)c(CCNC(=O)c3cnc(Nc4cc(C)cc(C)n4)nc3)c2c1,COc1ccc2[nH]c(C)c(CCNC(=O)c3cnc(Nc4cc(C)cc(C)n4)nc3)c2c1,1.25E-05,0,0.008027,0,2.74E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4727,COc1ccc2[nH]c3c(c2c1)CCN=C3C,COc1ccc2[nH]c3c(c2c1)CCN=C3C,0.020611709,0,0.101725183,0,0.795302927,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4748,COc1ccc2c(c1)N(C)/C(=C1/SC(=NCc3ccccc3)N(c3ccccc3)C1=O)S2,COc1ccc2c(c1)N(C)/C(=C1/SC(=NCc3ccccc3)N(c3ccccc3)C1=O)S2,0.000230291,0,0.036247075,0,1.96E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4783,COc1ccc2c(c1)O[C@]1(/C=C/c3ccc(O)cc3)c3ccc(OC)cc3OC2[C@H]1Cc1ccc(O)cc1,COc1ccc2c(c1)O[C@]1(/C=C/c3ccc(O)cc3)c3ccc(OC)cc3OC2[C@H]1Cc1ccc(O)cc1,7.34E-05,0,0.068773761,0,3.10E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4792,COc1ccc2c(c1)c(C(C)=O)c(C)n2-c1ccc(C(C)=O)cc1,COc1ccc2c(c1)c(C(C)=O)c(C)n2-c1ccc(C(C)=O)cc1,0.000100839,0,0.029657993,0,0.002633443,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4829,COc1ccc2c(c1)c(CC(=O)NCCCCOc1ccc(S(N)(=O)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)NCCCCOc1ccc(S(N)(=O)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,1.12E-05,0,0.013578413,0,1.21E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4833,COc1ccc2c(c1)c(CC(=O)NCCCOc1ccc(S(N)(=O)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)NCCCOc1ccc(S(N)(=O)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,9.73E-06,0,0.008721607,0,2.37E-09,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4842,COc1ccc2c(c1)c(CC(=O)NCCOc1ccc(S(N)(=O)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)NCCOc1ccc(S(N)(=O)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,1.08E-05,0,0.008022722,0,1.71E-09,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4869,COc1ccc2c3c(n(C)c2c1)[C@@H](CO)N(C(=O)Nc1ccc(F)cc1)CC31CN(Cc2ccccc2F)C1,COc1ccc2c3c(n(C)c2c1)[C@@H](CO)N(C(=O)Nc1ccc(F)cc1)CC31CN(Cc2ccccc2F)C1,8.18E-05,0,0.016680449,0,9.88E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4882,COc1ccc2c3c(n(C)c2c1)[C@H](CO)N(C(=O)Nc1ccc(F)cc1)CC31CCN(C(=O)Nc2ccc(F)cc2F)CC1,COc1ccc2c3c(n(C)c2c1)[C@H](CO)N(C(=O)Nc1ccc(F)cc1)CC31CCN(C(=O)Nc2ccc(F)cc2F)CC1,0.000102529,0,0.006953801,0,4.77E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4912,COc1ccc2cc(C(=O)NC3CC(C)(O)C3)cnc2c1,COc1ccc2cc(C(=O)NC3CC(C)(O)C3)cnc2c1,2.29E-05,0,0.115061544,0,3.26E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4921,COc1ccc2cc(C(=O)NC3CC(O)C3)cnc2c1,COc1ccc2cc(C(=O)NC3CC(O)C3)cnc2c1,1.25E-05,0,0.070285164,0,0.489246726,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4930,COc1ccc2cc(C(=O)NC3CCC(C(C)(C)O)CC3)cnc2c1,COc1ccc2cc(C(=O)NC3CCC(C(C)(C)O)CC3)cnc2c1,4.82E-05,0,0.010956589,0,0.99999994,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4932,COc1ccc2cc(C(=O)NC3CCC(C)(O)CC3)cnc2c1,COc1ccc2cc(C(=O)NC3CCC(C)(O)CC3)cnc2c1,2.76E-05,0,0.005893135,0,0.465569407,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4936,COc1ccc2cc(C(=O)NC3CCC(NCC(F)(F)F)CC3)cnc2c1,COc1ccc2cc(C(=O)NC3CCC(NCC(F)(F)F)CC3)cnc2c1,0.000394674,0,0.017080706,0,0.999992967,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4942,COc1ccc2cc(C(=O)NC3CCC(O)CC3)cnc2c1,COc1ccc2cc(C(=O)NC3CCC(O)CC3)cnc2c1,1.11E-05,0,0.004484707,0,0.99937582,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4943,COc1ccc2cc(C(=O)NC3CCC(OCC(C)(C)O)CC3)cnc2c1,COc1ccc2cc(C(=O)NC3CCC(OCC(C)(C)O)CC3)cnc2c1,1.79E-05,0,0.006253249,0,0.999999106,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4959,COc1ccc2cc(C(=O)NC3CCCC3)cnc2c1,COc1ccc2cc(C(=O)NC3CCCC3)cnc2c1,6.93E-05,0,0.017013215,0,0.248945266,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4975,COc1ccc2cc(C(=O)NC3CCCCC3)cnc2c1,COc1ccc2cc(C(=O)NC3CCCCC3)cnc2c1,4.83E-05,0,0.014622347,0,0.457680047,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4977,COc1ccc2cc(C(=O)NCc3cc[nH]c(=O)c3)cnc2c1,COc1ccc2cc(C(=O)NCc3cc[nH]c(=O)c3)cnc2c1,1.28E-05,0,0.013262626,0,0.999929786,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
4984,COc1ccc2cc(C(=O)NCc3ccccc3)cnc2c1,COc1ccc2cc(C(=O)NCc3ccccc3)cnc2c1,4.25E-05,0,0.019333294,0,0.022177938,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
4995,COc1ccc2cc(C(=O)NCc3cn(C)cn3)cnc2c1,COc1ccc2cc(C(=O)NCc3cn(C)cn3)cnc2c1,6.42E-05,0,0.005383648,0,0.000208625,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5020,COc1ccc2cc(C(=O)Nc3ccnn3C)cnc2c1,COc1ccc2cc(C(=O)Nc3ccnn3C)cnc2c1,4.82E-06,0,0.003487621,0,3.53E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5042,COc1ccc2cc(C(C)C(=O)NCCCCOc3ccc(S(N)(=O)=O)cc3)ccc2c1,COc1ccc2cc(C(C)C(=O)NCCCCOc3ccc(S(N)(=O)=O)cc3)ccc2c1,1.28E-05,0,0.005310444,0,3.93E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5048,COc1ccc2cc(C(C)C(=O)NCCCOc3ccc(S(N)(=O)=O)cc3)ccc2c1,COc1ccc2cc(C(C)C(=O)NCCCOc3ccc(S(N)(=O)=O)cc3)ccc2c1,9.68E-06,0,0.003254075,0,4.26E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5049,COc1ccc2cc(N=Cc3nc(-c4ccc(C)cc4)oc3O)cnc2c1,COc1ccc2cc(N=Cc3nc(-c4ccc(C)cc4)oc3O)cnc2c1,3.42E-05,0,0.020157207,0,2.87E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5063,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@@H](C2)N(C=O)CC3,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@@H](C2)N(C=O)CC3,0.000202362,0,0.043667737,0,1.76E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5073,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,0.000117085,0,0.056065612,0,2.40E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5076,COc1ccc2ccc(=O)oc2c1,COc1ccc2ccc(=O)oc2c1,3.96E-05,0,0.041922469,0,4.07E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5077,COc1ccc2ccc(=O)oc2c1/C=C/C(C)(C)O,COc1ccc2ccc(=O)oc2c1/C=C/C(C)(C)O,4.36E-05,0,0.048139621,0,1.16E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5087,COc1ccc2ccc(=O)oc2c1C(=O)C(=O)C(C)C,COc1ccc2ccc(=O)oc2c1C(=O)C(=O)C(C)C,4.19E-05,0,0.044164617,0,3.35E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5100,COc1ccc2ccc(=O)oc2c1C(=O)C(OC(=O)CC(C)C)=C(C)C,COc1ccc2ccc(=O)oc2c1C(=O)C(OC(=O)CC(C)C)=C(C)C,5.93E-05,0,0.032941509,0,1.19E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5105,COc1ccc2ccc(=O)oc2c1C(C=O)=C(C)C,COc1ccc2ccc(=O)oc2c1C(C=O)=C(C)C,2.74E-05,0,0.033022951,0,5.13E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5113,COc1ccc2ccc(=O)oc2c1C[C@H](O)C(O)COC(=O)CC(C)C,COc1ccc2ccc(=O)oc2c1C[C@H](O)C(O)COC(=O)CC(C)C,1.95E-05,0,0.018040964,0,1.53E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5115,COc1ccc2oc(=Nc3ccccc3)c(-c3nc4ccccc4[nH]3)cc2c1,COc1ccc2oc(=Nc3ccccc3)c(-c3nc4ccccc4[nH]3)cc2c1,2.47E-05,0,0.00869811,0,6.87E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5134,COc1cccc(-c2ccc(C(=O)NC3CCN(CC(F)(F)F)CC3)cn2)c1,COc1cccc(-c2ccc(C(=O)NC3CCN(CC(F)(F)F)CC3)cn2)c1,0.001004216,0,0.016152091,0,0.998967707,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
5136,COc1cccc(-c2ccc(C(=O)NCCc3c(C)[nH]c4ccccc34)cn2)c1,COc1cccc(-c2ccc(C(=O)NCCc3c(C)[nH]c4ccccc34)cn2)c1,0.000306513,0,0.02441583,0,0.000818022,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5137,COc1cccc(-c2ccc3ncnc(NCc4cccc(C)c4)c3c2)c1,COc1cccc(-c2ccc3ncnc(NCc4cccc(C)c4)c3c2)c1,2.64E-05,0,0.012925558,0,2.15E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5138,COc1cccc(-c2cn3c4nc(ncc24)NCCCCCCCC(O)CCCC3)c1,COc1cccc(-c2cn3c4nc(ncc24)NCCCCCCCC(O)CCCC3)c1,0.000100272,0,0.010338349,0,2.27E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5145,COc1cccc(/C=C(/CC(=O)Nc2ccc(N3CCOCC3)cc2)c2nc3ccccc3s2)c1,COc1cccc(/C=C(/CC(=O)Nc2ccc(N3CCOCC3)cc2)c2nc3ccccc3s2)c1,1.18E-05,0,0.010067935,0,4.50E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5149,COc1cccc(/C=N/NC(=O)c2c(-c3ccccc3)noc2C)c1,COc1cccc(/C=N/NC(=O)c2c(-c3ccccc3)noc2C)c1,0.000113591,0,0.029696504,0,0.997133255,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
5151,COc1cccc(/C=N/Nc2cc(C)nc(-c3ccccc3O)n2)c1O,COc1cccc(/C=N/Nc2cc(C)nc(-c3ccccc3O)n2)c1O,5.22E-05,0,0.010992576,0,2.57E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5155,COc1cccc(/C=N/n2c(C3CCCCC3)n[nH]c2=S)c1,COc1cccc(/C=N/n2c(C3CCCCC3)n[nH]c2=S)c1,0.000227934,0,0.018255277,0,0.99997884,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
5157,COc1cccc(/C=N/n2c(N)c(S(=O)(=O)c3cccs3)c3nc4ccccc4nc32)c1OC,COc1cccc(/C=N/n2c(N)c(S(=O)(=O)c3cccs3)c3nc4ccccc4nc32)c1OC,7.99E-06,0,0.004784454,0,5.45E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5158,COc1cccc(C#Cc2ccc([C@@H]3[C@@H](CO)N(C(=O)C4CCOCC4)[C@H]3C#N)cc2)c1,COc1cccc(C#Cc2ccc([C@@H]3[C@@H](CO)N(C(=O)C4CCOCC4)[C@H]3C#N)cc2)c1,1.77E-05,0,0.009516969,0,2.28E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5159,COc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCCCC4=O)c2)c1,COc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCCCC4=O)c2)c1,7.76E-05,0,0.008015269,0,4.99E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5180,COc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCc3ccccc3C4=O)c2)c1,COc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCc3ccccc3C4=O)c2)c1,0.000127838,0,0.014192807,0,5.87E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5185,COc1cccc(N2C(=O)NC(=O)/C(=C\c3ccc([N+](=O)[O-])s3)C2=O)c1,COc1cccc(N2C(=O)NC(=O)/C(=C\c3ccc([N+](=O)[O-])s3)C2=O)c1,6.50E-05,0,0.011471143,0,1.86E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5191,COc1cccc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)c1,COc1cccc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)c1,1.27E-05,0,0.002309485,0,4.12E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5208,COc1cccc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4ccccc34)cn2)n1,COc1cccc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4ccccc34)cn2)n1,1.38E-05,0,0.009104194,0,0.003874534,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5211,COc1cccc2c1C(CO)N1C(C#N)C3CC(C(=O)O)C(C1C2)N3C,COc1cccc2c1C(CO)N1C(C#N)C3CC(C(=O)O)C(C1C2)N3C,3.62E-06,0,0.00225218,0,6.92E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5221,COc1ccccc1-c1cc(C(=O)Nc2cc(C)n(Cc3ccc(Cl)cc3)n2)no1,COc1ccccc1-c1cc(C(=O)Nc2cc(C)n(Cc3ccc(Cl)cc3)n2)no1,1.29E-05,0,0.009806914,0,2.90E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5222,COc1ccccc1-c1ccc(C(=O)NCCc2c(C)[nH]c3ccccc23)cn1,COc1ccccc1-c1ccc(C(=O)NCCc2c(C)[nH]c3ccccc23)cn1,0.000306513,0,0.02441583,0,6.71E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5236,COc1ccccc1-c1cn2c3nc(ncc13)NCCCCCCCC(O)CCCC2,COc1ccccc1-c1cn2c3nc(ncc13)NCCCCCCCC(O)CCCC2,0.000106959,0,0.014307895,0,0.565886974,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
5237,COc1ccccc1/C=C/C(=O)c1c2c(c(C)[nH]c1=O)CCCC2,COc1ccccc1/C=C/C(=O)c1c2c(c(C)[nH]c1=O)CCCC2,2.96E-05,0,0.007629719,0,4.82E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5239,COc1ccccc1C(=O)NNC(=S)NC(=O)c1cccs1,COc1ccccc1C(=O)NNC(=S)NC(=O)c1cccs1,2.05E-05,0,0.013486223,0,3.21E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
5250,COc1ccccc1C(=O)Nc1ccc(Oc2ncnc3sc(-c4ccccc4)cc23)cc1,COc1ccccc1C(=O)Nc1ccc(Oc2ncnc3sc(-c4ccccc4)cc23)cc1,1.00E-05,0,0.011415745,0,1.04E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
