Index,Input_SMILES,canonical_smiles,corrosion_prob,corrosion_label,irritation_prob,irritation_label,sensitization_prob,sensitization_label,Summary,Assessment
2587,CCOC(=O)c1sc(NC(=O)Nc2ccccc2)cc1C,CCOC(=O)c1sc(NC(=O)Nc2ccccc2)cc1C,3.29E-05,0,0.008512929,0,0.528696656,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2592,CCOC(C)(C)C(O)Cc1c(OC)cc(OC)c2ccc(=O)oc12,CCOC(C)(C)C(O)Cc1c(OC)cc(OC)c2ccc(=O)oc12,2.40E-05,0,0.15122804,0,1.76E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2602,CCOC(C)(C)[C@@H](O)Cc1c(OC)c(OC)cc2ccc(=O)oc12,CCOC(C)(C)[C@@H](O)Cc1c(OC)c(OC)cc2ccc(=O)oc12,2.40E-05,0,0.15122804,0,0.999999881,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2607,CCO[C@H](Cc1c(OC)cc(OC)c2ccc(=O)oc12)C(C)(C)O,CCO[C@H](Cc1c(OC)cc(OC)c2ccc(=O)oc12)C(C)(C)O,2.77E-05,0,0.030467115,0,0.231037349,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2608,CCOc1cc(/C=C(/C#N)C(=O)Nc2ccc(O)cc2)cc(Br)c1O,CCOc1cc(/C=C(/C#N)C(=O)Nc2ccc(O)cc2)cc(Br)c1O,2.38E-05,0,0.020029871,0,2.28E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2627,CCOc1cc(/C=C2/C(=N)N3N=C(CC)SC3=NC2=O)ccc1OC(=O)c1ccco1,CCOc1cc(/C=C2/C(=N)N3N=C(CC)SC3=NC2=O)ccc1OC(=O)c1ccco1,8.70E-06,0,0.030652113,0,4.07E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2637,CCOc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)ccc1OS(=O)(=O)c1ccccc1,CCOc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)ccc1OS(=O)(=O)c1ccccc1,1.07E-05,0,0.022782292,0,0.000269745,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2638,CCOc1cc(/C=C2\CCC/C(=C\c3cc(Cl)c(O)c(OCC)c3)C2=O)cc(Cl)c1O,CCOc1cc(/C=C2\CCC/C(=C\c3cc(Cl)c(O)c(OCC)c3)C2=O)cc(Cl)c1O,2.62E-05,0,0.099931158,0,1.16E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2639,CCOc1cc(C2CC(=O)N3CN(C4CCCCC4)CSC3=C2C#N)ccc1O,CCOc1cc(C2CC(=O)N3CN(C4CCCCC4)CSC3=C2C#N)ccc1O,6.12E-06,0,0.005897204,0,0.930603087,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2640,CCOc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCC(C)(C)O)nc12,CCOc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCC(C)(C)O)nc12,0.000111079,0,0.020845542,0,4.23E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2643,CCOc1ccc(-c2nn(-c3ccc(Cl)cc3)cc2/C=C2/SC(=O)N(CC(=O)O)C2=O)cc1,CCOc1ccc(-c2nn(-c3ccc(Cl)cc3)cc2/C=C2/SC(=O)N(CC(=O)O)C2=O)cc1,2.10E-05,0,0.316423535,0,2.65E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2653,CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(O)ccc32)cc1,CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(O)ccc32)cc1,1.48E-05,0,0.039150909,0,7.62E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2661,CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(OC(C)=O)ccc32)cc1,CCOc1ccc(-n2c(C)c(C(C)=O)c3cc(OC(C)=O)ccc32)cc1,1.66E-05,0,0.039056346,0,6.18E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2664,CCOc1ccc(N2CSC3=C(C#N)C(c4ccco4)CC(=O)N3C2)cc1,CCOc1ccc(N2CSC3=C(C#N)C(c4ccco4)CC(=O)N3C2)cc1,3.74E-06,0,0.002962963,0,0.003964708,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2665,CCOc1ccc(NC(=O)/C=C/c2ccc(OC)cc2)c([N+](=O)[O-])c1,CCOc1ccc(NC(=O)/C=C/c2ccc(OC)cc2)c([N+](=O)[O-])c1,0.000107643,0,0.026259348,0,1.24E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2676,CCOc1ccc(NC(=O)Cn2sc3nc(C)cc(C)c3c2=O)cc1,CCOc1ccc(NC(=O)Cn2sc3nc(C)cc(C)c3c2=O)cc1,1.21E-05,0,0.016260017,0,4.97E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2684,CCOc1ccc(NC(=S)NC(=O)/C=C/c2ccc(OC)cc2)c([N+](=O)[O-])c1,CCOc1ccc(NC(=S)NC(=O)/C=C/c2ccc(OC)cc2)c([N+](=O)[O-])c1,8.73E-05,0,0.01118615,0,0.003377587,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2688,CCOc1ccc2nc(SCC(=O)c3ccc(O)cc3O)sc2c1,CCOc1ccc2nc(SCC(=O)c3ccc(O)cc3O)sc2c1,2.65E-05,0,0.181806549,0,5.82E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2697,CCOc1ccccc1NC(=S)Nc1ccc2cn[nH]c2c1,CCOc1ccccc1NC(=S)Nc1ccc2cn[nH]c2c1,5.43E-05,0,0.211448818,0,2.14E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2700,CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)c(Br)c3)C(=O)N=C2S1,CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)c(Br)c3)C(=O)N=C2S1,7.81E-06,0,0.011334505,0,1.22E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2709,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,1.95E-06,0,0.002041481,0,7.20E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2714,CCS(=O)(=O)NCCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,CCS(=O)(=O)NCCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,5.09E-06,0,0.002509386,0,1.46E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2715,CCS(=O)(=O)c1ccc2oc(Nc3ccc(C(C)C)cc3)nc2c1,CCS(=O)(=O)c1ccc2oc(Nc3ccc(C(C)C)cc3)nc2c1,1.49E-05,0,0.00406464,0,0.462647945,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2719,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccccc3-c3cn(CCCCCCC(=O)NO)nn3)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccccc3-c3cn(CCCCCCC(=O)NO)nn3)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,2.97E-05,0,0.029318526,0,0.999999762,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2730,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CCCC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CCCC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0.080366224,0,0.121747084,0,8.05E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2732,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0.002730393,0,0.056976628,0,4.97E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2736,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](OC)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](OC)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0.000852723,0,0.038466927,0,2.11E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2740,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](OC)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](OC)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0.000852723,0,0.038466927,0,0.001431994,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2741,CCc1c(C)nc(-c2cc(Br)c(C)s2)nc1Nc1ccc(CC(=O)O)cc1,CCc1c(C)nc(-c2cc(Br)c(C)s2)nc1Nc1ccc(CC(=O)O)cc1,1.76E-05,0,0.009848223,0,1.38E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2747,CCc1c(C)nc(-c2ccc(Br)s2)nc1Nc1ccc(CC(=O)O)cc1,CCc1c(C)nc(-c2ccc(Br)s2)nc1Nc1ccc(CC(=O)O)cc1,2.01E-05,0,0.009448867,0,0.999998868,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2755,CCc1c(C)nc(-c2ccc(Cl)s2)nc1Nc1ccc(CC(=O)O)cc1,CCc1c(C)nc(-c2ccc(Cl)s2)nc1Nc1ccc(CC(=O)O)cc1,1.58E-05,0,0.006562757,0,0.999998152,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2778,CCc1c(C)nc(-c2ccc(F)s2)nc1Nc1ccc(CC(=O)O)cc1F,CCc1c(C)nc(-c2ccc(F)s2)nc1Nc1ccc(CC(=O)O)cc1F,1.30E-05,0,0.004668864,0,0.999961138,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2797,CCc1c(C)nc(-c2ccc(SC)s2)nc1Nc1ccc(CC(=O)O)cc1,CCc1c(C)nc(-c2ccc(SC)s2)nc1Nc1ccc(CC(=O)O)cc1,1.61E-05,0,0.003156495,0,0.020799935,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2798,CCc1cc2c(-c3ccc(=O)n(CCCCOc4ccc(C5=NNC(=O)CC5C)cc4)n3)ccc(OC)n2n1,CCc1cc2c(-c3ccc(=O)n(CCCCOc4ccc(C5=NNC(=O)CC5C)cc4)n3)ccc(OC)n2n1,4.59E-05,0,0.02757027,0,2.53E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2813,CCc1cc2c(=O)c(Oc3ccccc3F)c(C)oc2c(CN(C)C)c1O,CCc1cc2c(=O)c(Oc3ccccc3F)c(C)oc2c(CN(C)C)c1O,3.32E-05,0,0.065602951,0,0.000676152,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2815,CCc1cc[n+](C2=C([O-])c3ccccc3C(=O)/C2=N\S(=O)(=O)c2cccs2)cc1,CCc1cc[n+](C2=C([O-])c3ccccc3C(=O)/C2=N\S(=O)(=O)c2cccs2)cc1,9.68E-06,0,0.034545727,0,3.34E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2816,CCc1ccc(-c2csc(/C(C#N)=C/Nc3ccc4c(c3)OCCO4)n2)cc1,CCc1ccc(-c2csc(/C(C#N)=C/Nc3ccc4c(c3)OCCO4)n2)cc1,5.11E-06,0,0.006106148,0,7.54E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2818,CCc1ccc(CC2S/C(=C(\C#N)C(C)=O)NC2=O)cc1,CCc1ccc(CC2S/C(=C(\C#N)C(C)=O)NC2=O)cc1,3.38E-05,0,0.010175001,0,0.999848247,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2822,CCc1ccc(N(CC)c2ncnc3nc[nH]c23)cc1,CCc1ccc(N(CC)c2ncnc3nc[nH]c23)cc1,3.84E-05,0,0.007684087,0,0.413728058,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2824,CCc1cccc(CC)c1NC(=O)/C(C#N)=C/c1ccccc1C(F)(F)F,CCc1cccc(CC)c1NC(=O)/C(C#N)=C/c1ccccc1C(F)(F)F,0.000106169,0,0.014847551,0,0.999997556,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2825,CCc1ccccc1NC(=O)CN(C)C(=O)Cn1ncc(Cl)c(Cl)c1=O,CCc1ccccc1NC(=O)CN(C)C(=O)Cn1ncc(Cl)c(Cl)c1=O,2.02E-05,0,0.031123081,0,0.998852432,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2830,CCc1nc2sc3c(O)cc(=O)[nH]c3c2cc1C,CCc1nc2sc3c(O)cc(=O)[nH]c3c2cc1C,1.83E-05,0,0.034239192,0,1.33E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2831,CCn1c(C)c(CCNS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)c2ccccc21,CCn1c(C)c(CCNS(=O)(=O)c2ccc(/C=C/C(=O)NO)cc2)c2ccccc21,1.48E-05,0,0.017295483,0,1.10E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2834,CCn1nc(-c2cccc(-c3cc(C(=O)NCCN4CCOCC4)cc(C(=O)NC4CC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,CCn1nc(-c2cccc(-c3cc(C(=O)NCCN4CCOCC4)cc(C(=O)NC4CC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,3.02E-05,0,0.008207842,0,4.17E-09,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2838,CCn1nc(-c2cccc(-c3cc(C(=O)NCCO)cc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,CCn1nc(-c2cccc(-c3cc(C(=O)NCCO)cc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,2.10E-05,0,0.029782584,0,1.57E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2861,CCn1nc(-c2cccc(-c3cccc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,CCn1nc(-c2cccc(-c3cccc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,2.92E-05,0,0.033644404,0,4.35E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2867,CCn1nc(C)cc1-c1nnc(Sc2ncc([N+](=O)[O-])s2)n1C,CCn1nc(C)cc1-c1nnc(Sc2ncc([N+](=O)[O-])s2)n1C,4.88E-05,0,0.012607344,0,0.949124098,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2871,CN(C)/C=C/c1c([N+](=O)[O-])c2ccc(O)cc2n1-c1ccccc1,CN(C)/C=C/c1c([N+](=O)[O-])c2ccc(O)cc2n1-c1ccccc1,0.000640784,0,0.365239263,0,0.999996364,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2876,CN(C)CCC(=O)Nc1cncc(-c2cccc3[nH]ccc23)c1,CN(C)CCC(=O)Nc1cncc(-c2cccc3[nH]ccc23)c1,0.000690176,0,0.006627788,0,0.999973178,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2877,CN(C)CCCC(=O)Nc1cncc(-c2cccc3[nH]ccc23)c1,CN(C)CCCC(=O)Nc1cncc(-c2cccc3[nH]ccc23)c1,0.000751746,0,0.010882872,0,0.999966562,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2890,CN(C)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,CN(C)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,0.0005798,0,0.057006586,0,5.98E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2894,CN(C)S(=O)(=O)c1ccc(NS(=O)(=O)/C=C/c2ccccc2)cc1,CN(C)S(=O)(=O)c1ccc(NS(=O)(=O)/C=C/c2ccccc2)cc1,3.22E-05,0,0.00649706,0,0.999979794,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2896,CN(C)c1ccc(/C=C2/CCC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,CN(C)c1ccc(/C=C2/CCC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,0.000115133,0,0.088599816,0,1.80E-06,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2902,CN(C)c1ccc(/C=C2\C(=N)N3C(=NC2=O)Sc2cc(S(C)(=O)=O)ccc23)cc1,CN(C)c1ccc(/C=C2\C(=N)N3C(=NC2=O)Sc2cc(S(C)(=O)=O)ccc23)cc1,1.07E-05,0,0.005208715,0,0.04758434,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2907,CN(C)c1ccc(NC(=S)NC(=O)/C=C/c2ccc(Cl)cc2)cc1,CN(C)c1ccc(NC(=S)NC(=O)/C=C/c2ccc(Cl)cc2)cc1,0.000129256,0,0.016432224,0,0.192923546,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2913,CN(N)CC(O)c1ccc2ccccc2c1,CN(N)CC(O)c1ccc2ccccc2c1,0.001106038,0,0.199712127,0,0.400808454,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2921,CN(c1ccccc1)S(=O)(=O)c1ccc(NC(=S)Nc2ccccc2)cc1,CN(c1ccccc1)S(=O)(=O)c1ccc(NC(=S)Nc2ccccc2)cc1,3.71E-05,0,0.009890692,0,0.00031879,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2923,CN(c1ccccc1)c1ccc(/C=c2\s/c(=C(/C#N)C(=O)C(C)(C)C)n(Cc3ccco3)c2=O)cc1,CN(c1ccccc1)c1ccc(/C=c2\s/c(=C(/C#N)C(=O)C(C)(C)C)n(Cc3ccco3)c2=O)cc1,1.52E-05,0,0.007477155,0,3.64E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2924,CN1/C(=C\C=C2/SC(=S)NC2=O)C(C)(C)c2ccccc21,CN1/C(=C\C=C2/SC(=S)NC2=O)C(C)(C)c2ccccc21,0.002948203,0,0.874258459,1,0.999169588,1,"✅ Non-corrosive, ❌ Irritant, ❌ Sensitizer",non-safety
2926,CN1C(=O)S/C(=C\c2ccccc2OCc2ccc(C(=O)O)cc2)C1=O,CN1C(=O)S/C(=C\c2ccccc2OCc2ccc(C(=O)O)cc2)C1=O,3.27E-05,0,0.064431146,0,0.001459191,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2943,CN1C/C(=C/c2cccnc2)C(=O)/C(=C/c2cccnc2)C1,CN1C/C(=C/c2cccnc2)C(=O)/C(=C/c2cccnc2)C1,0.000147852,0,0.081138782,0,0.999999881,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2948,CN1CCC(N(C)C(=S)NC(=O)C23CC4CC(CC(C4)C2)C3)CC1,CN1CCC(N(C)C(=S)NC(=O)C23CC4CC(CC(C4)C2)C3)CC1,0.001217246,0,0.005629216,0,0.999964476,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2969,CN1CCC(O)(C#Cc2ccc(F)c(-c3c[nH]c4cnc(N)nc34)c2)C1=O,CN1CCC(O)(C#Cc2ccc(F)c(-c3c[nH]c4cnc(N)nc34)c2)C1=O,5.28E-06,0,0.012480904,0,1.91E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2970,CN1CCC(O)(C#Cc2cccc(-c3c[nH]c4cnc(N)nc34)c2)C1=O,CN1CCC(O)(C#Cc2cccc(-c3c[nH]c4cnc(N)nc34)c2)C1=O,1.60E-05,0,0.013894695,0,2.86E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
2971,CN1CCN(CCc2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1,CN1CCN(CCc2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1,4.37E-05,0,0.014238487,0,0.998614788,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2977,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCCCC(O)CCCCC4)cc2)CC1,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCCCC(O)CCCCC4)cc2)CC1,9.12E-05,0,0.010062734,0,0.979968607,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2978,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCCCCC(O)CCCC4)cc2)CC1,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCCCCC(O)CCCC4)cc2)CC1,9.12E-05,0,0.010062734,0,0.988881588,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
2990,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCCCCCC(O)CCC4)cc2)CC1,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCCCCCC(O)CCC4)cc2)CC1,9.12E-05,0,0.010062734,0,0.982234299,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
3042,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCNC(=O)[C@@H](N)CCCC4)cc2)CC1,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCNC(=O)[C@@H](N)CCCC4)cc2)CC1,6.24E-05,0,0.01081039,0,0.999989152,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
3044,CN1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,CN1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,3.30E-05,0,0.033015031,0,0.000207997,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
3049,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(C5CC6CCC5C6)c4n3)cc2)CC1,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(C5CC6CCC5C6)c4n3)cc2)CC1,2.81E-05,0,0.011894123,0,0.999999762,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
3055,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(C5CCCCC5)c4n3)cc2)CC1,CN1CCN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(C5CCCCC5)c4n3)cc2)CC1,2.16E-05,0,0.011240952,0,0.971903145,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
3061,CN1CCN(c2ncnc3scc(-c4ccccc4Cl)c23)CC1,CN1CCN(c2ncnc3scc(-c4ccccc4Cl)c23)CC1,0.000177386,0,0.004088445,0,0.999996424,1,"✅ Non-corrosive, ✅ Non-irritant, ❌ Sensitizer",non-safety
3064,CN1[C@@H]2CN(S(C)(=O)=O)C[C@H]1C2c1ccc(Br)cc1,CN1[C@@H]2CN(S(C)(=O)=O)C[C@H]1C2c1ccc(Br)cc1,0.00113526,0,0.924880087,1,0.999997199,1,"✅ Non-corrosive, ❌ Irritant, ❌ Sensitizer",non-safety
3070,CNC(=O)C1C(=S)NC(N)=C(C#N)C1c1ccccc1,CNC(=O)C1C(=S)NC(N)=C(C#N)C1c1ccccc1,2.66E-05,0,0.002769323,0,2.19E-05,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
3085,CNC(=O)C1CCC(NC(=O)c2cnc3cc(OC)ccc3c2)CC1,CNC(=O)C1CCC(NC(=O)c2cnc3cc(OC)ccc3c2)CC1,1.49E-05,0,0.004315687,0,0.000658676,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
3093,CNC(=O)c1cc(C(=O)NC(C)C)cn(Cc2ccccc2)c1=O,CNC(=O)c1cc(C(=O)NC(C)C)cn(Cc2ccccc2)c1=O,6.94E-05,0,0.007750288,0,7.98E-08,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
3103,CNC(=O)c1cc(C(=O)NC)c(=O)n(Cc2ccccc2)c1,CNC(=O)c1cc(C(=O)NC)c(=O)n(Cc2ccccc2)c1,4.91E-05,0,0.009870717,0,6.76E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
3105,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccc(C)cc2)c1=O,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccc(C)cc2)c1=O,4.38E-05,0,0.005322098,0,4.07E-07,0,"✅ Non-corrosive, ✅ Non-irritant, ✅ Non-sensitizer",safety
