y_true,y_prob
1,1.0
1,1.0
1,1.0
0,2.7829644e-06
0,3.7564945e-07
0,0.00012417798
0,3.505742e-07
0,1.0823825e-07
0,6.287537e-07
0,0.00027905309
1,0.9999869
1,0.99996173
0,7.762638e-05
1,0.99999046
0,2.1074748e-05
0,2.7225983e-08
0,7.184263e-08
0,1.5763028e-06
0,1.8763042e-07
0,1.0037512e-07
1,0.99999964
1,0.99998003
1,1.0
1,1.0
1,1.0
1,0.99995947
1,0.9999985
0,3.709049e-08
0,8.647516e-08
1,0.9999997
1,0.99999994
1,0.99999994
1,0.99999994
1,0.9999994
1,0.99999964
1,0.9999988
1,0.9999999
1,0.99999994
1,0.99999994
1,1.0
0,7.174365e-05
0,1.3302315e-05
0,0.00011349133
0,3.5374258e-05
1,0.9999901
0,9.097224e-08
0,1.1890561e-07
0,1.3615954e-06
1,0.9999999
1,0.9999999
1,0.9999999
0,3.5971945e-07
1,0.9999941
0,5.050814e-06
0,2.9826628e-05
1,0.99985754
0,1.5794372e-09
0,4.6534034e-09
0,3.827314e-05
0,4.649959e-06
0,6.254009e-06
0,1.6229811e-05
1,1.0
1,0.99999994
1,0.9999999
1,1.0
1,0.9999999
1,1.0
1,0.99999994
1,1.0
1,1.0
1,1.0
1,0.99999994
1,0.9999999
1,0.99999994
1,1.0
1,0.9999998
1,0.99999994
1,0.9999999
1,0.99999267
0,4.0682596e-07
1,0.9999984
0,0.00024882914
1,0.9999837
0,2.8398483e-06
0,4.6370654e-09
0,2.2047489e-06
1,1.0
1,0.9998454
0,5.9186357e-05
1,0.9999994
0,2.7055466e-06
1,0.99999917
1,0.9999998
0,0.0022157251
1,0.9999062
0,1.1777319e-05
1,0.99999976
0,2.7696262e-05
1,0.99997926
0,1.5257072e-05
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,0.99999905
1,0.9999997
1,0.9999999
1,0.9999995
0,5.0638195e-05
1,0.9999978
0,3.1548012e-08
0,4.790099e-07
0,4.7327617e-06
0,7.691016e-07
1,0.99989855
0,0.019607844
0,3.800996e-07
1,0.99998236
0,1.1196732e-05
0,1.0699835e-05
1,0.99999255
1,1.0
0,0.00012850668
0,7.529575e-08
0,2.15213e-06
1,0.9999998
0,0.00015759277
1,0.999988
1,0.99998266
1,0.99999154
1,0.999991
1,0.9999891
1,0.9999462
0,6.2775575e-06
0,0.01014101
0,8.848365e-05
0,1.0752348e-06
1,0.9999996
1,0.9999325
0,3.886146e-08
0,3.0198734e-08
0,2.1729347e-06
1,0.99999905
1,0.99998695
0,2.0954003e-06
0,1.255642e-07
0,2.854162e-08
1,1.0
1,0.9999999
0,4.1671265e-05
0,8.738626e-08
1,0.99999356
0,5.9960507e-06
0,3.3078685e-08
1,0.9999947
1,0.9999991
1,0.9999998
0,4.1588253e-05
1,0.9999999
0,4.454434e-05
0,5.4106845e-06
0,5.086915e-07
0,2.6340727e-05
1,0.99999887
0,0.019764433
0,0.0010417227
0,1.2129782e-05
1,0.99999046
0,9.2997695e-08
0,8.526596e-06
0,4.8162265e-06
0,2.2902806e-07
0,0.0005418142
0,5.8752907e-08
0,1.1465638e-07
1,0.99999994
1,0.99999076
1,0.99999815
1,0.9996847
1,0.9984707
1,0.6766661
1,0.6766661
0,0.0010508001
0,0.6766661
0,0.0007583575
0,0.0011980754
0,2.0066125e-06
1,0.9999989
0,0.00032274687
0,1.6360297e-06
1,0.9999972
1,0.9999936
1,0.99993914
0,1.5700496e-06
0,0.0013199322
0,0.0012663318
0,1.0957111e-06
0,3.477465e-07
0,1.7246333e-06
0,3.7347655e-07
0,7.6169783e-07
0,2.1719074e-05
1,1.0
1,0.99999636
1,1.0
0,5.990565e-07
0,5.819648e-06
0,5.0412143e-07
0,1.7742343e-06
1,0.9999592
1,0.99999166
1,0.99997526
0,1.6643735e-05
0,3.0307558e-06
0,1.019096e-05
1,0.99999934
1,0.9999244
1,0.99993074
1,0.99999756
1,0.9999998
1,0.9999998
1,0.99999946
1,0.9999998
1,0.9999998
0,0.00033481792
1,0.99999857
0,2.689253e-07
0,1.2192486e-07
0,3.4943587e-05
1,0.99999994
1,0.999998
1,0.99999064
0,1.3220227e-06
1,1.0
1,0.99932027
1,0.9999762
0,4.9008776e-08
1,0.9998803
0,1.2362446e-07
1,0.99935424
0,3.3158801e-06
1,0.9999201
1,0.99999994
1,0.999996
1,0.9999963
0,0.0002531431
0,2.1184544e-05
0,5.337344e-07
1,0.99999315
1,0.99999946
1,0.99999964
1,0.99999946
0,6.816568e-05
1,0.9999999
0,9.75409e-08
1,0.9999991
0,3.564347e-06
1,0.9999999
1,0.99999976
0,1.4625894e-06
1,0.9998586
0,2.3923894e-07
1,0.999999
1,0.99999917
1,0.9999425
0,1.3938354e-06
0,3.3972163e-05
0,1.4716048e-05
0,2.0209625e-06
0,2.2514305e-06
0,6.005334e-07
0,1.2896726e-06
0,3.2536917e-08
1,0.9999975
1,0.9999932
0,8.534047e-06
1,1.0
1,0.9999359
1,0.99999344
0,3.9159622e-05
1,0.99988544
1,0.9999117
1,0.999999
1,0.9999974
0,6.705652e-07
0,9.849696e-09
0,0.0005858193
1,0.9999969
1,0.999914
1,0.9999995
0,4.571752e-06
1,1.0
0,2.3558671e-07
0,2.4028602e-06
1,0.99985516
1,0.9999983
1,0.9999962
0,1.1082486e-06
1,0.9999999
1,0.9999595
1,0.999996
0,1.7464382e-07
1,0.9994369
1,0.9999496
0,0.06514306
0,7.8142176e-07
0,5.3335333e-07
1,0.99999994
0,0.000105239415
0,2.6089805e-05
0,0.00021882005
1,1.0
1,1.0
1,1.0
1,0.99999976
1,0.99999994
1,0.9999999
1,1.0
1,1.0
1,1.0
1,1.0
0,1.2347417e-06
0,0.00017207762
1,0.999987
0,3.0114958e-07
0,1.8784294e-07
0,3.0255487e-05
0,5.0646725e-07
0,4.6463285e-08
0,1.7754395e-06
0,1.823065e-06
1,0.9999973
1,0.9999709
0,8.866353e-09
0,8.866353e-09
0,6.9363812e-09
1,1.0
0,5.3625687e-08
0,2.1679755e-06
0,2.8192864e-07
0,4.77492e-06
0,2.9310687e-07
0,3.557959e-07
1,0.9998683
0,0.0003183457
0,1.4850691e-07
0,1.0631484e-05
0,3.7721715e-05
0,3.137849e-07
0,2.7080869e-05
0,0.00017771125
0,9.531025e-05
0,1.4990607e-07
0,4.565512e-07
1,0.9999426
1,0.9999998
0,1.6117878e-05
0,1.3634808e-06
0,0.0009103306
0,7.555328e-06
0,0.00011026607
0,2.9851293e-07
0,0.00045961974
0,1.508243e-05
0,1.1405975e-06
0,1.1318898e-06
1,0.99999917
0,8.108013e-06
1,0.9999974
1,0.9999973
0,0.0015037484
1,0.9999998
0,0.00087434973
1,0.9999961
1,1.0
1,0.99999976
0,1.3948856e-07
0,3.3307222e-06
0,3.098776e-07
0,0.015167046
0,3.8654176e-07
1,0.9999999
1,1.0
0,6.5661916e-06
0,4.3253974e-07
0,2.4867071e-05
1,0.9999999
0,1.1291874e-07
1,0.99999917
1,0.99999976
1,0.9999997
1,0.9999998
0,6.2442844e-08
0,8.3299636e-07
0,1.2537269e-06
1,0.99999785
1,0.99994415
0,9.173967e-06
0,5.655648e-05
0,6.523163e-05
0,1.1934337e-06
0,1.2863131e-06
0,6.747529e-05
0,6.975456e-07
1,0.99999994
1,0.9999998
0,7.4293786e-07
0,5.898016e-06
0,2.9467276e-07
1,0.9997703
0,4.521562e-07
0,8.122381e-08
1,1.0
1,1.0
1,0.9997824
0,0.00070280774
0,5.5260074e-07
0,1.096067e-07
1,1.0
1,1.0
1,1.0
0,9.903224e-07
1,0.9999983
1,0.9999476
0,4.757655e-05
0,2.4452286e-06
0,5.2201365e-05
1,0.99999374
1,0.9999997
1,0.9999944
1,0.9999995
1,0.99999976
1,0.9999966
1,0.9999926
1,0.9999893
1,0.9999983
1,0.99997574
1,0.99926805
1,0.99998724
1,0.9999999
1,0.99898034
0,5.1258934e-07
0,7.744216e-06
0,0.00027968088
1,0.99999994
0,4.527224e-06
0,2.7675262e-07
0,3.4887828e-06
0,3.959473e-05
0,0.00016849877
0,2.2144644e-07
0,1.7137144e-07
0,9.4800595e-07
0,5.644443e-07
0,3.6709596e-07
0,9.81869e-07
1,0.99999976
1,0.99999934
1,0.9999985
0,0.00015615797
1,0.9999891
1,0.9999909
0,2.679178e-05
0,0.00020582773
0,3.9755225e-05
1,0.99998564
1,0.9999966
0,5.8975475e-05
1,0.9999995
1,1.0
0,4.265142e-07
1,0.99933374
0,4.423575e-06
0,4.2507426e-07
0,4.2507426e-07
0,1.2659432e-06
1,0.99998635
1,0.99999166
1,0.9999937
1,0.9999973
1,0.99970937
1,0.9999994
0,2.005014e-07
0,1.968659e-06
1,0.99999964
0,6.9688995e-06
1,0.9999934
1,0.99995714
0,2.3088865e-07
0,8.199264e-05
0,7.5765693e-06
0,0.00011114193
0,8.8004776e-07
0,3.6294853e-08
1,0.9999967
1,0.9999465
1,0.9999813
1,0.99999225
0,8.527653e-06
0,6.438373e-05
0,1.292294e-05
0,8.297132e-07
0,4.58517e-06
1,0.9999999
1,0.9999991
1,0.99999976
1,1.0
1,0.99999994
0,1.6297854e-05
1,1.0
1,0.999973
0,5.470096e-06
0,3.90284e-06
1,0.99999905
0,6.2150284e-06
0,3.3997378e-05
0,4.614974e-07
1,0.99999994
0,2.4027845e-06
0,1.3082378e-05
0,6.738475e-05
1,0.99998266
0,4.617109e-07
0,5.6458373e-07
0,3.623403e-06
0,1.0987492e-05
1,0.99999833
1,0.99999946
1,0.9999984
1,0.9999999
1,0.9999989
1,0.9999999
1,0.99999994
1,0.9999994
1,0.99999994
0,4.6106628e-08
0,6.770042e-05
1,0.9999974
0,1.6788827e-07
1,0.9993274
1,0.99979144
0,9.239373e-05
0,0.00025471483
0,6.12527e-05
1,0.9999941
1,0.9999999
1,0.99994683
0,1.6550335e-05
0,3.028069e-06
1,0.9999705
1,0.9993272
1,0.14813195
1,0.9998653
1,0.99993485
1,0.9995664
1,0.99996656
1,0.9999943
1,0.4421006
1,0.32996565
1,0.9999512
1,0.9999839
1,0.9999512
0,0.14813195
0,0.14813195
0,0.032917272
0,0.14813195
0,0.00017540055
0,0.32996565
0,0.4421006
0,0.012463015
0,0.0013945888
0,1.9429128e-06
0,1.838943e-05
0,6.1018943e-07
0,4.031864e-07
1,0.9998945
0,2.4708518e-07
1,0.99999005
0,1.1352355e-06
1,0.9999581
1,0.9999993
1,0.9999847
0,0.00029992472
0,1.0949695e-06
1,0.9999933
1,0.9999892
1,0.99999994
1,0.9999996
0,9.58516e-07
1,0.9999999
1,0.99997294
0,1.0407806e-06
1,0.99999976
0,4.0024747e-06
1,0.99999994
0,2.1198628e-07
1,0.9999885
0,3.5887103e-07
1,1.0
0,5.2241205e-05
1,0.9998789
0,3.0749605e-05
0,9.239864e-09
0,1.3628355e-05
1,0.99999654
0,0.00019379196
0,1.0156439e-05
0,0.00040931453
1,0.99999744
1,0.99997777
1,0.9980224
1,0.99999297
0,4.142594e-06
0,8.489152e-06
0,1.2821688e-05
1,0.9997455
0,3.5618257e-07
0,6.027156e-05
0,2.5878287e-06
1,0.9999997
0,1.885535e-07
0,1.5319984e-05
0,3.2700987e-07
0,2.3151358e-06
1,0.9999984
0,3.8062956e-06
0,7.0707097e-07
1,0.9999994
0,9.65173e-08
0,4.634407e-06
1,0.9999949
1,0.99999964
1,0.9998984
0,4.786068e-05
1,0.9999988
1,0.9999998
