Mean_Probability,Uncertainty_Std
0.4284552533333333,0.014755751962612949
0.8938773866666666,0.016212907435138087
0.12442489000000001,0.01871861485096766
0.20417365666666668,0.004669982092680389
0.4220946033333333,0.023443749119621538
0.22325776333333336,0.013279789074201779
0.27581625000000004,0.027488239300371104
0.6299367466666667,0.045176945268551406
0.069328512,0.010922259099933614
0.60215005,0.0214504408526181
0.9620168833333334,0.006178280021755459
0.91755685,0.012348874954896361
0.41882912,0.024545431975893185
0.2966374866666666,0.020301630133854325
0.6078306266666668,0.04672914092783099
0.31333465,0.006761719045819649
0.06988211999999999,0.016564548393883365
0.08670327666666666,0.012444534905235399
0.16870944,0.01772918276628114
0.8601682199999999,0.015369857593727602
0.45857546,0.03152237510805725
0.36696737333333335,0.021526866666144326
0.7764287966666666,0.07679106542735746
0.4803445366666666,0.03554988771267809
0.14348255,0.0027393491367598026
0.26797344666666667,0.0300286647753879
0.24958128666666665,0.019864034109100023
0.46949815666666667,0.03324328273192577
0.18317200333333336,0.0034036154515880435
0.15399428333333331,0.009240426100566045
0.6816420866666667,0.0737794922309469
0.37173639333333336,0.023628194499855926
0.26896963,0.03913949347991445
0.5461151233333333,0.015874162070661287
0.24240877333333333,0.03982317792371367
0.34535813666666665,0.04989314464071679
0.5519822866666666,0.013625416236835563
0.4999391733333334,0.05718902176295808
0.25137840666666667,0.015277257412352814
0.4823974466666667,0.07014768641652426
0.60868953,0.019394355265947905
0.50203958,0.03373957268343512
0.3328768933333333,0.02455726433801389
0.14096150333333332,0.014506814435665129
0.15842971,0.034948524308299485
0.17751949666666667,0.009247671890864693
0.6731168766666666,0.06876964490484462
0.6192860533333333,0.02090888260401197
0.20998466333333332,0.0143181309788681
0.9363898333333335,0.012670862335908912
0.24255509666666664,0.05228050965378483
0.92712506,0.012730885776703315
0.55267751,0.02542424167840737
0.2204367766666667,0.007773052738893655
0.5417016133333333,0.030004889546611506
0.07429131,0.005601119325640785
0.04393488266666667,0.0014026677743218061
0.7059104333333334,0.0006568871457276531
0.064913901,0.012246424377436402
0.17966515333333333,0.015000907964103008
0.5186984566666667,0.0335146031353024
0.3914729066666667,0.006383899951060913
0.2973572,0.028562900796124807
0.79881265,0.024013319072027497
0.3345491866666667,0.0384782875724352
0.34712129666666663,0.01389402557598131
0.5716921,0.030159552350457714
0.9834384766666666,0.005335778420776289
0.43595822,0.005054203367046736
0.36639338666666665,0.005843675341411606
0.10514760000000001,0.023220321423487372
0.5901197666666667,0.02465924711980387
0.24918173,0.00586116300773718
0.7374276466666666,0.008918468023546521
0.3270669133333333,0.01732298232750419
0.39670003666666664,0.034757020489842846
0.32744035,0.026440059472410432
0.6146250933333333,0.036912695325001084
0.4556321266666667,0.004909187211622251
0.4290065166666666,0.037346780245967055
0.79403221,0.02540471001862054
0.45924923,0.07011810226489638
0.5676657866666667,0.03325616785149819
0.6076324766666666,0.051111956092194544
0.23838875333333331,0.023133012813451016
0.3304440166666667,0.029802745185494056
0.49757144333333336,0.05301680796768532
0.49757144333333336,0.05301680796768532
0.49757144333333336,0.05301680796768532
0.11501810533333333,0.007592466706639564
0.11226109499999999,0.00272539284234707
0.3821312633333333,0.07610562013175738
0.6054799633333334,0.006729540371775479
0.5569448333333333,0.03514849491944456
0.36436731333333333,0.02143493537202968
0.5562589,0.02179329003814397
0.16873112333333332,0.01055781383526702
0.31366074,0.04326408163585662
0.9939109666666668,0.0008591191703651338
0.24886581333333332,0.0071705070635826595
0.54070581,0.014115283016151914
0.26941931999999996,0.04816377249355854
0.61910469,0.027530601607754022
0.6192074000000001,0.06973831204729052
0.5277771633333334,0.036565506788066734
0.8714970533333334,0.02425605153523731
0.6192074000000001,0.06973831204729052
0.47005593333333334,0.04973784350919819
0.5768810333333333,0.045003232132024555
0.9099630333333334,0.007029280424212894
0.6092705133333333,0.009085120974154495
0.07760928666666667,0.009565972547944208
0.856864,0.006973986409985808
0.7845971666666666,0.022999906611597832
0.2879492833333333,0.011505751903056511
0.08132153966666668,0.004238058216829991
0.14429537,0.0114654777024277
0.07499177066666667,0.011848811274909714
0.054804046999999995,0.004630456131511524
0.2763418833333333,0.03106316516966929
0.18641239333333334,0.01444598868185983
0.9987920366666666,9.088642375085526e-05
0.6321316566666667,0.031599024308234906
0.35311837,0.017925975944697314
0.16204501000000002,0.017791316871105037
0.59082328,0.042753017550711744
0.6731516566666667,0.053699854999862774
0.56913225,0.019349980457361353
0.48044805333333335,0.016978334767158088
0.6461709333333333,0.019838864846278087
0.8016497666666665,0.01871448559076153
0.65951869,0.006134359998636105
0.5312571533333332,0.029165209027772934
0.7449806,0.01414088396954026
0.9391766433333334,0.009617145219437802
0.5090563266666667,0.005156444060243656
0.98269109,0.0036391263745849892
0.29808183666666666,0.03192329600194017
0.31261787999999996,0.00956720209450321
0.34869727,0.006589897082600492
0.87853791,0.010881670690854436
0.4138365,0.04978653407741763
0.9367482133333334,0.007914550868812585
0.9386082233333334,0.002077209417886302
0.9386082233333334,0.002077209417886302
0.4294922033333333,0.0223375554777544
0.4605786166666667,0.0434258509057745
0.05132087433333334,0.011747502685515486
0.11220756866666666,0.015923123266710908
0.07447020366666667,0.010537702335328776
0.05906226,0.023736421651310464
0.069964983,0.004385496320074236
0.4222676433333333,0.05065215213799858
0.27534859666666667,0.025190956653490196
0.47545971333333337,0.02081470435022533
0.27698232666666667,0.023373761500252575
0.5264722333333333,0.008830094093607143
0.9597842,0.005636125631176089
0.7828345466666667,0.018306483610031593
0.7054294766666667,0.01950263544193679
0.8054959,0.019294807105712842
0.6552786199999999,0.01462339939674769
0.8294628199999999,0.024778735670236834
0.8299727333333333,0.010449588048445828
0.8299727333333333,0.010449588048445828
0.41979155333333334,0.019329607168738723
0.25626582,0.027731740872308508
0.4433251,0.012857032648580576
0.20998178666666667,0.028789583749166802
0.9828220333333334,0.002861249231056609
0.9232083466666667,0.004022342497810062
0.17392068333333333,0.009707448375710734
0.08858302333333333,0.008557974565866752
0.4682886,0.04947329055027233
0.93099882,0.014197350909546496
0.10504185866666667,0.02210531143877214
0.36376072,0.02768513064603812
0.39471966666666664,0.0301538471560566
0.40171846666666666,0.018466712459490157
0.30825436666666667,0.04773714678819792
0.25867418999999997,0.004522975095465368
0.7845811866666667,0.014739085289224086
0.17145222666666668,0.036598457506582006
0.38938646666666665,0.02902949748571998
0.6155779466666667,0.006854453356007965
0.3759641333333333,0.0362975472476147
0.6211246833333334,0.04630465118600101
0.43926811,0.020899414281271143
