Run,Seed,Accuracy,Balanced Accuracy,AUROC,AUPRC,MCC,Precision,Sensitivity,Specificity
1,42,0.8013182674199624,0.8013081025911819,0.8802192584069088,0.8800588797915261,0.6027023067423601,0.8058748403575989,0.7932118164676304,0.8094043887147335
2,43,0.8035153797865662,0.8034977311641305,0.8804119567551805,0.879607019025633,0.607248211467969,0.8118939883645766,0.7894406033940917,0.8175548589341692
3,44,0.8063402385436284,0.8063332341600185,0.8803183660441077,0.8791258902117347,0.6127095683221081,0.8094027954256671,0.8007542426147077,0.8119122257053292
