Accuracy,MCC,AUROC,AUPRC,Sensitivity,Specificity
0.7812 ± 0.0042,0.5631 ± 0.0086,0.8594 ± 0.0060,0.8653 ± 0.0044,0.7911 ± 0.0295,0.7714 ± 0.0211
