Accuracy,MCC,AUROC,AUPRC,Sensitivity,Specificity
0.7831 ± 0.0071,0.5668 ± 0.0137,0.8600 ± 0.0042,0.8690 ± 0.0039,0.7945 ± 0.0214,0.7718 ± 0.0280
