Run,Seed,Accuracy,Balanced Accuracy,AUROC,AUPRC,MCC,Precision,Sensitivity,Specificity
1,42,0.8025737602008789,0.8025557160280496,0.8785890067365609,0.8826014400109321,0.6053744989674528,0.8111254851228978,0.7881835323695788,0.8169278996865204
2,43,0.8025737602008789,0.8025557160280496,0.8785890067365609,0.8826014400109321,0.6053744989674528,0.8111254851228978,0.7881835323695788,0.8169278996865204
3,44,0.8025737602008789,0.8025557160280496,0.8785890067365609,0.8826014400109321,0.6053744989674528,0.8111254851228978,0.7881835323695788,0.8169278996865204
