ID,scaffold,mean_shap_full,mean_shap_test,mean_shap,effect_test
pos207,C(=N/n1cnc(-c2ccccc2)c1)\c1ccccc1,0.00106458,0.00106458,0.00106458,positive
pos208,O=C(/C=C/c1ccccc1)Nc1nc(-c2ccncc2)cs1,0.001058416,0.001058416,0.001058416,positive
pos209,O=C(/C=C/Nc1ccccc1)c1ccccc1,0.001056149,0.001056149,0.001056149,positive
pos210,O=c1ccccn1Cc1ccncc1,0.001054767,0.001054767,0.001054767,positive
pos211,O=C(Nc1cccc(CN2CCCNCC2)c1)c1ccc2c(c1)CN(c1cncnc1)CC2,0.00105379,0.00105379,0.00105379,positive
pos212,O=C1CC[C@]23C[C@]24CCC2CCCC2[C@@H]4CC[C@H]3C1,0.001053722,0.001053722,0.001053722,positive
pos213,O=C(Nc1ccnn1-c1ccccc1)NC1CCC(Oc2ccc3nncn3c2)CC1,0.001052669,0.001052669,0.001052669,positive
pos214,O=C1Cc2cc(NS(=O)(=O)c3ccccc3)ccc2O[C@H](CNCc2ccccc2)CCN1,0.001049162,0.001049162,0.001049162,positive
pos215,O=C(Nc1ccccc1)c1cccc(-c2ccc3nc(NCCN4CCOCC4)ncc3c2)c1,0.001039784,0.001039784,0.001039784,positive
pos216,O=C1O[C@@H](C2CCOC2=O)CC1=CC1OC2CCC=C3C(=O)O[C@H]1C32,0.001036021,0.001036021,0.001036021,positive
pos217,O=S(=O)(c1ccccc1)N1CC(c2ccc(C#CC3CCCCC3)cc2)C1,0.001025314,0.001025314,0.001025314,positive
pos218,O=S(=O)(c1ccccc1)N1CC(c2ccc(C#CC3CCCC3)cc2)C1,0.001025314,0.001025314,0.001025314,positive
pos219,O=S(=O)(/C(=C/c1ccccc1)c1nc2ccccc2[nH]1)c1ccccc1,0.001025129,0.001025129,0.001025129,positive
pos220,O=C1OC(c2ccccc2)OC(=O)C1=Cc1ccccc1,0.001024736,0.001024736,0.001024736,positive
pos221,O=C1/C(=C/c2ccc(-c3ccccc3)o2)C=NN1c1ccccc1,0.001022442,0.001022442,0.001022442,positive
pos222,O=C1[C@H]2CCC=C[C@@H]2[C@H](c2ccccc2)N1Cc1ccccc1,0.001020163,0.001020163,0.001020163,positive
pos223,C(=Cc1nc(-c2ccccc2)cs1)Nc1ccccn1,0.00101819,0.00101819,0.00101819,positive
pos224,O=C1CCC(/C=C/c2ccccc2)=NN1c1ccccc1,0.001013813,0.001013813,0.001013813,positive
pos225,O=C1Nc2ccccc2/C1=C\C(=O)c1ccccc1,0.00101188,0.00101188,0.00101188,positive
pos226,O=C(/C=C/c1ccccc1)Nc1ccccc1,0.001009491,0.001009491,0.001009491,positive
pos227,c1ccc2c(c1)CCc1sc(Nc3ccncn3)nc1-2,0.00100683,0.00100683,0.00100683,positive
pos228,O=C1C=CC[C@H](C2OC[C@]34CC[C@@H]5C=C6C=CCC(=O)O[C@@H]6CC5[C@H]3CC[C@H]24)O1,0.001006492,0.001006492,0.001006492,positive
pos229,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccoc1,0.001005835,0.001005835,0.001005835,positive
pos230,c1ccc(-c2cc(C3CCNCC3)ccn2)c(OCC2CC2)c1,0.00100561,0.00100561,0.00100561,positive
pos231,C1=C2CCCC3c4ccccc4NC23Oc2ccccc21,0.001005054,0.001005054,0.001005054,positive
pos232,C(=N/Nc1nc(N2CCCC2)nc(N2CCCC2)n1)\c1ccc(-c2ccccc2)o1,0.001003235,0.001003235,0.001003235,positive
pos233,O=C(C=Cc1ccccc1)c1ccccc1,0.000997335,0.000997335,0.000997335,positive
pos234,O=C1NCC[C@@H](CNS(=O)(=O)c2ccccc2)OCc2ccccc2-c2c1[nH]c1ccccc21,0.000996387,0.000996387,0.000996387,positive
pos235,O=c1c2cnc(Nc3ccc(OCCCN4CCCCC4)cc3)nc2n2c3ccccc3nc2n1-c1ccccc1,0.000995112,0.000995112,0.000995112,positive
pos236,C(=N/N1CCN(Cc2ccccc2)CC1)\c1ccccc1,0.000994548,0.000994548,0.000994548,positive
pos237,O=C(/C=C/c1ccco1)NCc1ccccc1,0.000989202,0.000989202,0.000989202,positive
pos238,O=C1Cc2cc(NS(=O)(=O)c3cccs3)ccc2O[C@H](CNCc2ccccc2)CCN1,0.000986242,0.000986242,0.000986242,positive
pos239,O=C1CCCC=C1C(c1ccccc1)C1C(=O)CCCC1=O,0.000983953,0.000983953,0.000983953,positive
pos240,c1ccc(C2(OCc3ccc(-c4ccc5c(c4)OCO5)cc3)CNC2)cc1,0.000983798,0.000983798,0.000983798,positive
pos241,O=C1O[C@H]2C[C@@H](CC=C[C@@H](O[C@H]3CC[C@@H](O[C@H]4CCCCO4)CO3)CC=CC=C3CO[C@@H]4CC=C[C@@H]1C34)O[C@@]1(CCCCO1)C2,0.000981282,0.000981282,0.000981282,positive
pos242,c1ccc(Oc2ccc(COC3CNC3)c(-c3ccccc3)c2)cc1,0.000973567,0.000973567,0.000973567,positive
pos243,c1ccc(CCc2c(Cc3ccccc3)cccc2Cc2ccccc2)cc1,0.000972043,0.000972043,0.000972043,positive
pos244,O=C1NC(=O)/C(=C\c2ccc(N3CCOCC3)o2)N1,0.000962528,0.000962528,0.000962528,positive
pos245,O=c1cc(CCc2ccccc2)oc2c1[C@H]1C[C@H](C2)Oc2cccc(CCc3coc4ccccc4c3=O)c21,0.000962155,0.000962155,0.000962155,positive
pos246,O=C1C(=O)N2c3c(cccc31)CCC21CCCCC1,0.000959631,0.000959631,0.000959631,positive
pos247,O=C1NN=C/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,0.000959015,0.000959015,0.000959015,positive
pos248,C=C1CC[C@H]2C(=C)CC[C@H]3C(C[C@H]4C(=O)O[C@H]5C4CCC4CC=CC[C@@H]45)C(=O)O[C@@H]3[C@@H]12,0.000956818,0.000956818,0.000956818,positive
pos249,O=C(Nc1ccn(Cc2ccccc2)n1)c1cc[nH]n1,0.00095656,0.00095656,0.00095656,positive
pos250,c1ccc(C(Cc2cnc[nH]2)c2cccc(OC3CCCC3)c2)cc1,0.00095195,0.00095195,0.00095195,positive
pos251,O=C1N=C(c2ccccc2)S/C1=C\c1ccc(OCc2ccccc2)cc1,0.000951263,0.000951263,0.000951263,positive
pos252,c1ccc(Cc2c(-c3ccccc3)cc3ccccn23)cc1,0.0009501,0.0009501,0.0009501,positive
pos253,c1ccc2c(c1)ccc1ccccc12,0.000946614,0.000946614,0.000946614,positive
pos254,O=C(Cc1ccc(-c2ccccc2)cc1)NCCCOc1ccccc1,0.000945353,0.000945353,0.000945353,positive
pos255,c1ccc(-c2ncc(N3CCCCC3)o2)cc1,0.000943589,0.000943589,0.000943589,positive
pos256,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCC1,0.000942662,0.000942662,0.000942662,positive
pos257,O=C(Nc1ccc2n[nH]cc2c1)c1nccs1,0.000942265,0.000942265,0.000942265,positive
pos258,O=C(Nc1ccc2c(c1)oc1ccccc12)c1ccccc1,0.000941534,0.000941534,0.000941534,positive
pos259,O=C1CCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,0.000939836,0.000939836,0.000939836,positive
pos260,O=C(NC1CC1)c1ccc(=O)n(Cc2ccc3nc[nH]c3c2)c1,0.000937576,0.000937576,0.000937576,positive
pos261,c1ccn(-c2ccon2)c1,0.000935562,0.000935562,0.000935562,positive
pos262,C(=N/NC1=Nc2cccc3cccc1c23)\c1ccccn1,0.000934376,0.000934376,0.000934376,positive
pos263,C1=C[C@@H]2C[C@]3(C=CCC3C1)CCC1C[C@H]12,0.000934279,0.000934279,0.000934279,positive
pos264,O=c1cc(-c2ccccc2)oc2cc3occc3cc12,0.000931348,0.000931348,0.000931348,positive
pos265,c1ccc(Cn2c3ccccc3c3cnccc32)cc1,0.000929768,0.000929768,0.000929768,positive
pos266,O=c1/c(=C\c2ccc(-c3ccccc3)o2)sc2nc3ccccc3n12,0.000925236,0.000925236,0.000925236,positive
pos267,c1ccc(-c2ccc(COC3(C4CC4)CNC3)cc2)cc1,0.000924813,0.000924813,0.000924813,positive
pos268,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,0.000919043,0.000919043,0.000919043,positive
pos269,O=C1NC(=O)C2(CCN(c3ccnc(Nc4cn[nH]c4)n3)CC2)N1,0.000917493,0.000917493,0.000917493,positive
pos270,O=C(Nc1cccc2c1CCC2)c1cccc(-c2ccc3ncncc3c2)c1,0.000914584,0.000914584,0.000914584,positive
pos271,O=C(Nn1cc(C=C2N=c3ccccc3=N2)sc1=S)c1ccccc1,0.000914024,0.000914024,0.000914024,positive
pos272,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccncc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,0.000912552,0.000912552,0.000912552,positive
pos273,c1ccc(-c2cc3cc4ccccc4oc-3c2)cc1,0.000910092,0.000910092,0.000910092,positive
pos274,O=C(N1CCNCC1)n1ccc(=O)o1,0.000909484,0.000909484,0.000909484,positive
pos275,O=C(NNC(=S)NC(=O)c1cccs1)c1ccccc1,0.000904239,0.000904239,0.000904239,positive
pos276,O=C(/C=C/c1cccc(OCc2ccccc2)c1)c1ccccc1,0.000903644,0.000903644,0.000903644,positive
pos277,O=C(c1ccccc1)n1ncc2cc3ccccc3nc21,0.000900947,0.000900947,0.000900947,positive
pos278,N=C1/C(=C/c2cnn(-c3ccccc3)c2)C(=O)N=C2SC=NN12,0.000897324,0.000897324,0.000897324,positive
pos279,O=C1NCCC12CCN(c1ccnc(Nc3ccccc3)n1)CC2,0.000895813,0.000895813,0.000895813,positive
pos280,c1ccc(CNCCC(c2ccccc2)c2ccccc2)cc1,0.000887893,0.000887893,0.000887893,positive
pos281,O=C(Nc1ccccc1)c1ccnc(Nc2nc3ccccc3o2)n1,0.000887591,0.000887591,0.000887591,positive
pos282,O=C(N/N=C/c1ccccc1)c1cc2ccccc2[nH]c1=O,0.000886941,0.000886941,0.000886941,positive
pos283,c1ccc(Cc2nc3cc(-c4nccs4)ccc3n2Cc2ccccc2)cc1,0.000886896,0.000886896,0.000886896,positive
pos284,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C\c1cccn1CCOc1ccccc1,0.000885673,0.000885673,0.000885673,positive
pos285,C(#Cc1ccc(-c2c[nH]c(-c3ccccc3)n2)cn1)c1ccccc1,0.000885296,0.000885296,0.000885296,positive
pos286,O=C1C=C2C(=CC3OC4=C5C3C(CC3C(=O)O[C@@H](OC4)[C@@H]53)[C@]23CO3)CO1,0.000883647,0.000883647,0.000883647,positive
pos287,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccc1,0.000883005,0.000883005,0.000883005,positive
pos288,C1=CCC/C=C/CCCC/C=C/CC1,0.00088148,0.00088148,0.00088148,positive
pos289,O=C(COc1ccccc1-c1ccccc1)N/N=C/c1ccc2ccccc2c1,0.000880397,0.000880397,0.000880397,positive
pos290,O=C(Nc1nnc(-c2ccccc2)o1)c1cc(-c2cccs2)nc2ccccc12,0.00087951,0.00087951,0.00087951,positive
pos291,O=C(Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,0.000878654,0.000878654,0.000878654,positive
pos292,c1ccc2sc(Oc3ccc(OCCN4CCCC4)cc3)nc2c1,0.000875779,0.000875779,0.000875779,positive
pos293,c1ccc([C@H]2O[C@@H](c3ccccc3)[C@@H]3c4cccc5oc6cccc(c6c45)[C@@H]32)cc1,0.000874037,0.000874037,0.000874037,positive
pos294,O=C1NC(=S)NC(=O)C1=Cc1ccn(-c2cc3c(s2)CCCC3)c1,0.000874016,0.000874016,0.000874016,positive
pos295,O=c1/c(=C/c2ccco2)sc2n1C=CC(c1ccco1)C=2,0.000873339,0.000873339,0.000873339,positive
pos296,O=C(Nc1ccccc1)C1=C(N2CCOCC2)/C(=C\c2ccccc2)CC1,0.000872522,0.000872522,0.000872522,positive
pos297,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C/C=C/c1ccco1,0.000871785,0.000871785,0.000871785,positive
pos298,O=C1CC2CC[C@@H]3C4CCCCC4CC[C@H]3[C@@H]2C1,0.000871117,0.000871117,0.000871117,positive
pos299,O=C(N1CCCCC1)n1cc(Cc2cc3ccccc3[nH]2)c(=O)o1,0.000870031,0.000870031,0.000870031,positive
pos300,c1ccc(NC2CCCCC2)cc1,0.000868631,0.000868631,0.000868631,positive
pos301,c1cc(Nc2nc3ccccc3[nH]2)cc(-c2ccc3ncncc3c2)c1,0.000868181,0.000868181,0.000868181,positive
pos302,C1=C2C(CCC3CCCC[C@H]23)C2CC[C@H]3CCCCC3C2C1,0.000866883,0.000866883,0.000866883,positive
pos303,O=C(CNC(=O)c1cc(-c2ccncc2)nc2ccccc12)Nc1ccccc1,0.000865994,0.000865994,0.000865994,positive
pos304,C=C1CC2CC[C@@H]3C4CCC(=O)C=C4C=C[C@H]3[C@@H]2C1,0.000862592,0.000862592,0.000862592,positive
pos305,c1ccc(C2CCN(CCOc3ccc(Oc4nc5ccccc5s4)cc3)CC2)cc1,0.000862335,0.000862335,0.000862335,positive
pos306,O=C(Nc1ccccc1C(=O)N/N=C/c1ccncc1)c1ccccc1,0.000862247,0.000862247,0.000862247,positive
pos307,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3[nH]cnc23)c1,0.000858234,0.000858234,0.000858234,positive
pos308,c1cc2cc(c1)Oc1ccc(cc1)C[C@@H]1NCCc3ccc(cc31)Oc1cccc3c1[C@@H](C2)NCC3,0.000855935,0.000855935,0.000855935,positive
pos309,O=C(NC12CC3CC(CC(C3)C1)C2)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000851505,0.000851505,0.000851505,positive
pos310,O=C(N1CCC(c2ccccc2)CC1)n1ccc(=O)o1,0.000849991,0.000849991,0.000849991,positive
pos311,O=C(Cc1cccc(C(=O)c2ccccc2)c1)NCCOc1ccccc1,0.000849581,0.000849581,0.000849581,positive
pos312,O=C1c2ccc(Oc3ccccc3)cc2CCc2ccc(OCCN3CCOCC3)cc21,0.00084812,0.00084812,0.00084812,positive
pos313,O=S(=O)(c1ccccc1)N1[C@@H]2CNC[C@H]1C2c1ccc(/C=C/c2ccccc2)cc1,0.000845121,0.000845121,0.000845121,positive
pos314,O=c1c2ccccc2nc(-c2ccco2)n1/N=C/c1ccco1,0.000845052,0.000845052,0.000845052,positive
pos315,C(=N/Nc1ccnc2ccccc12)\c1ccccc1,0.0008411,0.0008411,0.0008411,positive
pos316,c1ccc(-c2ccc(COCC3CNC3)cc2)cc1,0.000840175,0.000840175,0.000840175,positive
pos317,O=C1CCCCn2cc(-c3ccc(CN4CCNCC4)cc3)c3cnc(nc32)NCCCCCCCCN1,0.000835716,0.000835716,0.000835716,positive
pos318,c1ccc(COc2ccccc2OCc2ccccc2)cc1,0.000834709,0.000834709,0.000834709,positive
pos319,S=C(Nc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,0.000830856,0.000830856,0.000830856,positive
pos320,O=C(C1CCCC1)N1CC(=O)N2C[C@@H](c3ccc(C#CCc4ccccc4)cc3)[C@@H]2C1,0.000830487,0.000830487,0.000830487,positive
pos321,O=C(Nc1c[nH]c(=O)[nH]c1=O)c1ccc(NC2CC2)cc1,0.000828363,0.000828363,0.000828363,positive
pos322,O=C(c1ccncc1)N1CC[C@@H]2CNc3ccc(-c4ccccc4)cc3[C@@H]21,0.000824939,0.000824939,0.000824939,positive
pos323,O=C(N/N=C/c1ccccc1)c1ccc[nH]1,0.00082307,0.00082307,0.00082307,positive
pos324,O=C(Cn1cc[nH]c1=O)c1cccc(OC2CCCC2)c1,0.000819332,0.000819332,0.000819332,positive
pos325,O=C1NCC[C@H](CNCc2ccccc2)OCc2ccccc2-c2c1[nH]c1ccccc21,0.000815764,0.000815764,0.000815764,positive
pos326,O=C1CCC(/C=C/c2cccnc2)=NN1,0.000815419,0.000815419,0.000815419,positive
pos327,O=C(CCN1C(=O)/C(=C\c2ccccc2)SC1=S)N1CCCCC1,0.000813847,0.000813847,0.000813847,positive
pos328,c1ccc2sc(Sc3ccnc4ccccc34)nc2c1,0.000811458,0.000811458,0.000811458,positive
pos329,O=C(Nc1ccccc1)c1ccc(-c2ccccc2)cc1,0.000810586,0.000810586,0.000810586,positive
pos330,O=C(/C=C/C(=O)c1ccccc1)NCC(=O)NC1CCCCC1,0.000807094,0.000807094,0.000807094,positive
pos331,O=C(Cn1ncccc1=O)Nc1cccc(S(=O)(=O)N2CCOCC2)c1,0.000806591,0.000806591,0.000806591,positive
pos332,O=C(Cc1ccncc1)c1cccc(OCC2CC2)c1,0.000804401,0.000804401,0.000804401,positive
pos333,c1ccc(-c2cc3ccc4ccccc4c3o2)cc1,0.00080298,0.00080298,0.00080298,positive
pos334,O=C(NCC1CCCCC1)n1ccc(=O)o1,0.000802435,0.000802435,0.000802435,positive
pos335,O=S(=O)(N=CN1CCOCC1)c1ccccc1,0.000798024,0.000798024,0.000798024,positive
pos336,O=C(NC(=S)Nc1nc(-c2ccccc2)cs1)c1cccnc1,0.000797927,0.000797927,0.000797927,positive
pos337,C1=Cc2ccncc2N(Cc2ccccc2)c2ccccc21,0.00079674,0.00079674,0.00079674,positive
pos338,O=C(N/N=C\c1ccc(CNS(=O)(=O)c2ccccc2)o1)C(=O)Nc1ccc(Oc2ccccc2)cc1,0.000792231,0.000792231,0.000792231,positive
pos339,O=C1S/C(=C/c2ccccc2)C(=O)N1Cc1ccccc1,0.000791995,0.000791995,0.000791995,positive
pos340,O=C(Cc1ccccc1)Nc1ccc(Oc2ccc(N3CCOCC3=O)cc2)cc1,0.000791473,0.000791473,0.000791473,positive
pos341,O=S(=O)(c1ccccc1)N1CCN=C1SCc1ccccc1,0.000790202,0.000790202,0.000790202,positive
pos342,C1=CNC(c2ccccc2)C=C1,0.000788741,0.000788741,0.000788741,positive
pos343,C=C1CC[C@H]2C(=C)CC[C@H]3C(C[C@H]4C(=O)O[C@@H]5C=CCCC=CCC[C@H]54)C(=O)O[C@@H]3[C@@H]12,0.000788032,0.000788032,0.000788032,positive
pos344,S=C(N=Nc1c[nH]c2ccccc12)Nc1ccccc1,0.000784256,0.000784256,0.000784256,positive
pos345,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,0.000783421,0.000783421,0.000783421,positive
pos346,O=C1NCC[C@H](CNC(=O)C2CCOCC2)Oc2ncc(C#CCc3ccccc3)cc21,0.000782787,0.000782787,0.000782787,positive
pos347,O=C1C(NS(=O)(=O)c2ccccc2)=C/C(=N\S(=O)(=O)c2ccccc2)c2ccccc21,0.000780808,0.000780808,0.000780808,positive
pos348,O=C1C=C2CC[C@H]3CCCCC3[C@H]2CC1,0.000780029,0.000780029,0.000780029,positive
pos349,C(=N/Nc1ncnc(N2CCCCC2)n1)\c1ccccc1,0.00077383,0.00077383,0.00077383,positive
pos350,O=C(NNC(=S)NC(=O)C12CC3CC(CC(C3)C1)C2)c1ccncc1,0.000772701,0.000772701,0.000772701,positive
pos351,C1=CC(=C/C=C/c2ccccc2)C=C1,0.000771149,0.000771149,0.000771149,positive
pos352,C(=N/n1cnnc1)\c1ccc(OCCOc2ccccc2)cc1,0.000770903,0.000770903,0.000770903,positive
pos353,O=C(c1ccccn1)N1CC(c2ccccc2)C1,0.000770282,0.000770282,0.000770282,positive
pos354,O=c1cc(-c2ccccc2)c2ccccc2o1,0.000767014,0.000767014,0.000767014,positive
pos355,O=C1NC(=S)S/C1=C\c1cn(-c2ccccc2)nc1-c1ccco1,0.000766789,0.000766789,0.000766789,positive
pos356,c1ccc2c(c1)CCc1ccccc1-2,0.000765048,0.000765048,0.000765048,positive
pos357,O=C(N1CCCCC1)n1cc(C2CCSCC2)c(=O)o1,0.000758286,0.000758286,0.000758286,positive
pos358,S=C(NNC(=S)Nc1ccccc1)Nc1ccccc1,0.000757438,0.000757438,0.000757438,positive
pos359,O=C1/C(=C/c2ccccc2)COC/C1=C\c1ccccc1,0.000755402,0.000755402,0.000755402,positive
pos360,C(=Cc1ccccc1)Nc1ccccc1,0.000755154,0.000755154,0.000755154,positive
pos361,O=C(CSCc1ccccc1)N/N=C/c1ccccc1,0.000754271,0.000754271,0.000754271,positive
pos362,O=[PH](OC[C@H]1CC[C@@H]([n+]2ccccc2)O1)O[PH](=O)OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1,0.00075159,0.00075159,0.00075159,positive
pos363,O=C(Nc1ccccc1)C1=CN=c2s/c(=C/c3ccccc3)c(=O)n2C1c1ccco1,0.000748994,0.000748994,0.000748994,positive
pos364,O=c1oc2ccccc2cc1S(=O)(=O)c1ccccc1,0.00074297,0.00074297,0.00074297,positive
pos365,O=C(Nc1cc(-c2nc(OCCC3CCN(Cc4ccccc4)CC3)cs2)ccn1)C1CC1,0.000738325,0.000738325,0.000738325,positive
pos366,O=C(N[C@H]1CNC1=O)OCc1ccc(OC2CCCCC2)cc1,0.000737378,0.000737378,0.000737378,positive
pos367,O=C(NC(=S)Nc1ccc2c(c1)oc1ccccc12)c1ccccc1,0.000736731,0.000736731,0.000736731,positive
pos368,c1nc(Sc2nnn[nH]2)c2c3c(sc2n1)CCC3,0.000730205,0.000730205,0.000730205,positive
pos369,O=C(c1ccccc1)c1cc2ccccc2o1,0.000726877,0.000726877,0.000726877,positive
pos370,c1ccc(Sc2ccccc2)cc1,0.000724709,0.000724709,0.000724709,positive
pos371,O=C(COc1ccc(/C=N/NC(=O)c2cc3ccccc3o2)cc1)Nc1ccccc1,0.000723803,0.000723803,0.000723803,positive
pos372,O=C1NC(=Nc2cn[nH]c2)S/C1=C1/Nc2ccccc2S1,0.000719512,0.000719512,0.000719512,positive
pos373,c1ccc2c(-c3c4c(cc5ccccc35)COCC4)c3c(cc2c1)COCC3,0.000715103,0.000715103,0.000715103,positive
pos374,O=C(Cc1ccccc1)Nc1ccc(Oc2cn[nH]c2)cc1,0.0007151,0.0007151,0.0007151,positive
pos375,O=C1CCC(c2cccn3nccc23)=NN1,0.000713798,0.000713798,0.000713798,positive
pos376,O=C1Cc2cc(NC(=O)Cc3c[nH]c4ccccc34)ccc2O[C@@H](CNCc2ccccc2)CCN1,0.00071334,0.00071334,0.00071334,positive
pos377,O=C(Nc1ccccc1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,0.0007089,0.0007089,0.0007089,positive
pos378,O=C1/C(=C/c2cccnc2)SC(=S)N1C1CCS(=O)(=O)C1,0.000708292,0.000708292,0.000708292,positive
pos379,O=C1/C(=C\c2cccnc2)SC(=S)N1C1CCS(=O)(=O)C1,0.000708292,0.000708292,0.000708292,positive
pos380,S=C(Nc1ccccc1)NC(c1ccccc1)c1ccccc1,0.000708232,0.000708232,0.000708232,positive
pos381,O=C(CSc1ccc(-c2ccc(-n3cccn3)cc2)nn1)Nc1ccccc1,0.000707658,0.000707658,0.000707658,positive
pos382,S=c1c2ccccc2[nH]c2ccccc12,0.000704979,0.000704979,0.000704979,positive
pos383,c1ccc(C2=NOC3(CCNC3)C2)cc1,0.000702163,0.000702163,0.000702163,positive
pos384,O=C(N/C=C/c1ccccc1)N1CCCCC1,0.000701013,0.000701013,0.000701013,positive
pos385,O=c1[nH]ccc2c1[nH]c1ccccc12,0.000699633,0.000699633,0.000699633,positive
pos386,O=C(Nc1nncs1)NS(=O)(=O)c1ccccc1,0.00069808,0.00069808,0.00069808,positive
pos387,O=c1ccn(C2CCCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,0.00069764,0.00069764,0.00069764,positive
pos388,O=C(NC1CC2(CCC2)C1)c1cnc2ccccc2c1,0.000697377,0.000697377,0.000697377,positive
pos389,O=C1C(=O)c2c(ccc3c2CCCC3)-c2occc21,0.000696828,0.000696828,0.000696828,positive
pos390,c1cc(-c2ccc3c(c2)CCCN3)ccc1CN1CCCCC1,0.000696064,0.000696064,0.000696064,positive
pos391,O=C1NC(=O)/C(=C\c2ccccc2)N1,0.000692695,0.000692695,0.000692695,positive
pos392,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3[nH]ncc23)c1,0.000691079,0.000691079,0.000691079,positive
pos393,c1ccc(Cn2ccnc2)cc1,0.000690637,0.000690637,0.000690637,positive
pos394,O=C1C(=O)c2c(C(=O)c3ccccc3)coc2-c2ccccc21,0.000687404,0.000687404,0.000687404,positive
pos395,O=C(Nc1cc(-c2nc(OCC3CCN(Cc4ccccc4)CC3)cs2)ccn1)C1CC1,0.00068721,0.00068721,0.00068721,positive
pos396,C(#CC1CCCC1)c1ccc(NC2CCCCC2)cc1,0.000686898,0.000686898,0.000686898,positive
pos397,c1cc(N2CCNCC2)cc(N2CCOCC2)c1,0.000685693,0.000685693,0.000685693,positive
pos398,O=S(=O)(c1ccccc1)n1ccc2ccccc21,0.000682585,0.000682585,0.000682585,positive
pos399,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3c2CCN3)c1,0.000682395,0.000682395,0.000682395,positive
pos400,C=C1CCCC2CC3OC(=O)C=C3CC12,0.000676354,0.000676354,0.000676354,positive
pos401,O=C(NNc1ccccc1)C(c1ccccc1)c1ccccc1,0.000673949,0.000673949,0.000673949,positive
pos402,O=C1NC(=O)N(Cc2ccco2)C(=O)/C1=C\c1ccc(-c2ccccc2)o1,0.000673649,0.000673649,0.000673649,positive
pos403,O=C1CC(=O)C2=C(C1)OC1Oc3ccccc3[C@@H]21,0.000673056,0.000673056,0.000673056,positive
pos404,O=C(COc1cccnc1)c1cccs1,0.000671877,0.000671877,0.000671877,positive
pos405,C=C1Nc2ccccc21,0.000666883,0.000666883,0.000666883,positive
pos406,C(=Cn1cncn1)c1ccncc1,0.000662914,0.000662914,0.000662914,positive
pos407,O=C(/C=c1\[nH]c(=O)/c(=C/c2ccccc2)s1)c1ccccc1,0.000661321,0.000661321,0.000661321,positive
pos408,C1=CCC(C=Cc2nc3ccccc3[nH]2)CC1,0.000660565,0.000660565,0.000660565,positive
pos409,c1ccc(Cc2ccc3ccccn23)cc1,0.000659707,0.000659707,0.000659707,positive
pos410,c1ccc(-c2ncncn2)cc1,0.000659536,0.000659536,0.000659536,positive
pos411,O=C1C=CC2C(C=CC3C2CCC2[C@H](c4ccoc4)OC(=O)[C@H]4O[C@@]324)C1,0.000659372,0.000659372,0.000659372,positive
pos412,c1ccc(-c2cn[nH]c2-c2ccccc2)cc1,0.000658958,0.000658958,0.000658958,positive
pos413,O=C(NC1CCCCC1)c1cnc2ccccc2c1,0.000655781,0.000655781,0.000655781,positive
pos414,O=C(Cc1ccc2ccccc2c1)NCCCCOc1ccccc1,0.000652287,0.000652287,0.000652287,positive
pos415,c1ccc2sc(Oc3ccc(CN4CCCCC4)cc3)nc2c1,0.000651487,0.000651487,0.000651487,positive
pos416,O=C(Cc1ccc2c(c1)OCO2)NN=Cc1ccco1,0.000650381,0.000650381,0.000650381,positive
pos417,O=C1[C@@H]2CCCC[C@@H]2C(c2ccccc2)=NN1Cc1ccccc1CN1CCOCC1,0.000650239,0.000650239,0.000650239,positive
pos418,O=C(Nc1ccccc1)Nc1ccc2ncsc2c1,0.00065017,0.00065017,0.00065017,positive
pos419,O=c1[nH]c2ccccc2c2c1C=CCO2,0.000649683,0.000649683,0.000649683,positive
