Accuracy,Balanced Accuracy,AUROC,AUPRC,MCC,Precision,Sensitivity,Specificity,F1,Fingerprint,Run,Seed
0.7847705146036161,0.7840523122478009,0.8623953706660472,0.8649687926117229,0.5696636155766787,0.7965335342878673,0.751778093883357,0.8163265306122449,0.7735089645078668,ECFP,1,42
0.7854659248956884,0.7847171016343949,0.863103221373898,0.8663343222522337,0.5711224439709159,0.7981859410430839,0.7510668563300142,0.8183673469387756,0.7739098570905093,ECFP,2,43
0.7934631432545202,0.7926640926640927,0.866153317657077,0.8684526218707267,0.5873007035680088,0.8085106382978723,0.7567567567567568,0.8285714285714286,0.7817781043350478,ECFP,3,44
0.7829688535453942,0.7824991863426796,0.8631882980924181,0.8692865642907438,0.5670339279823604,0.8028985507246377,0.7431254191817572,0.8218729535036018,0.7718564959944271,MACCS,1,42
0.7872763419483101,0.7868428646535401,0.862988452434757,0.8686194915470559,0.5754673945985264,0.8056155507559395,0.7505030181086519,0.8231827111984283,0.7770833333333333,MACCS,2,43
0.7842942345924453,0.7838247560016287,0.8638787538591075,0.869135714404109,0.5696946187272052,0.8043478260869565,0.744466800804829,0.8231827111984283,0.7732497387669801,MACCS,3,44
0.8121844496802424,0.8117742058304671,0.8886485565251445,0.8941978684500651,0.6247422863956305,0.8253055355859095,0.784688995215311,0.8388594164456233,0.8044849334267694,RDKIT,1,42
0.8145405587344329,0.8141359547893123,0.8869220616044572,0.8937550229247807,0.629447906958516,0.8275862068965517,0.7874231032125769,0.8408488063660478,0.8070052539404553,RDKIT,2,43
0.8125210366879838,0.8121873589205713,0.8893162191710287,0.8933538554320614,0.6251990534922415,0.8221906116642959,0.7901572112098428,0.8342175066312998,0.8058556988497735,RDKIT,3,44
0.7087779690189329,0.7074607578128704,0.78242779911794,0.7763273296341746,0.41820516108350453,0.7263406940063092,0.6485915492957747,0.7663299663299663,0.6852678571428571,PHYCHEM,1,42
0.7036144578313253,0.7021636553326694,0.7804844216816047,0.7746327672248816,0.40817280759157815,0.7234212629896083,0.6373239436619719,0.767003367003367,0.6776488206664171,PHYCHEM,2,43
0.7118760757314975,0.7104602361644615,0.7823903352776592,0.7767401891092102,0.4247600009161222,0.7322709163346613,0.6471830985915493,0.7737373737373737,0.6871028037383178,PHYCHEM,3,44
0.7875927174645988,0.7868721461187215,0.8626573614218923,0.8681053737908258,0.5766723829624352,0.8115615615615616,0.7404109589041096,0.8333333333333334,0.7743553008595988,ESTATE,1,42
0.7892784895482131,0.7885949353271844,0.8645488820971821,0.8685855480518453,0.5798605320910485,0.8117998506348021,0.7445205479452055,0.8326693227091634,0.7767059664165773,ESTATE,2,43
0.7828725556304788,0.7821403882188143,0.8628765758882279,0.8683765575821885,0.56723980483171,0.8067669172932331,0.7349315068493151,0.8293492695883135,0.7691756272401433,ESTATE,3,44
