,canonical_smiles
5210,COc1ccc(CC(=O)OCC(=O)NCc2ccc3c(c2)OCO3)cc1OC
5211,O=C(COC(=O)Cc1c(F)cccc1Cl)NCc1ccc2c(c1)OCO2
4801,COc1ccccc1NC(=O)N1CCN(c2ccccn2)CC1
2535,COc1ccc(-c2cn[nH]c2-c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2O)cc1
3091,COc1ccc(-c2cn[nH]c2-c2ccc(OCc3ccccc3)cc2O)cc1
3110,COc1ccc(-c2cn[nH]c2-c2ccc(OCc3ccccc3F)cc2O)cc1OC
5133,COc1ccc(NC(=O)CN2C(=O)NC(C)(C3CC3)C2=O)cc1S(=O)(=O)N1CCCCC1
1196,Cc1oc(-c2cccs2)nc1CSCC(=O)N1CCC2(CC1)OCCO2
5941,O=C(CN1CCOCC1)Nc1ccc(OCc2ccccc2)cc1
5187,C[C@@H]1COC(=O)[C@@H](CC(=O)OC(C)(C)C)C/C=C\C[C@@H](CC(=O)N[C@H](CO)Cc2ccccc2)C(=O)N1
5188,C[C@H]1COC(=O)[C@@H](CC(=O)OC(C)(C)C)C/C=C\C[C@@H](CC(=O)N[C@H](CO)Cc2ccccc2)C(=O)N1
5190,CC(C)(C)OC(=O)C[C@H]1C/C=C\C[C@@H](CC(=O)N[C@H](CO)Cc2ccccc2)C(=O)NCCOC1=O
10580,O=S(c1ccccc1)c1cnccc1NS(=O)(=O)C(F)(F)F
9038,CCC(=O)N1CCN(C(C)=O)C1c1ccccc1
7895,CC1CCCN(c2ccc(C(=O)NCCc3ccccc3)cn2)C1
4408,COc1ccc(OC)c(NC(=O)Nc2c(O)ccc3ccccc23)c1
2465,O=C(Nc1ccc(F)cc1)Nc1nnc(-c2ccncc2)s1
2540,O=C(Nc1ccc(Cl)cc1)Nc1nnc(-c2ccncc2)s1
2806,Cc1ccc(NC(=O)Nc2nnc(-c3ccncc3)s2)cc1
2958,COc1ccc(NC(=O)Nc2nnc(-c3ccncc3)s2)cc1
5955,CC(=O)Nc1sc2c(c1C#N)CCCCC2
3243,COc1ccccc1NC(=O)c1oc2ccccc2c1NC(=O)c1cc(OC)c(OC)c(OC)c1
2524,N=C1S/C(=C\c2cn[nH]c2-c2ccc(F)cc2)C(=O)N1c1ccccc1F
6033,CCOC(=O)c1c(NC(=O)Cn2nnc3ccccc32)sc2c1CCC(C)C2
11964,Cc1ccc(C2C(C#N)=C(N)Oc3n[nH]c(-c4cccs4)c32)cc1
2862,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2cccc(S(=O)(=O)N3CCCC3)c2)cc1
2226,COc1ccc(-c2nc(N3CCOCC3)nc3n[nH]c(N)c23)cc1
1957,COc1cc(C2c3c([nH]c(=O)[nH]c3=O)Nc3ccc4ccccc4c32)cc(OC)c1OC
12526,O=C(N[C@H]1CNC1=O)OCc1ccc(-c2ccccc2)cc1
14013,C=C1C(=O)O[C@H]2CC(=C)[C@H]3CC[C@@](C)(O)[C@@H]3C[C@H]12
14014,C=C1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@H]2[C@@H]1CC[C@@]2(C)O
14018,C=C1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@H]2[C@@H]1CC[C@]2(C)O
14030,C=C1C(=O)O[C@H]2CC(=C)[C@H]3CC[C@@](C)(O)[C@@H]3[C@@H](O)[C@H]12
4111,Cc1ccc(-n2[nH]c(C)c(/C=N/N3C(=O)c4cccc5cccc(c45)C3=O)c2=O)cc1
12785,COc1ccc2cc(C(=O)Nc3ccnn3C)cnc2c1
13146,COc1ccc2cc(C(=O)Nc3ccn[nH]3)cnc2c1
4262,COc1ccccc1NC(=S)NNC(=O)c1ccncc1
7667,CCCc1[nH]n(-c2nc3ccccc3s2)c(=O)c1C=NCC1CCCO1
9225,CCCC(=O)Nc1ccc(NC(=O)C2CC2)cn1
6221,C#CCNc1nc(C)nc2c1nnn2Cc1ccccc1F
6929,C#CCNc1nc(CC)nc2c1nnn2Cc1ccccc1F
7368,CCOC(=O)C(C(=O)OCC)c1nc(C)nc2c1nnn2Cc1ccccc1Cl
3644,O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccc([N+](=O)[O-])o1
3645,Cc1cccc(/C=C/C(=O)c2ccc([N+](=O)[O-])o2)c1
3646,COc1ccc(/C=C/C(=O)c2ccc([N+](=O)[O-])o2)cc1
3647,COc1cc(/C=C/C(=O)c2ccc([N+](=O)[O-])o2)ccc1O
3648,O=C(/C=C/c1ccc(Cl)cc1)c1ccc([N+](=O)[O-])o1
3852,Cc1ccc(C(=O)/C=C/c2ccccc2)o1
4046,Nc1ccc(/C=C/C(=O)c2ccco2)cc1
4294,O=C(/C=C/c1cc(Br)ccc1O)c1ccco1
4453,O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccco1
9463,CCCOc1ccc(C(=O)c2nc3c(n2O)CCCC3)cc1
5739,O=S(=O)(NCCc1ccncc1)c1ccc(S(=O)(=O)N2CCCCCC2)cc1
6478,COc1cccc(C2CC(C(F)(F)F)n3ncc(C(=O)NCC4CCCO4)c3N2)c1
13541,COc1ccc(C(=O)Cc2ccncc2)c2cc(C(F)(F)F)nn12
13716,COc1ccc(C(=O)Cc2c(Cl)cncc2Cl)c2cc(C(F)(F)F)nn12
14867,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
12231,CCN1CCN(C(=O)CCc2ccc(S(=O)(=O)NCCc3ccccc3)cc2)CC1
5141,CCCCN1C(=O)c2ccc(C(=O)NC3(C)CCS(=O)(=O)C3)cc2C1=O
2251,COc1cc(-c2nc(-c3ccc(NC(=O)c4ccc5c(c4)OCO5)cc3)no2)cc(OC)c1OC
116,CCCC(=O)Nc1c2c(nn1-c1ccc(C)cc1C)CSC2
6318,CCc1nnc(NC(=O)CSc2nnc(-c3ccco3)n2C)s1
7820,CCCn1c(SCC(=O)Nc2nnc(CC)s2)nnc1-c1ccco1
12269,C=CCn1c(SCC(=O)Nc2nnc(CC)s2)nnc1-c1ccco1
11305,O=C(Nc1ccc(C2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(C3=NCCN3)cc2)c([N+](=O)[O-])c1
11563,O=C(Nc1ccc(C2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(C3=NCCN3)cc2)c(Cl)c1
7057,CC(C)n1c(CN2CCN(C)CC2)nc2c1c(=O)n(C)c(=O)n2C
9686,CN1CCN(Cc2nc3c([nH]2)c(=O)[nH]c(=O)n3C)CC1
9891,CCCCCn1c(CN2CCN(C(=O)OCC)CC2)nc2c1c(=O)n(C)c(=O)n2C
12086,CCCCn1c(CN2CCN(C(=O)OCC)CC2)nc2c1c(=O)n(C)c(=O)n2C
8283,Fc1ccc2c(c1)nnn2C1CCN(Cc2ccccc2)CC1
2196,Cc1sc2ncnc(Sc3nnnn3-c3ccccc3)c2c1C
2197,Cc1sc2ncnc(Sc3nnnn3-c3ccc(Cl)cc3)c2c1C
10677,NS(=O)(=O)c1ccc(N2C(=O)CC(CC(=O)c3ccc(Cl)cc3)C2=O)cc1
10979,NS(=O)(=O)c1ccc(N2C(=O)CC(CC(=O)c3ccccc3)C2=O)cc1
11036,COc1ccc(C(=O)CC2CC(=O)N(c3ccc(S(N)(=O)=O)cc3)C2=O)cc1
12391,Cc1ccc(C(=O)CC2CC(=O)N(c3ccc(S(N)(=O)=O)cc3)C2=O)cc1
4240,O=c1[nH][nH]c(-c2ccccc2)c1C=Nc1ccc(OC(F)(F)F)cc1
1096,CC(=O)c1cccc(NC(=O)NCc2cccnc2)c1
11542,O=C(NCc1cccnc1)Nc1ccc(F)cc1F
5630,COCCCNC(=O)C1CC(=O)N(c2ccc(C)cc2)C1
6186,COCCNC(=O)C1CC(=O)N(c2ccc(C)cc2)C1
8420,C=COCCNC(=O)C1CC(=O)N(c2ccc(C)cc2)C1
9001,Cc1ccc(N2CC(C(=O)OCC(=O)C(C)(C)C)CC2=O)cc1C
11430,CCNC(=O)C1CC(=O)N(c2ccc(Br)cc2)C1
11475,CCc1ccccc1N1CC(C(=O)O)CC1=O
6754,COc1cccc2cc(-c3nnc(SCC(=O)Nc4nc(C)cs4)n3C)oc12
4780,COC(=O)c1ccc(NC(=O)c2sc3nc(-c4ccccc4)cn3c2C)cc1
2599,CC(=O)OCCCNc1cc(Sc2ccc(Cl)cc2)c2nonc2c1[N+](=O)[O-]
6086,O=C1NC2C(NC(=O)N2C2CCCCC2)N1C1CCCCC1
6667,Cc1nc2cc(N3CCCCC3)c(NC(=O)c3cccnc3)cc2c(=O)n1Cc1ccccc1
7639,O=C(NCC1CCCO1)C1CCCN1C(=O)NC1CCCCC1
12863,O=C1N=C(c2ccc(Cl)cc2)S/C1=C\c1ccc(Oc2ccccc2)cc1
4401,CCCCN1C(N)=NC[C@@H]1CC1CCCCC1
5443,CCC1CCCCN1C(=O)CSc1nnc(-c2c[nH]c3ccccc23)o1
6333,O=C(CSc1nnc(-c2c[nH]c3ccccc23)o1)N1CCCCC1
8816,CC1CCCC(C)N1C(=O)CSc1nnc(-c2c[nH]c3ccccc23)o1
14354,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2C3C(=O)[C@@H]4O[C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@@]21C
7707,COc1ccccc1OCCCn1cc(C(=O)c2ccco2)c2ccccc21
5903,COc1ccc(/C(O)=C2/C(=O)C(=O)N(CCCC(=O)O)C2c2ccc(OC)cc2)cc1
8088,COc1ccc(/C(O)=C2/C(=O)C(=O)N(CCCC(=O)O)C2c2ccc(OC)c(OC)c2)cc1
8153,COc1ccccc1C1/C(=C(/O)c2ccc(C)cc2)C(=O)C(=O)N1CC(C)O
8310,COc1ccc(C2/C(=C(\O)c3cc(C)ccc3C)C(=O)C(=O)N2CCN(C)C)cc1OC
