Unnamed: 0,np_id,InChI,InChIKey,canonical_smiles,lipinski_rule_of_five_violations,sa_score
23233,NPC222084,"InChI=1S/C9H10O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1,3,5,10-11H,2,4H2,(H,12,13)",DZAUWHJDUNRCTF-UHFFFAOYSA-N,O=C(O)CCc1ccc(O)c(O)c1,0,1.8152621675912428
23242,NPC230869,"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",MBBOMCVGYCRMEA-UHFFFAOYSA-N,OCCc1c[nH]c2ccccc12,0,1.7890026603089382
23258,NPC38790,"InChI=1S/C18H16O3/c1-20-14-9-10-18-16(11-14)17(19)12-15(21-18)8-7-13-5-3-2-4-6-13/h2-6,9-12H,7-8H2,1H3",JOYYVGVYUHRBAE-UHFFFAOYSA-N,COc1ccc2oc(CCc3ccccc3)cc(=O)c2c1,0,1.9172872522102278
23282,NPC291428,"InChI=1S/C16H12O4/c1-19-12-5-2-10(3-6-12)14-9-20-15-8-11(17)4-7-13(15)16(14)18/h2-9,17H,1H3/i8+1,14+1,16+1",HKQYGTCOTHHOMP-OPOMHRLSSA-N,COc1ccc(-[13c]2coc3[13cH]c(O)ccc3[13c]2=O)cc1,0,1.9522526374967004
23284,NPC177291,"InChI=1S/C11H14O4/c1-14-10-7-8(3-5-9(10)12)4-6-11(13)15-2/h3,5,7,12H,4,6H2,1-2H3",PDTCYIZPTRRYOT-UHFFFAOYSA-N,COC(=O)CCc1ccc(O)c(OC)c1,0,1.7192299293104831
23341,NPC12090,"InChI=1S/C14H12O4/c1-18-13-7-10(11(15)8-12(13)16)14(17)9-5-3-2-4-6-9/h2-8,15-16H,1H3",QFTQNXHKVZBJIU-UHFFFAOYSA-N,COc1cc(C(=O)c2ccccc2)c(O)cc1O,0,1.7856563490688373
23373,NPC277601,"InChI=1S/C12H14O3/c1-4-5-10-6-7-11(15-9(2)13)12(8-10)14-3/h4-8H,1-3H3/b5-4-",IUSBVFZKQJGVEP-PLNGDYQASA-N,C/C=C\c1ccc(OC(C)=O)c(OC)c1,0,1.960048315802041
23405,NPC241308,"InChI=1S/C14H18O2/c1-2-3-4-8-11-16-14(15)12-13-9-6-5-7-10-13/h3-7,9-10H,2,8,11-12H2,1H3/b4-3-",FJKFIIYSBXHBCT-ARJAWSKDSA-N,CC/C=C\CCOC(=O)Cc1ccccc1,0,1.9743177061175636
23420,NPC57490,"InChI=1S/C18H22O5/c1-20-15-9-12(7-8-14(15)19)5-6-13-10-16(21-2)18(23-4)17(11-13)22-3/h7-11,19H,5-6H2,1-4H3",NRAJPMHEOBLUQC-UHFFFAOYSA-N,COc1cc(CCc2cc(OC)c(OC)c(OC)c2)ccc1O,0,1.8991087633584485
23447,NPC187083,"InChI=1S/C20H23NO3/c1-21(20(22)12-10-16-7-5-4-6-8-16)14-13-17-9-11-18(23-2)19(15-17)24-3/h4-12,15H,13-14H2,1-3H3/b12-10+",FXPCTDSVAYDNFM-ZRDIBKRKSA-N,COc1ccc(CCN(C)C(=O)/C=C/c2ccccc2)cc1OC,0,1.93852013430676
23513,NPC61803,"InChI=1S/C16H30O3/c1-2-3-4-9-12-15(17)13-10-7-5-6-8-11-14-16(18)19/h2-14H2,1H3,(H,18,19)",VBFPQNKLKQDSCH-UHFFFAOYSA-N,CCCCCCC(=O)CCCCCCCCC(=O)O,0,1.9010344297364181
23553,NPC124205,"InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-24-22-23/h22H,2-21H2,1H3",ZMGJNJFHZNMVCW-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCOC=O,1,1.972000324600625
23614,NPC288232,"InChI=1S/C16H12N2/c1-18-15-9-5-2-6-11(15)10-13-12-7-3-4-8-14(12)17-16(13)18/h2-10H,1H3",PZIIKMBOSNKNFZ-UHFFFAOYSA-N,Cn1c2nc3ccccc3c-2cc2ccccc21,0,1.8572821894171678
23616,NPC107135,"InChI=1S/C6H7NO3S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H,8,9,10)",HVBSAKJJOYLTQU-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)O)cc1,0,1.7742963575173896
23635,NPC71579,"InChI=1S/C17H18O4/c1-19-14-8-13(9-15(11-14)20-2)5-4-12-6-7-16(18)17(10-12)21-3/h4-11,18H,1-3H3/b5-4+",QEHTYBCDRGQJGN-SNAWJCMRSA-N,COc1cc(/C=C/c2ccc(O)c(OC)c2)cc(OC)c1,0,1.972465002439991
23656,NPC245777,"InChI=1S/C18H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(20)21-17-16-19/h19H,2-17H2,1H3",BXCRLBBIZJSWNS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCCO,1,1.9257966973552456
23726,NPC39600,"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3",BTFQKIATRPGRBS-UHFFFAOYSA-N,Cc1ccccc1C=O,0,1.6762827764563255
23744,NPC150271,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,0,1.2090305482861616
23757,NPC262359,"InChI=1S/C16H14O4/c1-20-13-6-2-11(3-7-13)4-9-15(18)14-8-5-12(17)10-16(14)19/h2-10,17,19H,1H3/b9-4+",ADRQFDIWPRFKSP-RUDMXATFSA-N,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,0,1.934734476710119
23823,NPC210108,"InChI=1S/C11H14O4/c1-7-5-8(13-2)6-9(14-3)10(7)11(12)15-4/h5-6H,1-4H3",QCEODMDPMRZZDI-UHFFFAOYSA-N,COC(=O)c1c(C)cc(OC)cc1OC,0,1.7878977341885314
23845,NPC241891,"InChI=1S/C22H30O2/c23-21-16-20(17-22(24)18-21)15-9-6-4-2-1-3-5-8-12-19-13-10-7-11-14-19/h7,10-11,13-14,16-18,23-24H,1-6,8-9,12,15H2",DOAKROJPUDWPEL-UHFFFAOYSA-N,Oc1cc(O)cc(CCCCCCCCCCc2ccccc2)c1,1,1.915700543458323
23873,NPC133792,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",NNBZCPXTIHJBJL-UHFFFAOYSA-N,C1CCC2CCCCC2C1,0,1.6793915234579835
23999,NPC45249,"InChI=1S/C9H10O2/c1-7(10)8-4-3-5-9(6-8)11-2/h3-6H,1-2H3",BAYUSCHCCGXLAY-UHFFFAOYSA-N,COc1cccc(C(C)=O)c1,0,1.3203911055279995
24053,NPC12156,"InChI=1S/C24H46O3/c1-3-5-7-9-11-13-15-17-19-21-23(25)27-24(26)22-20-18-16-14-12-10-8-6-4-2/h3-22H2,1-2H3",NWADXBLMWHFGGU-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCC,1,1.8832401121090943
24121,NPC107846,InChI=1S/C13H8O2/c14-13-11-7-2-1-5-9(11)10-6-3-4-8-12(10)15-13/h1-8H,TVKNXKLYVUVOCV-UHFFFAOYSA-N,O=c1oc2ccccc2c2ccccc12,0,1.6082715803423788
24126,NPC216122,"InChI=1S/C7H4Cl2O2/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3H,(H,10,11)",ATCRIUVQKHMXSH-UHFFFAOYSA-N,O=C(O)c1ccc(Cl)cc1Cl,0,1.5061536519470966
24133,NPC201877,"InChI=1S/C13H16O2/c1-2-3-4-8-11-15-13(14)12-9-6-5-7-10-12/h4-10H,2-3,11H2,1H3/b8-4+",IRWNFSMZBFIURE-XBXARRHUSA-N,CCC/C=C/COC(=O)c1ccccc1,0,1.8799942994837018
24175,NPC51345,"InChI=1S/C18H18O5/c19-17(20)11-5-13-1-7-15(8-2-13)23-16-9-3-14(4-10-16)6-12-18(21)22/h1-4,7-10H,5-6,11-12H2,(H,19,20)(H,21,22)",UKCHMOVWJBXLBX-UHFFFAOYSA-N,O=C(O)CCc1ccc(Oc2ccc(CCC(=O)O)cc2)cc1,0,1.707756814393953
24180,NPC160819,"InChI=1S/C13H26O2/c1-3-5-6-7-8-9-10-11-12-15-13(14)4-2/h3-12H2,1-2H3",HUOYUOXEIKDMFT-UHFFFAOYSA-N,CCCCCCCCCCOC(=O)CC,0,1.7920858660566648
24192,NPC322433,"InChI=1S/C9H10N2O3/c10-7-3-1-6(2-4-7)9(14)11-5-8(12)13/h1-4H,5,10H2,(H,11,14)(H,12,13)",HSMNQINEKMPTIC-UHFFFAOYSA-N,Nc1ccc(C(=O)NCC(=O)O)cc1,0,1.6145417192953762
24291,NPC478993,"InChI=1S/C10H10O3/c1-13-10(12)9(11)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",KAOSFPBSWNREAY-UHFFFAOYSA-N,COC(=O)C(=O)Cc1ccccc1,0,1.7151474423165176
24352,NPC132725,"InChI=1S/C8H8O3/c9-8(10)6-11-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",LCPDWSOZIOUXRV-UHFFFAOYSA-N,O=C(O)COc1ccccc1,0,1.2748554231458638
24396,NPC322488,"InChI=1S/C7H7NO2/c9-7(10)4-6-2-1-3-8-5-6/h1-3,5H,4H2,(H,9,10)",WGNUNYPERJMVRM-UHFFFAOYSA-N,O=C(O)Cc1cccnc1,0,1.7000451908513377
24477,NPC328969,"InChI=1S/C8H10N2O/c1-2-7-6(8(9)11)4-3-5-10-7/h3-5H,2H2,1H3,(H2,9,11)",GOIWNSRZUNIIRY-UHFFFAOYSA-N,CCc1ncccc1C(N)=O,0,1.9791403362972293
24523,NPC321160,"InChI=1S/C10H12O3/c1-2-4-7-5-3-6-8(11)9(7)10(12)13/h3,5-6,11H,2,4H2,1H3,(H,12,13)",GSCKNWYHELSSSU-UHFFFAOYSA-N,CCCc1cccc(O)c1C(=O)O,0,1.9477144752835507
24587,NPC213570,"InChI=1S/C12H12/c1-9-5-3-8-12-10(2)6-4-7-11(9)12/h3-8H,1-2H3",SDDBCEWUYXVGCQ-UHFFFAOYSA-N,Cc1cccc2c(C)cccc12,0,1.4805669007743525
24621,NPC147022,"InChI=1S/C10H20O3/c1-13-10(12)8-6-4-2-3-5-7-9-11/h11H,2-9H2,1H3",RIZOOQYPYGPBOC-UHFFFAOYSA-N,COC(=O)CCCCCCCCO,0,1.7507666730857494
24666,NPC261195,"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",ZFRKQXVRDFCRJG-UHFFFAOYSA-N,Cc1c[nH]c2ccccc12,0,1.747133027152966
24716,NPC218515,"InChI=1S/C8H16O2/c1-4-10-8(9)6-5-7(2)3/h7H,4-6H2,1-3H3",OFQRUTMGVBMTFQ-UHFFFAOYSA-N,CCOC(=O)CCC(C)C,0,1.7091646329477044
24765,NPC96988,"InChI=1S/C11H22O/c1-3-5-7-9-11(12)10-8-6-4-2/h3-10H2,1-2H3",ZPQAKYPOZRXKFA-UHFFFAOYSA-N,CCCCCC(=O)CCCCC,0,1.7375695334358099
24808,NPC464,"InChI=1S/C16H16O2/c1-18-16-12-15(17)11-10-14(16)9-5-8-13-6-3-2-4-7-13/h2-8,10-12,17H,9H2,1H3/b8-5+",ZAGLUIIUOWEVEN-VMPITWQZSA-N,COc1cc(O)ccc1C/C=C/c1ccccc1,0,1.9708234141575947
24817,NPC1008,"InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3",APQSQLNWAIULLK-UHFFFAOYSA-N,Cc1ccc(C)c2ccccc12,0,1.4482727831272957
24829,NPC95965,"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)",BTNMPGBKDVTSJY-UHFFFAOYSA-N,O=C(O)C(=O)Cc1ccccc1,0,1.623963939030217
24836,NPC234916,"InChI=1S/C12H24/c1-3-5-7-9-11-12-10-8-6-4-2/h3,5H,4,6-12H2,1-2H3/b5-3+",ADOQBZAVKYCFOI-HWKANZROSA-N,C/C=C/CCCCCCCCC,0,1.9855727831272958
24995,NPC285635,"InChI=1S/C13H10N2O/c1-16-9-6-7-12-13(8-9)15-11-5-3-2-4-10(11)14-12/h2-8H,1H3",YGSXHEXJOFMTHZ-UHFFFAOYSA-N,COc1ccc2nc3ccccc3nc2c1,0,1.6561124688016875
25001,NPC475169,"InChI=1S/C17H20O4/c1-19-14-8-13(9-15(11-14)20-2)5-4-12-6-7-17(21-3)16(18)10-12/h6-11,18H,4-5H2,1-3H3",WOLBPQLCPNJXGD-UHFFFAOYSA-N,COc1cc(CCc2ccc(OC)c(O)c2)cc(OC)c1,0,1.8784144157385576
25030,NPC244816,"InChI=1S/C14H14O3/c1-16-11-7-10(8-12(9-11)17-2)13-5-3-4-6-14(13)15/h3-9,15H,1-2H3",ZAXBKWQBFNMTQC-UHFFFAOYSA-N,COc1cc(OC)cc(-c2ccccc2O)c1,0,1.7185185049174798
25064,NPC324145,"InChI=1S/C8H15NO3/c1-2-3-4-5-7(10)9-6-8(11)12/h2-6H2,1H3,(H,9,10)(H,11,12)",UPCKIPHSXMXJOX-UHFFFAOYSA-N,CCCCCC(=O)NCC(=O)O,0,1.6680766575616843
25084,NPC161768,"InChI=1S/C12H14Cl2O3/c1-2-3-6-16-12(15)8-17-11-5-4-9(13)7-10(11)14/h4-5,7H,2-3,6,8H2,1H3",UQMRAFJOBWOFNS-UHFFFAOYSA-N,CCCCOC(=O)COc1ccc(Cl)cc1Cl,0,1.743287531104059
25169,NPC37132,"InChI=1S/C19H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h2-18H2,1H3,(H,20,21)",ISYWECDDZWTKFF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCC(=O)O,1,1.6689154574748368
25205,NPC325361,"InChI=1S/C9H16O2/c1-2-11-9(10)8-6-4-3-5-7-8/h8H,2-7H2,1H3",JJOYCHKVKWDMEA-UHFFFAOYSA-N,CCOC(=O)C1CCCCC1,0,1.6305229169423914
25261,NPC175342,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O,0,1.4355478907544814
25320,NPC123993,"InChI=1S/C13H15NO4/c15-13(10-4-2-1-3-5-10)18-12-8-6-11(7-9-12)14(16)17/h6-10H,1-5H2",UCQFTYKBLBJWIO-UHFFFAOYSA-N,O=C(Oc1ccc([N+](=O)[O-])cc1)C1CCCCC1,0,1.8395837517837705
25340,NPC229387,"InChI=1S/C7H8O3/c1-6(8)10-5-7-3-2-4-9-7/h2-4H,5H2,1H3",CKOYRRWBOKMNRG-UHFFFAOYSA-N,CC(=O)OCc1ccco1,0,1.962785850191997
25389,NPC82016,"InChI=1S/C17H18O3/c1-18-15-8-6-13(7-9-15)4-5-14-10-16(19-2)12-17(11-14)20-3/h4-12H,1-3H3/b5-4+",GDHNBPHYVRHYCC-SNAWJCMRSA-N,COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,0,1.7772761192780777
25400,NPC47950,"InChI=1S/C7H8O2/c8-5-6-3-1-2-4-7(6)9/h1-4,8-9H,5H2",CQRYARSYNCAZFO-UHFFFAOYSA-N,OCc1ccccc1O,0,1.726034776456327
25473,NPC79996,"InChI=1S/C14H28O/c1-3-4-5-6-7-8-9-10-11-12-13-14(2)15/h3-13H2,1-2H3",POQLVOYRGNFGRM-UHFFFAOYSA-N,CCCCCCCCCCCCC(C)=O,0,1.7192056462764462
25480,NPC219848,"InChI=1S/C13H8N2O2/c16-13(17)8-4-3-7-11-12(8)15-10-6-2-1-5-9(10)14-11/h1-7H,(H,16,17)",JGCSKOVQDXEQHI-UHFFFAOYSA-N,O=C(O)c1cccc2nc3ccccc3nc12,0,1.80615700570241
25502,NPC475961,"InChI=1S/C18H22O4/c1-19-15-9-14(10-16(12-15)20-2)6-5-13-7-8-17(21-3)18(11-13)22-4/h7-12H,5-6H2,1-4H3",HCRRYKYLZWKBBM-UHFFFAOYSA-N,COc1cc(CCc2ccc(OC)c(OC)c2)cc(OC)c1,0,1.7573697591718673
25528,NPC66050,"InChI=1S/C13H26O2/c1-4-5-6-7-8-9-10-11-15-13(14)12(2)3/h12H,4-11H2,1-3H3",SXMUYNHMPAZLEB-UHFFFAOYSA-N,CCCCCCCCCOC(=O)C(C)C,0,1.8252678279971626
25606,NPC30506,"InChI=1S/C14H14O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h3-9,15-17H,1-2H2",HITJFUSPLYBJPE-UHFFFAOYSA-N,Oc1ccc(CCc2cc(O)cc(O)c2)cc1,0,1.964195427994401
25698,NPC213472,"InChI=1S/C10H14/c1-3-6-10-8-5-4-7-9(10)2/h4-5,7-8H,3,6H2,1-2H3",YQZBFMJOASEONC-UHFFFAOYSA-N,CCCc1ccccc1C,0,1.3638407952469418
25707,NPC284850,"InChI=1S/C23H48O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24/h24H,2-23H2,1H3",FPLNRAYTBIFSFW-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCO,1,1.4785622348488765
25716,NPC205684,"InChI=1S/C9H18O2/c1-9(11)7-5-3-2-4-6-8-10/h10H,2-8H2,1H3",HQVHZUJAAKTDQH-UHFFFAOYSA-N,CC(=O)CCCCCCCO,0,1.8508649516818458
25753,NPC329181,"InChI=1S/C18H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17(20)19-16-18(21)22/h2-16H2,1H3,(H,19,20)(H,21,22)",KVTFEOAKFFQCCX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NCC(=O)O,0,1.874106235598667
25784,NPC231013,"InChI=1S/C15H12O4/c1-17-13-7-10-12(8-14(13)18-2)19-11-6-4-3-5-9(11)15(10)16/h3-8H,1-2H3",FWCWUPRCWDSQEN-UHFFFAOYSA-N,COc1cc2oc3ccccc3c(=O)c2cc1OC,0,1.8139874050629796
25816,NPC10781,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,N[C@@H](Cc1ccccc1)C(=O)O,0,1.8818837931663595
25930,NPC105501,"InChI=1S/C10H10O3/c1-13-10(12)7-4-8-2-5-9(11)6-3-8/h2-7,11H,1H3/b7-4-",NITWSHWHQAQBAW-DAXSKMNVSA-N,COC(=O)/C=C\c1ccc(O)cc1,0,1.8312397500088267
25961,NPC70744,"InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+",KSEBMYQBYZTDHS-HWKANZROSA-N,COc1cc(/C=C/C(=O)O)ccc1O,0,1.8690631767852572
26044,NPC17943,"InChI=1S/C18H22O5/c1-21-15-9-12(7-8-14(15)19)5-4-6-13-10-16(22-2)18(20)17(11-13)23-3/h7-11,19-20H,4-6H2,1-3H3",FHKKEKQKYAGUKW-UHFFFAOYSA-N,COc1cc(CCCc2cc(OC)c(O)c(OC)c2)ccc1O,0,1.992721744127678
26085,NPC318406,"InChI=1S/C15H12O/c1-16-15-8-4-7-13-12-6-3-2-5-11(12)9-10-14(13)15/h2-10H,1H3",ONMKCYMMGBIVPT-UHFFFAOYSA-N,COc1cccc2c1ccc1ccccc12,0,1.4815301447427682
26116,NPC177479,"InChI=1S/C15H12O4/c1-17-9-6-7-11-10(8-9)15(16)14-12(18-2)4-3-5-13(14)19-11/h3-8H,1-2H3",BFDXHXPAVMQXHZ-UHFFFAOYSA-N,COc1ccc2oc3cccc(OC)c3c(=O)c2c1,0,1.9357720204475939
26143,NPC88713,"InChI=1S/C16H16O2/c1-17-15-10-14(11-16(12-15)18-2)9-8-13-6-4-3-5-7-13/h3-12H,1-2H3",BIYGTLDPTJMNET-UHFFFAOYSA-N,COc1cc(C=Cc2ccccc2)cc(OC)c1,0,1.7228734141575952
26159,NPC9796,"InChI=1S/C19H20O/c20-19(16-15-18-11-5-2-6-12-18)14-8-7-13-17-9-3-1-4-10-17/h1-7,9-13H,8,14-16H2/b13-7+",VNFWNGSEJXPCSW-NTUHNPAUSA-N,O=C(CC/C=C/c1ccccc1)CCc1ccccc1,0,1.8550320926534987
26257,NPC37508,"InChI=1S/C12H16O3/c1-9(13)4-5-10-6-7-11(14-2)12(8-10)15-3/h6-8H,4-5H2,1-3H3",RVTJUTXCUYSHAZ-UHFFFAOYSA-N,COc1ccc(CCC(C)=O)cc1OC,0,1.6083424996669553
26361,NPC319933,InChI=1S/C12H6Br4O/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6H,XYBSIYMGXVUVGY-UHFFFAOYSA-N,Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,1,1.9878577438700162
26366,NPC138370,"InChI=1S/C10H9NO2/c1-13-10(12)8-6-11-9-5-3-2-4-7(8)9/h2-6,11H,1H3",QXAUTQFAWKKNLM-UHFFFAOYSA-N,COC(=O)c1c[nH]c2ccccc12,0,1.6884850722541476
26420,NPC155263,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)",MNWFXJYAOYHMED-UHFFFAOYSA-N,CCCCCCC(=O)O,0,1.459329930302479
26518,NPC202647,"InChI=1S/C10H8O2/c11-8-5-7-3-1-2-4-9(7)10(12)6-8/h1-6,11-12H",XOOMNEFVDUTJPP-UHFFFAOYSA-N,Oc1cc(O)c2ccccc2c1,0,1.7896415614078371
26589,NPC7403,"InChI=1S/C10H22/c1-4-5-6-7-8-9-10(2)3/h10H,4-9H2,1-3H3",SGVYKUFIHHTIFL-UHFFFAOYSA-N,CCCCCCCC(C)C,0,1.5350283410344883
26654,NPC191987,"InChI=1S/C16H16O4/c1-19-15-9-11(5-7-13(15)17)3-4-12-6-8-14(18)16(10-12)20-2/h3-10,17-18H,1-2H3/b4-3+",KQPXJFAYGYIGRU-ONEGZZNKSA-N,COc1cc(/C=C/c2ccc(O)c(OC)c2)ccc1O,0,1.9464888723145144
26753,NPC49341,"InChI=1S/C11H16O4/c1-14-9-6-8(4-3-5-12)7-10(15-2)11(9)13/h6-7,12-13H,3-5H2,1-2H3",PHOPGVYKZWPIGA-UHFFFAOYSA-N,COc1cc(CCCO)cc(OC)c1O,0,1.8968220493855306
26797,NPC471316,"InChI=1S/C21H25NO3/c1-25-19-12-8-9-17(15-19)16-22-21(24)14-7-3-6-13-20(23)18-10-4-2-5-11-18/h2,4-5,8-12,15H,3,6-7,13-14,16H2,1H3,(H,22,24)",ZYQRHUNKVJQGPR-UHFFFAOYSA-N,COc1cccc(CNC(=O)CCCCCC(=O)c2ccccc2)c1,0,1.726314697715102
26801,NPC102495,"InChI=1S/C18H36/c1-3-5-7-9-11-13-15-17-18-16-14-12-10-8-6-4-2/h17-18H,3-16H2,1-2H3/b18-17-",HSNQNPCNYIJJHT-ZCXUNETKSA-N,CCCCCCCC/C=C\CCCCCCCC,1,1.7757078040459628
26937,NPC150581,"InChI=1S/C17H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h15-16H,2-14H2,1H3,(H,18,19)",GEHPRJRWZDWFBJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCC=CC(=O)O,1,1.9990617640373376
26969,NPC325345,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,0,1.8182543557548474
26976,NPC182049,"InChI=1S/C6H12O2/c1-6(7)4-3-5-8-2/h3-5H2,1-2H3",FXTIMAJUMAQUOG-UHFFFAOYSA-N,COCCCC(C)=O,0,1.8647918467984361
27064,NPC6107,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",GWHJZXXIDMPWGX-UHFFFAOYSA-N,Cc1ccc(C)c(C)c1,0,1.2029222379947875
27085,NPC258773,"InChI=1S/C14H12N2O2/c1-17-13-7-11-12(8-14(13)18-2)16-10-6-4-3-5-9(10)15-11/h3-8H,1-2H3",YQIADNJBCIVZAI-UHFFFAOYSA-N,COc1cc2nc3ccccc3nc2cc1OC,0,1.7548686804297837
27206,NPC160924,"InChI=1S/C8H16O2/c1-3-5-7-10-8(9)6-4-2/h3-7H2,1-2H3",XUPYJHCZDLZNFP-UHFFFAOYSA-N,CCCCOC(=O)CCC,0,1.7119514179575646
27251,NPC291796,"InChI=1S/C16H14O4/c1-20-13-6-2-11(3-7-13)4-9-15(18)14-8-5-12(17)10-16(14)19/h2-10,17,19H,1H3",ADRQFDIWPRFKSP-UHFFFAOYSA-N,COc1ccc(C=CC(=O)c2ccc(O)cc2O)cc1,0,1.934734476710119
27280,NPC110911,"InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3",AFABGHUZZDYHJO-UHFFFAOYSA-N,CCCC(C)C,0,1.8933213175169303
27299,NPC81933,"InChI=1S/C24H48O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26-4-2/h3-23H2,1-2H3",JIZCYLOUIAIZHQ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC,1,1.7808701892573104
27420,NPC2771,"InChI=1S/C16H12O3/c1-18-12-8-6-11(7-9-12)16-10-14(17)13-4-2-3-5-15(13)19-16/h2-10H,1H3",OMICQBVLCVRFGN-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3ccccc3o2)cc1,0,1.7151795728951473
27432,NPC245966,"InChI=1S/C9H8O/c1-2-9(10)8-6-4-3-5-7-8/h2-7H,1H2",KUIZKZHDMPERHR-UHFFFAOYSA-N,C=CC(=O)c1ccccc1,0,1.705598487554635
27473,NPC107522,"InChI=1S/C7H8O2/c1-5-2-3-6(8)7(9)4-5/h2-4,8-9H,1H3",ZBCATMYQYDCTIZ-UHFFFAOYSA-N,Cc1ccc(O)c(O)c1,0,1.6528414687640183
27484,NPC27198,InChI=1S/C15H9ClO2/c16-11-6-7-12-13(10-4-2-1-3-5-10)9-15(17)18-14(12)8-11/h1-9H,HTGWSKSPVBICQE-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)c2ccc(Cl)cc2o1,0,1.7743651301339263
27507,NPC280958,"InChI=1S/C16H16O3/c1-19-16-11-13(17)8-9-14(16)15(18)10-7-12-5-3-2-4-6-12/h2-6,8-9,11,17H,7,10H2,1H3",CSEOFFVAVSWEAR-UHFFFAOYSA-N,COc1cc(O)ccc1C(=O)CCc1ccccc1,0,1.7104309948065683
27537,NPC160261,"InChI=1S/C28H56O/c29-27-23-18-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17-20-24-28-25-21-19-22-26-28/h28-29H,1-27H2",ZVFNKSWJOWNILX-UHFFFAOYSA-N,OCCCCCCCCCCCCCCCCCCCCCCC1CCCCC1,1,1.8701765559767338
27576,NPC146703,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",KXDAEFPNCMNJSK-UHFFFAOYSA-N,N=C(O)c1ccccc1,0,1.8890815456870946
27595,NPC64433,"InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",SHZIWNPUGXLXDT-UHFFFAOYSA-N,CCCCCC(=O)OCC,0,1.502325776931924
