Unnamed: 0,np_id,InChI,InChIKey,canonical_smiles,lipinski_rule_of_five_violations,sa_score
40866,NPC78662,"InChI=1S/C8H8O3/c1-11-7-3-2-6(5-9)8(10)4-7/h2-5,10H,1H3",WZUODJNEIXSNEU-UHFFFAOYSA-N,COc1ccc(C=O)c(O)c1,0,1.9514341824510755
40888,NPC254307,"InChI=1S/C12H22O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h10-11H,3-9H2,1-2H3/b11-10+",GNJARWZWODMTDR-ZHACJKMWSA-N,CCCCCCC/C=C/C(=O)OCC,0,1.987068751372611
40889,NPC8661,"InChI=1S/C16H32/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h13,15H,3-12,14,16H2,1-2H3/b15-13-",JZPUSPPFVAJNGY-SQFISAMPSA-N,CCCCCC/C=C\CCCCCCCC,1,1.8365718924945647
40980,NPC248867,"InChI=1S/C8H9NO2/c10-8(11)9-6-7-4-2-1-3-5-7/h1-5,9H,6H2,(H,10,11)",RRIWSQXXBIFKQM-UHFFFAOYSA-N,O=C(O)NCc1ccccc1,0,1.3786122469672044
41040,NPC320357,"InChI=1S/C7H6O6S/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H,8,9)(H,10,11,12)",RJTYSXVYCZAUHE-UHFFFAOYSA-N,O=C(O)c1ccc(OS(=O)(=O)O)cc1,0,1.8027916044031578
41075,NPC54626,"InChI=1S/C8H8O2/c1-10-8-4-2-3-7(5-8)6-9/h2-6H,1H3",WMPDAIZRQDCGFH-UHFFFAOYSA-N,COc1cccc(C=O)c1,0,1.594107278763424
41206,NPC52035,"InChI=1S/C14H12O3/c1-16-14(15)13-10-9-12(17-13)8-7-11-5-3-2-4-6-11/h2-10H,1H3/b8-7+",AOZSTVUUWCWVDE-BQYQJAHWSA-N,COC(=O)c1ccc(/C=C/c2ccccc2)o1,0,1.983921840867243
41268,NPC320975,"InChI=1S/C13H26/c1-3-5-7-9-11-13-12-10-8-6-4-2/h11,13H,3-10,12H2,1-2H3/b13-11-",QHOMPCGOCNNMFK-QBFSEMIESA-N,CCCCCC=CCCCCCC,1,1.9213773799464562
41298,NPC239406,"InChI=1S/C17H36/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3-17H2,1-2H3",NDJKXXJCMXVBJW-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC,1,1.08338186465377
41334,NPC184679,"InChI=1S/C12H26/c1-4-5-6-7-8-9-10-11-12(2)3/h12H,4-11H2,1-3H3",GTJOHISYCKPIMT-UHFFFAOYSA-N,CCCCCCCCCC(C)C,0,1.5751919110581873
41449,NPC88924,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3/i1-1",RSJKGSCJYJTIGS-BJUDXGSMSA-N,CCCCCCCCCC[11CH3],0,1.1945998623963092
41471,NPC103326,"InChI=1S/C8H10O/c1-7(9)8-5-3-2-4-6-8/h2-7,9H,1H3/t7-/m0/s1",WAPNOHKVXSQRPX-ZETCQYMHSA-N,C[C@H](O)c1ccccc1,0,1.8064504627602993
41492,NPC233282,"InChI=1S/C14H12O3/c15-13-9-5-4-8-12(13)14(16)17-10-11-6-2-1-3-7-11/h1-9,15H,10H2",ZCTQGTTXIYCGGC-UHFFFAOYSA-N,O=C(OCc1ccccc1)c1ccccc1O,0,1.4435855771309818
41520,NPC76897,"InChI=1S/C14H17NO2/c1-17-13-6-4-5-12(11-13)7-8-14(16)15-9-2-3-10-15/h4-8,11H,2-3,9-10H2,1H3/b8-7+",LAPTWLCIZWFMJK-BQYQJAHWSA-N,COc1cccc(/C=C/C(=O)N2CCCC2)c1,0,1.8072251375705406
41539,NPC483451,"InChI=1S/C16H24O3/c1-2-3-4-5-6-7-8-10-13-11-9-12-14(17)15(13)16(18)19/h9,11-12,17H,2-8,10H2,1H3,(H,18,19)",XIWIZLRSXVMDLX-UHFFFAOYSA-N,CCCCCCCCCc1cccc(O)c1C(=O)O,0,1.9565836314780736
41576,NPC27501,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",GGBJHURWWWLEQH-UHFFFAOYSA-N,CCCCC1CCCCC1,0,1.6567701624314815
41594,NPC111233,"InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3",CZZZABOKJQXEBO-UHFFFAOYSA-N,Cc1ccc(N)c(C)c1,0,1.5570203149178656
41754,NPC224096,"InChI=1S/C24H48O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26-2/h3-23H2,1-2H3",VORKGRIRMPBCCZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCC(=O)OC,1,1.7563822294477056
41774,NPC316574,"InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)",KBOPZPXVLCULAV-UHFFFAOYSA-N,Nc1ccc(O)c(C(=O)O)c1,0,1.8010815034059817
41783,NPC227450,"InChI=1S/C18H28O3/c1-2-3-4-5-6-7-8-9-10-12-15-13-11-14-16(19)17(15)18(20)21/h11,13-14,19H,2-10,12H2,1H3,(H,20,21)",KWYIZCAVXFLWSZ-UHFFFAOYSA-N,CCCCCCCCCCCc1cccc(O)c1C(=O)O,1,1.9888832553734996
41827,NPC47570,"InChI=1S/C11H16/c1-10(2)8-9-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",XNXIYYFOYIUJIW-UHFFFAOYSA-N,CC(C)CCc1ccccc1,0,1.29763457947341
41884,NPC86371,"InChI=1S/C16H14O3/c1-19-16-11-13(17)8-9-14(16)15(18)10-7-12-5-3-2-4-6-12/h2-11,17H,1H3",VLEOOBKBMSIDKF-UHFFFAOYSA-N,COc1cc(O)ccc1C(=O)C=Cc1ccccc1,0,1.852959199934773
41890,NPC277758,"InChI=1S/C6H6O4S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4,7H,(H,8,9,10)",FEPBITJSIHRMRT-UHFFFAOYSA-N,O=S(=O)(O)c1ccc(O)cc1,0,1.7206926439895387
41938,NPC230726,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",KQNPFQTWMSNSAP-UHFFFAOYSA-N,CC(C)C(=O)O,0,1.7186169388187054
41961,NPC286826,"InChI=1S/C13H26O/c1-4-5-6-7-8-9-13(14)11-10-12(2)3/h12H,4-11H2,1-3H3",SMRKAPSTEFVTEH-UHFFFAOYSA-N,CCCCCCCC(=O)CCC(C)C,0,1.9081275492548908
41977,NPC125887,"InChI=1S/C17H14O3/c1-11-3-8-16-14(9-11)15(18)10-17(20-16)12-4-6-13(19-2)7-5-12/h3-10H,1-2H3",YTSXWTNKPYQBGN-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3cc(C)ccc3o2)cc1,0,1.8236267265655286
42043,NPC174981,"InChI=1S/C15H16O2/c1-11-14(16)9-13(10-15(11)17)8-7-12-5-3-2-4-6-12/h2-6,9-10,16-17H,7-8H2,1H3",ZGLHZPWZOCCDAY-UHFFFAOYSA-N,Cc1c(O)cc(CCc2ccccc2)cc1O,0,1.879260812609786
42082,NPC304747,"InChI=1S/C10H12O4/c1-12-8-4-7(6-11)5-9(13-2)10(8)14-3/h4-6H,1-3H3",OPHQOIGEOHXOGX-UHFFFAOYSA-N,COc1cc(C=O)cc(OC)c1OC,0,1.7810198569471982
42090,NPC101219,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",MVLVMROFTAUDAG-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC,1,1.7801941155933694
42115,NPC294134,"InChI=1S/C10H12O2/c1-2-12-10(11)8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",DULCUDSUACXJJC-UHFFFAOYSA-N,CCOC(=O)Cc1ccccc1,0,1.3115135071091952
42120,NPC8392,"InChI=1S/C10H14O/c1-7(2)9-6-8(3)4-5-10(9)11/h4-7,11H,1-3H3",DSTPUJAJSXTJHM-UHFFFAOYSA-N,Cc1ccc(O)c(C(C)C)c1,0,1.7046358800638082
42159,NPC131642,"InChI=1S/C10H20O/c1-3-5-6-7-8-9-10(11)4-2/h3-9H2,1-2H3",XJLDYKIEURAVBW-UHFFFAOYSA-N,CCCCCCCC(=O)CC,0,1.813881874758767
42164,NPC175740,"InChI=1S/C7H14O2/c1-6(2)4-5-7(8)9-3/h6H,4-5H2,1-3H3",KBCOVKHULBZKNY-UHFFFAOYSA-N,COC(=O)CCC(C)C,0,1.744686870101809
42166,NPC219913,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",RGHHSNMVTDWUBI-UHFFFAOYSA-N,O=Cc1ccc(O)cc1,0,1.7584569303024793
42245,NPC24230,"InChI=1S/C10H12O7S/c1-16-8-4-2-7(3-5-10(11)12)6-9(8)17-18(13,14)15/h2,4,6H,3,5H2,1H3,(H,11,12)(H,13,14,15)",QZIYZVFIROFZCV-UHFFFAOYSA-N,COc1ccc(CCC(=O)O)cc1OS(=O)(=O)O,0,1.9994654259919145
42253,NPC205396,"InChI=1S/C10H12O2/c1-3-10(11)8-5-4-6-9(7-8)12-2/h4-7H,3H2,1-2H3",LPDJHUUWTGXTCU-UHFFFAOYSA-N,CCC(=O)c1cccc(OC)c1,0,1.5056212816875583
42259,NPC67455,"InChI=1S/C7H14O2/c1-3-5-6-7(8)9-4-2/h3-6H2,1-2H3",ICMAFTSLXCXHRK-UHFFFAOYSA-N,CCCCC(=O)OCC,0,1.5359568533794032
42276,NPC307732,"InChI=1S/C8H8O4/c1-12-5-2-3-6(8(10)11)7(9)4-5/h2-4,9H,1H3,(H,10,11)",MRIXVKKOHPQOFK-UHFFFAOYSA-N,COc1ccc(C(=O)O)c(O)c1,0,1.5882232921770694
42284,NPC125732,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2",DZGWFCGJZKJUFP-UHFFFAOYSA-N,NCCc1ccc(O)cc1,0,1.6249149710711173
42285,NPC287231,"InChI=1S/C19H38O2/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(20)21-18(2)3/h18H,4-17H2,1-3H3",XUGNVMKQXJXZCD-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC(C)C,1,1.8755489659341258
42334,NPC63083,"InChI=1S/C12H18O4/c1-14-10-7-9(5-4-6-13)8-11(15-2)12(10)16-3/h7-8,13H,4-6H2,1-3H3",IBRWTCISGCXHQZ-UHFFFAOYSA-N,COc1cc(CCCO)cc(OC)c1OC,0,1.7821519718518282
42382,NPC179468,"InChI=1S/C7H6O6S/c8-6-2-1-4(14(11,12)13)3-5(6)7(9)10/h1-3,8H,(H,9,10)(H,11,12,13)",YCPXWRQRBFJBPZ-UHFFFAOYSA-N,O=C(O)c1cc(S(=O)(=O)O)ccc1O,0,1.901442124153677
42397,NPC235059,InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H/b7-4+,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,O=C/C=C/c1ccccc1,0,1.9328242738373174
42468,NPC473411,"InChI=1S/C17H18O4/c1-19-14-8-13(9-15(11-14)20-2)5-4-12-6-7-17(21-3)16(18)10-12/h4-11,18H,1-3H3/b5-4+",UQIWTPQGJCCTPA-SNAWJCMRSA-N,COc1cc(/C=C/c2ccc(OC)c(O)c2)cc(OC)c1,0,1.9986224991805397
42471,NPC53773,"InChI=1S/C11H12O4/c1-14-10-7-8(3-5-9(10)12)4-6-11(13)15-2/h3-7,12H,1-2H3",AUJXJFHANFIVKH-UHFFFAOYSA-N,COC(=O)C=Cc1ccc(O)c(OC)c1,0,1.912707978090971
42552,NPC131347,"InChI=1S/C14H19NO2/c16-13-8-10-15(11-9-13)14(17)7-6-12-4-2-1-3-5-12/h1-5,13,16H,6-11H2",JUMBEHLEQICDSF-UHFFFAOYSA-N,O=C(CCc1ccccc1)N1CCC(O)CC1,0,1.6879080261105717
42566,NPC93527,"InChI=1S/C14H28O2/c1-3-4-5-6-7-8-9-10-11-12-13-14(15)16-2/h3-13H2,1-2H3",JNDDPBOKWCBQSM-UHFFFAOYSA-N,CCCCCCCCCCCCC(=O)OC,0,1.6639053984252552
42580,NPC130931,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)",RWZYAGGXGHYGMB-UHFFFAOYSA-N,Nc1ccccc1C(=O)O,0,1.5313103923165379
42615,NPC303522,"InChI=1S/C12H14O3/c1-4-5-10-6-7-11(15-9(2)13)12(8-10)14-3/h4,6-8H,1,5H2,2-3H3",SCCDQYPEOIRVGX-UHFFFAOYSA-N,C=CCc1ccc(OC(C)=O)c(OC)c1,0,1.9534021619558892
42644,NPC22459,"InChI=1S/C12H14O3/c1-14-11-8-6-10(7-9-11)4-3-5-12(13)15-2/h3-4,6-9H,5H2,1-2H3/b4-3-",ULQOIGCAIFTTRT-ARJAWSKDSA-N,COC(=O)C/C=C\c1ccc(OC)cc1,0,1.9191968550676535
42646,NPC263385,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",NIHNNTQXNPWCJQ-UHFFFAOYSA-N,c1ccc2c(c1)Cc1ccccc1-2,0,1.5445545429082337
42719,NPC100039,"InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3",FXLOVSHXALFLKQ-UHFFFAOYSA-N,Cc1ccc(C=O)cc1,0,1.5219812379947868
42855,NPC293999,"InChI=1S/C11H20O4/c1-4-14-10(12)5-6-11(13)15-8-7-9(2)3/h9H,4-8H2,1-3H3",GCXHTVAWZRIFAV-UHFFFAOYSA-N,CCOC(=O)CCC(=O)OCCC(C)C,0,1.9021527341885314
42879,NPC57552,"InChI=1S/C16H12O3/c1-9-7-8-12-13(16(9)19-2)15(18)11-6-4-3-5-10(11)14(12)17/h3-8H,1-2H3",MZFYROVNJMBHPG-UHFFFAOYSA-N,COc1c(C)ccc2c1C(=O)c1ccccc1C2=O,0,1.9204765197219054
42891,NPC306652,"InChI=1S/C14H28/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3,5H,4,6-14H2,1-2H3/b5-3+",OBDUMNZXAIUUTH-HWKANZROSA-N,C/C=C/CCCCCCCCCCC,1,1.9688886626152176
42905,NPC116610,"InChI=1S/C12H22O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2H,1,3-11H2,(H,13,14)",GZZPOFFXKUVNSW-UHFFFAOYSA-N,C=CCCCCCCCCCC(=O)O,0,1.9059799939761621
42936,NPC74092,"InChI=1S/C9H10O4/c1-2-13-8-5-6(9(11)12)3-4-7(8)10/h3-5,10H,2H2,1H3,(H,11,12)",QFDSMZGWVHEDHT-UHFFFAOYSA-N,CCOc1cc(C(=O)O)ccc1O,0,1.6315434862725624
43010,NPC77249,"InChI=1S/C30H62/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-30H2,1-2H3",JXTPJDDICSTXJX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1,1.0958220875756055
43029,NPC206007,InChI=1S/C8H6O/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,IANQTJSKSUMEQM-UHFFFAOYSA-N,c1ccc2occc2c1,0,1.8035049303024806
43135,NPC203924,"InChI=1S/C12H16O3/c1-5-6-9-7-10(13-2)12(15-4)11(8-9)14-3/h5-8H,1-4H3/b6-5+",RRXOQHQFJOQLQR-AATRIKPKSA-N,C/C=C/c1cc(OC)c(OC)c(OC)c1,0,1.923484338316113
43174,NPC238023,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C,0,1.0337432953498862
43181,NPC324913,"InChI=1S/C17H24O4/c1-13(2)9-5-3-4-8-12-21-17(20)15-11-7-6-10-14(15)16(18)19/h6-7,10-11,13H,3-5,8-9,12H2,1-2H3,(H,18,19)",RNCMBSSLYOAVRT-UHFFFAOYSA-N,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)O,0,1.8101306230846888
43199,NPC185607,"InChI=1S/C18H16O5/c1-20-12-5-6-13-16(9-12)23-10-14(18(13)19)11-4-7-15(21-2)17(8-11)22-3/h4-10H,1-3H3",UKWLNMIPRJLYGH-UHFFFAOYSA-N,COc1ccc2c(=O)c(-c3ccc(OC)c(OC)c3)coc2c1,0,1.9592903055182127
43257,NPC93476,"InChI=1S/C12H13NO2/c1-8-10-7-12(15-3)11(14-2)6-9(10)4-5-13-8/h4-7H,1-3H3",VBMZFACBWDZUSM-UHFFFAOYSA-N,COc1cc2ccnc(C)c2cc1OC,0,1.9204759759467738
43364,NPC250476,"InChI=1S/C11H11NO2/c1-12-9-6-4-3-5-8(9)10(14-2)7-11(12)13/h3-7H,1-2H3",SPBLFONLHXBBQE-UHFFFAOYSA-N,COc1cc(=O)n(C)c2ccccc12,0,1.7870415324377014
43509,NPC110107,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",YKYONYBAUNKHLG-UHFFFAOYSA-N,CCCOC(C)=O,0,1.7294158942163875
43527,NPC149412,"InChI=1S/C10H14O3/c1-7-5-8(11-2)6-9(12-3)10(7)13-4/h5-6H,1-4H3",HLFDEAPOXFIBPC-UHFFFAOYSA-N,COc1cc(C)c(OC)c(OC)c1,0,1.647375574184652
43550,NPC279895,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",BBMCTIGTTCKYKF-UHFFFAOYSA-N,CCCCCCCO,0,1.5647055331121216
43594,NPC4178,"InChI=1S/C10H14/c1-4-10-7-5-6-8(2)9(10)3/h5-7H,4H2,1-3H3",QUBBAXISAHIDNM-UHFFFAOYSA-N,CCc1cccc(C)c1C,0,1.598151417957565
43609,NPC44112,"InChI=1S/C18H18O2/c19-18(14-13-17-10-5-2-6-11-17)20-15-7-12-16-8-3-1-4-9-16/h1-6,8-11,13-14H,7,12,15H2/b14-13-",LYRAHIUDQRJGGZ-YPKPFQOOSA-N,O=C(/C=C\c1ccccc1)OCCCc1ccccc1,0,1.6609184029533655
43611,NPC127886,"InChI=1S/C9H18O3/c1-12-9(11)7-5-3-2-4-6-8-10/h10H,2-8H2,1H3",ADTIBIOIERBRIB-UHFFFAOYSA-N,COC(=O)CCCCCCCO,0,1.7428436593099352
43646,NPC276294,"InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)",JJMDCOVWQOJGCB-UHFFFAOYSA-N,NCCCCC(=O)O,0,1.7411390995456895
43731,NPC6184,"InChI=1S/C9H12O/c1-10-8-7-9-5-3-2-4-6-9/h2-6H,7-8H2,1H3",CQLYXIUHVFRXLT-UHFFFAOYSA-N,COCCc1ccccc1,0,1.2691017274182208
43737,NPC90520,"InChI=1S/C15H14O3/c1-18-15-6-4-11(5-7-15)2-3-12-8-13(16)10-14(17)9-12/h2-10,16-17H,1H3/b3-2-",IHVRWFJGOIWMGC-IHWYPQMZSA-N,COc1ccc(/C=C\c2cc(O)cc(O)c2)cc1,0,1.9697267382091077
43761,NPC8483,"InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-16-12-13-17-18(14-16)20-15-19-17/h12-14H,2-11,15H2,1H3",WPKSHCKNVIUZMF-UHFFFAOYSA-N,CCCCCCCCCCCc1ccc2c(c1)OCO2,1,1.8441710757043435
43763,NPC281020,"InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)",QRMZSPFSDQBLIX-UHFFFAOYSA-N,COc1cc(CC(=O)O)ccc1O,0,1.6763140357231112
43994,NPC81917,"InChI=1S/C23H46/c1-3-5-7-9-11-13-15-17-19-21-23-22-20-18-16-14-12-10-8-6-4-2/h17,19H,3-16,18,20-23H2,1-2H3/b19-17+",IGOWHGRNPLFNDJ-HTXNQAPBSA-N,CCCCCCCC/C=C/CCCCCCCCCCCCC,1,1.6899973591422892
44033,NPC34125,"InChI=1S/C30H62O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31/h31H,2-30H2,1H3",REZQBEBOWJAQKS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,1,1.5041948306418416
44039,NPC80396,"InChI=1S/C12H24O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h3-11H2,1-2H3",NCDCLPBOMHPFCV-UHFFFAOYSA-N,CCCCCCOC(=O)CCCCC,0,1.6580166803666927
44151,NPC13483,"InChI=1S/C21H42O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h3-20H2,1-2H3",QGBRLVONZXHAKJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC(=O)OC,1,1.7548157709099126
44170,NPC125575,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",JFCQEDHGNNZCLN-UHFFFAOYSA-N,O=C(O)CCCC(=O)O,0,1.6298601142489666
44258,NPC165003,"InChI=1S/C8H8O4/c1-12-6-4-2-3-5(7(6)9)8(10)11/h2-4,9H,1H3,(H,10,11)",AUZQQIPZESHNMG-UHFFFAOYSA-N,COc1cccc(C(=O)O)c1O,0,1.6440579075616846
44312,NPC226699,"InChI=1S/C9H10O2/c1-2-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",RARSHUDCJQSEFJ-UHFFFAOYSA-N,CCC(=O)c1ccc(O)cc1,0,1.5958464901433835
44323,NPC143398,"InChI=1S/C16H34/c1-4-5-6-7-8-9-10-11-12-13-14-15-16(2)3/h16H,4-15H2,1-3H3",BANXPJUEBPWEOT-UHFFFAOYSA-N,CCCCCCCCCCCCCC(C)C,1,1.623363345330013
44366,NPC174048,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",RANCECPPZPIPNO-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Cl,0,1.7432799303024815
44419,NPC28753,"InChI=1S/C17H18O4/c1-20-13-10-15(19)17(16(11-13)21-2)14(18)9-8-12-6-4-3-5-7-12/h3-7,10-11,19H,8-9H2,1-2H3",JAJFQMZJIQDRSX-UHFFFAOYSA-N,COc1cc(O)c(C(=O)CCc2ccccc2)c(OC)c1,0,1.8899630467685444
44422,NPC169433,InChI=1S/C13H9N/c1-2-5-11-10(4-1)7-8-13-12(11)6-3-9-14-13/h1-9H,HCAUQPZEWLULFJ-UHFFFAOYSA-N,c1ccc2c(c1)ccc1ncccc12,0,1.5175058604174119
44468,NPC4012,"InChI=1S/C8H8O3/c1-11-8-3-2-7(10)4-6(8)5-9/h2-5,10H,1H3",HWNIBJPEJAWOTR-UHFFFAOYSA-N,COc1ccc(O)cc1C=O,0,1.9314126439895372
44517,NPC261759,"InChI=1S/C8H8O3/c1-11-7-4-2-3-6(5-9)8(7)10/h2-5,10H,1H3",JJVNINGBHGBWJH-UHFFFAOYSA-N,COc1cccc(C=O)c1O,0,1.9331572593741537
44542,NPC299406,"InChI=1S/C11H14O3/c1-8(12)3-4-9-5-6-10(13)11(7-9)14-2/h5-7,13H,3-4H2,1-2H3",OJYLAHXKWMRDGS-UHFFFAOYSA-N,COc1cc(CCC(C)=O)ccc1O,0,1.7842226909552963
44582,NPC66270,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,WDECIBYCCFPHNR-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c3ccccc3ccc21,1,1.3450182576948784
44587,NPC89886,"InChI=1S/C8H6O2/c9-8-7-4-2-1-3-6(7)5-10-8/h1-4H,5H2",WNZQDUSMALZDQF-UHFFFAOYSA-N,O=C1OCc2ccccc21,0,1.879067775163577
44590,NPC42372,"InChI=1S/C9H7NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-6,10H",OLNJUISKUQQNIM-UHFFFAOYSA-N,O=Cc1c[nH]c2ccccc12,0,1.978231105527998
44608,NPC279459,"InChI=1S/C11H12O4/c1-14-9-5-3-8(4-6-11(12)13)7-10(9)15-2/h3-7H,1-2H3,(H,12,13)",HJBWJAPEBGSQPR-UHFFFAOYSA-N,COc1ccc(C=CC(=O)O)cc1OC,0,1.686975145070333
44619,NPC485051,"InChI=1S/C16H13NO/c18-16-11-13(10-12-6-2-1-3-7-12)17-15-9-5-4-8-14(15)16/h1-9,11H,10H2,(H,17,18)",GNBQZCWLDBJTAV-UHFFFAOYSA-N,O=c1cc(Cc2ccccc2)[nH]c2ccccc12,0,1.8212665145260232
44686,NPC73978,InChI=1S/C8H6O2/c9-6-8(10)7-4-2-1-3-5-7/h1-6H,OJUGVDODNPJEEC-UHFFFAOYSA-N,O=CC(=O)c1ccccc1,0,1.6916188172249633
44796,NPC6516,"InChI=1S/C9H11NO2/c1-7(9(11)12)10-8-5-3-2-4-6-8/h2-7,10H,1H3,(H,11,12)/t7-/m0/s1",XWKAVQKJQBISOL-ZETCQYMHSA-N,C[C@H](Nc1ccccc1)C(=O)O,0,1.9628166602992252
44888,NPC185538,"InChI=1S/C28H58O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29/h29H,2-28H2,1H3",CNNRPFQICPFDPO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,1,1.4907341961985292
44922,NPC57801,"InChI=1S/C32H66/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-32H2,1-2H3",QHMGJGNTMQDRQA-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1,1.1155118000821655
44958,NPC299010,"InChI=1S/C11H14O5/c1-13-8-5-7(11(12)16-4)6-9(14-2)10(8)15-3/h5-6H,1-4H3",KACHFMOHOPLTNX-UHFFFAOYSA-N,COC(=O)c1cc(OC)c(OC)c(OC)c1,0,1.6215563465469014
44976,NPC200501,"InChI=1S/C11H14O4/c1-7(12)8-5-6-9(13-2)11(15-4)10(8)14-3/h5-6H,1-4H3",PKNAATJMQOUREZ-UHFFFAOYSA-N,COc1ccc(C(C)=O)c(OC)c1OC,0,1.7863919649577635
45104,NPC122206,"InChI=1S/C20H32O3/c1-4-5-6-7-8-9-10-11-18(21)14-12-17-13-15-19(22-2)20(16-17)23-3/h13,15-16H,4-12,14H2,1-3H3",GDKBRPGQPSYBTE-UHFFFAOYSA-N,CCCCCCCCCC(=O)CCc1ccc(OC)c(OC)c1,1,1.871761311435371
45127,NPC212114,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",ODLMAHJVESYWTB-UHFFFAOYSA-N,CCCc1ccccc1,0,1.0804143977581013
45238,NPC287503,"InChI=1S/C15H30O2/c1-4-5-6-7-8-9-10-11-15(16)17-13-12-14(2)3/h14H,4-13H2,1-3H3",XDOGFYDZGUDBQY-UHFFFAOYSA-N,CCCCCCCCCC(=O)OCCC(C)C,0,1.8285798387963652
