,canonical_smiles
10785,NC(=O)c1ccsc1NC(=O)COC(=O)c1ccccc1NCc1ccco1
14280,Cc1ccc(S(=O)(=O)N2CCC(C(=O)NCC3CCCCC3)CC2)c(C)c1
13821,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc3[nH]c(C)nc23)c1=O
4027,O=C1Nc2ccccc2/C1=C/c1ccnc2ccccc12
9636,CN1CCN(C(=O)c2ccccc2-c2ccccc2C(=O)O)CC1
6229,COc1cccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2cccnc2)c1
7917,COc1ccccc1N(C(=O)c1ccco1)C(C(=O)NC1CCCC1)c1cccnc1
6646,COc1ccc2cc(CN(CCc3ccccc3)Cc3nnnn3Cc3ccco3)c(=O)[nH]c2c1
2370,COc1ccc(/C=C2/SC(=O)N(CCC(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)C2=O)cc1
9568,Cc1cnc(NC(=O)CSc2nnc(-c3ccncc3)n2C2CCCCC2)s1
5758,COC(=O)c1c(-c2ccc(OC)cc2)sc2ccc(N3CCOCC3)cc12
3031,O=C(Nc1cccc2[nH]ncc12)c1ccc(F)cc1
13008,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccc(C(F)(F)F)c1
13300,Cc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCc3ccccc3C4=O)c2)c1
13349,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccc(F)c1
13877,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccc(F)cc1
13903,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1
13913,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1ccc2c(c1)CCc1ccccc1C2=O
14113,O=C(Nc1ccc(F)c(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1
14126,COc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCc3ccccc3C4=O)c2)c1
14180,Cc1ccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)cc1NC(=O)c1ccccc1
14312,O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccccc2C3=O)ccc1F)c1ccccc1
6024,COCC(=O)N(Cc1nc2ccccc2c(=O)[nH]1)Cc1cccs1
4437,O=C(NC(=S)NNC(=O)c1cccs1)c1ccc(Br)o1
