Accuracy Test,Balanced Accuracy Test,AUROC Test,AUPRC Test,MCC Test,Precision Test,Sensitivity Test,Specificity Test,F1 Test,Fingerprint,Run,Seed
0.7485623003194888,0.7471609026244788,0.8134627176845719,0.8102921717583426,0.49636313703032514,0.7558386411889597,0.7072847682119205,0.7870370370370371,0.7307560725282244,ECFP,1,42
0.7424920127795527,0.7421735753413458,0.813395061728395,0.8024026371861089,0.4843471506826915,0.733112582781457,0.733112582781457,0.7512345679012346,0.733112582781457,ECFP,2,43
0.740255591054313,0.7396083721690785,0.8121662169896166,0.8053324970293649,0.4796120745214824,0.7353139770425389,0.7211920529801324,0.7580246913580246,0.728184553660983,ECFP,3,44
0.7603833865814696,0.7592102035810645,0.8282078325566185,0.8176608207777827,0.5199812908287377,0.7653631284916201,0.7258278145695364,0.7925925925925926,0.7450713800135962,ESTATE,1,42
0.7575079872204473,0.7569270705584171,0.8212120840487286,0.8111078883849729,0.5142089882975238,0.7528619528619529,0.7403973509933774,0.7734567901234568,0.7465776293823039,ESTATE,2,43
0.7498402555910543,0.7483280189681956,0.8255551467582373,0.8134720364198792,0.49903004771855697,0.7590876692801141,0.7052980132450332,0.7913580246913581,0.7312049433573635,ESTATE,3,44
0.7396166134185304,0.7377769601831412,0.8111205134494318,0.7977403976320769,0.47880186975842437,0.7527272727272727,0.6854304635761589,0.7901234567901234,0.7175043327556326,MACCS,1,42
0.7351437699680511,0.7318146512958874,0.8041621698961655,0.7977832476184393,0.4734731362878551,0.7739340305711987,0.6370860927152318,0.8265432098765432,0.6988739556847076,MACCS,2,43
0.7313099041533546,0.7261323685716622,0.8037235303736407,0.8014804077328,0.47549412541803976,0.8100092678405931,0.5788079470198676,0.8734567901234568,0.675164156044805,MACCS,3,44
0.6651757188498403,0.6631203499305045,0.726002166625787,0.7043458834060429,0.32876197914483474,0.6693548387096774,0.604635761589404,0.721604938271605,0.6353514265831594,PHYCHEM,1,42
0.6565495207667732,0.6566531763551631,0.71581023628485,0.6847495542518673,0.31311690402279974,0.6396917148362236,0.6596026490066225,0.6537037037037037,0.6494946201499837,PHYCHEM,2,43
0.6507987220447284,0.6450269806230071,0.7194215517946202,0.7008992891798832,0.30807935285286825,0.7014492753623188,0.48079470198675495,0.8092592592592592,0.5705304518664047,PHYCHEM,3,44
0.7415335463258786,0.739628812034993,0.8131837135148393,0.8018763430825326,0.48276259074370803,0.7560262965668371,0.6854304635761589,0.7938271604938272,0.7189996526571726,RDKIT,1,42
0.7380191693290735,0.7325239146431199,0.8286752922900826,0.8169161763965233,0.4921724336910389,0.8285714285714286,0.5761589403973509,0.8888888888888888,0.6796875,RDKIT,2,43
0.7517571884984026,0.7508094186902134,0.8214391709590385,0.8101300655998314,0.5025976802104203,0.7522367515485203,0.723841059602649,0.7777777777777778,0.7377657779277759,RDKIT,3,44
