ID,scaffold_smiles,mean_shap,effect,tsne_x,tsne_y
Train: Pos 1507,O=C1NC(=O)N(Cc2ccco2)C(=O)C1=Cc1ccc(-c2ccccc2)o1,0.000696533,positive,-37.254143,19.265173
Train: Pos 1508,c1ccc(Cn2c3ccccc3c3cccnc32)cc1,0.000695987,positive,12.4154,-2.7217429
Train: Pos 1509,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccccc1,0.000695746,positive,0.5815527,-42.968994
Train: Pos 1510,c1ccc2c3c([nH]c2c1)C1CCCCN1CC3,0.000694355,positive,-18.846281,42.55548
Train: Pos 1511,O=C1CC(NC(=O)c2cnc3ccccc3c2)CN1,0.000694093,positive,-62.9525,-15.01261
Train: Pos 1512,O=C(NN=Cc1ccn(-c2ccc3ncccc3c2)c1)c1cccs1,0.000694045,positive,-18.38079,1.6654338
Train: Pos 1513,O=C(Nc1ccc2nn(C3CNC3)cc2c1)c1ccccn1,0.000693888,positive,-29.621115,-23.069712
Train: Pos 1514,O=C1CCc2ccc(Sc3ccccn3)cc21,0.000693794,positive,37.883274,25.230343
Train: Pos 1515,O=C1NC(=S)N=C1Cc1ccc2c(c1)OCO2,0.000693578,positive,-15.802453,27.587528
Train: Pos 1516,C(=Cc1ccon1)c1ccc2c(c1)OCC2,0.000693514,positive,7.536095,15.705897
Train: Pos 1517,O=C(NC1CN(Oc2ccc(-c3ccccc3)cc2)C1=O)OCCCCC1CCCCC1,0.000693129,positive,28.02085,50.453377
Train: Pos 1518,O=C(Nc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000691358,positive,-25.376259,-62.65344
Train: Pos 1519,O=c1c2ccccc2c(C=NOCc2ccccc2)cn1Cc1ccccc1,0.000691093,positive,7.901273,-4.249966
Train: Pos 1520,O=C(NC(=S)Nc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,0.000691075,positive,-49.80861,-31.843586
Train: Pos 1521,O=C(NC(C(=O)NN=Cc1cccnc1)c1n[nH]c(=O)c2ccccc12)c1ccccc1,0.00069042,positive,-29.432138,-28.096844
Train: Pos 1522,O=C1CC(=O)C2=C(C1)OC1Oc3ccccc3C21,0.000690347,positive,0.42763984,29.258764
Train: Pos 1523,S=C(N=Nc1c[nH]c2ccccc12)Nc1ccccc1,0.000690178,positive,-12.382616,-29.92828
Train: Pos 1524,c1ccc(C2OC(c3ccccc3)C3c4cccc5oc6cccc(c6c45)C23)cc1,0.000690174,positive,16.348988,9.943341
Train: Pos 1525,O=C(C=Cc1ccccc1)c1ccccn1,0.000689562,positive,20.158136,-8.069471
Train: Pos 1526,N=C(N=c1nccc[nH]1)Nc1cccc(OCc2ccccc2)c1,0.000689544,positive,-22.710617,-15.828192
Train: Pos 1527,O=C1CNC(=O)C2CCCN2C(=O)CNC(=O)C(COC(=O)c2cc(=O)cc3oc4cccc(C(=O)OCC5NC(=O)CNC(=O)CNC(=O)C6CCCN6C(=O)CNC5=O)c4nc2-3)NC(=O)CN1,0.000688431,positive,39.86522,46.31235
Train: Pos 1528,O=C1C(=O)N2c3c(cccc31)CCC21CCCCC1,0.000688191,positive,-1.2399458,19.859512
Train: Pos 1529,O=C1CC(=O)C2C(CCC3C4=CCC5CCCCC5C4CCC32)C1,0.000687542,positive,14.658705,41.81775
Train: Pos 1530,O=C(NCc1ccccc1)c1cc2cc3c(nc2s1)CCC3,0.000687375,positive,12.967714,-26.084324
Train: Pos 1531,c1coc(-c2nc3ccccc3nc2-c2ccco2)c1,0.000687146,positive,-27.332521,18.250805
Train: Pos 1532,c1ccc(-c2ccc(NC3CCOC3)cc2)cc1,0.000686983,positive,38.980354,13.035041
Train: Pos 1533,O=C(Cn1cc[nH]c1=O)c1cccc(OC2CCCC2)c1,0.000686888,positive,46.48236,24.129263
Train: Pos 1534,c1ccc(-c2onc3ccccc23)cc1,0.000686778,positive,-14.170902,1.7237325
Train: Pos 1535,c1ccc(-c2cc(C3CCNCC3)ccn2)c(OCC2CCC2)c1,0.000686762,positive,23.937147,33.366386
Train: Pos 1536,O=C(CN1C(=O)C(=Cc2ccccc2)Oc2ccccc21)NCC1CCCO1,0.000686227,positive,22.261404,5.515319
Train: Pos 1537,O=c1ccc(C=Cc2ccccc2)nn1-c1ccccc1,0.000685741,positive,15.468193,-1.3797777
Train: Pos 1538,O=C(NC1CONC1=O)c1cnc2ccccc2c1,0.000685551,positive,-63.701996,-14.822229
Train: Pos 1539,O=C(NC1CCc2ccccc21)c1cnc2ccccc2c1,0.000685027,positive,-63.872807,-14.308182
Train: Pos 1540,O=C(C1CC1)N1CC2NC(C1)C2c1ccc(-c2ccccc2)cc1,0.00068479,positive,40.870506,-12.690828
Train: Pos 1541,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCN1,0.000683641,positive,41.496063,45.93334
Train: Pos 1542,O=c1c2ccccc2ccc2cc(Nc3ccccc3)ccc12,0.000683639,positive,48.245487,-29.80588
Train: Pos 1543,c1ccc(CSc2cccc(-c3cccnc3)n2)cc1,0.000683264,positive,-7.524317,-11.5256
Train: Pos 1544,O=C(COc1ccccc1)NNC(=S)NC(=O)c1ccccc1,0.000683166,positive,15.199586,-48.2205
Train: Pos 1545,O=C(Cc1cccc(C(=O)c2ccccc2)c1)NCCc1ccccc1,0.000682943,positive,29.86936,-39.5117
Train: Pos 1546,O=C(NNC(=S)NC(=O)c1ccccc1)c1ccc2c(c1)OCO2,0.000682781,positive,12.624095,-49.17776
Train: Pos 1547,O=C(Nc1ccccc1)C1C2CC3OC(=O)C1C3C2,0.000682119,positive,8.342614,-35.530136
Train: Pos 1548,O=c1oc2cc3c(cc2c2oc4ccccc4c12)C=CCO3,0.000682043,positive,-12.991199,18.741493
Train: Pos 1549,c1ccc(Nc2ccnc(Nc3ccc(-c4cccs4)cn3)n2)cc1,0.000681735,positive,-52.362812,-9.308851
Train: Pos 1550,O=C(OCCCN1CCC(c2ccccc2)(c2ccccc2)CC1)C1C=NC=CC1c1ccccc1,0.000681571,positive,16.276337,12.297374
Train: Pos 1551,C=C1CC(Cc2ccccc2)N(Cc2ccccc2)S1(=O)=O,0.00068127,positive,10.491067,-0.17836183
Train: Pos 1552,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(NC(=O)c2cnccn2)c1,0.000680454,positive,6.8482475,-59.746143
Train: Pos 1553,O=C(NN=Cc1ccccc1)c1cc2ccccc2[nH]1,0.000680205,positive,-33.191105,-36.5192
Train: Pos 1554,O=C1C(=NS(=O)(=O)c2cccs2)C([n+]2cccc(Cc3ccccc3)c2)=Cc2ccccc21,0.000679982,positive,11.061373,3.2865572
Train: Pos 1555,O=C(Nc1ccccc1)c1cc2ccccc2oc1=O,0.00067975,positive,-14.22874,-34.13766
Train: Pos 1556,C(#CC1CC1)c1ccc(NC2CCCCC2)cc1,0.000679405,positive,48.91732,2.3168836
Train: Pos 1557,O=C(Nc1nc2ccccc2n1Cc1ccccc1)c1ccc(COc2ccccc2)o1,0.000679298,positive,4.6492276,-7.9547186
Train: Pos 1558,c1ccc(Cn2c(CCc3ccc(-c4cnccn4)cc3)nc3ccccc32)cc1,0.000678758,positive,-48.647476,11.179668
Train: Pos 1559,O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1ccoc1,0.000678441,positive,48.781883,-43.28933
Train: Pos 1560,C1=Nc2ccccc2Cc2ccccc21,0.000678421,positive,-5.589354,30.5959
Train: Pos 1561,O=C(Nc1ccc2nn(Cc3ccn[nH]3)cc2c1)c1ccccn1,0.00067821,positive,-29.341526,-22.495792
Train: Pos 1562,O=C(NC(C=Nc1ncccn1)C(=O)NN=Cc1ccccc1)c1ccccc1,0.000677823,positive,-31.23113,-36.371277
Train: Pos 1563,O=c1nc(C=Cc2ccccc2)[nH]c2sc3c(c12)CCCC3,0.000677594,positive,-39.927006,13.43734
Train: Pos 1564,c1ccc(Cn2cnc3cnc4cc(-c5cnoc5)ccc4c32)cc1,0.000677517,positive,-24.984985,45.99092
Train: Pos 1565,O=C(NC(=S)Nc1ccc(-c2cc3ccccc3oc2=O)cc1)c1ccccc1,0.000677426,positive,9.406377,-49.213127
Train: Pos 1566,O=C(CCc1ccccc1)CC(=O)CCc1ccccc1,0.000677239,positive,12.446055,-10.741692
Train: Pos 1567,O=C(NN=Cc1ccccc1)Nc1cccc2nsnc12,0.000677091,positive,-19.444078,-42.279404
Train: Pos 1568,O=C(COC(=O)c1cc(-c2ccco2)nc2ccccc12)c1cn(Cc2ccccc2)c(=O)[nH]c1=O,0.000676882,positive,-47.23203,-39.361
Train: Pos 1569,C(=NOCc1ccccc1)c1cn[nH]c1Sc1ccccc1,0.000676656,positive,4.87714,-5.449346
Train: Pos 1570,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,0.000676554,positive,-18.704521,9.349369
Train: Pos 1571,O=C(c1ccc(-c2ccccc2)o1)N1CCCCC1,0.000676354,positive,-6.7450633,-23.43443
Train: Pos 1572,O=C(Nc1cc(-c2nc(OCCCC3CCN(Cc4ccccc4)CC3)cs2)ccn1)C1CC1,0.000676177,positive,-17.08441,-15.850571
Train: Pos 1573,C=c1ccc2occ3ccc(=O)cc3c12,0.000676054,positive,-1.545536,13.623903
Train: Pos 1574,O=C1Nc2ccccc2C1=Cc1nc(=O)c2ccccc2[nH]1,0.000674989,positive,-10.193529,33.315983
Train: Pos 1575,O=C(Nc1ccc2nc(SCc3ccccc3)sc2c1)c1ccccc1C(=O)N1CCOCC1,0.000674442,positive,3.2883866,-4.7361493
Train: Pos 1576,O=C(Nc1cc(-c2nccs2)ccn1)C1CC1,0.00067209,positive,-16.313118,-14.8268585
Train: Pos 1577,O=C(NC1CCCNC1=O)c1cnc2ccccc2c1,0.000672033,positive,-63.694355,-14.810143
Train: Pos 1578,O=C(CSc1ccc2c(n1)CCCC2=O)Nc1ccccc1,0.000672029,positive,13.739669,-36.55331
Train: Pos 1579,c1ccc(-c2csc(-c3ccccc3)n2)cc1,0.000671733,positive,-12.824578,-3.6125376
Train: Pos 1580,c1ccc2[nH]c(-c3c[nH]c4ccccc34)cc2c1,0.000671536,positive,-8.387035,8.895758
Train: Pos 1581,O=C1NC(=S)N=C1Cc1coc2ccccc2c1=O,0.000671355,positive,-15.690809,25.997112
Train: Pos 1582,O=C1CCC(c2ccccc2)=NN1Cc1ccc(CN2CCOCC2)cc1,0.000668237,positive,-1.4784279,57.14981
Train: Pos 1583,O=C(COC(=O)C=Cc1nc2ccccc2s1)Nc1ccccc1,0.000668186,positive,20.924372,-31.971212
Train: Pos 1584,c1ccc(Sc2cc3ccccc3[nH]2)cc1,0.000667885,positive,-0.878076,-0.44504464
Train: Pos 1585,c1ccc(Nc2ccnc(Nc3ccc(-c4ccsc4)nc3)n2)cc1,0.000666951,positive,-50.67578,-8.890842
Train: Pos 1586,c1ccc(-c2ccccc2-c2ccc3c(c2)OCO3)cc1,0.000666839,positive,-5.441048,4.106909
Train: Pos 1587,O=C(Nc1ccc(CN2CCNCC2)cc1)c1ccc2c(c1)CN(c1cncnc1)CC2,0.000666825,positive,18.89644,-65.823265
Train: Pos 1588,c1ccc(-c2cn[nH]c2-c2ccccc2)cc1,0.000666817,positive,-11.192011,2.2216976
Train: Pos 1589,c1ccc(NC2CCCCC2)cc1,0.000666659,positive,38.5659,11.3791
Train: Pos 1590,O=S1(=O)CCC(Nc2ccncn2)C1,0.000665636,positive,13.90997,17.693977
Train: Pos 1591,O=C1ON=C(c2ccccc2)C1=Cc1ccco1,0.000665387,positive,-38.95836,18.080143
Train: Pos 1592,c1ccc(-c2csc3ncnc(Oc4cccc5cccnc45)c23)cc1,0.000664852,positive,-7.5636373,-7.38615
Train: Pos 1593,O=C1CNC(=O)CNC(=O)c2ccccc2NCCCN1,0.000663877,positive,-7.6160946,30.98389
Train: Pos 1594,O=C(Nc1ccccc1)c1ccc(NCCc2ccccc2)cc1,0.00066305,positive,0.23393516,-41.729023
Train: Pos 1595,c1ccc(COCc2ccccc2)cc1,0.000662791,positive,7.0827174,-5.268089
Train: Pos 1596,c1ccc(NC2CCCCO2)cc1,0.00066205,positive,37.74694,11.66183
Train: Pos 1597,C(=Nc1ccccc1)N=c1nccc[nH]1,0.000662029,positive,-16.027937,-12.274691
Train: Pos 1598,O=c1ccc2cccc(CC3CCC=CC3c3cccc4ccc(=O)oc34)c2o1,0.000661838,positive,-14.020766,22.117247
Train: Pos 1599,O=C(Nc1ccccc1)c1cccc(NC(=O)c2cnnc3ccccc23)c1,0.000661645,positive,-0.85523146,-48.856422
Train: Pos 1600,O=C(C=Cc1ccco1)NCC1COc2ccccc2O1,0.000660813,positive,6.961412,-26.169687
Train: Pos 1601,O=C1NC(=O)C(=Cc2ccccc2Oc2ccccc2)S1,0.000659758,positive,10.229638,-7.012353
Train: Pos 1602,S=c1sc(C=CC=CC=Nc2ccccc2)cn1Cc1ccccc1,0.000659419,positive,5.981913,5.3816857
Train: Pos 1603,O=c1ccc2nccc3c4ccccc4n1c23,0.000658985,positive,-19.069023,29.330215
Train: Pos 1604,O=C(Cc1ccccc1)NCCCCOc1ccccc1,0.000657547,positive,29.60948,-42.126007
Train: Pos 1605,O=C(C=Cc1ccccc1)Nc1nc[nH]n1,0.000657519,positive,23.438965,-9.75311
Train: Pos 1606,O=c1ccn(-c2ccc3c(c2)CCC3)c2cc(Nc3ccc(N4CCNCC4)cc3)ncc12,0.000657499,positive,-26.815321,56.838917
Train: Pos 1607,O=C1CCc2c(ccc3ccccc23)C1,0.00065749,positive,-16.143272,30.487564
Train: Pos 1608,O=C(NC1CCCC1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,0.000657489,positive,-28.525791,18.297749
Train: Pos 1609,O=C(NN=Cc1ccccn1)c1ccc2ccccc2c1,0.00065652,positive,-27.442219,-34.706482
Train: Pos 1610,c1ccc2sc(Cc3ccnc(NCCc4cnc[nH]4)n3)nc2c1,0.000656163,positive,-55.454407,4.453892
Train: Pos 1611,O=c1c2ccccc2c(C=Nc2ccccc2)cn1-c1ccccc1,0.000655299,positive,-19.803673,-12.751807
Train: Pos 1612,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCC=N1,0.000653838,positive,-47.8189,-30.322355
Train: Pos 1613,N=c1[nH]c2ccccc2s1,0.00065258,positive,-26.958973,5.951462
Train: Pos 1614,c1ccc(CCNc2nccc(Cc3nc4ccccc4s3)n2)nc1,0.000652452,positive,-55.45103,4.176114
Train: Pos 1615,c1ccc(Cn2c(CNc3nc(-c4ccccc4)cs3)nc3ccccc32)cc1,0.000652404,positive,-50.411922,13.8329115
Train: Pos 1616,c1ccc2sc(Sc3ncnc4sccc34)nc2c1,0.000652292,positive,-31.004454,28.202585
Train: Pos 1617,O=C1NC(=Nc2ccccc2)CS1,0.00065226,positive,2.3559422,5.799595
Train: Pos 1618,c1cncc(-c2cccc3[nH]ccc23)c1,0.000651769,positive,-4.1407323,48.20786
Train: Pos 1619,c1ccc(-c2csc(Nc3ccncn3)n2)cc1,0.000651422,positive,-20.93559,-5.4359083
Train: Pos 1620,c1ccc(CNCC(c2ccccc2)c2ccccc2)cc1,0.000651144,positive,30.75488,-19.172531
Train: Pos 1621,c1ccc2n[nH]cc2c1,0.000650906,positive,-18.898941,7.067545
Train: Pos 1622,O=C1CCC(CCC2CCC3C4=CCCCC4CCC23)O1,0.00065043,positive,10.424706,40.32617
Train: Pos 1623,O=C(Nc1ccccc1)c1ccc2c(c1)CN(c1cncnc1)CC2,0.000650301,positive,19.274818,-65.79526
Train: Pos 1624,O=c1[nH]c(=S)[nH]cc1C=Nc1ccccc1,0.000650269,positive,-18.425825,-11.276706
Train: Pos 1625,C(=NOc1ncnc2[nH]ncc12)c1ccccc1,0.000650124,positive,-26.84442,2.5637994
Train: Pos 1626,O=C(NC(c1ccccc1)c1cccc2ccccc12)c1ccccc1,0.000649304,positive,4.3313704,-52.59344
Train: Pos 1627,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccncn1,0.000648382,positive,-0.34430528,-35.984974
Train: Pos 1628,C(=NNc1nc(-c2ccccc2)cs1)c1ccccn1,0.000648154,positive,-41.257214,-9.824323
Train: Pos 1629,C=c1c(=Cc2c[nH]c(=S)[nH]c2=O)ccn1C1CCCCC1,0.000647407,positive,-7.713802,23.35393
Train: Pos 1630,O=C(NNC(=S)NC(=O)c1conc1-c1ccccc1)c1ccco1,0.000647333,positive,-24.824205,-48.67438
Train: Pos 1631,O=C(C=Cc1ccco1)NCC(=O)Nc1ccccc1,0.000647315,positive,7.4775953,-27.716808
Train: Pos 1632,C(=NNc1nc(Nc2ccccc2)nc(N2CCCC2)n1)c1ccccc1,0.000647225,positive,-43.186573,-13.676807
Train: Pos 1633,c1ccc(Cn2nc(-c3ccccc3)c3c[nH]cc32)cc1,0.00064668,positive,-4.716661,-5.5924745
Train: Pos 1634,O=C(c1ccncc1)N1CCC2CNc3ccc(-c4ccccc4)cc3C21,0.00064657,positive,45.751995,16.414928
Train: Pos 1635,O=C1C(=O)N2CCC(c3ccccc3)c3cccc1c32,0.000646397,positive,13.497895,8.408869
Train: Pos 1636,O=C(Nc1ccc(NC(=O)c2ccco2)cc1)c1ccco1,0.000646329,positive,-17.010838,-40.158478
Train: Pos 1637,O=C(NNC(=O)c1ccccc1)C(=O)Nc1ccccc1,0.000646187,positive,4.3100014,-39.079628
Train: Pos 1638,c1cc(-c2nnc(Sc3nccs3)[nH]2)[nH]n1,0.000645588,positive,-3.2472365,12.935393
Train: Pos 1639,O=C(Nc1ccccc1)Nc1ccc2ncsc2c1,0.000645401,positive,-7.4772835,-44.758682
Train: Pos 1640,O=C1C=CCCN1C(=O)C=Cc1ccccc1,0.000645331,positive,22.664356,-7.6640744
Train: Pos 1641,c1ccc2sc(Sc3ccnc4ccccc34)nc2c1,0.000645126,positive,-30.30517,13.90719
Train: Pos 1642,c1ccc2c(CCCOc3cncc(-c4ccc5n[nH]cc5c4)c3)c[nH]c2c1,0.000645106,positive,-19.351612,6.9150057
Train: Pos 1643,O=C(NCc1ccccc1)Nc1ccccc1,0.000645027,positive,11.006956,-31.892992
Train: Pos 1644,O=C(Cc1ccccc1)Nc1nc2ccc(N(CCN3CCOCC3)C(=O)Nc3ccccc3)cc2s1,0.00064459,positive,0.19036824,-60.573566
Train: Pos 1645,O=C(Cc1ccccc1)N1CCC2CNc3ccc(-c4ccccc4)cc3C21,0.000644521,positive,45.732224,15.940718
Train: Pos 1646,O=C1C(=Cc2ccccc2)Oc2cc(OCC(=O)N3CCCC3)ccc21,0.00064345,positive,28.034052,0.6208586
Train: Pos 1647,O=C(CC1CC2c3cc(NC(=O)Nc4ccccc4)ccc3OC2CO1)NCc1ccccc1,0.000641777,positive,10.317768,-31.404774
Train: Pos 1648,O=C1NC(c2ccc(-c3ccccc3)o2)Nc2sc3c(c21)CCNC3,0.000641775,positive,-9.715627,2.903052
Train: Pos 1649,c1ccc2sc(Cc3ccnc(NCCc4c[nH]cn4)n3)nc2c1,0.000641688,positive,-55.577644,4.3438306
Train: Pos 1650,O=C(NC1CC1)c1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1,0.000640701,positive,48.83642,-38.89395
Train: Pos 1651,O=c1[nH]ncc2c(-c3nc4ccccc4s3)c[nH]c12,0.000640447,positive,-21.743605,3.5484598
Train: Pos 1652,O=C(N=C1CC=Nc2ccccc2N1)c1cc2ccccc2o1,0.000640408,positive,-16.884441,20.407743
Train: Pos 1653,c1ccc(CNc2ccnc(Nc3ccc(-c4ccsc4)cn3)n2)cc1,0.000639693,positive,-53.07056,-8.554317
Train: Pos 1654,O=C(C1=C(c2ccccc2)C(=O)c2ccccc2C1=O)c1ccccc1,0.000639567,positive,6.313771,-15.240778
Train: Pos 1655,c1ccc(Nc2nc3ccccc3o2)cc1,0.00063953,positive,-28.19392,-5.2880087
Train: Pos 1656,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,0.000639139,positive,-54.581398,25.411465
Train: Pos 1657,O=C(Nc1cccc(CN2CCOCC2)c1)c1ccc2c(c1)CN(c1cncnc1)CC2,0.000638963,positive,20.11941,-65.81263
Train: Pos 1658,c1cc2c3c(cnc2s1)CCCC3,0.000636872,positive,-0.7364032,22.753752
Train: Pos 1659,c1ccc(N=Nc2ncc[nH]2)cc1,0.000636833,positive,-6.388714,5.788508
Train: Pos 1660,C=C1C(=O)OC2CCC=CCC12,0.000636661,positive,-0.39932317,35.72757
Train: Pos 1661,O=C(Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCN(c2ccccn2)CC1,0.000635942,positive,-30.941837,19.568338
Train: Pos 1662,O=C(Cc1ccncc1)c1ccccc1OCc1ccccc1,0.000635675,positive,35.50139,-30.864511
Train: Pos 1663,O=C(Nc1cccc2cccnc12)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000635542,positive,-24.863773,-64.2669
Train: Pos 1664,N=c1ccn(Cc2ccccc2)c2ccccc12,0.000635211,positive,11.432616,-4.8427186
Train: Pos 1665,O=C1Nc2ccc(S(=O)(=O)Nc3ccccc3)c3cccc1c23,0.000634846,positive,-9.522637,-13.307333
Train: Pos 1666,O=C(CCc1ccccc1)n1cnc(-c2ccco2)n1,0.000634407,positive,11.475462,-11.121757
Train: Pos 1667,c1ccc(-c2nc3ccccc3s2)cc1,0.000634174,positive,-21.823786,2.302839
Train: Pos 1668,c1ccc(OCCNc2cccc(N3CCNCC3)c2)cc1,0.000634113,positive,-3.6217258,9.75769
Train: Pos 1669,c1ccc2c(c1)ncn2C1CCCO1,0.000633831,positive,-4.672972,22.235958
Train: Pos 1670,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,0.000633786,positive,-5.725954,35.24558
Train: Pos 1671,C=c1c(=Cc2c[nH]c(=S)[nH]c2=O)ccn1-c1ccc2c(c1)OCO2,0.000633529,positive,-7.885865,23.447325
Train: Pos 1672,c1ccc(-c2ccc(-c3c[nH]c(-c4ccccc4)n3)cc2)cc1,0.000633495,positive,-60.66469,12.907505
Train: Pos 1673,S=c1[nH]cc(C=CC=CC=Nc2ccccc2)s1,0.000632598,positive,5.956635,5.4012194
Train: Pos 1674,O=C(Oc1ccccc1)c1ccncc1,0.000632508,positive,14.07819,-19.7647
Train: Pos 1675,O=c1c2c(-c3ccccc3)csc2ncn1Cc1ccccc1,0.000631151,positive,-43.57266,16.25599
Train: Pos 1676,O=C(C=Cc1ccccc1)c1c2c(c[nH]c1=O)CCCC2,0.000630778,positive,22.15727,-6.069987
Train: Pos 1677,O=C1CCc2ccc(Sc3cccs3)cc21,0.000630593,positive,37.956894,25.6559
Train: Pos 1678,c1ccc(Oc2cc3ccccc3[nH]2)cc1,0.000629998,positive,-8.481267,5.505273
Train: Pos 1679,O=c1cc(-c2ccc3c(c2)OCO3)oc2c3c(ccc12)OCC=C3,0.000629751,positive,-20.187935,20.74733
Train: Pos 1680,O=C(Nc1ccccc1)Nc1nccs1,0.000629285,positive,-5.5234385,-35.930283
Train: Pos 1681,O=C1CC(=O)C2=C(C1)Oc1ccc3c(c1C2)OC1=C(C3)C(=O)CC(=O)C1,0.000629058,positive,-1.2833481,27.057917
Train: Pos 1682,O=c1ccc2ccc3ccccc3c2o1,0.000628882,positive,-13.378146,20.863739
Train: Pos 1683,c1ccc(CN2c3ccccc3CCc3ccccc32)cc1,0.0006287,positive,34.746296,6.823033
Train: Pos 1684,c1ccc(CN2c3ccccc3Cc3ccccc32)cc1,0.0006287,positive,34.770996,6.9446845
Train: Pos 1685,c1ccc(-c2ccccc2)cc1,0.000628307,positive,-7.39233,-0.33913285
Train: Pos 1686,O=C(NCc1ccccc1)C1CCCC(Nc2ncncn2)C1,0.000627993,positive,15.683987,-24.08698
Train: Pos 1687,O=S(=O)(C=Cc1ccccc1)Nc1ccccc1,0.000627648,positive,17.390749,-4.2200737
Train: Pos 1688,O=C(NCCc1ccccc1)c1ccc2c(c1)NC(=O)C(CSCc1ccccc1)N2,0.00062755,positive,28.434134,-16.260975
Train: Pos 1689,c1ccc(Oc2cnc3ccccc3n2)cc1,0.00062723,positive,-16.49979,2.6295054
Train: Pos 1690,O=C(N1CCCCC1)n1nc(-c2ccccc2)nc1SC1CCCCC1,0.00062719,positive,-9.909675,-23.300598
Train: Pos 1691,c1ccc(Nc2ccnc(Nc3cc(-c4ccsc4)ccn3)n2)cc1,0.000626504,positive,-51.401375,-9.2180395
Train: Pos 1692,C(=Nn1ccc2nc3ccccc3nc21)c1ccccn1,0.000625496,positive,-17.58009,5.7421503
Train: Pos 1693,C(=Cc1ccc(N2CCOCC2)o1)c1ccccc1,0.000625301,positive,17.882109,-2.1743562
Train: Pos 1694,C1=Nc2ccccc2Oc2ccccc21,0.000625226,positive,-15.657218,34.910706
Train: Pos 1695,O=C(C=Cc1ccccc1)NCCn1ccc2ccccc21,0.000624918,positive,21.935282,-14.017965
Train: Pos 1696,O=c1[nH]c2cnc3cc(-c4cnoc4)c(OCC4CCNCC4)cc3c2n1Cc1ccccn1,0.000624909,positive,-26.397064,46.90205
Train: Pos 1697,O=S(=O)(N=CN1CCOCC1)c1ccccc1,0.000624758,positive,-0.21189064,-3.12595
Train: Pos 1698,C(#Cc1ccc(-c2c[nH]c(-c3ccccc3)n2)cn1)c1cccnc1,0.000624277,positive,-62.922146,13.866889
Train: Pos 1699,c1ccc(-c2n[nH]c3ncncc23)cc1,0.000623992,positive,-8.314598,-2.6984143
Train: Pos 1700,O=C1CCc2ccc(Oc3ccccc3)cc21,0.000623767,positive,38.91496,22.577757
Train: Pos 1701,O=C(Nc1nc2ccccc2s1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000623744,positive,-24.78273,-62.076546
Train: Pos 1702,C1=C(c2ccccc2)Nn2cnnc2S1,0.00062315,positive,-6.820303,-1.6368997
Train: Pos 1703,c1ccc(-c2cc(-c3ccccc3)c3cncnc3n2)cc1,0.000622841,positive,-10.528512,-2.2304385
Train: Pos 1704,O=C(NCCc1c[nH]c2ccccc12)c1cnc(-c2ccccc2)nc1,0.000622741,positive,-15.077762,-21.601591
Train: Pos 1705,c1ccc(-c2cc(-c3ccccc3)c3ccccc3n2)cc1,0.000622309,positive,-11.301959,-1.7476522
Train: Pos 1706,O=C(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCN(c2ccccc2)CC1,0.0006221,positive,-29.502441,17.827856
Train: Pos 1707,O=C(CC(=S)Nc1ccccc1)Nc1ccccc1,0.000622064,positive,6.198769,-34.730576
Train: Pos 1708,c1ccc(Nc2ccnc(Nc3cccc(-c4ccsc4)c3)n2)cc1,0.000621881,positive,-50.836967,-9.277371
Train: Pos 1709,c1ccc(-c2cc3ccccc3cc2-c2ccccc2)cc1,0.000621798,positive,-10.40801,4.2507
Train: Pos 1710,O=C(Cn1cnc2ccccc2c1=O)NN=Cc1ccccc1,0.00062161,positive,-36.1049,-38.436283
Train: Pos 1711,O=C(NC1CN(Oc2ccc(Oc3ccccc3)cc2)C1=O)OCCCCC1CCCCC1,0.000621074,positive,28.021734,50.47132
Train: Pos 1712,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3[nH]cnc23)c1,0.000620258,positive,54.231747,35.6261
Train: Pos 1713,O=C(Nc1ccc(-c2nc3cccnc3s2)cc1)c1ccco1,0.000619607,positive,-16.908781,-40.46183
Train: Pos 1714,O=C(ON=Cc1ccccc1)C1CC1,0.000619208,positive,3.331116,-22.524338
