ID,scaffold_smiles,mean_shap,effect,tsne_x,tsne_y
Train: Pos 693,O=C(N=CCc1ccccc1)N1CCCCC1,0.001112022,positive,12.801246,-6.706423
Train: Pos 694,O=C1N=C(c2ccc3ccccc3c2)SC1=Cc1ccc(Oc2ccccc2)cc1,0.001111353,positive,-3.3790402,-18.059305
Train: Pos 695,O=C1C(=CC=Cc2ccccc2)C=NN1c1ccccc1,0.001110906,positive,-1.4688534,8.064598
Train: Pos 696,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc(CN2CCOCC2)cc1,0.001110119,positive,25.698912,-13.174621
Train: Pos 697,O=C(Nc1ccccc1)n1ccc(=O)o1,0.001110109,positive,25.814236,-31.377205
Train: Pos 698,O=C1CCC2C(COc3ccc4ccc(=O)oc4c3)CCCC2C1,0.0011097,positive,29.868292,28.423742
Train: Pos 699,c1cc(OC2CCCC2)cc(C2CCCCC2)c1,0.001109206,positive,44.0932,24.334238
Train: Pos 700,O=C(NN=Cc1ccccc1)c1cc2c(ccc3ccccc32)o1,0.001108888,positive,-34.37164,-34.94555
Train: Pos 701,O=C1CCc2c(ccc3ccc(Cc4ccccc4)cc23)C1,0.001108859,positive,-16.11908,30.472279
Train: Pos 702,C(#Cc1ccc(C2CN(c3nccs3)C2)cc1)CC1CCCC1,0.001108686,positive,55.415977,-2.485083
Train: Pos 703,O=C(C(=O)c1ccc2c(c1)C=CCO2)c1ccccc1,0.001107288,positive,8.083515,-19.125715
Train: Pos 704,c1ccc(C2C3C(=Nc4ncnn42)c2ccccc2OC3c2ccncc2)cc1,0.001106713,positive,20.25404,15.186316
Train: Pos 705,O=C1NCCC12CCN(c1ccnc(Nc3ccc(OCCN4CCCC4)cc3)n1)CC2,0.00110663,positive,-38.62943,36.49709
Train: Pos 706,O=C(C=Cc1ccccc1)c1ccc[nH]c1=O,0.001105487,positive,20.764212,-6.7874346
Train: Pos 707,O=C(N1CCCCC1)n1cc(Sc2ccccc2)c(=O)o1,0.001103727,positive,52.006683,10.354692
Train: Pos 708,O=C(Cc1cn(C(=O)c2ccccc2)c2ccccc12)NCCc1ccccc1,0.00110129,positive,33.22532,-43.201843
Train: Pos 709,O=C(NCCN1C(=O)SC(=Cc2cccnc2)C1=O)c1ccccc1,0.001101117,positive,38.87972,-4.4766192
Train: Pos 710,O=C1NC(=S)SC1=Cc1cn(-c2ccccc2)nc1-c1ccccc1,0.001100351,positive,-42.81796,23.237377
Train: Pos 711,O=C1NC(=O)C(=Cc2ccc(SC3CCCCC3)o2)C(=O)N1,0.001100275,positive,2.290383,17.504332
Train: Pos 712,O=C1CCCc2sc(Nc3cccc(OC4CCNCC4)c3)nc21,0.001099662,positive,-17.106419,50.762035
Train: Pos 713,O=C(NC1CCCCC1)C(Nc1ccccc1)c1ccccc1,0.001099063,positive,42.023705,7.528511
Train: Pos 714,O=C(N=C1C(=O)c2ccccc2C(=O)C1NC1CCS(=O)(=O)C1)c1ccccc1,0.001098915,positive,28.238178,8.01436
Train: Pos 715,O=C1NC(=O)C(=Cc2ccccc2OCc2ccccc2)S1,0.001097825,positive,10.123098,-7.0098696
Train: Pos 716,c1ccc(-c2cc3cc4c(cc3o2)OCC4)cc1,0.001096697,positive,-18.183004,23.337156
Train: Pos 717,O=C(NC(=S)CC1=NCCCCC1)c1ccccc1,0.001096513,positive,5.6216025,-41.151005
Train: Pos 718,O=C(COC(=O)c1c2c(nc3ccccc13)C(=Cc1ccco1)CC2)NC1CCCC1,0.001095996,positive,-13.861816,-15.00399
Train: Pos 719,O=C1C=C(C2C=C3C(C2)OC2C3CC3C(=O)C=CC4COC2C43)CO1,0.001095807,positive,20.291275,25.051672
Train: Pos 720,O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,0.001095067,positive,8.276395,53.342087
Train: Pos 721,O=C1N=C(c2ccc(Oc3ccccc3)cc2)SC1=Cc1ccc(Oc2ccccc2)cc1,0.001094626,positive,-2.874778,-16.996862
Train: Pos 722,O=C(NN=Cc1ccc(-c2ccc(S(=O)(=O)Nc3ncccn3)cc2)o1)c1ccccc1,0.001094434,positive,-28.032475,-33.852844
Train: Pos 723,c1ccc(-c2cc3cc4ccccc4oc-3c2)cc1,0.001094172,positive,-11.86282,4.098345
Train: Pos 724,O=C(Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1)c1ccco1,0.001093366,positive,-15.257846,-38.779198
Train: Pos 725,O=C(Nc1cc(C2CC2)c2n[nH]cc2c1)c1ccccn1,0.001093335,positive,-27.098373,-22.698381
Train: Pos 726,c1ccc2sc(Oc3ccc(OCCN4CCCCCC4)cc3)nc2c1,0.001092371,positive,-53.056362,27.52401
Train: Pos 727,C(=NNc1ccccc1)c1cccs1,0.001092313,positive,-34.175117,-24.287329
Train: Pos 728,C(=NNc1nc(-c2ccccc2)cs1)c1ccccc1,0.001092193,positive,-41.14445,-9.882612
Train: Pos 729,O=C(NC1Cc2ccccc2C1)c1cc2c(c(-c3cccc(-c4cccnc4)c3)n1)CNC2,0.001092013,positive,-12.510829,5.5417905
Train: Pos 730,C=C1CCC2CCCCC2C1,0.001091683,positive,6.6633673,26.528118
Train: Pos 731,O=c1ccoc2ccccc12,0.001090728,positive,-13.359826,16.306555
Train: Pos 732,O=C(Nc1nncs1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,0.001090095,positive,-18.344603,-29.567463
Train: Pos 733,O=C(c1ccco1)N1CCN(c2nc3ccccc3s2)CC1,0.001089711,positive,-7.729526,-20.921564
Train: Pos 734,O=C1NCCC12CCN(c1ccnc(Nc3ccc(N4CCOCC4)cc3)n1)CC2,0.001086423,positive,-38.442154,36.831676
Train: Pos 735,c1nc(N2CCNCC2)c2c3c(sc2n1)CCCC3,0.001086278,positive,0.11595415,21.881618
Train: Pos 736,O=c1cncc(Cc2c[nH]c3ccccc23)[nH]1,0.001084852,positive,-5.5067005,10.948445
Train: Pos 737,O=c1nc[nH]nc1-c1ccccc1N=Cc1c[nH]n(-c2ccccc2)c1=O,0.001084763,positive,0.21923317,7.992682
Train: Pos 738,C1=C(c2ccc(C3CNC3)cc2)CCCC1,0.001083868,positive,8.343662,16.908937
Train: Pos 739,c1ccc(CN2C3CNCC2C3c2ccccc2)cc1,0.001083762,positive,11.29033,5.777462
Train: Pos 740,O=C1C(=Cc2ccccc2)C=NN1c1ccccc1,0.001083299,positive,-2.3855836,8.171449
Train: Pos 741,O=C1N=C(c2ccc(Oc3ccccc3)cc2)SC1=Cc1ccc2ccccc2c1,0.001083041,positive,-3.229706,-17.015888
Train: Pos 742,O=C(Nc1ccncc1)c1cccc(OC2CCCC2)c1,0.001082328,positive,46.980247,22.618408
Train: Pos 743,O=C1CC=C2CC3CCC(CC=CC4CO4)C3CC=CC12,0.001082128,positive,11.195795,20.398685
Train: Pos 744,O=C1N=C(Cc2ccccc2)C(=O)c2ccccc21,0.001082046,positive,7.999574,2.3180614
Train: Pos 745,O=C(NN=Cc1ccc[nH]1)c1ccc(COc2ccccc2)cc1,0.001081398,positive,-30.428648,-41.035122
Train: Pos 746,O=C(Cc1ccccc1)Nc1ccc(OCC2CCOCC2)cc1,0.001080755,positive,21.558952,-40.796154
Train: Pos 747,O=C(Nc1ccccc1)n1nc(-c2ccccc2)nc1SCC1CC1,0.001080673,positive,-9.824327,-23.634483
Train: Pos 748,O=C(CCN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.001079242,positive,40.347435,-2.6385012
Train: Pos 749,c1ccc2c(-c3c4c(cc5ccccc35)COCC4)c3c(cc2c1)COCC3,0.001078509,positive,-10.087783,9.071427
Train: Pos 750,O=C(c1ccccc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,0.001077681,positive,-28.488749,18.221016
Train: Pos 751,O=C1CCC2CC(=O)CC2C1,0.001074594,positive,7.4514794,26.763453
Train: Pos 752,O=C1C2CCC=CC2C(c2cccc(-c3ccccc3)c2)N1Cc1ccccc1,0.001074251,positive,35.329086,17.381367
Train: Pos 753,c1ccc(-c2cnc(N3CC(c4ccccc4-c4ccccc4)C3)s2)cc1,0.001073757,positive,-4.084657,-1.571144
Train: Pos 754,O=C1NCCC12CCN(c1ccnc(Nc3ccc(N4C5CCC4COC5)cc3)n1)CC2,0.001073251,positive,-38.462437,36.912205
Train: Pos 755,O=c1ccn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CN4CCOCC4)cc3)ncc12,0.00107309,positive,-26.925491,58.761803
Train: Pos 756,O=C1Cc2cc(NS(=O)(=O)c3cnoc3)ccc2OC(CNCc2ccc(Oc3ccccc3)cc2)CCN1,0.001072272,positive,47.266247,-18.819958
Train: Pos 757,O=C1C=CC(CCC=CCCC=CCCC2=CC(=O)OC2)CC1,0.001070881,positive,1.7496494,16.815144
Train: Pos 758,O=C1c2ccc(Nc3ccccc3)cc2CCc2ccc(OCC3COCO3)cc21,0.001070272,positive,50.77079,-34.902874
Train: Pos 759,C(=Cc1cccn2nccc12)c1ccncc1,0.001069896,positive,-10.8313675,45.66166
Train: Pos 760,O=C(Cc1ccncc1)c1ccccc1OCCc1ccccc1,0.001069702,positive,35.6111,-30.898766
Train: Pos 761,O=C(Nc1ccccc1)c1nn(-c2ccccc2)c(=O)c2[nH]c3ccccc3c12,0.001068632,positive,1.6812217,-39.986446
Train: Pos 762,C(=Cc1ccco1)c1nc2ccccc2[nH]1,0.001068392,positive,-37.839188,11.339839
Train: Pos 763,c1cc(CCn2ccnc2)cc(OC2Cc3ccccc3C2)c1,0.001067838,positive,44.350094,29.359781
Train: Pos 764,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccoc1,0.001067515,positive,47.97783,-40.084015
Train: Pos 765,O=C(Nc1ccccn1)n1ccc(=O)o1,0.001067424,positive,25.598597,-31.345037
Train: Pos 766,c1ccc(Cc2nc3cc(-c4nccs4)ccc3n2Cc2ccccc2)cc1,0.001066961,positive,-51.91449,14.924384
Train: Pos 767,O=C(CCc1ccccc1)Nc1ccc(C2=NC(=O)C(=Cc3ccccc3)S2)cc1,0.001064502,positive,-1.8642852,-18.866327
Train: Pos 768,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccco1,0.001063608,positive,25.251245,-20.837652
Train: Pos 769,O=C(Nc1cc(-c2nc(OC3CCN(Cc4ccccc4)CC3)cs2)ccn1)C1CC1,0.001063536,positive,-17.050371,-15.810267
Train: Pos 770,O=C1NC(=O)C(=Cc2cn(-c3ccccc3)nc2-c2ccccc2)C(=O)N1,0.001062414,positive,-43.641487,22.726006
Train: Pos 771,c1coc(-c2ncsc2-c2ccco2)c1,0.001061088,positive,-26.240158,18.800081
Train: Pos 772,O=C(C=Cc1cccs1)Nc1nc(-c2ccccc2)cs1,0.001061008,positive,-24.076612,-18.501308
Train: Pos 773,C(=Cc1ccccn1)c1ccccc1,0.001060669,positive,16.274252,-2.1250548
Train: Pos 774,C(Cc1ccno1)=Nc1ccccc1,0.00105876,positive,-14.117706,-12.780393
Train: Pos 775,C1=C(Cc2ccccc2)C2CCCCC2CC1,0.001058752,positive,23.806372,40.39016
Train: Pos 776,O=C1NC(=S)SC1=Cc1ccncc1,0.001057605,positive,-8.469848,20.112898
Train: Pos 777,O=C1NC(=S)NC(=O)C1=Cc1ccc(N2CCCCC2)o1,0.001056241,positive,-3.4374154,26.951595
Train: Pos 778,C1=C(C[N+]2=Cc3ccccc3CC2)OCC1,0.001056224,positive,-1.3497486,28.647507
Train: Pos 779,C(=NNc1nc2ccccc2[nH]1)c1ccc(-c2ccccc2)o1,0.001056127,positive,-32.866013,3.6781554
Train: Pos 780,O=C1CC(=O)c2cnccc2C1,0.001055982,positive,-1.3857834,21.432552
Train: Pos 781,C(#Cc1ccc(C2CN(c3nccs3)C2)cc1)c1ccccc1,0.00105483,positive,55.23886,-2.3700812
Train: Pos 782,O=C1OCCCCCCCCc2ccccc21,0.00105444,positive,5.4693165,13.392733
Train: Pos 783,c1ccc2sc(Oc3ccc(OCCN4CCCC4)cc3)nc2c1,0.001054276,positive,-53.13813,27.511839
Train: Pos 784,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccco1,0.001053593,positive,-21.811855,-39.088993
Train: Pos 785,C1=CC2CCCCC2C=C1,0.001053578,positive,7.250124,23.025469
Train: Pos 786,O=C(Nc1ccccn1)c1ccco1,0.001053549,positive,-19.60742,-23.80467
Train: Pos 787,O=C1NC(=O)C2(CCN(c3ccnc(Nc4cn[nH]c4)n3)CC2)N1,0.001053486,positive,-37.147877,36.38341
Train: Pos 788,O=c1[nH]cc(-c2ccccc2)c2ccccc12,0.001053148,positive,-5.797095,1.3446423
Train: Pos 789,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1cccn1CCOc1ccccc1,0.001053002,positive,-23.943144,39.882515
Train: Pos 790,C(=Cc1nc2ccccc2[nH]1)c1ccccc1,0.001052124,positive,-38.014973,11.781054
Train: Pos 791,O=C(C=Cc1cccs1)NCC1CCCO1,0.001051596,positive,-24.998964,-20.554424
Train: Pos 792,O=C(CC1CCC2C(COCCCN2C(=O)Nc2ccccc2)O1)NCCc1c[nH]cn1,0.001049829,positive,34.877876,-26.353285
Train: Pos 793,O=C(COC(=O)c1ccccc1C(=O)c1ccccc1)Nc1ccccc1,0.001047249,positive,18.43048,-32.006813
Train: Pos 794,S=c1[nH]nc(-c2ccccc2)n1N=Cc1ccncc1,0.001046988,positive,-42.23576,28.631592
Train: Pos 795,O=c1ccc2c(cc1)-c1ccccc1CCC2,0.00104689,positive,1.8560115,13.170246
Train: Pos 796,O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,0.001046106,positive,48.595566,-38.295887
Train: Pos 797,O=C(c1ccccc1)c1ccc2c(ccn2Cc2ccccc2)c1,0.001045506,positive,7.99891,-11.962307
Train: Pos 798,O=C(NC(=O)c1ccccc1)OC1CCS(=O)(=O)C1,0.00104492,positive,6.96654,-41.296574
Train: Pos 799,C=C1CCCC2C1=CCc1ccccc12,0.001044706,positive,2.9552305,44.107964
Train: Pos 800,O=C(Nc1ccccc1)N1Cc2[nH]c3ccccc3c2C2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,0.001044526,positive,1.6881361,-66.5183
Train: Pos 801,O=C(c1cccc(Nc2ncc3c(=O)ccn(-c4ccc5c(c4)CCC5)c3n2)c1)N1CCCCC1,0.00104428,positive,-27.97122,58.349255
Train: Pos 802,c1ccc(C2CC(c3c[nH]c4ccccc34)=NN2)cc1,0.001044266,positive,10.702824,13.121955
Train: Pos 803,O=c1ccn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,0.001043423,positive,-27.253172,57.53248
Train: Pos 804,O=C(C=Cc1ccco1)NCc1ccccc1,0.001042534,positive,6.5621104,-25.9791
Train: Pos 805,O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1,0.001041932,positive,47.009262,22.594341
Train: Pos 806,O=C(Nc1cccc(C(Cc2ccncc2)c2cccc(OC3CCCC3)c2)c1)N1CCCC1,0.001040657,positive,52.354862,24.084557
Train: Pos 807,O=C(Cc1nc2ccccc2[nH]1)c1ccco1,0.001039533,positive,-39.398403,8.211453
Train: Pos 808,C(=NNc1nnc[nH]1)c1ccc(-c2ccccc2)o1,0.001038898,positive,-32.816124,3.6041224
Train: Pos 809,C(#Cc1ccc(C2CN3CCCCNCC23)cc1)c1ccccc1,0.001037869,positive,53.31511,-2.5667224
Train: Pos 810,O=C(Nc1ccccc1)N1CC(=O)N2CC(c3ccc(C#CC4CCCCC4)cc3)C2C1,0.001037682,positive,50.735466,0.13435751
Train: Pos 811,c1ccc(Oc2ccc(COC3CNC3)c(-c3ccccc3)c2)cc1,0.001037092,positive,30.337826,1.7069104
Train: Pos 812,O=C(NN1C(=O)C(=Cc2nc3ccccc3[nH]2)SC1=S)c1ccccc1,0.001036814,positive,36.47664,-2.4955065
Train: Pos 813,C(#Cc1ccc(C2CNC2)cc1)c1ccccc1,0.001036676,positive,53.44934,-2.0381067
Train: Pos 814,c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,0.001035592,positive,-31.08669,-6.0297523
Train: Pos 815,O=c1oc2ccccc2s1,0.001035119,positive,-11.101672,17.01422
Train: Pos 816,S=c1[nH]nc(C2CCCCC2)n1N=Cc1ccccc1,0.001035027,positive,1.0993373,48.22669
Train: Pos 817,O=S(=O)(c1ccccc1)N1CC2NC(C1)C2c1ccc(-c2ccccc2)cc1,0.001034036,positive,41.10227,-11.729748
Train: Pos 818,O=C(C1CC1)N1CCC2CNc3ccc(-c4ccccc4)cc3C21,0.001033922,positive,45.46564,16.158688
Train: Pos 819,O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3cc(C(=O)NCCN4CCOCC4)cc(C(=O)NC4CC4)c3)c2)n[nH]c1=O,0.001032208,positive,-15.304463,-27.31321
Train: Pos 820,c1ccc(Cc2nc3cc(-c4ccccc4)ccc3n2Cc2ccccc2)cc1,0.001031414,positive,-51.79348,15.074036
Train: Pos 821,O=C1NC(=S)SC1=Cc1c[nH]nc1-c1ccccc1,0.00103123,positive,-38.130016,24.069376
Train: Pos 822,O=C1NN(c2ccccc2)C(=O)C1=Cc1coc2ccccc2c1=O,0.001031053,positive,-26.448992,37.38672
Train: Pos 823,S=c1[nH]nc(-c2ccccc2)n1N=Cc1ccc[nH]1,0.001030854,positive,-42.29048,28.564594
Train: Pos 824,O=C(Nc1ccc(CC=Nc2ccc(Oc3ccccc3)cc2)oc1=O)c1ccccc1,0.001029466,positive,5.5695977,-46.36999
Train: Pos 825,C(=Nn1cnc(-c2ccccc2)c1)c1ccccc1,0.001028297,positive,-12.015304,-8.062855
Train: Pos 826,c1ccc(CCc2c(Cc3ccccc3)cccc2Cc2ccccc2)cc1,0.001027696,positive,29.261118,14.184548
Train: Pos 827,O=C1c2ccc(Nc3ccccc3)cc2CCc2ccc(OCCC3COCO3)cc21,0.001027348,positive,50.873962,-34.720448
Train: Pos 828,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccco1,0.001025915,positive,-16.143282,-39.529346
Train: Pos 829,c1ccc(C2c3ccccc3CCc3ccccc32)cc1,0.001025552,positive,12.136653,7.8722043
Train: Pos 830,O=C(C=Cc1ccccc1)c1ccc(N=C2NCCCS2)cc1,0.001025213,positive,19.04669,-8.478645
Train: Pos 831,O=C1c2ccc(Nc3ccccc3)cc2CCc2c(OCCN3CCOCC3)cccc21,0.001024738,positive,49.20271,-35.357513
Train: Pos 832,O=C(NCc1ccccc1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,0.001023575,positive,-18.55705,-29.338991
Train: Pos 833,C=C1C(=O)OC2CCC3OC3CC12,0.00102203,positive,-0.48081362,39.64319
Train: Pos 834,O=C(CCN1C(=O)C(=Cc2ccccc2)SC1=S)N1CCN(c2ccccc2)CC1,0.00102119,positive,41.834545,1.257069
Train: Pos 835,c1ccc(-c2ccc3ccccc3[o+]2)cc1,0.001020619,positive,-19.44081,13.766536
Train: Pos 836,O=C(Nc1ccccc1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,0.001020375,positive,-18.392122,-29.523703
Train: Pos 837,O=C1NC(=Nc2ccccc2)C(=Cc2ccccc2)S1,0.001020226,positive,23.834965,7.9500465
Train: Pos 838,C(=Nc1ccccc1)c1scc2ccccc12,0.001019814,positive,-17.688253,-8.694511
Train: Pos 839,O=C(Nc1ccccc1)n1cnc(-c2ccccc2)n1,0.001019548,positive,-10.554527,-15.672861
Train: Pos 840,O=C(CN1C(=O)SC(=Cc2ccc(-c3ccccc3)o2)C1=O)Nc1ccc2c(c1)OCO2,0.001018874,positive,-10.310222,-26.183943
Train: Pos 841,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccc1,0.001018347,positive,19.498365,-38.23243
Train: Pos 842,O=C1CCC(C=Cc2ccccc2)=NN1,0.001017971,positive,20.231712,-1.4020386
Train: Pos 843,O=C(NCc1ccccc1)N1CCC(Oc2ccccc2)CC1,0.001017004,positive,41.68748,-25.747692
Train: Pos 844,C(=C1CCc2cc3ccccc3nc21)c1ccco1,0.001016778,positive,-18.418766,10.352626
Train: Pos 845,O=C1C=C2Oc3ccccc3C(c3ccccc3)=C2CC1=O,0.001016718,positive,-3.7797914,-0.15912838
Train: Pos 846,C1=CCCC=CCCCCC=CCC1,0.001016277,positive,5.2220078,19.930302
Train: Pos 847,C=C1CCC2C(=C)C(=O)OC2C2CC(=O)CC12,0.00101534,positive,0.9656564,27.518698
Train: Pos 848,O=C(C=Cc1ccc[nH]c1=S)c1ccccc1,0.001015124,positive,16.982698,-9.358719
Train: Pos 849,O=S(=O)(C(=Cc1ccccc1)c1nc2ccccc2[nH]1)c1ccccc1,0.00101507,positive,-37.925217,5.8760877
Train: Pos 850,O=C1C=CCCCCC=CC2C=CCC3CNC(=O)C123,0.001014825,positive,4.920309,18.942741
Train: Pos 851,O=C(NC1CCCCC1)c1cc(-c2ccco2)nc2ccccc12,0.001014573,positive,-47.211975,-36.438255
Train: Pos 852,O=C1C=C2C(=CC(=O)C3C4C(=O)COC5OC(=O)C(CC3C23CO3)C54)CO1,0.00101442,positive,3.7216227,16.364658
Train: Pos 853,O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3cc(OCC4CC4)cc(C(=O)NCCN4CCCCC4)c3)c2)n[nH]c1=O,0.001014227,positive,-14.4328375,-27.223755
Train: Pos 854,O=c1cc[nH]c2cc(NN=Cc3ccccc3)ccc12,0.001014091,positive,-38.19041,-14.6714525
Train: Pos 855,O=C(NNC(=S)NC(=O)c1cc2ccccc2s1)c1ccccc1,0.001013104,positive,13.333614,-50.855637
Train: Pos 856,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCN1,0.001012536,positive,41.4156,46.461056
Train: Pos 857,O=C(C=Cc1ccccc1)c1cccc(CN2CCOCC2)c1,0.001012041,positive,19.316196,-7.550805
Train: Pos 858,O=C(N1CCCCC1)n1cc(C2CCOCC2)c(=O)o1,0.001011997,positive,52.92402,12.509176
Train: Pos 859,c1ccc(-c2cccc(-c3nccc4c3CNC4)c2)cc1,0.001011352,positive,-13.391112,4.7883344
Train: Pos 860,O=C(CN1C(=O)SC(=Cc2c[nH]c3ccccc23)C1=O)Nc1ccc2c(c1)OCO2,0.001011202,positive,-10.309227,-26.184319
Train: Pos 861,O=C1C=C2OCCC2C(=O)C1,0.001010825,positive,2.4116015,16.123514
Train: Pos 862,O=c1c2cnc(Nc3ccc(OCCN4CCOCC4)cc3)nc2n2c3ccccc3nc2n1-c1ccccc1,0.001010361,positive,-48.711826,41.226963
Train: Pos 863,O=C(Oc1ccccc1C(=O)C=Cc1cccs1)c1ccccc1,0.001009151,positive,18.591185,-13.016408
Train: Pos 864,c1nc2nc3c1c(C1CCOCC1)cn3CCCCCCCCCCCCN2,0.001009131,positive,-0.11966194,68.91692
Train: Pos 865,O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)c1cc[nH]n1,0.001008075,positive,-21.94095,-22.623878
Train: Pos 866,C(=Cn1cncn1)c1ccccc1,0.001006031,positive,14.173652,0.46873558
Train: Pos 867,O=C(Cc1ccc2ccccc2c1)Nc1ccccc1,0.001005889,positive,26.28428,-40.395344
Train: Pos 868,O=C(Cc1ccccc1)Nc1ccc(OCC2COCCO2)cc1,0.001005851,positive,21.867546,-41.040405
Train: Pos 869,O=C(CCc1ccccc1)NNC(=S)NC(=O)c1ccccc1,0.001005779,positive,13.814788,-47.840096
Train: Pos 870,C=C1CC2C(OC(=O)c3ccccc3)CCC2C(=O)CC=C2CC2CC1OC(=O)c1cccnc1,0.001003844,positive,55.0229,-15.366605
Train: Pos 871,O=C1CCC(c2ccc(OCCCCN3N=C(c4cccc5nccn45)CC3=O)cc2)=NN1,0.001003614,positive,-14.855181,56.297806
Train: Pos 872,O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccccc1,0.001003392,positive,41.10099,-2.5430617
Train: Pos 873,c1ccc(COc2ccc(-c3n[nH]cc3-c3ccccc3)cc2)cc1,0.001003002,positive,-5.7219715,-7.132891
Train: Pos 874,O=C(Nc1ccccc1)Nc1nnc(C=Cc2ccccc2)s1,0.001002676,positive,-5.7512455,-34.986713
Train: Pos 875,c1coc(C2=NCCc3ccccc32)c1,0.001001689,positive,-9.383057,39.71444
Train: Pos 876,O=C(NN=CC=Cc1ccco1)c1cccnc1,0.001000752,positive,-40.203186,-27.724657
Train: Pos 877,O=C(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCC2(CC1)OCCO2,0.001000054,positive,-29.509932,17.8125
Train: Pos 878,O=c1[nH]c(C=Cc2ccccc2)nc2ccccc12,0.000999846,positive,-38.541225,12.321451
Train: Pos 879,O=C1CCC(c2ccc(OCCCCN3N=C(c4cccc5ncsc45)CC3=O)cc2)=NN1,0.000998087,positive,-14.979732,57.924156
Train: Pos 880,O=C1CC=C(C=CCOC2CCCCO2)CC1,0.000997881,positive,5.112426,16.943869
Train: Pos 881,N=C(N=c1nccc[nH]1)Nc1ccc(-c2ccccc2)cc1,0.000996775,positive,-22.746397,-15.44082
Train: Pos 882,S=C(NCc1ccccc1)C(=Cc1ccccc1)[n+]1ccccc1,0.000996278,positive,-4.9288173,-27.435411
Train: Pos 883,O=C1OCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,0.000994296,positive,-54.018448,26.942621
Train: Pos 884,O=C(N1CCCCC1)n1cc(-c2ccccc2)c(=O)o1,0.000993933,positive,52.07421,10.312202
Train: Pos 885,O=C(c1cc(-c2ccco2)nc2ccccc12)N1CCOCC1,0.000993663,positive,-47.06405,-36.82218
Train: Pos 886,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3[nH]ncc23)c1,0.000993606,positive,54.360394,36.270447
Train: Pos 887,O=C(Nc1ccccc1)C1CC1(c1ccccc1)c1ccccc1,0.000992723,positive,8.384059,-37.077957
Train: Pos 888,O=C(NCc1cc[nH]c(=O)c1)c1cnc2ccccc2c1,0.000992207,positive,-64.6504,-17.536577
Train: Pos 889,O=C(Nc1ccccc1)C1=C(N2CCOCC2)C(=Cc2ccccc2)CC1,0.000991903,positive,25.079351,0.4061183
Train: Pos 890,O=C1C(=Cc2cccs2)SC(=S)N1c1ccccc1,0.000991707,positive,33.819286,0.8359284
Train: Pos 891,O=C(NNc1ccccc1)C(c1ccccc1)c1ccccc1,0.000991148,positive,-1.6571022,-34.437824
Train: Pos 892,O=C1Cc2ccccc2C(=O)CC=CCCCO1,0.000988256,positive,4.834911,14.340095
Train: Pos 893,c1ccc(Cn2c(CCc3ccc(-c4cccnc4)cc3)nc3ccccc32)cc1,0.000988133,positive,-48.648777,11.182801
Train: Pos 894,O=C1NC(=S)SC1=CC=C1Nc2ccccc2N1c1ccccc1,0.000986408,positive,-14.090629,32.60509
Train: Pos 895,N=C1C(=Cc2ccc(OCCOc3ccccc3)cc2)C(=O)N=C2SC=CN12,0.000986174,positive,-7.4926596,-15.153138
Train: Pos 896,O=C(NN=Cc1ccccc1)c1ccc[nH]1,0.000985867,positive,-33.04923,-36.63585
Train: Pos 897,O=C1C2CC=CCC2C(c2ccccc2)=NN1Cc1ccc(CN2CCOCC2)cc1,0.000985496,positive,-0.14558317,56.535168
Train: Pos 898,O=C1Nc2ccccc2C1=CC(=O)c1ccccc1,0.000984844,positive,-8.670055,33.738644
