ID,scaffold_smiles,mean_shap,effect
Train: Pos 776,O=C1NC(=S)SC1=Cc1ccncc1,0.001057605,positive
Train: Pos 777,O=C1NC(=S)NC(=O)C1=Cc1ccc(N2CCCCC2)o1,0.001056241,positive
Train: Pos 778,C1=C(C[N+]2=Cc3ccccc3CC2)OCC1,0.001056224,positive
Train: Pos 779,C(=NNc1nc2ccccc2[nH]1)c1ccc(-c2ccccc2)o1,0.001056127,positive
Train: Pos 780,O=C1CC(=O)c2cnccc2C1,0.001055982,positive
Train: Pos 781,C(#Cc1ccc(C2CN(c3nccs3)C2)cc1)c1ccccc1,0.00105483,positive
Train: Pos 782,O=C1OCCCCCCCCc2ccccc21,0.00105444,positive
Train: Pos 783,c1ccc2sc(Oc3ccc(OCCN4CCCC4)cc3)nc2c1,0.001054276,positive
Train: Pos 784,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccco1,0.001053593,positive
Train: Pos 785,C1=CC2CCCCC2C=C1,0.001053578,positive
Train: Pos 786,O=C(Nc1ccccn1)c1ccco1,0.001053549,positive
Train: Pos 787,O=C1NC(=O)C2(CCN(c3ccnc(Nc4cn[nH]c4)n3)CC2)N1,0.001053486,positive
Train: Pos 788,O=c1[nH]cc(-c2ccccc2)c2ccccc12,0.001053148,positive
Train: Pos 789,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1cccn1CCOc1ccccc1,0.001053002,positive
Train: Pos 790,C(=Cc1nc2ccccc2[nH]1)c1ccccc1,0.001052124,positive
Train: Pos 791,O=C(C=Cc1cccs1)NCC1CCCO1,0.001051596,positive
Train: Pos 792,O=C(CC1CCC2C(COCCCN2C(=O)Nc2ccccc2)O1)NCCc1c[nH]cn1,0.001049829,positive
Train: Pos 793,O=C(COC(=O)c1ccccc1C(=O)c1ccccc1)Nc1ccccc1,0.001047249,positive
Train: Pos 794,S=c1[nH]nc(-c2ccccc2)n1N=Cc1ccncc1,0.001046988,positive
Train: Pos 795,O=c1ccc2c(cc1)-c1ccccc1CCC2,0.00104689,positive
Train: Pos 796,O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,0.001046106,positive
Train: Pos 797,O=C(c1ccccc1)c1ccc2c(ccn2Cc2ccccc2)c1,0.001045506,positive
Train: Pos 798,O=C(NC(=O)c1ccccc1)OC1CCS(=O)(=O)C1,0.00104492,positive
Train: Pos 799,C=C1CCCC2C1=CCc1ccccc12,0.001044706,positive
Train: Pos 800,O=C(Nc1ccccc1)N1Cc2[nH]c3ccccc3c2C2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,0.001044526,positive
Train: Pos 801,O=C(c1cccc(Nc2ncc3c(=O)ccn(-c4ccc5c(c4)CCC5)c3n2)c1)N1CCCCC1,0.00104428,positive
Train: Pos 802,c1ccc(C2CC(c3c[nH]c4ccccc34)=NN2)cc1,0.001044266,positive
Train: Pos 803,O=c1ccn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,0.001043423,positive
Train: Pos 804,O=C(C=Cc1ccco1)NCc1ccccc1,0.001042534,positive
Train: Pos 805,O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1,0.001041932,positive
Train: Pos 806,O=C(Nc1cccc(C(Cc2ccncc2)c2cccc(OC3CCCC3)c2)c1)N1CCCC1,0.001040657,positive
Train: Pos 807,O=C(Cc1nc2ccccc2[nH]1)c1ccco1,0.001039533,positive
Train: Pos 808,C(=NNc1nnc[nH]1)c1ccc(-c2ccccc2)o1,0.001038898,positive
Train: Pos 809,C(#Cc1ccc(C2CN3CCCCNCC23)cc1)c1ccccc1,0.001037869,positive
Train: Pos 810,O=C(Nc1ccccc1)N1CC(=O)N2CC(c3ccc(C#CC4CCCCC4)cc3)C2C1,0.001037682,positive
Train: Pos 811,c1ccc(Oc2ccc(COC3CNC3)c(-c3ccccc3)c2)cc1,0.001037092,positive
Train: Pos 812,O=C(NN1C(=O)C(=Cc2nc3ccccc3[nH]2)SC1=S)c1ccccc1,0.001036814,positive
Train: Pos 813,C(#Cc1ccc(C2CNC2)cc1)c1ccccc1,0.001036676,positive
Train: Pos 814,c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,0.001035592,positive
Train: Pos 815,O=c1oc2ccccc2s1,0.001035119,positive
Train: Pos 816,S=c1[nH]nc(C2CCCCC2)n1N=Cc1ccccc1,0.001035027,positive
Train: Pos 817,O=S(=O)(c1ccccc1)N1CC2NC(C1)C2c1ccc(-c2ccccc2)cc1,0.001034036,positive
Train: Pos 818,O=C(C1CC1)N1CCC2CNc3ccc(-c4ccccc4)cc3C21,0.001033922,positive
Train: Pos 819,O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3cc(C(=O)NCCN4CCOCC4)cc(C(=O)NC4CC4)c3)c2)n[nH]c1=O,0.001032208,positive
Train: Pos 820,c1ccc(Cc2nc3cc(-c4ccccc4)ccc3n2Cc2ccccc2)cc1,0.001031414,positive
Train: Pos 821,O=C1NC(=S)SC1=Cc1c[nH]nc1-c1ccccc1,0.00103123,positive
Train: Pos 822,O=C1NN(c2ccccc2)C(=O)C1=Cc1coc2ccccc2c1=O,0.001031053,positive
Train: Pos 823,S=c1[nH]nc(-c2ccccc2)n1N=Cc1ccc[nH]1,0.001030854,positive
Train: Pos 824,O=C(Nc1ccc(CC=Nc2ccc(Oc3ccccc3)cc2)oc1=O)c1ccccc1,0.001029466,positive
Train: Pos 825,C(=Nn1cnc(-c2ccccc2)c1)c1ccccc1,0.001028297,positive
Train: Pos 826,c1ccc(CCc2c(Cc3ccccc3)cccc2Cc2ccccc2)cc1,0.001027696,positive
Train: Pos 827,O=C1c2ccc(Nc3ccccc3)cc2CCc2ccc(OCCC3COCO3)cc21,0.001027348,positive
Train: Pos 828,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccco1,0.001025915,positive
Train: Pos 829,c1ccc(C2c3ccccc3CCc3ccccc32)cc1,0.001025552,positive
Train: Pos 830,O=C(C=Cc1ccccc1)c1ccc(N=C2NCCCS2)cc1,0.001025213,positive
Train: Pos 831,O=C1c2ccc(Nc3ccccc3)cc2CCc2c(OCCN3CCOCC3)cccc21,0.001024738,positive
Train: Pos 832,O=C(NCc1ccccc1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,0.001023575,positive
Train: Pos 833,C=C1C(=O)OC2CCC3OC3CC12,0.00102203,positive
Train: Pos 834,O=C(CCN1C(=O)C(=Cc2ccccc2)SC1=S)N1CCN(c2ccccc2)CC1,0.00102119,positive
Train: Pos 835,c1ccc(-c2ccc3ccccc3[o+]2)cc1,0.001020619,positive
Train: Pos 836,O=C(Nc1ccccc1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,0.001020375,positive
Train: Pos 837,O=C1NC(=Nc2ccccc2)C(=Cc2ccccc2)S1,0.001020226,positive
Train: Pos 838,C(=Nc1ccccc1)c1scc2ccccc12,0.001019814,positive
Train: Pos 839,O=C(Nc1ccccc1)n1cnc(-c2ccccc2)n1,0.001019548,positive
Train: Pos 840,O=C(CN1C(=O)SC(=Cc2ccc(-c3ccccc3)o2)C1=O)Nc1ccc2c(c1)OCO2,0.001018874,positive
Train: Pos 841,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccc1,0.001018347,positive
Train: Pos 842,O=C1CCC(C=Cc2ccccc2)=NN1,0.001017971,positive
Train: Pos 843,O=C(NCc1ccccc1)N1CCC(Oc2ccccc2)CC1,0.001017004,positive
Train: Pos 844,C(=C1CCc2cc3ccccc3nc21)c1ccco1,0.001016778,positive
Train: Pos 845,O=C1C=C2Oc3ccccc3C(c3ccccc3)=C2CC1=O,0.001016718,positive
Train: Pos 846,C1=CCCC=CCCCCC=CCC1,0.001016277,positive
Train: Pos 847,C=C1CCC2C(=C)C(=O)OC2C2CC(=O)CC12,0.00101534,positive
Train: Pos 848,O=C(C=Cc1ccc[nH]c1=S)c1ccccc1,0.001015124,positive
Train: Pos 849,O=S(=O)(C(=Cc1ccccc1)c1nc2ccccc2[nH]1)c1ccccc1,0.00101507,positive
Train: Pos 850,O=C1C=CCCCCC=CC2C=CCC3CNC(=O)C123,0.001014825,positive
Train: Pos 851,O=C(NC1CCCCC1)c1cc(-c2ccco2)nc2ccccc12,0.001014573,positive
Train: Pos 852,O=C1C=C2C(=CC(=O)C3C4C(=O)COC5OC(=O)C(CC3C23CO3)C54)CO1,0.00101442,positive
Train: Pos 853,O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3cc(OCC4CC4)cc(C(=O)NCCN4CCCCC4)c3)c2)n[nH]c1=O,0.001014227,positive
Train: Pos 854,O=c1cc[nH]c2cc(NN=Cc3ccccc3)ccc12,0.001014091,positive
Train: Pos 855,O=C(NNC(=S)NC(=O)c1cc2ccccc2s1)c1ccccc1,0.001013104,positive
Train: Pos 856,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCN1,0.001012536,positive
Train: Pos 857,O=C(C=Cc1ccccc1)c1cccc(CN2CCOCC2)c1,0.001012041,positive
Train: Pos 858,O=C(N1CCCCC1)n1cc(C2CCOCC2)c(=O)o1,0.001011997,positive
Train: Pos 859,c1ccc(-c2cccc(-c3nccc4c3CNC4)c2)cc1,0.001011352,positive
Train: Pos 860,O=C(CN1C(=O)SC(=Cc2c[nH]c3ccccc23)C1=O)Nc1ccc2c(c1)OCO2,0.001011202,positive
Train: Pos 861,O=C1C=C2OCCC2C(=O)C1,0.001010825,positive
Train: Pos 862,O=c1c2cnc(Nc3ccc(OCCN4CCOCC4)cc3)nc2n2c3ccccc3nc2n1-c1ccccc1,0.001010361,positive
Train: Pos 863,O=C(Oc1ccccc1C(=O)C=Cc1cccs1)c1ccccc1,0.001009151,positive
Train: Pos 864,c1nc2nc3c1c(C1CCOCC1)cn3CCCCCCCCCCCCN2,0.001009131,positive
Train: Pos 865,O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)c1cc[nH]n1,0.001008075,positive
Train: Pos 866,C(=Cn1cncn1)c1ccccc1,0.001006031,positive
Train: Pos 867,O=C(Cc1ccc2ccccc2c1)Nc1ccccc1,0.001005889,positive
Train: Pos 868,O=C(Cc1ccccc1)Nc1ccc(OCC2COCCO2)cc1,0.001005851,positive
Train: Pos 869,O=C(CCc1ccccc1)NNC(=S)NC(=O)c1ccccc1,0.001005779,positive
Train: Pos 870,C=C1CC2C(OC(=O)c3ccccc3)CCC2C(=O)CC=C2CC2CC1OC(=O)c1cccnc1,0.001003844,positive
Train: Pos 871,O=C1CCC(c2ccc(OCCCCN3N=C(c4cccc5nccn45)CC3=O)cc2)=NN1,0.001003614,positive
Train: Pos 872,O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccccc1,0.001003392,positive
Train: Pos 873,c1ccc(COc2ccc(-c3n[nH]cc3-c3ccccc3)cc2)cc1,0.001003002,positive
Train: Pos 874,O=C(Nc1ccccc1)Nc1nnc(C=Cc2ccccc2)s1,0.001002676,positive
Train: Pos 875,c1coc(C2=NCCc3ccccc32)c1,0.001001689,positive
Train: Pos 876,O=C(NN=CC=Cc1ccco1)c1cccnc1,0.001000752,positive
Train: Pos 877,O=C(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCC2(CC1)OCCO2,0.001000054,positive
Train: Pos 878,O=c1[nH]c(C=Cc2ccccc2)nc2ccccc12,0.000999846,positive
Train: Pos 879,O=C1CCC(c2ccc(OCCCCN3N=C(c4cccc5ncsc45)CC3=O)cc2)=NN1,0.000998087,positive
Train: Pos 880,O=C1CC=C(C=CCOC2CCCCO2)CC1,0.000997881,positive
Train: Pos 881,N=C(N=c1nccc[nH]1)Nc1ccc(-c2ccccc2)cc1,0.000996775,positive
Train: Pos 882,S=C(NCc1ccccc1)C(=Cc1ccccc1)[n+]1ccccc1,0.000996278,positive
Train: Pos 883,O=C1OCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,0.000994296,positive
Train: Pos 884,O=C(N1CCCCC1)n1cc(-c2ccccc2)c(=O)o1,0.000993933,positive
Train: Pos 885,O=C(c1cc(-c2ccco2)nc2ccccc12)N1CCOCC1,0.000993663,positive
Train: Pos 886,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3[nH]ncc23)c1,0.000993606,positive
Train: Pos 887,O=C(Nc1ccccc1)C1CC1(c1ccccc1)c1ccccc1,0.000992723,positive
Train: Pos 888,O=C(NCc1cc[nH]c(=O)c1)c1cnc2ccccc2c1,0.000992207,positive
Train: Pos 889,O=C(Nc1ccccc1)C1=C(N2CCOCC2)C(=Cc2ccccc2)CC1,0.000991903,positive
Train: Pos 890,O=C1C(=Cc2cccs2)SC(=S)N1c1ccccc1,0.000991707,positive
Train: Pos 891,O=C(NNc1ccccc1)C(c1ccccc1)c1ccccc1,0.000991148,positive
Train: Pos 892,O=C1Cc2ccccc2C(=O)CC=CCCCO1,0.000988256,positive
Train: Pos 893,c1ccc(Cn2c(CCc3ccc(-c4cccnc4)cc3)nc3ccccc32)cc1,0.000988133,positive
Train: Pos 894,O=C1NC(=S)SC1=CC=C1Nc2ccccc2N1c1ccccc1,0.000986408,positive
Train: Pos 895,N=C1C(=Cc2ccc(OCCOc3ccccc3)cc2)C(=O)N=C2SC=CN12,0.000986174,positive
Train: Pos 896,O=C(NN=Cc1ccccc1)c1ccc[nH]1,0.000985867,positive
Train: Pos 897,O=C1C2CC=CCC2C(c2ccccc2)=NN1Cc1ccc(CN2CCOCC2)cc1,0.000985496,positive
Train: Pos 898,O=C1Nc2ccccc2C1=CC(=O)c1ccccc1,0.000984844,positive
Train: Pos 899,c1ccc(-c2ccc3cc[nH]c3c2)cc1,0.000984159,positive
Train: Pos 900,c1ccc(CNCCC(c2ccccc2)c2ccccc2)cc1,0.00098399,positive
Train: Pos 901,O=C(NC(=S)NNC(=O)c1ccco1)c1ccccc1,0.000983186,positive
Train: Pos 902,O=C1c2ccc(Nc3ccccc3)cc2CCc2cc(OCC3COCO3)ccc21,0.000983154,positive
Train: Pos 903,N=C(N=c1nccc[nH]1)Nc1ccccc1,0.000983042,positive
Train: Pos 904,O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)NC1CCS(=O)(=O)C1,0.000982757,positive
Train: Pos 905,O=C(NC(=S)NNC(=O)C1CC1c1ccccc1)c1ccccc1,0.000981994,positive
Train: Pos 906,O=C1CCc2c1oc(=O)c1ccccc21,0.000981943,positive
Train: Pos 907,O=C(Nc1ccc2oc(-c3cccnc3)nc2c1)c1ccco1,0.000981327,positive
Train: Pos 908,C(Cc1nc(-c2ccccc2)cs1)=Nc1ccccn1,0.000980935,positive
Train: Pos 909,O=c1cc(-c2ccccc2)oc2cc3occc3cc12,0.000980873,positive
Train: Pos 910,c1ccc(CCCc2cc3ccc4ccccc4c3[nH]2)cc1,0.000980693,positive
Train: Pos 911,O=C(CCN1C(=O)C(=Cc2ccccc2)SC1=S)N1CCNCC1,0.000979995,positive
Train: Pos 912,O=C1C=CC2CCCCC2C1,0.000978901,positive
Train: Pos 913,O=C(C1CCOCC1)N1CC(=O)N2CC(c3ccc(C#CCc4ccccc4)cc3)C2C1,0.000978422,positive
Train: Pos 914,C1CCC2(CCCO2)OC1,0.000978355,positive
Train: Pos 915,O=C1C=CC(=Cc2ccc(-c3ccccc3)o2)O1,0.000978314,positive
Train: Pos 916,O=C(c1cc(-c2ccco2)nc2ccccc12)N1CCCCC1,0.00097768,positive
Train: Pos 917,N=C1C(=Cc2ccccc2)C(=O)N=C2SC=C(c3ccccc3)N12,0.000976784,positive
Train: Pos 918,O=C(Nc1ccc(N2CCN(C(=O)c3cccs3)CC2)cc1)c1ccco1,0.00097662,positive
Train: Pos 919,O=C(CC1CCC2C(COCCCN2C(=O)Nc2ccc3c(c2)OCO3)O1)N1CCNCC1,0.000976472,positive
Train: Pos 920,O=C(NN=Cc1c[nH]c2ccccc12)c1ccc2c(c1)OCO2,0.000976156,positive
Train: Pos 921,O=c1c(-c2ccc3c(c2)OCO3)coc2cc3occc3cc12,0.000975908,positive
Train: Pos 922,O=C(COc1ccccc1)NN=CC=Cc1ccco1,0.000975087,positive
Train: Pos 923,O=C(OCn1ncccc1=O)c1ccccc1,0.000973993,positive
Train: Pos 924,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1c[nH]c2ccccc12,0.000973496,positive
Train: Pos 925,O=C(NNc1ccccc1)Nc1ccccc1,0.000972771,positive
Train: Pos 926,O=C1CC2=CCCCCC2C1,0.000972147,positive
Train: Pos 927,O=c1cc(CCc2ccccc2)oc2c1C1CC(C2)Oc2c1ccc1c(=O)cc(CCc3ccccc3)oc21,0.000969937,positive
Train: Pos 928,c1ccc2c(c1)[nH]c1cnccc12,0.00096971,positive
Train: Pos 929,O=c1ccn(-c2ccc3c(c2)CCC3)c2nc(Nc3cccc(N4CCNCC4)c3)ncc12,0.00096966,positive
Train: Pos 930,c1cc2cc(c1)Oc1ccc(cc1)CC1NCCc3cc4c(c(c31)Oc1ccc3c(c1)C(C2)NCC3)OCO4,0.000969469,positive
Train: Pos 931,O=C(OC1CCC2C(=O)CC=C3CC3CC=CCC12)c1ccccc1,0.000968823,positive
Train: Pos 932,O=C(C1CCOCC1)N1CC(c2ccc(C#Cc3ccccc3)cc2)C1,0.000968567,positive
Train: Pos 933,O=c1c2cnc(Nc3ccc(OCCCN4CCCCC4)cc3)nc2n2c3ccccc3nc2n1-c1ccccc1,0.000967889,positive
Train: Pos 934,O=C(C=NC(=O)C12CC3CC(CC(C3)C1)C2)NNC=C1CCC(Cc2ccccc2)=C1N1CCOCC1,0.000967425,positive
Train: Pos 935,O=C(NN=Cc1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,0.000966745,positive
Train: Pos 936,O=C1C=CC2=C(C1)OC(c1ccc3c(c1)OCO3)CC2,0.000966214,positive
Train: Pos 937,O=C1OC2(CCCCC2)OC(=O)C1=Cc1ccccc1,0.000965245,positive
Train: Pos 938,O=c1ccn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc12,0.000965223,positive
Train: Pos 939,N=C1NC(=O)C(=Cc2cccnc2)S1,0.000964953,positive
Train: Pos 940,c1ccc2sc(Oc3ccc(OCCN4CCOCC4)cc3)nc2c1,0.000964879,positive
Train: Pos 941,O=C(NC(=S)NNC(=O)c1cccs1)c1ccccc1,0.000964279,positive
Train: Pos 942,O=C1C(=Cc2ccccc2)Oc2cc(OCC(=O)N3CCCCC3)ccc21,0.000964168,positive
Train: Pos 943,O=C(C=Cc1ccccc1)Nc1ccc2ncccc2c1,0.000963956,positive
Train: Pos 944,O=C(NCCN1C(=O)SC(=Cc2ccccc2)C1=O)c1cc2ccccc2s1,0.000963438,positive
Train: Pos 945,O=C(Nc1ccc(N2CCOCC2)cc1)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,0.000963326,positive
Train: Pos 946,O=C(Nc1cccc2cnccc12)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000962829,positive
Train: Pos 947,c1ccc(-c2ncnc(-c3ccccc3)n2)cc1,0.000962156,positive
Train: Pos 948,O=C(Nc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,0.000961221,positive
Train: Pos 949,O=C1CCC(=O)C1=O,0.000961031,positive
Train: Pos 950,O=C(C=Cc1ccccc1)Nc1ccnn1-c1nc2ccccc2[nH]1,0.000958586,positive
Train: Pos 951,O=C(c1ccccc1)c1ccc2ccccn12,0.000958252,positive
Train: Pos 952,O=C(Nc1ccc(S(=O)(=O)Nc2ccon2)cc1)c1cc(-c2ccccc2)nc2ccccc12,0.000957426,positive
Train: Pos 953,S=c1[nH]nc(C2CCCCC2)n1N=Cc1ccncc1,0.000957302,positive
Train: Pos 954,O=C1OC(c2ccccc2)=NC1=CN1CC2CC(C1)c1cccc(=O)n1C2,0.000956886,positive
Train: Pos 955,O=C(Nc1nc2cc3c(cc2s1)OCCO3)c1ccco1,0.000956471,positive
Train: Pos 956,O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNC3)cc12,0.000956428,positive
Train: Pos 957,O=C(OC1CC=CCC2CCCC21)c1ccccc1,0.00095598,positive
Train: Pos 958,c1ccc(Cc2ccc(CCc3ccccc3Cc3ccccc3)c(Cc3ccccc3)c2)cc1,0.000955121,positive
Train: Pos 959,O=C(c1ccccc1)n1ncc2cc3ccccc3nc21,0.000954686,positive
Train: Pos 960,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)C(CC2CCCCC2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CSCCN1,0.000954164,positive
Train: Pos 961,O=C1C(=Cc2ccccc2)SC(=Nc2ccccc2)N1CCc1c[nH]c2ccccc12,0.000953266,positive
Train: Pos 962,O=C1c2ccccc2-c2cccc3ccnc1c23,0.0009525,positive
Train: Pos 963,C=C1COc2c1ccc1c3c(ccc21)CCCC3,0.000951994,positive
Train: Pos 964,O=C(NN=Cc1cccnc1)c1ccccn1,0.000951798,positive
Train: Pos 965,O=C(CCN1C(=O)C(=Cc2ccccc2)SC1=S)N1CCCC1,0.000951569,positive
Train: Pos 966,O=C1CCc2ccc(OC3CCCC3)cc21,0.000951514,positive
Train: Pos 967,O=C1CCc2ccc(OC3CCCCC3)cc21,0.000951514,positive
Train: Pos 968,O=c1cc(Cn2ncccc2=O)c2ccccc2o1,0.00095115,positive
Train: Pos 969,c1ccc(-c2ncc(N3CCCCC3)o2)cc1,0.000950672,positive
Train: Pos 970,O=C1NCCC(CNCc2ccc(-c3ccccc3)cc2)Oc2c(NS(=O)(=O)c3c[nH]cn3)cccc21,0.000949709,positive
Train: Pos 971,c1ccc2c(Nc3ccc4c(c3)OCCO4)ncnc2c1,0.000948195,positive
Train: Pos 972,O=C1C=C2C=CNC=C2C(=O)C1,0.000947847,positive
Train: Pos 973,O=C(Nc1ccc(C2CCCCC2)cc1)c1cc[nH]n1,0.000947646,positive
Train: Pos 974,O=C(NN=Cc1cccc(Cn2cccn2)c1)c1ccccc1,0.000947407,positive
Train: Pos 975,O=C1Cc2cc(NS(=O)(=O)c3cccs3)ccc2OC(CNCc2ccccc2)CCN1,0.000947213,positive
Train: Pos 976,O=C(C(=Cc1ccccc1)c1nc2ccccc2[nH]1)c1ccccc1,0.000946917,positive
Train: Pos 977,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,0.000945971,positive
Train: Pos 978,O=C(NC1CC1)c1ccc(=O)n(Cc2ccc3[nH]cnc3c2)c1,0.000945949,positive
Train: Pos 979,O=C1C2CC=CCC2C(c2ccccc2)=NN1Cc1ccc(CN2CCNCC2)cc1,0.000944792,positive
Train: Pos 980,C(=Nc1cccc2c(N=Cc3ccco3)cccc12)c1ccco1,0.00094438,positive
Train: Pos 981,O=C(Cc1cccc(C(=O)c2ccccc2)c1)NCCCOc1ccccc1,0.000941172,positive
Train: Pos 982,C(=Cc1cnc2ccccc2n1)c1ccc2c(c1)OCO2,0.000940618,positive
Train: Pos 983,C(=NNc1ccncc1)c1ccncc1,0.000939943,positive
Train: Pos 984,C(=Cc1ccc(-c2ccccc2)o1)c1nc2ccccc2[nH]1,0.000939428,positive
Train: Pos 985,O=C(NC1CCCCC1)C(Nc1ccccc1)c1cccnc1,0.000939348,positive
Train: Pos 986,O=C(Nc1ccc(CNCCc2cccc3[nH]c(=O)ccc23)cc1)OCCNC1CCC(OC(=O)C(c2cccs2)c2cccs2)CC1,0.00093911,positive
Train: Pos 987,N=C1CC(c2ccccc2)CC(=S)N1,0.000938887,positive
Train: Pos 988,O=C1NC(=S)SC1=Cc1cc2ccccc2nc1N1CCCCC1,0.000938674,positive
Train: Pos 989,O=C(Nc1ccccc1)C(=Cc1ccccc1)C(=O)Nc1ccccc1,0.000938293,positive
Train: Pos 990,N=C1C(=Cc2ccccc2)C(=O)N=C2SC(CC(=O)N3CCCCC3)=NN12,0.000938198,positive
Train: Pos 991,c1ccc(-c2ccc(COC3(c4cccnc4)CNC3)cc2)cc1,0.000937745,positive
Train: Pos 992,O=C1OC2(CCCC2)OC(=O)C1=Cc1ccccc1,0.000936944,positive
Train: Pos 993,O=C1C=C2C=CN(CCCCN3C=CC4=CC(=O)CC(=O)C4=C3)C=C2C(=O)C1,0.000936572,positive
Train: Pos 994,C=c1c(=Cc2c[nH]c(=S)s2)ccn1-c1ccccc1,0.000935922,positive
Train: Pos 995,O=C(C=Cc1ccccc1)Nc1nc(-c2ccncc2)cs1,0.000935767,positive
Train: Pos 996,O=C(Nc1ccccc1)Nc1ccc(Oc2ccc(NC(=O)Nc3ccccc3)cc2)cc1,0.000935737,positive
Train: Pos 997,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1cccn1-c1ccccc1,0.000935563,positive
Train: Pos 998,C(=Cc1nc(-c2ccccc2)cs1)c1ccco1,0.000934753,positive
Train: Pos 999,C(=Cc1ccccc1)C1=NCCCS1,0.000932855,positive
Train: Pos 1000,O=C1C=CC(=NOc2ccccc2)C=C1,0.000931405,positive
Train: Pos 1001,O=C(CNC(=O)c1cc(-c2ccco2)nc2ccccc12)Nc1ccccc1,0.000930096,positive
Train: Pos 1002,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3cc[nH]c23)c1,0.00093005,positive
Train: Pos 1003,O=C(CCN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccccc1,0.000929975,positive
Train: Pos 1004,O=C(Nc1ccccc1)C(=Cc1ccco1)c1ccccc1,0.000929966,positive
Train: Pos 1005,O=C1Cc2cc(NS(=O)(=O)c3ccccc3)ccc2OC(CNCC2CCCCC2)CCN1,0.000927945,positive
Train: Pos 1006,O=C(CNC(=O)c1ccccc1)NN=Cc1ccco1,0.000927823,positive
Train: Pos 1007,O=C1C(NS(=O)(=O)c2ccccc2)=CC(=NS(=O)(=O)c2ccccc2)c2ccccc21,0.000927728,positive
Train: Pos 1008,c1ccc(CNc2nccs2)cc1,0.000927447,positive
Train: Pos 1009,O=C1CCN(C(=O)n2ccc(=O)o2)CC1,0.000926146,positive
Train: Pos 1010,O=C1NC(=O)N(CCc2ccccc2)C(=O)C1=CC=Cc1ccccc1,0.000926145,positive
Train: Pos 1011,O=C(N1CCN(c2ccccc2)CC1)n1ccc(=O)o1,0.00092609,positive
Train: Pos 1012,O=C(NC1CCCCC1)N1CC(c2ccccc2-c2ccccc2)C1,0.000925287,positive
Train: Pos 1013,O=C(Nc1ccc(-c2nc3ccccc3s2)cc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000925276,positive
Train: Pos 1014,O=C1CC(c2cccc(OC3CCCC3)c2)CN1,0.000924772,positive
Train: Pos 1015,O=C(Nc1c2c(nn1-c1ccccc1)C[SH+]C2)c1ccccc1,0.000924106,positive
Train: Pos 1016,O=c1ccn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCNCC4)cc3)ncc12,0.000924045,positive
Train: Pos 1017,O=C(N1CCCCCCC1)n1ccc(=O)o1,0.000923583,positive
Train: Pos 1018,O=C(N1CCCCCC1)n1ccc(=O)o1,0.000923583,positive
Train: Pos 1019,O=C(C=Cc1ccnc2ccccc12)c1cccs1,0.000922686,positive
Train: Pos 1020,O=C(Cc1cccc(C(=O)c2ccccc2)c1)NCCCCOc1ccccc1,0.00092182,positive
Train: Pos 1021,C(=NNc1nc(Nc2ccccc2)nc(-n2cccn2)n1)c1ccccc1,0.000920976,positive
