ID,scaffold_smiles,mean_shap,effect,umap_x,umap_y
Train: Pos 552,O=C1CCCCCn2cc(-c3ccc(CN4CCNCC4)cc3)c3cnc(nc32)NCCCCN1,0.001227834,positive,13.093539,2.7214468
Train: Pos 553,O=C(C=Cc1ccco1)Nc1nc(-c2ccccn2)cs1,0.001227813,positive,-2.2597134,-6.266409
Train: Pos 554,c1cc(CNc2ccncc2)c2ccnn2c1,0.001226774,positive,-4.5861473,-8.551303
Train: Pos 555,O=C(c1ccccc1)N1CC(c2ccc(C#CC3CCCC3)cc2)C1,0.00122624,positive,-3.2478518,-5.644357
Train: Pos 556,C=c1[nH]ccc1=Cc1c[nH]c(=S)s1,0.00122471,positive,-4.0364985,-7.9597588
Train: Pos 557,C(=NNc1nc(N2CCCCC2)nc(N2CCCCC2)n1)c1ccc(-c2ccccc2)o1,0.001224173,positive,-2.365298,-9.737025
Train: Pos 558,O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(CC3CNC3)cc12,0.001223629,positive,-5.4582505,-8.118869
Train: Pos 559,c1ccc2sc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,0.001223499,positive,-1.8061873,-0.266563
Train: Pos 560,O=c1cc(CNc2ccccc2)c2ccccc2[nH]1,0.001221465,positive,-3.544491,-8.937099
Train: Pos 561,O=C(Nc1cccc2c1CCC2)c1cccc(-c2ccc3ncncc3c2)c1,0.001221234,positive,0.88380915,-4.462488
Train: Pos 562,C(=NNc1ccccc1)c1ccc[nH]1,0.001220819,positive,-1.2992898,-9.189998
Train: Pos 563,O=c1[nH][nH]c(-c2ccccc2)c1C=Nc1ccccc1,0.001219337,positive,-1.5853144,-9.408427
Train: Pos 564,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,0.001217316,positive,-2.9043868,-7.9088297
Train: Pos 565,O=C1OC(C2CCOC2=O)CC1=CC1OC2CCC=C3C(=O)OC1C32,0.001216792,positive,-4.4998307,-7.267362
Train: Pos 566,O=S(=O)(c1ccc(-c2cn3c4nc(ncc24)NCCCCCCCCCCCC3)cc1)N1CCOCC1,0.001215961,positive,13.149724,2.7775848
Train: Pos 567,O=C1NC(=O)C(=Cc2ccc(OCCCCC3CCCCC3)cc2)C(=O)N1,0.001214802,positive,-4.3267283,-7.001972
Train: Pos 568,c1ccc(Nc2nccc(-c3cc4c(o3)CCNC4)n2)cc1,0.001212254,positive,-4.168847,-5.4516616
Train: Pos 569,O=C1C(=CC=Cc2ccco2)C=NN1c1ccccc1,0.001208595,positive,-2.4508758,-10.028878
Train: Pos 570,O=C1C2CC=CCC2C(c2ccccc2)=NN1CC=CCn1ccnc1,0.001207537,positive,-4.500224,-10.362624
Train: Pos 571,N=C1C(=Cc2ccc(OCCOc3ccccc3)cc2)C(=O)N=C2SC=NN12,0.001207492,positive,-1.3801109,-8.103075
Train: Pos 572,O=C(Cc1ccc(-c2cccc(-c3cc(NC(=O)Nc4ccncc4)c(=O)[nH]n3)c2)cc1)NCCN1CCCCC1,0.001205245,positive,5.503593,-5.7667313
Train: Pos 573,O=C(Cn1ncccc1=O)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,0.001204885,positive,-1.309353,-6.3285813
Train: Pos 574,O=C1C(=Cc2cccnc2)Sc2ccccc21,0.001204678,positive,-4.2395115,-8.961102
Train: Pos 575,O=C(Nc1ccc(S(=O)(=O)Nc2ccno2)cc1)c1cc(-c2ccccc2)nc2ccccc12,0.001202649,positive,-1.0514001,-4.387969
Train: Pos 576,O=C(NN=Cc1coc2ccccc2c1=O)c1ccccc1,0.001200131,positive,0.577701,-8.169417
Train: Pos 577,C=C1C(=O)OC2CCC3CCC(=O)C3CC12,0.001199251,positive,-5.001933,-7.155649
Train: Pos 578,O=C(C=Cc1ccsc1)c1ccco1,0.001197913,positive,-0.3758277,-9.556365
Train: Pos 579,O=C(Nc1ccccn1)c1cc[nH]n1,0.001197199,positive,-2.2310038,-6.290381
Train: Pos 580,O=C1C(=Cc2cccnc2)SC(=S)N1C1CCS(=O)(=O)C1,0.001197102,positive,-4.4741554,-8.224915
Train: Pos 581,O=C(Nc1ccccc1N1CCCCC1)c1cccc(-c2ccc3ncncc3c2)c1,0.001196448,positive,0.88455784,-4.4642115
Train: Pos 582,C=c1cccc2c1=CC=C1C2CCC2C1CCC1CCCCC12,0.001195957,positive,-4.9245973,-6.5954986
Train: Pos 583,O=C(Nc1ccccc1)N1CC2NC(C1)C2c1ccc(C=Cc2ccccc2)cc1,0.001195813,positive,-0.45941338,-9.826688
Train: Pos 584,O=C(Cc1ccc(-c2ccccc2)cc1)NCCOc1ccccc1,0.001195442,positive,1.3364362,-6.328095
Train: Pos 585,O=C(Cc1ccc(-c2ccccc2)cc1)NCCCOc1ccccc1,0.001195442,positive,1.3874545,-6.3508024
Train: Pos 586,S=c1[nH]nc(-c2ccccc2)n1N=Cc1c[nH]c2ccccc12,0.001194772,positive,-1.5974926,-9.678457
Train: Pos 587,O=C1Cc2cc(NC(=O)Cc3c[nH]c4ccccc34)ccc2OC(CNCc2ccccc2)CCN1,0.001194299,positive,-1.6859244,-5.3219256
Train: Pos 588,O=C1CC2CCCCC2C2CC3CCC(C3)C12,0.001193101,positive,-4.692548,-6.9988112
Train: Pos 589,O=C(NN=Cc1ccccc1)c1ccc(CN2C(=O)c3cccc4cccc2c34)cc1,0.001192191,positive,0.74373347,-8.415511
Train: Pos 590,c1ccc(C2CCN(CCOc3ccc(Oc4nc5ccccc5s4)cc3)CC2)cc1,0.001190557,positive,-1.7931403,-0.24727076
Train: Pos 591,O=C(Nc1ccncc1)Nc1cc(-c2ccccc2)n[nH]c1=O,0.001189809,positive,5.462019,-5.7910476
Train: Pos 592,O=C(N=c1[nH]c2ccccc2s1)c1cc(-c2cccs2)nc2ccccc12,0.001189677,positive,-2.3240156,-6.646603
Train: Pos 593,c1cc(CCn2ccnc2)cc(OC2CCCC2)c1,0.00118818,positive,-5.497937,-7.274344
Train: Pos 594,O=C1N=C(Nc2ccccc2)SC1=Cc1c[nH]c2ccccc12,0.001187131,positive,-2.8822281,-7.965644
Train: Pos 595,O=C(Nc1nc2ccccc2s1)c1cc[nH]n1,0.00118682,positive,-1.8325659,-6.14082
Train: Pos 596,O=C1C(=Cc2ccncc2)SC(=S)N1C1CCS(=O)(=O)C1,0.00118667,positive,-4.5219526,-7.9905243
Train: Pos 597,O=C(C=CC(=O)c1ccccc1)NCc1cccs1,0.001185911,positive,-0.08216183,-8.231561
Train: Pos 598,O=C(C1CCC1)N1CCC2CNc3ccc(-c4ccccc4)cc3C21,0.001184357,positive,-4.7162595,-9.838838
Train: Pos 599,c1ccc(CCc2ccc(Cc3ccccc3)cc2)cc1,0.001183572,positive,-1.6361669,-8.059754
Train: Pos 600,O=C1NC(=S)SC1=Cc1cn(-c2ccccc2)nc1-c1cccs1,0.001182654,positive,-1.9133242,-9.737641
Train: Pos 601,O=C(OCCc1ccccc1)c1cc(-c2ccccc2)c2ccccc2c1,0.001182213,positive,-1.9087406,-8.35733
Train: Pos 602,O=C(Cc1ccccc1)Nc1ccc(Oc2cn[nH]c2)cc1,0.001179975,positive,1.428121,-5.5207076
Train: Pos 603,O=c1ccc2cc3ccoc3cc2o1,0.001176855,positive,-3.4810147,-7.459866
Train: Pos 604,O=C1c2ccc(Nc3ccccc3)cc2CCc2c(OCC3COCO3)cccc21,0.001176475,positive,-6.937595,-9.476958
Train: Pos 605,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccco1,0.001175062,positive,-3.373401,-6.8935018
Train: Pos 606,O=S(=O)(c1ccc2[nH]cc(C=NNC(=S)Nc3ccccc3)c2c1)N1CCOCC1,0.001174813,positive,0.6960541,-8.2588
Train: Pos 607,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3[nH]ccc23)c1,0.001174297,positive,-5.46115,-14.383541
Train: Pos 608,O=S(=O)(c1ccccc1)N1CC(c2ccc(C#CC3CCCCC3)cc2)C1,0.001173732,positive,-3.2925856,-5.654553
Train: Pos 609,C1=CCC2CCCC2CC1,0.001168912,positive,-4.4153986,-7.067138
Train: Pos 610,c1cc(-c2cc3c(o2)CCNC3)nc(Nc2ccc(N3CCOCC3)cc2)n1,0.001168286,positive,-4.201051,-5.4239984
Train: Pos 611,c1cc(Nc2nccc(-c3cc4c(o3)CCNC4)n2)cc(N2CCNCC2)c1,0.001168101,positive,-4.176366,-5.4810734
Train: Pos 612,O=c1c(-c2ccccc2)coc2cc3occc3cc12,0.001167991,positive,-3.269423,-7.4507604
Train: Pos 613,O=C1NCCC12CCN(c1ccnc(Nc3cn[nH]c3)n1)CC2,0.0011676,positive,-4.633917,-5.5510397
Train: Pos 614,C=C1CCC2CC3=C(CC(=O)CC3=O)OC2CCC2CCC12,0.001167411,positive,-4.425307,-6.9464283
Train: Pos 615,C=C1CCC2CCCCC2C1CC=C1CC(=O)OC1=O,0.001166713,positive,-4.8706236,-6.824743
Train: Pos 616,O=C(Cc1ccccc1)Nc1ccc(OCC2CCC2)cc1,0.001163957,positive,1.4090027,-5.5397677
Train: Pos 617,C=C1CCC2CCC(OC(=O)c3ccccc3)C2C=CCCC1=O,0.001163585,positive,-0.11459557,-7.8786163
Train: Pos 618,O=C(C=CCc1ccccc1)OCc1ccccc1,0.001163401,positive,-1.1335486,-8.111263
Train: Pos 619,C(=Nc1ccccc1)c1ccccc1,0.00116321,positive,-1.462563,-9.309006
Train: Pos 620,O=C(C1CCCC1)N1CC(=O)N2CC(c3ccc(C#CCc4ccccc4)cc3)C2C1,0.001162875,positive,-3.0388772,-5.708847
Train: Pos 621,O=C(C1CCC1)N1CC(=O)N2CC(c3ccc(C#CCc4ccccc4)cc3)C2C1,0.001162875,positive,-3.0397952,-5.7564864
Train: Pos 622,O=S(=O)(c1ccccc1)N1C2CNCC1C2c1ccc(C=Cc2ccccc2)cc1,0.001162606,positive,-0.6297883,-9.722077
Train: Pos 623,O=C(CCN1C(=O)C(=Cc2ccccc2)SC1=S)NC1CCS(=O)(=O)C1,0.001161851,positive,-2.0796554,-11.31908
Train: Pos 624,O=c1oc2cc3occc3cc2cc1-c1ccccc1,0.001160204,positive,-3.4493759,-7.4850645
Train: Pos 625,O=C(C=Cc1ccccc1)c1cccoc1=O,0.00115999,positive,-0.07226097,-9.372766
Train: Pos 626,O=C1C=CC2C(CO1)CC(=O)C1C2CCC2C(c3cc[nH]c3)=CC3OC321,0.001155675,positive,-4.501206,-7.220199
Train: Pos 627,O=C1OCC(Cc2ccc3c(c2)CCCO3)C1c1ccccc1,0.001155601,positive,-3.9229944,-7.069244
Train: Pos 628,O=C1C(=Cc2ccccc2)SC(=S)N1CC(=O)N1CCCCC1c1cccnc1,0.001155558,positive,-2.0826848,-11.208944
Train: Pos 629,C(=NNc1nc(-c2cccnc2)nc2ccccc12)c1ccccc1,0.001154953,positive,-1.2605749,-9.508394
Train: Pos 630,O=S(=O)(c1ccccc1)N1CC(c2ccc(C#CC3CCCC3)cc2)C1,0.001154535,positive,-3.3191268,-5.6728444
Train: Pos 631,c1ccc(C2CCc3ccccc3O2)cc1,0.001154139,positive,-2.8683631,-6.9469495
Train: Pos 632,c1coc(-c2nc3sccc3c3c2COCC3)c1,0.001153627,positive,-3.449024,-6.7149763
Train: Pos 633,O=C(Nc1ccccc1)N1C2CNCC1C2c1ccc(C=Cc2ccccc2)cc1,0.001151925,positive,-0.5557185,-9.723884
Train: Pos 634,O=C(C=Cc1ccccc1)Oc1ccc(C=NNC(=O)c2ccccc2)cc1,0.001151419,positive,0.649595,-8.361154
Train: Pos 635,C=C1CCCCC2C=CCC12,0.001149214,positive,-4.656659,-6.8609166
Train: Pos 636,O=C(NCC1CCNS(=O)(=O)c2ccc(-c3ccccc3)cc2O1)Nc1ccccc1,0.001148281,positive,-0.40468448,-6.2534194
Train: Pos 637,O=C1c2ccc(Nc3ccccc3)cc2CCc2c1cccc2C1CCOCC1,0.001147592,positive,-6.9228964,-9.464758
Train: Pos 638,O=C1CC2CC=CCCC2O1,0.001147009,positive,-4.4501295,-7.165448
Train: Pos 639,N=C1C(=Cc2cccn2-c2ccccc2)C(=O)N=C2SN=CN12,0.001146083,positive,-2.899519,-9.636195
Train: Pos 640,C(#CC1CCCCC1)c1ccc(C2CNC2)cc1,0.001146042,positive,-3.310433,-5.6163125
Train: Pos 641,C=C1C(=O)OC2CC3OC3CCC3OC3CC12,0.001145161,positive,-4.9427824,-7.255049
Train: Pos 642,O=C1CNC(=O)c2ccccc2NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(Cc2ccccc2)N1,0.001144451,positive,-3.9456863,-8.450943
Train: Pos 643,O=C1NCCC(CNC(=O)C2CCOCC2)Oc2ncc(C#CCc3ccccc3)cc21,0.001140754,positive,-3.4280849,-8.040324
Train: Pos 644,O=C(NNC(=S)NC(=O)c1conc1-c1ccccc1)c1ccccc1,0.00114016,positive,0.863948,-7.7223206
Train: Pos 645,c1cc(Nc2nc3c(s2)CCCC3)cc(OC2CCNCC2)c1,0.001139578,positive,-4.888898,-7.607534
Train: Pos 646,O=C(Cn1ncccc1=O)c1ccccc1,0.001138887,positive,-1.0842773,-6.7846093
Train: Pos 647,C(=NN1CCNCC1)c1ccc(-c2ccccc2)o1,0.001138679,positive,-2.3286316,-9.582605
Train: Pos 648,O=C1C(=Cc2cccnc2)SC(=S)N1c1ccccc1,0.001138564,positive,-2.5009472,-10.671797
Train: Pos 649,C1=Cc2ccccc2C1=Cc1ccccc1,0.001138326,positive,-1.1813473,-9.336535
Train: Pos 650,O=C1N=C(NCc2ccccc2)SC1=Cc1ccccc1,0.001137663,positive,-1.1653446,-9.35916
Train: Pos 651,O=C1CN(c2nc3ccccn3c(=O)c2C=C2SC(=S)NC2=O)CCN1,0.001137013,positive,-4.359219,-8.114471
Train: Pos 652,C=C1C(=O)OC2C=CC3CCCC3CC12,0.001135107,positive,-4.545006,-7.194148
Train: Pos 653,O=C1C=CC2C(C=CC3C2CCC2C(c4ccoc4)OC(=O)C4OC432)C1,0.001134822,positive,-4.189815,-7.358592
Train: Pos 654,c1ccc(Sc2ccncn2)cc1,0.001133805,positive,-2.681016,-8.697196
Train: Pos 655,O=C(Nc1cccc2ccccc12)c1ccco1,0.001133355,positive,-1.4832058,-5.681936
Train: Pos 656,O=C(CC=CCc1ccccc1)CCc1ccccc1,0.001132486,positive,-0.66512775,-8.242199
Train: Pos 657,O=C(Nc1ccccc1)c1cccc(-c2ccc3ncncc3c2)c1,0.001131551,positive,0.8821216,-4.4855733
Train: Pos 658,C1=CCCCC=CCCCC=CCC1,0.00113053,positive,-4.525921,-6.8361216
Train: Pos 659,O=c1ccn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(C4CCNCC4)cc3)ncc12,0.001130241,positive,1.4074504,-12.13382
Train: Pos 660,O=C1Cc2cc(NS(=O)(=O)c3ccccc3)ccc2OC(CNCc2ccccc2)CCN1,0.001130239,positive,-1.7101974,-5.345203
Train: Pos 661,c1cc(-c2cc3ccccc3o2)cc(-c2nccc3c2CNC3)c1,0.001129922,positive,-2.8721435,-8.052893
Train: Pos 662,c1ccc(Cn2c3ccccc3c3ccncc32)cc1,0.00112968,positive,-1.4599425,-8.449658
Train: Pos 663,O=C(Cc1ccccc1)OC1CCC2C(=O)C=CC3CC3CCC3(CO3)CC12,0.001128603,positive,-1.1873531,-7.816878
Train: Pos 664,S=C(NCc1ccccc1)Nc1ccccc1,0.001128593,positive,-0.44721946,-6.4246364
Train: Pos 665,O=c1ccccn1Cc1ccncc1,0.001128237,positive,-3.6443357,-7.5476127
Train: Pos 666,O=C(CCN1C(=O)C(=Cc2ccccc2)SC1=S)N1CCOCC1,0.001127293,positive,-2.0881295,-11.32048
Train: Pos 667,c1ccc(-c2cn3c4nc(ncc24)NCCCCCCCCCCCC3)nc1,0.001126949,positive,13.142313,2.770436
Train: Pos 668,O=C(Cc1ccccc1)Nc1ccc(Oc2ccccn2)cc1,0.001126274,positive,1.4288894,-5.531262
Train: Pos 669,O=C(NN=Cc1ccccc1)c1[nH]c2ccccc2c1-c1ccccc1,0.001126215,positive,0.8331015,-8.450613
Train: Pos 670,O=C1NCCC12CCN(c1ccnc(Nc3ccccc3)n1)CC2,0.001125823,positive,-4.6047707,-5.4936867
Train: Pos 671,O=S(=O)(c1c[nH]cn1)N1CC2NC(C1)C2c1ccc(-c2ccccc2)cc1,0.001125786,positive,-0.326073,-10.039564
Train: Pos 672,N=C1C(=Cc2ccccc2)C(=O)N=C2Sc3ccccc3N12,0.001125567,positive,-2.8675792,-10.183964
Train: Pos 673,O=C1NC(=O)N(Cc2ccco2)C(=O)C1=CC=Cc1ccco1,0.001124172,positive,-3.3241215,-9.675644
Train: Pos 674,O=C(Nc1cccc(C=Cc2nc3ccccc3s2)c1)c1ccccc1,0.001122864,positive,0.37293553,-6.366644
Train: Pos 675,c1ccc(-n2nnnc2Sc2ncnc3sccc23)cc1,0.001120896,positive,-2.8053703,-9.302259
Train: Pos 676,c1cnc(Sc2ccncn2)nc1,0.001120692,positive,-3.2831864,-8.544104
Train: Pos 677,O=c1cc(CCc2ccccc2)oc2c1C1CC(C2)Oc2cc3c(=O)cc(CCc4ccccc4)oc3cc2O1,0.001120686,positive,-2.7675896,-7.1250186
Train: Pos 678,O=C(C=Cc1ccccc1)N1C(=O)c2ccccc2C1=O,0.001120351,positive,-0.28444666,-9.414695
Train: Pos 679,O=S(=O)(Nc1ccccc1)c1ccc(N=Nc2c[nH]c3ccccc23)cc1,0.001119588,positive,-1.4277751,-6.9235826
Train: Pos 680,O=C1c2ccccc2C(=O)C23C4CC5C2CC(C(=O)C13)C51C(=O)c2ccccc2C(=O)C1C4=O,0.001117907,positive,-3.3045952,-7.920547
Train: Pos 681,O=C1C=C2C=Cc3ccccc3C2CC1,0.001117706,positive,-3.8447816,-7.694406
Train: Pos 682,C=C1CC23CCC1CC2C12CCCC4CN(CCOCC5=CC67CCC5CC6C56CNC8OC5CCC8C6CC7)C1C3CC42,0.001117425,positive,-4.3608866,-7.1814623
Train: Pos 683,O=C(CSc1nn(-c2ccccc2)c(=S)s1)Nc1ccccc1,0.001115338,positive,-0.00017252272,-6.0665007
Train: Pos 684,O=c1c2ccccc2c(C=Nc2ccccc2)cn1-c1cccc(S(=O)(=O)Nc2ccccc2)c1,0.001114875,positive,-1.5456043,-9.271538
Train: Pos 685,C=c1[nH]c2ccccc2c1=Cc1cn2cnsc2nc1=O,0.001114744,positive,-3.791088,-8.708758
Train: Pos 686,O=C(COC(=O)C=Cc1ccco1)NCc1ccco1,0.001114582,positive,-1.8701437,-6.612966
Train: Pos 687,O=c1cc[nH]c(=O)[nH]1,0.001114532,positive,-4.1999717,-8.0983
Train: Pos 688,O=C(Nc1ccccc1)Nc1nc2ccc(N(CCN3CCOCC3)C(=O)Nc3ccccc3)cc2s1,0.001113795,positive,-0.33060038,-5.5326905
Train: Pos 689,O=C(Nc1coc2ccccc12)c1ccco1,0.001113371,positive,-1.890993,-5.7821565
Train: Pos 690,O=C(NCCN1CCOCC1)Nc1ccccc1NC(=O)c1cccc(-c2ccc3ncncc3c2)c1,0.001113218,positive,0.89407057,-4.4544797
Train: Pos 691,c1ccc(C2COc3ccccc3O2)cc1,0.001112287,positive,-2.7977946,-6.8827696
Train: Pos 692,O=C1N=C(c2ccc3ccccc3c2)SC1=Cc1ccc2[nH]ccc2c1,0.001112082,positive,-0.5483729,-10.49776
Train: Pos 693,O=C(N=CCc1ccccc1)N1CCCCC1,0.001112022,positive,-4.081566,-6.7663956
Train: Pos 694,O=C1N=C(c2ccc3ccccc3c2)SC1=Cc1ccc(Oc2ccccc2)cc1,0.001111353,positive,-0.5053568,-10.512622
Train: Pos 695,O=C1C(=CC=Cc2ccccc2)C=NN1c1ccccc1,0.001110906,positive,-2.3375077,-10.050412
Train: Pos 696,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc(CN2CCOCC2)cc1,0.001110119,positive,0.07921302,-9.227502
Train: Pos 697,O=C(Nc1ccccc1)n1ccc(=O)o1,0.001110109,positive,-1.4138032,-6.2883105
Train: Pos 698,O=C1CCC2C(COc3ccc4ccc(=O)oc4c3)CCCC2C1,0.0011097,positive,-4.1688066,-6.2293825
Train: Pos 699,c1cc(OC2CCCC2)cc(C2CCCCC2)c1,0.001109206,positive,-5.3423624,-7.1442604
Train: Pos 700,O=C(NN=Cc1ccccc1)c1cc2c(ccc3ccccc32)o1,0.001108888,positive,0.8138197,-8.461145
Train: Pos 701,O=C1CCc2c(ccc3ccc(Cc4ccccc4)cc23)C1,0.001108859,positive,-3.0389867,-7.9882917
Train: Pos 702,C(#Cc1ccc(C2CN(c3nccs3)C2)cc1)CC1CCCC1,0.001108686,positive,-4.169082,-6.513684
Train: Pos 703,O=C(C(=O)c1ccc2c(c1)C=CCO2)c1ccccc1,0.001107288,positive,-0.60932267,-7.654403
Train: Pos 704,c1ccc(C2C3C(=Nc4ncnn42)c2ccccc2OC3c2ccncc2)cc1,0.001106713,positive,-2.7420068,-7.2325783
Train: Pos 705,O=C1NCCC12CCN(c1ccnc(Nc3ccc(OCCN4CCCC4)cc3)n1)CC2,0.00110663,positive,-4.596077,-5.4989896
Train: Pos 706,O=C(C=Cc1ccccc1)c1ccc[nH]c1=O,0.001105487,positive,-0.075558074,-9.358289
Train: Pos 707,O=C(N1CCCCC1)n1cc(Sc2ccccc2)c(=O)o1,0.001103727,positive,-3.4442163,-4.7116966
Train: Pos 708,O=C(Cc1cn(C(=O)c2ccccc2)c2ccccc12)NCCc1ccccc1,0.00110129,positive,1.2591761,-6.5026264
Train: Pos 709,O=C(NCCN1C(=O)SC(=Cc2cccnc2)C1=O)c1ccccc1,0.001101117,positive,-2.117823,-10.707458
Train: Pos 710,O=C1NC(=S)SC1=Cc1cn(-c2ccccc2)nc1-c1ccccc1,0.001100351,positive,-1.9273853,-9.814085
Train: Pos 711,O=C1NC(=O)C(=Cc2ccc(SC3CCCCC3)o2)C(=O)N1,0.001100275,positive,-4.4177346,-7.051278
Train: Pos 712,O=C1CCCc2sc(Nc3cccc(OC4CCNCC4)c3)nc21,0.001099662,positive,-4.8340693,-7.5898523
Train: Pos 713,O=C(NC1CCCCC1)C(Nc1ccccc1)c1ccccc1,0.001099063,positive,-2.9395318,-6.472538
Train: Pos 714,O=C(N=C1C(=O)c2ccccc2C(=O)C1NC1CCS(=O)(=O)C1)c1ccccc1,0.001098915,positive,-0.42352936,-7.7971406
Train: Pos 715,O=C1NC(=O)C(=Cc2ccccc2OCc2ccccc2)S1,0.001097825,positive,-1.0917677,-8.294362
Train: Pos 716,c1ccc(-c2cc3cc4c(cc3o2)OCC4)cc1,0.001096697,positive,-3.3396761,-7.291559
Train: Pos 717,O=C(NC(=S)CC1=NCCCCC1)c1ccccc1,0.001096513,positive,0.008709802,-7.219224
Train: Pos 718,O=C(COC(=O)c1c2c(nc3ccccc13)C(=Cc1ccco1)CC2)NC1CCCC1,0.001095996,positive,-2.8663683,-8.1226425
Train: Pos 719,O=C1C=C(C2C=C3C(C2)OC2C3CC3C(=O)C=CC4COC2C43)CO1,0.001095807,positive,-4.6547475,-7.590672
Train: Pos 720,O=C1CN2C(=NN1)COc1cc(-c3ccccc3)c(C3CCNCC3)cc12,0.001095067,positive,-5.439826,-8.118617
Train: Pos 721,O=C1N=C(c2ccc(Oc3ccccc3)cc2)SC1=Cc1ccc(Oc2ccccc2)cc1,0.001094626,positive,-0.5055288,-10.4758005
Train: Pos 722,O=C(NN=Cc1ccc(-c2ccc(S(=O)(=O)Nc3ncccn3)cc2)o1)c1ccccc1,0.001094434,positive,0.5343261,-8.255439
Train: Pos 723,c1ccc(-c2cc3cc4ccccc4oc-3c2)cc1,0.001094172,positive,-2.6998205,-8.011974
Train: Pos 724,O=C(Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1)c1ccco1,0.001093366,positive,-1.708507,-5.761599
Train: Pos 725,O=C(Nc1cc(C2CC2)c2n[nH]cc2c1)c1ccccn1,0.001093335,positive,-3.691975,-6.2258067
Train: Pos 726,c1ccc2sc(Oc3ccc(OCCN4CCCCCC4)cc3)nc2c1,0.001092371,positive,-1.8040904,-0.263049
Train: Pos 727,C(=NNc1ccccc1)c1cccs1,0.001092313,positive,-1.3465828,-9.250496
Train: Pos 728,C(=NNc1nc(-c2ccccc2)cs1)c1ccccc1,0.001092193,positive,-1.386706,-9.562578
Train: Pos 729,O=C(NC1Cc2ccccc2C1)c1cc2c(c(-c3cccc(-c4cccnc4)c3)n1)CNC2,0.001092013,positive,-2.8115764,-8.132073
Train: Pos 730,C=C1CCC2CCCCC2C1,0.001091683,positive,-4.8263574,-6.7928953
Train: Pos 731,O=c1ccoc2ccccc12,0.001090728,positive,-3.151082,-7.4761453
Train: Pos 732,O=C(Nc1nncs1)c1ccnc(S(=O)(=O)Cc2ccccc2)n1,0.001090095,positive,-0.97017926,-7.246426
Train: Pos 733,O=C(c1ccco1)N1CCN(c2nc3ccccc3s2)CC1,0.001089711,positive,-3.1789515,-6.982036
Train: Pos 734,O=C1NCCC12CCN(c1ccnc(Nc3ccc(N4CCOCC4)cc3)n1)CC2,0.001086423,positive,-4.5585337,-5.45577
Train: Pos 735,c1nc(N2CCNCC2)c2c3c(sc2n1)CCCC3,0.001086278,positive,-4.437642,-6.8153415
Train: Pos 736,O=c1cncc(Cc2c[nH]c3ccccc23)[nH]1,0.001084852,positive,-3.681465,-8.668337
Train: Pos 737,O=c1nc[nH]nc1-c1ccccc1N=Cc1c[nH]n(-c2ccccc2)c1=O,0.001084763,positive,-2.7879977,-8.154938
Train: Pos 738,C1=C(c2ccc(C3CNC3)cc2)CCCC1,0.001083868,positive,-4.5545387,-6.956569
Train: Pos 739,c1ccc(CN2C3CNCC2C3c2ccccc2)cc1,0.001083762,positive,-2.3894227,-7.404161
Train: Pos 740,O=C1C(=Cc2ccccc2)C=NN1c1ccccc1,0.001083299,positive,-2.45313,-10.104177
Train: Pos 741,O=C1N=C(c2ccc(Oc3ccccc3)cc2)SC1=Cc1ccc2ccccc2c1,0.001083041,positive,-0.5097673,-10.509922
Train: Pos 742,O=C(Nc1ccncc1)c1cccc(OC2CCCC2)c1,0.001082328,positive,-5.495104,-6.8535357
Train: Pos 743,O=C1CC=C2CC3CCC(CC=CC4CO4)C3CC=CC12,0.001082128,positive,-4.5055294,-7.308424
Train: Pos 744,O=C1N=C(Cc2ccccc2)C(=O)c2ccccc21,0.001082046,positive,-1.7751358,-8.059239
Train: Pos 745,O=C(NN=Cc1ccc[nH]1)c1ccc(COc2ccccc2)cc1,0.001081398,positive,0.49299914,-8.405259
Train: Pos 746,O=C(Cc1ccccc1)Nc1ccc(OCC2CCOCC2)cc1,0.001080755,positive,1.4193527,-5.523386
Train: Pos 747,O=C(Nc1ccccc1)n1nc(-c2ccccc2)nc1SCC1CC1,0.001080673,positive,-1.4190513,-7.2909575
Train: Pos 748,O=C(CCN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.001079242,positive,-1.9343487,-10.922976
Train: Pos 749,c1ccc2c(-c3c4c(cc5ccccc35)COCC4)c3c(cc2c1)COCC3,0.001078509,positive,-3.3151386,-8.2785635
Train: Pos 750,O=C(c1ccccc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,0.001077681,positive,-3.3293912,-6.391595
Train: Pos 751,O=C1CCC2CC(=O)CC2C1,0.001074594,positive,-4.8590264,-7.0254846
Train: Pos 752,O=C1C2CCC=CC2C(c2cccc(-c3ccccc3)c2)N1Cc1ccccc1,0.001074251,positive,-2.4223611,-6.9897695
