ID,scaffold_smiles,mean_shap,effect,umap_x,umap_y
Train: Pos 1711,O=C(NC1CN(Oc2ccc(Oc3ccccc3)cc2)C1=O)OCCCCC1CCCCC1,0.000621074,positive,1.2676731,-10.472163
Train: Pos 1712,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3[nH]cnc23)c1,0.000620258,positive,-5.4612236,-14.381922
Train: Pos 1713,O=C(Nc1ccc(-c2nc3cccnc3s2)cc1)c1ccco1,0.000619607,positive,-1.9147527,-5.846026
Train: Pos 1714,O=C(ON=Cc1ccccc1)C1CC1,0.000619208,positive,-0.7399413,-8.968739
Train: Pos 1715,O=C1C2CCC=CC2C(c2ccccc2)N1Cc1ccccc1,0.00061907,positive,-2.3960795,-7.0240746
Train: Pos 1716,O=C(COC(=O)CCc1c[nH]c2ccccc12)Nc1ccccc1,0.000618544,positive,0.15935217,-5.892401
Train: Pos 1717,O=C(Cc1cnc2sccc2c1)c1ccccc1,0.000617882,positive,-0.4093014,-7.7996864
Train: Pos 1718,O=C(NC1CC1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000617275,positive,-9.736534,-3.9431329
Train: Pos 1719,O=C(Cc1c[nH]c2ccccc12)NN=Cc1ccccc1,0.000617008,positive,0.8909639,-8.478376
Train: Pos 1720,O=C(NNC(=S)NCc1ccco1)c1cc[nH]n1,0.000616922,positive,-3.412986,-7.179767
Train: Pos 1721,O=C(Nc1ccc(-c2nc(-c3ccccc3)cs2)cc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000616836,positive,-9.75253,-3.9269025
Train: Pos 1722,c1ccc(CSc2cc(-c3ccccc3)cc(-c3ccccc3)n2)cc1,0.000616684,positive,-1.8754015,-8.875474
Train: Pos 1723,O=S(=O)(Nc1cccc(-c2ccc3nncn3n2)c1)c1ccccc1,0.000616132,positive,-1.8724704,-7.128509
Train: Pos 1724,O=C(Nc1ccccc1)Nc1nc(Cc2ccccc2)cs1,0.000616042,positive,-0.5115228,-5.6012044
Train: Pos 1725,c1ccc2sc(Cc3ccnc(NCCn4cncn4)n3)nc2c1,0.00061512,positive,5.3777456,-12.646922
Train: Pos 1726,O=C(COC(=O)c1cc(-c2ccco2)nc2ccccc12)c1c[nH]c(=O)n(Cc2ccccc2)c1=O,0.000614791,positive,-1.4680293,-4.4273257
Train: Pos 1727,O=C(Nc1ccccc1N1CCCCC1)c1ccco1,0.000614627,positive,-1.9321473,-5.7728567
Train: Pos 1728,c1cc(NC2CCNCC2)nc(Nc2ccc(-c3ccsc3)cn2)n1,0.000614605,positive,-3.145987,-3.1414254
Train: Pos 1729,O=C1N(c2ccccc2)CC2CC(c3cccs3)N3CCCC123,0.000613253,positive,-3.4822621,-7.404478
Train: Pos 1730,O=C(NN=Cc1ccccc1)c1nnn(-c2cnon2)c1-c1ccc2c(c1)OCO2,0.000610388,positive,0.8589582,-8.465123
Train: Pos 1731,O=C1NCC(c2ccccc2)C1C(=O)NN=Cc1cccs1,0.000610052,positive,0.1633982,-8.239104
Train: Pos 1732,c1ccc(-c2cc(C3CCCNC3)ccn2)c(OCC2CC2)c1,0.000608758,positive,-3.861648,-5.8911037
Train: Pos 1733,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,0.000608367,positive,-1.7930605,-0.25983778
Train: Pos 1734,O=C1NC(=S)SC1=C1C(=O)N(Cc2ccccc2)c2ccccc21,0.000608314,positive,-1.5473213,-10.254875
Train: Pos 1735,O=C(c1ccccc1)n1ccc2ccccc21,0.000608161,positive,-0.6957143,-7.9119334
Train: Pos 1736,O=C(CCS(=O)(=O)c1ccccc1)c1ccccc1,0.000607979,positive,-1.4782189,-6.8447213
Train: Pos 1737,c1ccc2cc3ccccc3cc2c1,0.000607262,positive,-2.995115,-8.404739
Train: Pos 1738,S=C1N=C(c2ccccc2)CC(c2ccccc2)N1,0.000605513,positive,-2.6317701,-7.07161
Train: Pos 1739,S=C(Nc1ccccc1)Nc1ccccc1,0.000605451,positive,-0.3339091,-6.169272
Train: Pos 1740,c1ccc(Nc2ncnc3ccccc23)cc1,0.000605274,positive,-2.5444946,-6.1888194
Train: Pos 1741,O=C(ON=Cc1ccc(N2CCCCC2)cc1)c1ccccc1,0.00060472,positive,-0.6032416,-8.761597
Train: Pos 1742,O=c1[nH]cnc2c1c1nc3ccccc3nc1n2N=Cc1ccccc1,0.000604492,positive,-2.5504937,-8.914434
Train: Pos 1743,O=C(COC(=O)CCN1C(=O)c2ccccc2C1=O)Nc1ccccc1,0.000604409,positive,0.17698132,-5.9526215
Train: Pos 1744,O=C(NCc1ccccc1)C1=CC(c2csc3ccccc23)CC(OCc2ccccc2)O1,0.000604085,positive,-0.8304941,-7.30133
Train: Pos 1745,O=C(Nc1ccccc1)c1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1,0.000603184,positive,-7.249527,-9.7601795
Train: Pos 1746,O=C(C=Cc1ccccc1)Nc1ncc(C(=O)Nc2ccccc2)s1,0.000603129,positive,0.03157537,-9.099539
Train: Pos 1747,O=C(Cc1ccccc1Nc1ccccc1)Nc1ccccc1,0.000602598,positive,0.7760152,-6.1893716
Train: Pos 1748,c1ccc(-c2ccn(-c3ccccc3)n2)cc1,0.000602546,positive,-2.0899887,-8.8228035
Train: Pos 1749,c1ccc(Nc2ccnc(Nc3ccc(-c4ccsc4)cc3)n2)cc1,0.000602484,positive,-3.0057526,-2.9905205
Train: Pos 1750,c1cc2c3c(cccc3c1)NCN2,0.000601456,positive,-3.4174159,-7.483933
Train: Pos 1751,O=c1nc(NN=Cc2ccccc2)[nH]nc1Cc1ccccc1,0.000601304,positive,-1.201178,-9.43656
Train: Pos 1752,C(=C1CCC=C1N1CCOCC1)c1ccccc1,0.000600833,positive,-3.1854367,-10.362235
Train: Pos 1753,O=c1nc[nH]cc1N=Nc1ccccc1,0.000600727,positive,-2.8097317,-8.184191
Train: Pos 1754,c1ccc(-c2ccccc2-c2ccc3c(c2)OCCO3)cc1,0.000600325,positive,-2.5820446,-8.505482
Train: Pos 1755,O=C1SC(=Cc2ccc(Oc3ccccc3)cc2)C(=O)N1c1ccc(OCCCCCN2CCNCC2)cc1,0.000599967,positive,-1.046339,-8.773601
Train: Pos 1756,O=C(COc1cc2c(c3oc(=O)ccc13)CCCO2)NCc1ccccc1,0.000599623,positive,-1.0965965,-7.2277775
Train: Pos 1757,C=C1CCC2OC2CCC2CCC12,0.000599419,positive,-4.4356027,-6.7330465
Train: Pos 1758,c1ccc(C2COC(c3ccccc3)C2)cc1,0.000598374,positive,-2.7916567,-7.000592
Train: Pos 1759,O=C(Nc1cccc(Nc2ccc3c(c2)CCCCC3=O)c1)c1ccsc1,0.000598315,positive,-7.3741417,-9.894376
Train: Pos 1760,O=C(NN=Cc1cnn(-c2ccccc2)c1N1CCCC1)c1cc(-c2ccccc2)nc2ccccc12,0.000598296,positive,-1.1140176,-4.3847475
Train: Pos 1761,O=C1CCC(Cn2cc3cc(NC(=O)c4ccccn4)ccc3n2)N1,0.000597959,positive,-3.7986498,-6.057731
Train: Pos 1762,O=c1[nH]c2cnc3cc(-c4cnoc4)c(OCC4CCNC4)cc3c2n1Cc1ccccn1,0.000597286,positive,-4.860795,-9.190053
Train: Pos 1763,c1nc(N2CCCCC2)cc2c1cnc1c2ccn1C12CC3CC(CC(C3)C1)C2,0.000597017,positive,-4.590126,-7.696186
Train: Pos 1764,C(#CC1CCCC1)c1ccc(NC2CCCCC2)cc1,0.000596519,positive,-3.4206333,-5.755485
Train: Pos 1765,c1ccc2c(c1)[nH]c1c(N3CCC4(CC3)OCCO4)ncnc12,0.000596247,positive,-3.1472409,-8.05719
Train: Pos 1766,c1ccc(Nc2ccnc(-c3ccccc3)n2)cc1,0.000595994,positive,-2.9447744,-3.09524
Train: Pos 1767,O=C(Nc1cccc(CN2CCNCC2)c1)c1ccc2c(c1)CN(c1cncnc1)CC2,0.000595601,positive,-9.844735,-10.846375
Train: Pos 1768,c1ccc(Sc2ccccc2)cc1,0.0005952,positive,-2.301689,-8.544542
Train: Pos 1769,C(#CC1CCCCC1)c1ccc(NC2CCCCC2)cc1,0.000594926,positive,-3.4068913,-5.7701564
Train: Pos 1770,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,0.00059469,positive,-3.7205482,-7.2026696
Train: Pos 1771,O=C(NCC1CCCCC1)n1ccc(=O)o1,0.000594303,positive,-1.6482685,-6.3574176
Train: Pos 1772,O=C(N=c1[nH]c2ccccc2s1)c1cc2ccccc2s1,0.000593895,positive,-2.4399726,-6.6964483
Train: Pos 1773,c1ccc(Nc2ccnc(-c3ccsc3)n2)cc1,0.000593873,positive,-2.9677925,-3.050274
Train: Pos 1774,c1ccc(Sc2cnnc(-c3ccccc3)n2)cc1,0.000593718,positive,-2.1876132,-8.725464
Train: Pos 1775,c1coc(-c2c3c(nc4sccc24)CCC3)c1,0.000593595,positive,-3.646964,-6.728324
Train: Pos 1776,c1ccc2nc(-c3ccc(-c4ccc(-c5ccc6ccccc6n5)cc4)cc3)ccc2c1,0.000593224,positive,-3.337804,-8.791954
Train: Pos 1777,O=C1NC(=O)N(Cc2ccccc2)C(=O)C1=Cc1ccc[nH]1,0.000593086,positive,-3.183394,-9.497221
Train: Pos 1778,c1ccc2c(c1)Nc1ccncc1S2,0.000591474,positive,-3.6783864,-8.507374
Train: Pos 1779,O=C(N=C1N=C(CC(=O)N2CCOCC2)c2ccccc21)c1ccccc1,0.000591199,positive,-0.55887747,-7.786012
Train: Pos 1780,O=C(Cn1ncc2c(=O)oc3ccccc3c21)Nc1cc(-c2ccccc2)no1,0.000590873,positive,-2.9513252,-7.368459
Train: Pos 1781,O=C1C2CCC=CC2C(c2ccc(-c3ccccc3)cc2)N1Cc1ccccc1,0.000590172,positive,-2.4017217,-7.05723
Train: Pos 1782,c1coc(-c2c3c(nc4sccc24)CCCC3)c1,0.000589382,positive,-3.710763,-6.742718
Train: Pos 1783,c1ccc(N=Nc2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,0.000588232,positive,-2.1897027,-8.970102
Train: Pos 1784,O=C(NN=Cc1ccccc1OC(=O)c1ccccc1)c1ccccc1,0.00058799,positive,0.41138324,-7.99391
Train: Pos 1785,O=C(COC(=O)c1ccccc1NS(=O)(=O)c1ccccc1)c1ccccc1,0.000587657,positive,-0.3990173,-7.6493073
Train: Pos 1786,O=C(Nc1ccc(-c2ncco2)cc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000587086,positive,-9.76393,-3.9164188
Train: Pos 1787,O=C(CCc1cccnc1)Nc1cncc(-c2cccc3[nH]ccc23)c1,0.000584901,positive,-4.346812,-8.536483
Train: Pos 1788,O=C(Nc1ccccc1)c1cccc(C#Cc2cncc3ccccc23)c1,0.000583553,positive,0.53783655,-6.0200405
Train: Pos 1789,C(#Cc1nccs1)c1ccc(-c2c[nH]c(-c3ccccc3)n2)cn1,0.000583373,positive,-0.74553204,-11.521411
Train: Pos 1790,O=c1ccccn1Cc1ccccc1,0.000583032,positive,-1.5155593,-8.397727
Train: Pos 1791,O=S(=O)(Nc1cccc2ccccc12)c1ccccc1,0.000582103,positive,-2.107713,-7.38863
Train: Pos 1792,O=C(NCc1ccc[nH]1)c1ccccc1,0.000582096,positive,-0.17557101,-7.3091626
Train: Pos 1793,O=C(COc1ccc(C=NNS(=O)(=O)c2ccccc2)cc1)Nc1ccccc1,0.000581901,positive,-0.67670304,-6.4584517
Train: Pos 1794,O=C1N=C(N2CCCC2)SC1=Cc1ccco1,0.000581817,positive,-3.5920696,-7.240455
Train: Pos 1795,O=C1CC(c2ccco2)Cc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,0.00058164,positive,-2.3928401,-8.632979
Train: Pos 1796,O=C(C=Cc1ccco1)Nc1ccccn1,0.000581283,positive,-2.1842473,-6.1749797
Train: Pos 1797,O=C1C=CC(=Nc2cc(NS(=O)(=O)c3ccccc3)c3ccccc3c2)C=C1,0.000581206,positive,-2.3125389,-7.4495525
Train: Pos 1798,c1ccc(-n2ccc(-c3ccco3)n2)cc1,0.000581141,positive,-2.807116,-7.6992173
Train: Pos 1799,C(=Nn1cnc2ccccc21)c1ccccc1,0.000580703,positive,-1.7430204,-9.454027
Train: Pos 1800,C=C1CCCC2C=C3NC(=O)C=C3CC12,0.000580463,positive,-4.301408,-6.757782
Train: Pos 1801,O=S(=O)(c1ccccc1)c1ccccc1,0.000579582,positive,-2.0149913,-7.444007
Train: Pos 1802,O=c1cc(-n2cnc3ccccc32)c2ccccc2[nH]1,0.000578593,positive,-3.639143,-8.870155
Train: Pos 1803,O=C(Nc1ccccc1)c1cccc(C#Cc2cccnc2)c1,0.000578134,positive,0.58489877,-5.9806867
Train: Pos 1804,c1ccc2c(Nc3ccc(N4CCOCC4)cc3)ncnc2c1,0.000578001,positive,-2.75218,-6.1766996
Train: Pos 1805,C(=Cc1ccco1)C=NNc1nncc(-c2ccccc2)n1,0.000577667,positive,-1.950465,-9.00436
Train: Pos 1806,S=C1CC(c2ccccc2)CC=N1,0.000576418,positive,-2.6407235,-6.9613705
Train: Pos 1807,O=C1CCc2ccc(Sc3ccccc3)cc21,0.000576056,positive,-5.6369104,-7.7479277
Train: Pos 1808,O=C(CCn1c2c(c3ccccc31)CCCC2)NNC(=O)c1ccccc1,0.000575375,positive,-0.18553612,-7.3261814
Train: Pos 1809,O=C(c1cccs1)c1cncs1,0.000574849,positive,-3.033029,-7.8150907
Train: Pos 1810,O=C(Oc1ccc(C=Nn2cnnc2)cc1)c1ccccc1,0.000574698,positive,0.12340728,-8.090983
Train: Pos 1811,C=c1c(=Cc2c[nH]c(=S)[nH]c2=O)ccn1-c1cc2c(s1)CCCC2,0.000574338,positive,-4.781819,-7.7139297
Train: Pos 1812,O=c1cc(-c2ccccc2)nc(Nc2ncc3ccccc3n2)[nH]1,0.000573877,positive,-3.084928,-8.900572
Train: Pos 1813,O=C1CCCC(=O)C1C1c2ccccc2OC2=CCCC(=O)C21,0.000573766,positive,-3.8897026,-7.265461
Train: Pos 1814,O=C1C=C(Cc2ccccc2)C(=O)c2ccccc21,0.000573737,positive,-1.6485058,-8.170341
Train: Pos 1815,c1ccc(Oc2ccc(-c3c[nH]c(-c4ccccc4)n3)cc2)cc1,0.000573057,positive,-0.7711377,-11.481806
Train: Pos 1816,O=C(c1ccccc1)C1NCC(c2cccs2)=[NH+]1,0.000572598,positive,-0.33346087,-7.7091937
Train: Pos 1817,O=c1cccnn1Cc1nnc(-c2ccccc2)o1,0.000571694,positive,-2.0401523,-8.364546
Train: Pos 1818,C(=NNc1ccccc1)C1=C(N2CCOCC2)C(=Cc2ccccc2)CC1,0.000570376,positive,-3.0659125,-10.485436
Train: Pos 1819,c1ccc2nc3ccccc3cc2c1,0.00057026,positive,-3.260776,-8.715017
Train: Pos 1820,O=c1[nH][nH]cc1C=Nc1ccccc1,0.000570032,positive,-1.5728006,-9.412628
Train: Pos 1821,O=c1[nH]c2ccccc2c2c1sc1ccccc12,0.000569871,positive,-3.7011802,-8.739217
Train: Pos 1822,O=C(Nc1ccccc1)C1CCCC1,0.000569612,positive,-0.5837236,-6.157648
Train: Pos 1823,O=S(=O)(c1cccc2nsnc12)n1ccc(-c2ccccc2)n1,0.000569231,positive,-2.13848,-8.87856
Train: Pos 1824,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(NC(=O)N2CCNC2=O)c1,0.000569043,positive,1.0442411,-5.104735
Train: Pos 1825,O=C(CCc1ccco1)NC(=S)N=NC(=O)c1ccccc1,0.000567984,positive,-0.14478298,-7.709801
Train: Pos 1826,O=C(Nc1cccc(-c2cn3cccnc3n2)c1)c1conc1-c1ccccc1,0.000567148,positive,0.8573135,-7.808893
Train: Pos 1827,c1ccc2cc(-c3csc(Nc4ccncn4)n3)ccc2c1,0.000566662,positive,-1.9867617,-9.4888735
Train: Pos 1828,O=C1C(=O)c2cccc3cccc1c23,0.000566181,positive,-3.4748545,-7.8528156
Train: Pos 1829,O=C1c2cccc3cccc(c23)C(=O)N1N=Cc1c[nH]n(-c2ccccc2)c1=O,0.000565335,positive,-3.1531088,-8.01475
Train: Pos 1830,O=C(CNc1ccc(S(=O)(=O)N2CCCCC2)cc1)Nc1ccccc1,0.000565237,positive,-0.6822904,-6.7536826
Train: Pos 1831,c1ccc(CSc2ccccc2)cc1,0.000564406,positive,-1.6311864,-8.294023
Train: Pos 1832,O=C1C=C(c2ccccc2)CC(c2cccs2)C1n1ccnc1,0.000564102,positive,-2.0950878,-8.879123
Train: Pos 1833,N=C(Nc1ccccc1)SCc1ccccn1,0.000564028,positive,-0.3252432,-6.112565
Train: Pos 1834,c1ccc(Nc2nccc(-c3c(-c4ccccc4)ncn3C3CCNCC3)n2)cc1,0.000564021,positive,-2.933003,-3.3067682
Train: Pos 1835,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.000563716,positive,-2.9764457,-3.0685472
Train: Pos 1836,O=c1ccc2nc3ccccc3oc-2c1,0.00056358,positive,-3.3215797,-8.217856
Train: Pos 1837,O=C(c1ccccc1)c1ccc(N=CC2C(=O)CCCC2=O)c(N=CC2C(=O)CCCC2=O)c1,0.000563457,positive,-2.0733492,-7.4456987
Train: Pos 1838,C(=Cc1ccccc1)C1=NCCc2c1[nH]c1ccccc21,0.000563402,positive,-2.0797763,-9.714854
Train: Pos 1839,O=C(Nc1ccccc1)Nc1cccc2ccccc12,0.000563115,positive,-0.9838025,-5.6970143
Train: Pos 1840,O=C(Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCCCCC1,0.000562694,positive,-3.3857532,-6.303171
Train: Pos 1841,c1ccc([SH+]c2cccc3nonc23)cc1,0.000562066,positive,-2.5431411,-8.504686
Train: Pos 1842,O=C(COc1ccc2ccccc2c1)NNC(=S)NC(=O)c1ccco1,0.000562035,positive,-0.6468384,-6.0613656
Train: Pos 1843,C1=Nc2ccccc2-c2nncnc2O1,0.00056145,positive,-3.046493,-7.995593
Train: Pos 1844,O=C1C(=O)N(CCS(=O)(=O)c2ccccc2)c2ccccc21,0.000560649,positive,-3.0736768,-7.958432
Train: Pos 1845,C(=NNC1=NCCN1)c1ccccc1,0.000559965,positive,-1.1448419,-9.642306
Train: Pos 1846,O=C(C=Cc1ccco1)OCCNCc1ccccc1,0.000559687,positive,-1.6421076,-6.7487144
Train: Pos 1847,O=C(NCc1ccccc1)Nc1cccc2cccnc12,0.000559146,positive,-1.0703177,-7.1625967
Train: Pos 1848,O=C1C(Cc2ccccc2)=NC(=S)N1Cc1ccccc1,0.000558956,positive,-1.6476134,-8.077582
Train: Pos 1849,O=C(Nc1ccc2c(c1)C(=O)c1ccccc1C2=O)c1ccccc1,0.000557716,positive,0.48093683,-6.4419394
Train: Pos 1850,O=C(CCS(=O)(=O)c1ccccc1)Nc1ccc(-c2nc3ccccc3s2)cc1,0.000557703,positive,-1.5747211,-6.515215
Train: Pos 1851,O=C(NC1CN(Oc2ccccc2)C1=O)OCCCCC1CCCCC1,0.000556982,positive,1.2763956,-10.478907
Train: Pos 1852,c1ccc(-c2cccc(-c3ccccc3)n2)cc1,0.000556363,positive,-1.9976126,-9.082516
Train: Pos 1853,O=C(CCCn1cccn1)Nc1cc2c(s1)CCCC2,0.000556093,positive,-4.4697037,-6.5812535
Train: Pos 1854,C(#Cc1cccc(-c2c[nH]c3cncnc23)c1)Cc1nccs1,0.000555703,positive,-4.101208,-9.804785
Train: Pos 1855,O=C(Nc1ccccc1)c1cccc(NC(=O)c2csc(-c3ccncc3)n2)c1,0.00055545,positive,0.67804796,-5.7888384
Train: Pos 1856,c1ccc2c(c1)ncc1c3ccccc3[nH]c21,0.000555339,positive,-3.7655137,-8.885288
Train: Pos 1857,O=C1OCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,0.000555318,positive,-1.8141932,-0.2685987
Train: Pos 1858,c1ccc(Cc2nc3ccccc3n2Cc2ccccc2)cc1,0.000553738,positive,-1.1876295,-2.9496655
Train: Pos 1859,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc(CCN3CCOCC3)c2)c1,0.000553518,positive,-5.4599743,-14.378918
Train: Pos 1860,O=c1cc(CSc2ccc3ccccc3n2)c2ccccc2[nH]1,0.000553458,positive,-3.508748,-9.048137
Train: Pos 1861,O=C1C2CCCCC2C(c2ccccc2)=NN1Cc1ccccc1CN1CCOCC1,0.000553163,positive,-4.588609,-10.424648
Train: Pos 1862,O=C(c1ccccc1)c1coc2c1C(=O)c1ccccc1C2=O,0.000552525,positive,-0.75866157,-7.732779
Train: Pos 1863,C1CCC2C(C1)CCC1C2CCC2C1CC1OOC3(CCCCC23)O1,0.000552128,positive,-5.1074386,-6.3665257
Train: Pos 1864,O=c1c(N=CC=C2Cc3ccccc3N2)c[nH]n1-c1ccccc1,0.000551676,positive,-2.740403,-8.055511
Train: Pos 1865,O=C(NCc1ccc(-c2ncon2)cc1)c1cnc(-c2ccccn2)nc1,0.000550629,positive,-0.8468128,-7.406691
Train: Pos 1866,O=C(NC(=S)N1CCNCC1)c1cccnc1,0.00054955,positive,-0.7622377,-7.5155954
Train: Pos 1867,c1ccc(CNc2cccc3cccnc23)cc1,0.000549243,positive,-1.5445046,-7.681296
Train: Pos 1868,O=C1N(c2ccccc2)CC2CC(c3cnn(-c4ccccc4)c3)N3CCCC123,0.000549144,positive,-3.4746547,-7.3593864
Train: Pos 1869,O=c1ccc(C=Cc2ccccc2)nn1Cc1ccccc1,0.000548873,positive,-1.0181754,-9.605798
Train: Pos 1870,C(=NNc1ccc2ccccc2n1)c1ccccn1,0.000548556,positive,-3.133197,-8.876794
Train: Pos 1871,O=C(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)Nc1ccc(CNCCc2cccc3[nH]c(=O)ccc23)cc1,0.000548524,positive,-2.2690563,-8.397846
Train: Pos 1872,O=S(=O)(c1cccs1)c1cn(N=Cc2ccccc2)c2nc3ccccc3nc12,0.000548101,positive,-1.8930117,-9.306534
Train: Pos 1873,O=C(OCc1cc(=O)n2c(n1)sc1ccccc12)c1ccccc1,0.000548026,positive,-0.32718506,-7.7077994
Train: Pos 1874,O=C(C=NNc1ccccc1)c1cccs1,0.000547886,positive,-1.348032,-9.291411
Train: Pos 1875,O=C(NCCc1c[nH]c2ccccc12)c1cnc(Nc2cccnc2)nc1,0.000547623,positive,-1.8700529,-6.955981
Train: Pos 1876,c1ccc(-c2nc3cnccn3c2NC2CCCC2)cc1,0.000547207,positive,-2.1105905,-8.876053
Train: Pos 1877,O=C(NCc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,0.000546989,positive,-1.0854502,-4.415267
Train: Pos 1878,O=C(NN=Cc1ccccc1)c1c[nH]c2ccccc2c1=O,0.000546835,positive,0.87105316,-8.472112
Train: Pos 1879,O=c1[nH]c(=O)c2c(=O)cc[nH]c2[nH]1,0.000546792,positive,-4.321819,-7.9264975
Train: Pos 1880,O=C1NN=C(c2ccccc2)C2CC=CCC12,0.000546783,positive,-3.9930952,-9.595217
Train: Pos 1881,O=C1CCc2ccc(Nc3ccccc3)cc21,0.000545907,positive,-5.5170765,-7.8100095
Train: Pos 1882,c1ccc(CNc2nccc(Cc3nc4ccccc4s3)n2)nc1,0.000545614,positive,5.3761363,-12.646027
Train: Pos 1883,O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1,0.000545167,positive,-3.3789034,-7.1721325
Train: Pos 1884,c1ccc(Oc2ccccc2)cc1,0.000545123,positive,-1.0446162,-8.443618
Train: Pos 1885,O=C1NC2CC(c3ccccc3O2)C1S(=O)(=O)c1ccccc1,0.000544282,positive,-2.6709938,-7.0722275
Train: Pos 1886,O=c1cc(Sc2nnnn2-c2ccccc2)nc2ccccn12,0.000544023,positive,-2.722017,-9.040719
Train: Pos 1887,O=C(Nc1ccc(-c2nccs2)cc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000543605,positive,-9.771161,-3.9090176
Train: Pos 1888,O=C(Nc1ccc2c(c1)OCO2)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000543331,positive,-9.754358,-3.924181
Train: Pos 1889,O=C1OC(c2ccc3ccccc3c2)=NC1=Cc1ccccc1,0.00054242,positive,-2.540779,-9.726586
Train: Pos 1890,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccc(N2CCOCC2)c1,0.000541321,positive,-7.2821717,-9.792185
Train: Pos 1891,O=C1CC(c2ccco2)C=C2SCN(c3ccccc3)CN12,0.00054062,positive,-3.549321,-9.269233
Train: Pos 1892,O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1cccs1,0.000539541,positive,-7.3086524,-9.825379
Train: Pos 1893,O=C1c2ccccc2-c2onc3ccc(NCCCn4ccnc4)c1c23,0.00053954,positive,-3.567273,-8.038349
Train: Pos 1894,O=C(Nc1nnc(-c2ccccc2)o1)c1cc(-c2cccs2)nc2ccccc12,0.000539172,positive,-0.79319507,-5.4634056
Train: Pos 1895,c1ccc(-c2cc(-c3ccncn3)on2)cc1,0.00053869,positive,-2.1300097,-8.98846
Train: Pos 1896,O=C(Nc1cccoc1=O)c1ccccc1,0.000537849,positive,0.20434746,-6.983514
Train: Pos 1897,O=C(Nc1cccc(NC(=O)c2ccco2)c1)c1ccccc1,0.000536811,positive,0.3824848,-6.2453666
Train: Pos 1898,O=C(NCCc1c[nH]c2ccccc12)c1ccc(-c2ccccc2)cn1,0.000536433,positive,-1.8901882,-6.9508696
Train: Pos 1899,O=C(Nc1cc(CN2CCNCC2)cc(C2CCCCC2)c1)c1ccc2c(c1)CN(c1cncnc1)CC2,0.000536296,positive,-9.845681,-10.848298
Train: Pos 1900,O=c1c2ccccc2ncn1N=Cc1ccccc1,0.000536187,positive,-1.6796945,-9.462159
Train: Pos 1901,c1ccc2sc(Cc3ccnc(NCc4ccncc4)n3)nc2c1,0.00053594,positive,5.376558,-12.646534
Train: Pos 1902,O=C(NN=Cc1c[nH]c2ccccc12)c1ccn(Cc2ccccc2)n1,0.00053576,positive,-0.8471181,-9.199873
Train: Pos 1903,S=C(Nc1ccccc1)Nc1ccccn1,0.000535675,positive,-0.8873423,-6.2071958
Train: Pos 1904,O=C(Cn1ncc2c1-c1ccccc1OC2)NCCCc1ccco1,0.00053467,positive,-3.5867257,-7.5928893
Train: Pos 1905,O=C(C=c1[nH]c(=O)c(=Cc2ccccc2)s1)c1ccccc1,0.000534175,positive,-0.29825038,-8.289984
Train: Pos 1906,c1ccc(CCNc2nc(-c3cccnc3)nc3ccccc23)cc1,0.000533828,positive,-1.4981235,-9.065506
Train: Pos 1907,c1ccc(-c2ccc3ncnc(NCc4cccs4)c3c2)cc1,0.000533656,positive,-2.4884958,-5.6366076
Train: Pos 1908,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1)N2,0.000532542,positive,-2.085521,-6.916093
Train: Pos 1909,c1ccc(CCc2cc3ccc4ccccc4c3[nH]2)cc1,0.000531603,positive,-3.1430717,-8.626671
Train: Pos 1910,O=C(Nc1ccncc1)c1cnn2ccccc12,0.000531255,positive,-4.718259,-8.488108
Train: Pos 1911,O=C(NCc1ccccc1)C1CCN(S(=O)(=O)c2cnoc2C=Cc2ccco2)CC1,0.000530456,positive,-1.6361395,-6.9966574
Train: Pos 1912,C=C1CCC(=O)OC1,0.000530115,positive,-4.5011687,-6.9954853
Train: Pos 1913,O=S(=O)(c1ccccc1)c1cnc[nH]1,0.00052937,positive,-2.1395786,-7.615312
