y_true,y_prob
1,0.85045344
0,0.19992921
1,0.85222745
0,0.13298503
1,0.5448692
1,0.91452825
1,0.786752
0,0.08974253
1,0.637195
1,0.67204016
1,0.45502758
1,0.85988307
0,0.2664663
0,0.46862584
0,0.65986186
0,0.30356163
0,0.1591743
0,0.039697155
1,0.990524
1,0.99398357
1,0.9608861
1,0.8525701
1,0.97510487
1,0.96874166
1,0.8525701
0,0.7049715
1,0.9634769
1,0.7049715
1,0.7049715
1,0.8803027
1,0.8346143
1,0.73241985
1,0.7831559
1,0.2208315
1,0.5610641
1,0.90493715
0,0.34748474
0,0.28051308
0,0.5147992
1,0.35887548
0,0.37804148
0,0.38400465
1,0.91468537
1,0.8819772
1,0.8763109
1,0.87222224
1,0.86222637
1,0.7892128
1,0.86051106
0,0.019652173
0,0.19696173
1,0.87945044
1,0.7194995
1,0.5274739
0,0.5212856
0,0.107332304
0,0.16975991
1,0.925259
1,0.96976566
1,0.71500045
1,0.5633369
1,0.943449
0,0.06553581
1,0.65241325
1,0.9363895
1,0.50076956
1,0.73286545
0,0.5009044
0,0.6028947
1,0.9106669
0,0.32569557
0,0.1028183
0,0.10139795
0,0.23889536
1,0.788697
1,0.7509451
1,0.7102275
0,0.2328946
1,0.9973272
0,0.3661171
0,0.19210313
1,0.9171053
1,0.95060736
1,0.94825315
1,0.91691804
1,0.6830012
0,0.1916
1,0.6462807
0,0.08717915
0,0.08717915
0,0.2596508
0,0.5309574
0,0.14406995
0,0.21207243
0,0.13113248
1,0.6987304
0,0.122795895
0,0.25796238
1,0.9081791
0,0.061232395
0,0.4736228
1,0.44374713
1,0.050451018
0,0.07327401
0,0.05469007
0,0.04871537
0,0.08625235
0,0.22242494
0,0.21453539
0,0.059011668
0,0.23632991
0,0.047911055
0,0.24280202
0,0.06575438
0,0.24460177
0,0.2179568
1,0.8034396
0,0.32800752
1,0.9051674
0,0.11750089
1,0.8887858
0,0.112521216
1,0.5525285
1,0.9731674
1,0.94823885
0,0.27775592
1,0.66926414
1,0.7790041
0,0.047358397
0,0.19758861
0,0.19645058
1,0.6575987
0,0.43548453
1,0.5642611
0,0.056589082
0,0.056589082
0,0.12932347
1,0.7729544
0,0.030331213
0,0.026604544
1,0.9651959
1,0.178319
0,0.016318813
0,0.01635976
0,0.017322686
0,0.03561455
0,0.01388813
0,0.026500603
0,0.02685205
0,0.02685205
0,0.016458
0,0.01789524
0,0.026500603
0,0.016689358
0,0.07580467
0,0.012433483
0,0.02685205
0,0.016458
0,0.012433483
0,0.011427644
0,0.01329813
0,0.01329813
0,0.018834421
0,0.025004849
0,0.01329813
0,0.07580467
0,0.01329813
0,0.033586666
0,0.030233566
0,0.04425923
0,0.123134345
0,0.030869698
0,0.02382463
0,0.030869698
1,0.9816295
1,0.9808332
1,0.4377996
1,0.38647705
1,0.7736482
0,0.11901468
1,0.49777466
1,0.883796
1,0.7993696
1,0.65908694
0,0.6769736
1,0.73421925
0,0.51894736
0,0.48417497
0,0.23127931
0,0.41842973
1,0.9788477
0,0.27943957
0,0.18941407
0,0.20206635
0,0.17129067
1,0.30220765
0,0.27994794
0,0.2549596
1,0.3074629
0,0.20746145
0,0.42655393
0,0.15129079
1,0.85873294
1,0.86245775
1,0.82000196
1,0.9544661
0,0.30415666
0,0.3088126
0,0.055666633
0,0.031332742
0,0.09869863
1,0.89260966
1,0.86446655
1,0.9214351
1,0.8679719
1,0.5129927
1,0.9069949
0,0.14177999
0,0.1291325
0,0.22883385
0,0.17505462
0,0.20387213
0,0.20387213
0,0.10922332
0,0.082142964
0,0.032186475
0,0.05395164
1,0.8303641
0,0.1260119
0,0.16555275
0,0.11935161
1,0.9769359
1,0.5416437
0,0.3177992
0,0.3147726
1,0.8253442
1,0.6079781
1,0.7744978
0,0.28264454
0,0.21342713
1,0.8639225
0,0.21750641
0,0.26977134
0,0.28077522
0,0.35339916
0,0.1973615
1,0.8011974
1,0.91854924
1,0.9205912
1,0.6728092
0,0.473791
1,0.4294229
0,0.3232904
0,0.3232904
1,0.77087873
1,0.77087873
0,0.11925057
0,0.15956958
1,0.65752923
1,0.65752923
0,0.44044778
0,0.23695037
0,0.37107617
1,0.9621443
1,0.9815446
1,0.96350735
1,0.9721457
1,0.98249465
1,0.987795
1,0.9879794
1,0.98862505
1,0.97639084
1,0.987795
1,0.98239475
1,0.60552645
0,0.24355212
0,0.20703824
1,0.8453692
0,0.1398928
0,0.15342788
1,0.8131541
1,0.59618
0,0.39115787
1,0.29319358
1,0.1263217
0,0.16186163
0,0.27883932
0,0.2787065
1,0.19890377
0,0.056941018
0,0.17892644
1,0.23118444
0,0.17335366
1,0.97375745
0,0.15582776
0,0.1451546
0,0.4082883
0,0.14453617
1,0.5037566
1,0.33495367
0,0.67790806
0,0.05764825
0,0.034956485
0,0.03712882
0,0.058347624
0,0.058347624
0,0.045895793
0,0.13341837
0,0.14382716
1,0.6877031
0,0.28188157
1,0.929322
0,0.2361011
1,0.8378488
1,0.7299759
0,0.21274447
1,0.6873792
1,0.29900885
0,0.3777934
0,0.43180275
1,0.31490296
0,0.35347775
1,0.66901
0,0.17305003
1,0.6575882
0,0.20000072
1,0.33941838
1,0.80373013
0,0.07128836
0,0.10991819
0,0.23355553
0,0.25670034
0,0.1883968
0,0.29699665
1,0.9152698
1,0.8392372
0,0.14395091
1,0.94451386
1,0.8903006
1,0.94697773
1,0.9235396
1,0.93369216
1,0.8225723
1,0.9684908
1,0.94379675
1,0.842754
0,0.30245328
1,0.8281057
1,0.8650113
0,0.07577658
1,0.9657774
0,0.08717508
1,0.7021663
1,0.80635375
0,0.015556656
0,0.12577826
0,0.12312321
0,0.36273605
1,0.73544455
1,0.9074163
0,0.19374368
1,0.9800679
0,0.046501853
0,0.38728318
0,0.098484516
1,0.8028328
0,0.26303992
0,0.13113157
1,0.53135026
1,0.9110744
0,0.15084204
0,0.21237043
0,0.39792186
0,0.19495657
0,0.23448314
0,0.18881436
1,0.5815199
0,0.22956216
1,0.21409662
1,0.5775366
0,0.56088775
0,0.18251593
1,0.7509007
0,0.67454606
0,0.53464144
1,0.75457436
0,0.75457436
0,0.4963002
1,0.53464144
1,0.75457436
1,0.4963002
1,0.75457436
0,0.53464144
1,0.75457436
0,0.6002179
1,0.6002179
0,0.6002179
1,0.554877
1,0.7089214
0,0.17712402
1,0.9370667
1,0.30010074
0,0.3089752
1,0.38667122
1,0.9781789
1,0.994888
1,0.9927797
1,0.9917344
1,0.98189306
1,0.9969062
1,0.9950566
1,0.99492127
1,0.9962024
1,0.9941724
1,0.9926817
1,0.99349374
1,0.99441224
1,0.9962024
1,0.99492127
1,0.9962024
1,0.9962024
1,0.9957802
1,0.9962024
1,0.99491775
1,0.9962024
1,0.79425776
0,0.4376344
0,0.57544047
1,0.6321143
0,0.11234792
0,0.11602991
0,0.15885247
0,0.17979659
1,0.8632438
1,0.8198939
0,0.25406587
0,0.17165898
0,0.09278037
0,0.068036385
0,0.44050837
1,0.73491997
1,0.52778107
0,0.11701507
1,0.8444004
1,0.8444004
1,0.8444004
0,0.2431382
1,0.97854906
1,0.38524392
1,0.45892093
0,0.13832587
0,0.29966542
1,0.9270007
0,0.27804515
0,0.31911603
1,0.8713586
0,0.28464815
1,0.7184389
1,0.9444153
0,0.077184804
0,0.10737615
0,0.1697018
0,0.17455664
0,0.10737615
0,0.17967382
0,0.1730924
1,0.80665946
1,0.32186988
1,0.9320718
0,0.11270952
1,0.26774615
0,0.12164463
0,0.26047143
0,0.19466132
0,0.19003841
0,0.19466132
1,0.7507544
0,0.29350847
0,0.071751304
0,0.16093294
0,0.16728207
1,0.25739154
1,0.5938788
1,0.55208194
1,0.5270864
1,0.82030195
1,0.83566105
1,0.5131583
1,0.6490978
1,0.793857
0,0.26416343
1,0.48640293
1,0.7083733
1,0.6045729
1,0.91201824
1,0.32752416
1,0.5335224
0,0.7149481
1,0.92337215
1,0.92337215
1,0.92337215
1,0.87950176
0,0.01876286
1,0.8998342
1,0.94524574
0,0.2540346
0,0.14713223
1,0.5046862
0,0.15508282
1,0.8189074
0,0.24262236
1,0.8985802
0,0.059017833
1,0.7049373
1,0.8411187
1,0.7707668
0,0.11254484
0,0.2693046
1,0.14355876
1,0.7059169
1,0.5851746
0,0.13493201
0,0.039379403
1,0.8546125
1,0.70792556
0,0.066258535
1,0.6803572
1,0.67881006
0,0.20022967
1,0.5184327
0,0.18916568
1,0.45552352
0,0.12752129
1,0.6788256
1,0.90793836
0,0.41594777
1,0.5852567
1,0.66817015
1,0.28036302
0,0.76900315
1,0.80310297
0,0.030176718
0,0.20966786
0,0.60435426
1,0.6427985
1,0.53706056
0,0.17807291
1,0.6611917
0,0.22759339
0,0.67773074
1,0.54419106
0,0.39284706
1,0.8623258
0,0.17100926
0,0.2663338
0,0.31939703
1,0.7127769
0,0.33458114
0,0.4544659
1,0.8489881
0,0.03245779
0,0.0632183
0,0.08912248
1,0.6658711
1,0.45883486
0,0.20274575
0,0.28282
1,0.5215814
1,0.36737317
1,0.93017566
1,0.9486993
0,0.11215706
1,0.49556378
1,0.8297231
0,0.08194669
0,0.04643515
0,0.06209012
1,0.696877
0,0.55884176
0,0.0892816
0,0.12306669
0,0.024517493
1,0.75456
1,0.7204132
1,0.7204132
0,0.27033
0,0.47556636
0,0.42468622
0,0.072826475
1,0.8559387
0,0.05635878
0,0.6064402
0,0.2392746
0,0.2392746
1,0.65904117
1,0.78736013
1,0.8901141
0,0.07654455
1,0.9553782
1,0.7008324
1,0.6756522
0,0.5822104
0,0.42491817
1,0.3581811
0,0.3032388
0,0.80263376
0,0.09874731
0,0.06390595
0,0.2221835
1,0.7746302
1,0.8019293
0,0.3629476
0,0.44558612
0,0.19583125
0,0.2578271
0,0.38121697
1,0.9017124
1,0.9017124
1,0.9414926
1,0.9633592
0,0.06808636
1,0.6403793
1,0.56305605
1,0.20223731
1,0.5405808
1,0.78221387
1,0.97595334
1,0.9558872
1,0.96537745
1,0.9834204
1,0.98423195
1,0.9764879
1,0.9491658
0,0.49651852
1,0.8224975
1,0.8224975
0,0.09674587
0,0.025483502
1,0.44466072
0,0.2553216
0,0.27432936
0,0.19933385
0,0.10957625
0,0.32741892
0,0.09730203
0,0.11117145
0,0.30481696
1,0.7487348
0,0.13663565
1,0.5231653
1,0.7071263
1,0.56056696
1,0.29008225
1,0.9750919
1,0.5546744
