Name,y_label,canonical_smiles
GA5,1,CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)[C@H](O)C[C@@H]12
7-Oxo-15alpha-hydroxy-18beta-glycyrrhetinic acid,1,CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)C[C@H](O)[C@@]4(C)[C@]3(C)C(=O)C[C@@H]12
GA2,1,CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)C[C@H](O)[C@@]4(C)[C@]3(C)CC[C@@H]12
GA4,1,CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)C[C@H](O)[C@@]4(C)[C@]3(C)[C@@H](O)C[C@@H]12
15alpha-Hydroxyl-18beta-glycyrrhetinic acid-3-O-beta-D-6'-O-acetyl-glucoside,1,CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O[C@@H]6C[C@H](CO)[C@@H](O)C(O)[C@H]6O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)[C@@H](O)C[C@@H]12
Enoxolone,1,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
Rhodojaponin VI,1,CC1(C)[C@@H](O)[C@H](O)[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4C(O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O
7beta-Hydroxyl-18beta-glycyrrhetinic acid-3-O-beta-D-glucoside,1,CC1(C)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)[C@@H](O)C[C@@H]12
7beta-Hydroxyl-18beta-glycyrrhetinic acid-30-O-beta-D-glucoside,1,CC1(C)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)C[C@H](O)[C@@]4(C)[C@]3(C)CC[C@@H]12
Glycyrrhizin,0,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
Bornyl Cinnamate,1,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)/C=C/c1ccccc1)C2
Cannabifolin B,0,CC1(C)[C@@H]2C[C@@]3(CC[C@]4(C)[C@@H]5[C@@H]3[C@@H]1O[C@]5(O)C[C@@H]1[C@@]3(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]3CC[C@]14C)C(=O)O2
Ferukrin,1,CC1(C)[C@H](O)CC[C@]2(C)[C@@H]1CC[C@@](C)(O)[C@@H]2COc1ccc2ccc(=O)oc2c1
Cannabifolin F,0,CC1(C)[C@H](O)[C@H](O)C[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@](C)(CO)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
Deacetylkellerin,1,CC1(C)[C@H]2CC[C@@](C)(O)[C@H](COc3ccc4ccc(=O)oc4c3)[C@]2(C)CC[C@@H]1O
Rhodojaponin III,1,CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O
"17β,29-dihydroxy-3,16-dioxo-28-norolean-12ene",1,CC1(CO)CC[C@]2(O)C(=O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
Albiflorin,0,CC12C[C@@H](O)C3C[C@@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3(COC(=O)c1ccccc1)C(=O)O2
Physaliolide D,1,CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@H]2C[C@H](O)[C@]3(O)[C@@H]4C[C@@H](O)[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@]23C)C1
Physaminimin C,0,CC1=C(C)C(=O)O[C@@H]([C@]2(C)O[C@H](O)[C@]34CC[C@H]5[C@@H](C[C@@H](O)[C@@]6(O)CC=CC(=O)[C@]56C)[C@@H]3[C@@H](O)C[C@H]24)C1
Hypoglicin F,1,CC1=C(CO)CC[C@]2(C)c3ccc(C(C)C)c(O)c3CC[C@@H]12
Citrinin H1,1,CC1=C([C@@H](C)[C@@H](C)OC=O)C(=O)C2=C(C1=O)[C@H]1O[C@@H](C)[C@H](C)c3c(C)c(O)cc(c31)O2
Fraxinellone,1,CC1=C2C(=O)O[C@@H](c3ccoc3)[C@]2(C)CCC1
Hypoglicin C,1,CC1=C2C=Cc3c(O)c(C(C)C)cc4c3[C@@]2(C)[C@@H](CC1=O)O4
Hydroxycolorenone,1,CC1=C2C[C@H](C(C)(C)O)CC[C@H](C)[C@@H]2CC1=O
4-ketone-atractylenolide,0,CC1=C2C[C@H]3C(=O)CCC[C@]3(C)C[C@]2(O)OC1=O
bipolaricin B,1,CC1=CC(=O)/C2=C(\CO)[C@@H](O)C[C@@H]3[C@](C)(CC[C@@]34O[C@@H](/C=C(\C)CO)C[C@@H]4C)C[C@H]12
crohalifurane B,1,CC1=CC(=O)C2=C3[C@@]1(O)CC[C@@H](C)[C@]3(C)C=C2c1ccoc1
Hinesolone,1,CC1=CC(=O)C[C@H](C)[C@@]12CC[C@H](C(C)(C)O)C2
Asperophiobolin G,0,CC1=CC(=O)[C@@H]2/C(C=O)=C\C[C@H]3[C@@H]([C@@H](C)/C=C\[C@H](O)C(C)(C)O)CC[C@]3(C)C[C@H]12
Davallialactone,1,CC1=CC(=O)[C@H](c2c(O)cc(/C=C/c3ccc(O)c(O)c3)oc2=O)[C@@H](c2ccc(O)c(O)c2)O1
Asperophiobolin F,0,CC1=CC(=O)[C@H]2/C(C=O)=C\C[C@H]3[C@@H]([C@@H](C)/C=C\[C@H](O)C(C)(C)O)CC[C@]3(C)C[C@H]12
Asperophiobolin I,1,CC1=CC(=O)[C@H]2/C(C=O)=C\C[C@H]3[C@@H]([C@@H](C)/C=C\[C@H]4OC4(C)C)CC[C@]3(C)C[C@H]12
"23-hydroxy-3-oxolanosta-8,24-dien-26,23-olide",1,CC1=CC(O)(C[C@@H](C)[C@H]2CC[C@@]3(C)C4=CC[C@H]5C(C)(C)[C@H](O)CC[C@]5(C)[C@@H]4CC[C@]23C)OC1=O
"7,14,24-mariesatrien-26,23-olide-3alpha,23-diol",1,CC1=CC(O)(C[C@@H](C)[C@]2(C)CC=C3C4=CC[C@H]5C(C)(C)[C@H](O)CC[C@]5(C)[C@@H]4CC[C@]32C)OC1=O
Physacoztolide B,0,CC1=C[C@H]([C@](C)(O)[C@H]2CC[C@@]3(C)[C@@H]4C[C@@H](O)[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@]23CO)OC(=O)C1C
Exotiacetal C,0,CC1=C[C@H]2c3cc(/C=C/CO)ccc3O[C@@H](O)[C@@]2(/C=C/c2cc(/C=C/CO)ccc2O)CC1
"6,7-dihydroxy-1-methyl-3,4-dihydroisoquinoline",0,CC1=NCCc2cc(O)c(O)cc21
"1-methyl-1,2,3,4-tetrahydro-beta-carboline-3-carboxylic acid",0,CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21
2'''-O-(2-Methylbutanoyl)-oregonin,1,CCC(C)C(=O)O[C@H]1[C@H](O[C@@H](CCc2ccc(O)c(O)c2)CC(=O)/C=C/c2ccc(O)c(O)c2)OC[C@@H](O)[C@@H]1O
Ligustilide,1,CCC/C=C1\OC(=O)C2=C1CCC=C2
Z-butylidenephthalide,0,CCC/C=C1\OC(=O)c2ccccc21
"1-ethyl-1,2,3,4-tetrahydro-beta-carboline-3-carboxylic acid",0,CCC1NC(C(=O)O)Cc2c1[nH]c1ccccc21
"1-acetophenone-1,2,3,4-tetrahydro-beta-carboline-3-carboxylic acid",0,CCC1NC(C(=O)c2ccccc2)Cc2c1[nH]c1ccccc21
Rhodomyrtosone A,0,CCCC(=O)c1c(O)cc(O)c2c1O[C@]1(C(C)C)OC3=C(C(=O)C(C)(C)C(=O)C3(C)C)[C@H]21
Rhodomyrtosone I,1,CCCC(=O)c1c(O)cc2c(c1O)C(c1ccccc1)C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O
Rhodomyrtosone G,1,CCCC(=O)c1c(O)cc2c(c1O)[C@@H]1C3=C(O[C@]1(C(C)C)O2)C(C)(C)C(=O)C(C)(C)C3=O
"3,23-O-Butylidene-2alpha,3beta,19alpha,23-tetrahydroxyolean-12-en-28-oic acid 28-O-beta-D-glucopyranoside",1,CCCC1CC[C@@]2(C)C3CC[C@]4(C)C(CC=C5C6[C@H](O)C(C)(C)CC[C@]6(C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]54C)[C@@]3(C)C[C@@H](O)[C@@H]2O1
Shogaol,1,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1
Hericenone E,0,CCCCC/C=C/C/C=C\CCCCCCCC(=O)OCc1cc(OC)c(C/C=C(\C)CC(=O)C=C(C)C)c(O)c1C=O
Linoleic acid,0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
Euphorbia factor L10,1,CCCCCC(=O)O[C@H]1[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]3[C@H](CC/C(CO)=C\[C@@H]12)C3(C)C
"20-O-(2'',4'E-Decadienoyl) ingenol",1,CCCCCCC/C=C/C=C/C(=O)OCC1=C[C@@H]2C[C@]3(C=C(C)[C@H](O)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@H]1[C@H]2C1(C)C
"3-O-(2'E,4'Edecadienoyl) ingenol",1,CCCCCCC/C=C/C=C/C(=O)O[C@H]1C(C)=C[C@]23C[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
"20-O-(2E,4'Z-decadienoyl) ingenol",1,CCCCCCC/C=C\C=C\C(=O)OCC1=C[C@@H]2C[C@]3(C=C(C)[C@H](O)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@H]1[C@H]2C1(C)C
"20-O-Acetyl-[5-O-(2'E,4'Z)-decadienoyl]-ingenol",1,CCCCCCC/C=C\C=C\C(=O)O[C@@H]1C(COC(C)=O)=C[C@@H]2C[C@]3(C=C(C)[C@H](O)[C@@]13O)[C@H](C)C[C@@H]1[C@H]2C1(C)C
"3-O-(2'E,4'Z-Decadienoyl) ingenol",1,CCCCCCC/C=C\C=C\C(=O)O[C@H]1C(C)=C[C@]23C[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
"3-O-(2'E,4'Z-Decadienoyl)-20-O-acetylingenol",1,CCCCCCC/C=C\C=C\C(=O)O[C@H]1C(C)=C[C@]23C[C@@H](C=C(COC(C)=O)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
"3-Hexyl-4,5-dithiocycloheptanone",1,CCCCCCC1CC(=O)CCSS1
Oleic acid,0,CCCCCCCC/C=C\CCCCCCCC(=O)O
5-Methylthio-1-(3-oxoundecyl)disulfanylundecan-3-one,1,CCCCCCCCC(=O)CCSSCCC(=O)C[C@H](CCCCCC)SC
13-O-Docecanoylingenol,1,CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](O)[C@@]3(O)[C@H](O)C(CO)=C[C@H](C4)[C@@H]1C2(C)C
3-O-(2.3-Dimethylbutyryl)-13-O-n-dodecanoyl-13-hydroxyingenol,1,CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(C)C(C)C)[C@@]3(O)[C@H](O)C(CO)=C[C@H](C4)[C@@H]1C2(C)C
"3-O-(2,3-Dimethylbutanoyl)-13-O-dodecanoyl-20-O-acetylingenol",1,CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(C)C(C)C)[C@@]3(O)[C@H](OC(C)=O)C(COC(C)=O)=C[C@H](C4)[C@@H]1C2(C)C
Euphorkans A,1,CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(C)=O)[C@@]3(O)[C@H](O)C(COC(C)=O)=C[C@H](C4)[C@@H]1C2(C)C
Euphorkans B,1,CCCCCCCCCCCC(=O)O[C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(C)=O)[C@@]3(O)[C@H](OC(C)=O)C(COC(=O)C(C)C(C)C)=C[C@H](C4)[C@@H]1C2(C)C
Hericenone F,0,CCCCCCCCCCCCCCCC(=O)OCc1cc(OC)c2c(c1C=O)OC(C)(CC(=O)C=C(C)C)CC2
Hericenone D,0,CCCCCCCCCCCCCCCCCC(=O)OCc1cc(OC)c(C/C=C(\C)CC(=O)C=C(C)C)c(O)c1C=O
10-Gingerol,1,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1
8-Gingerol,1,CCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1
Pseudane-VII,1,CCCCCCCc1cc(=O)c2ccccc2[nH]1
rubratoxin acid A,1,CCCCCC[C@H](O)[C@@H]1/C(C(=O)O)=C(/C(=O)O)C[C@H]([C@@H](O)[C@H]2CC=CC(=O)O2)CC2=C(C(=O)OC2=O)[C@H]1O
"5(S)-Butyloxy-1,7-di(3,4-dihydroxyphenyl)-1-hepten-3-one",1,CCCCO[C@@H](CCc1ccc(O)c(O)c1)CC(=O)/C=C/c1ccc(O)c(O)c1
5-O-Butylhirusutanonol,1,CCCCO[C@@H](CCc1ccc(O)c(O)c1)CC(=O)CCc1ccc(O)c(O)c1
"17β-hydroxy-11α-methoxy3,16-dioxo-28-noroleana-1,12-diene",1,CCC[C@H]1C2=C[C@@H](OC)[C@@H]3[C@@]4(C)C=CC(=O)C(C)(C)C4CC[C@@]3(C)[C@]2(C)CC(=O)[C@@H]1O
Ethyl caffeate,1,CCOC(=O)/C=C/c1ccc(O)c(O)c1
"(-)-(6,7-Dihydroxy-1,2,3,4-tetrahydroisoquinoline)propanoate",1,CCOC(=O)CC[C@@H]1NCCc2cc(O)c(O)cc21
Honaucin B,1,CCOC(=O)C[C@H](O)COC(=O)/C=C/CCl
Euphorhirtin L,1,CCOC(=O)Cc1c2c3c(cc(O)c(O)c3oc1=O)C(=O)[C@@]2(O)C(=O)OCC
Ternifoliuslignan A,1,CCOC(=O)[C@H]1C(C(=O)O)=Cc2cc(O)c(O)cc2[C@@H]1c1ccc(O)c(O)c1
ethyl brevifolin carboxylate,1,CCOC(=O)[C@H]1CC(=O)c2oc(=O)c3cc(O)c(O)c(O)c3c21
Ternifoliuslignan B,1,CCOC(=O)c1c(C(=O)O)cc2cc(O)c(O)cc2c1-c1ccc(O)c(O)c1
Ternifoliuslignan D,1,CCOC(=O)c1cc(-c2ccc(O)c(O)c2)c2cc(O)c(O)cc2c1
Ternifoliuslignan C,1,CCOC(=O)c1cc2cc(O)c(O)cc2c(-c2ccc(O)c(O)c2)c1C(=O)O
"8-(3-Ethoxy-2-hydroxy-3-methylbutyl)-5,7-dimethoxycoumarin",1,CCOC(C)(C)C(O)Cc1c(OC)cc(OC)c2ccc(=O)oc12
Muralatin E,1,CCOC(C)(C)[C@@H](O)Cc1c(OC)c(OC)cc2ccc(=O)oc12
"1,2-bis (4-hydroxy-3-methoxyphenyl)-1,3-propanediol",0,CCOC(CO)c1ccc(O)cc1
Garracoumarin D,0,CCO[C@@H](CC/C(C)=C/COc1c2occc2cc2ccc(=O)oc12)C(C)(C)O
Exotimarin I,0,CCO[C@H](Cc1c(OC)cc(OC)c2ccc(=O)oc12)C(C)(C)O
Penazaphilone E,1,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CN1
Penazaphilone A,1,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CN1C(CC(C)C)C(=O)O
Penazaphilone H,0,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CN1CCCC(=O)O
Penazaphilone F,1,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CN1CCCC(=O)OC
Penazaphilone D,0,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CN1CCCC(N)=O
Penazaphilone I,0,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CN1CCCCN1C=C2C(=O)[C@](C)(OC(C)=O)C(=O)C(Cl)=C2C=C1/C=C/C(C)=C/[C@@H](C)CC
Penazaphilone G,1,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CN1CCO
ajugapantin H,1,CC[C@H](C)C(=O)O[C@@H](C[C@@]1(C)[C@H](C)C[C@H](O)[C@]2(C)[C@@H]1CCC[C@H]2C(=O)OC)C1=CC(=O)OC1
Zephygranditine A,1,CC[C@H](C)CN1C(=O)c2cc3c(cc2[C@@]24C=C[C@@H](OC)C[C@@H]2N(C)C(=O)[C@@H]14)OCO3
Stigmast-5-ene,0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CCCC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
Beta-sitosterol,0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
beta-Sitosterol 3-O-Glc,0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
7beta-hydroxysitosterol,0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
Schleicheol 1,0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](OC)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
Schleicheol 2,0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](OC)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
"4-Pregnene-3,16-dione",1,CC[C@H]1C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Hirsutine,1,CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC
11-hydroxytabersonine,1,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1cc(O)ccc14)[C@@H]32
1-ethyl-harmanine,0,CCc1c2nc3ccccc3c-2ccn1O
1-ethyl-beta-carboline,0,CCc1nccc2c1[nH]c1ccccc12
Zephygranditine D,0,CN[C@H]1C[C@H](OC)C=C[C@@]12C(=O)N(CCc1ccccc1)C(=O)c1cc3c(cc12)OCO3
2-Oxokolavenic acid methyl ester,1,COC(=O)/C=C(\C)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CC(=O)C[C@H]12
Dichotomide III,1,COC(=O)/C=C/NC(=O)c1cc2c([nH]c3ccccc32)c(C(C)=O)n1
Methylcaffeate,0,COC(=O)/C=C/c1ccc(O)c(O)c1
Stellarines b,1,COC(=O)/C=C\NC(=O)c1cc2c([nH]c3ccccc32)c(C(C)=O)n1
Spergulagenic Acid A,1,COC(=O)C1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C2C1
3-methoxycarbonyl-1-methyl-beta-carboline,0,COC(=O)C1Cc2c([nH]c3ccccc23)C(C)N1
Chrysogenester,1,COC(=O)CC/C(C)=C/CC/C(C)=C/Cc1cc(O)c(C)cc1O
Methyl galbanate,1,COC(=O)CC[C@H]1C(=C(C)C)CC[C@H](C)[C@]1(C)COc1ccc2ccc(=O)oc2c1
Honaucin C,1,COC(=O)C[C@H](O)COC(=O)/C=C/CCl
"3-(3,4-Dihydroxyphenyl)-acrylic acid",1,COC(=O)C[C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)c1ccc(O)c(O)c1
"3-(3,4-dihydroxyphenyl)-acrylic acid-1-(3,4-dihydroxyphenyl)-2- methoxy carbonyl ethyl ester",1,COC(=O)C[C@H](OC(=O)C/C=C/c1ccc(O)c(O)c1)c1ccc(O)c(O)c1
1-Benzoyl-1-detigloylohchinolal,0,COC(=O)C[C@H]1[C@@]2(C)[C@H](O[C@]3(C)C(c4ccoc4)=CC[C@H]23)[C@@H]2OC[C@]3(C)[C@H](OC(C)=O)C[C@H](OC(=O)c4ccccc4)[C@@]1(C)[C@@H]23
17-Defurano-17-oxoohchinin,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)C(=O)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@]1(C)[C@@H]23
Salannol,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)C(c4ccoc4)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)CC(C)C)[C@@]1(C)[C@@H]23
6-Deacetylnimbinolactone,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CC(=O)OC4)C[C@H]3O[C@@H]2[C@H](O)[C@@H]2[C@]1(C)C(=O)C=C[C@@]2(C)C(=O)OC
21-Hydroxyisoohchininolide,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CC(=O)OC4O)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@]1(C)[C@@H]23
6-Deacetylisonimbinolide,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CC(=O)OC4O)C[C@H]3O[C@@H]2[C@H](O)[C@@H]2[C@]1(C)C(=O)C=C[C@@]2(C)C(=O)OC
Nimbin pp,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CC(=O)OC4O)C[C@H]3O[C@@H]2[C@H](OC(C)=O)[C@@H]2[C@]1(C)C(=O)C=C[C@@]2(C)C(=O)OC
23-Hydroxyohchininolide,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CC(O)OC4=O)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@]1(C)[C@@H]23
Ohchininolide,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CCOC4=O)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@]1(C)[C@@H]23
1-Benzoyl-1-decinnamoyl-23-hydroxyohchininolide,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=CCOC4=O)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)c4ccccc4)[C@@]1(C)[C@@H]23
23-Methoxyohchininolide A,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=C[C@@H](OC)OC4=O)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@]1(C)[C@@H]23
23-Methoxyohchininolide B,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=C[C@H](OC)OC4=O)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@]1(C)[C@@H]23
6-Deacetylnimbinene,1,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)CC3O[C@@H]2[C@H](O)C2C(C)=CCC(=O)[C@@]21C
Nimbandiol,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@@H]3O[C@@H]2[C@H](O)[C@@H]2[C@@]1(C)C(=O)C=C[C@@]2(C)O
1-Benzoyl-1-decinnamoyl-28-oxoohchinin,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)[C@H](O)CC(O)[C@@]1(C)[C@@H]23
Ohchinin,1,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@@H]2OC[C@]3(C)[C@H](O)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@]1(C)[C@@H]23
Deacetylnimbin,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@H](O)[C@@H]2[C@]1(C)C(=O)C=C[C@@]2(C)C(=O)OC
Nimbin,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@H](OC(C)=O)[C@@H]2[C@]1(C)C(=O)C=C[C@@]2(C)C(=O)OC
1-Detigloylohchinolal,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@H](OC(C)=O)[C@H]2[C@](C)(C=O)[C@H](O)C[C@H](O)[C@@]21C
1-Cinnamoyl-1-detigloylohchinolal,0,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@H](OC(C)=O)[C@H]2[C@](C)(C=O)[C@H](OC(C)=O)C[C@H](OC(=O)c3ccccc3)[C@@]21C
Ternifoliuslignan E,1,COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)c1cc(-c2ccc(O)c(O)c2)c2cc(O)c(O)cc2c1
Caesalpinin M3,0,COC(=O)[C@@H]1c2ccoc2CC2C1[C@@H](O)C[C@@]1(O)C(C)(C)CC[C@H](O)[C@]21C
Caesalpinin F2,0,COC(=O)[C@@H]1c2ccoc2CC2C1[C@@H](O)C[C@@]1(O)C(C)(C)C[C@@H](OC(C)=O)C(=O)[C@]21C
Caesalpinin M4,0,COC(=O)[C@@H]1c2ccoc2CC2C1[C@@H](O)[C@H](OC(C)=O)[C@@]1(O)C(C)(C)CC[C@H](O)[C@]21C
