Mean_Probability,Uncertainty_Std
0.46861794800000006,0.32037362437744354
0.9999607366666666,2.6738549366463867e-05
0.002079752936666667,0.0020788365581643604
0.063137293,0.04018315422155872
0.67188581,0.3538483169523728
0.56992831,0.32577723972938655
0.018480412823333334,0.015093846933024957
0.33933815333333334,0.17902818338078083
0.05190982743333333,0.0634759205995875
0.014200826,0.004121300938655738
0.9998090833333334,0.0002159210207974712
0.9998328133333333,0.00018096466419964332
0.9998238866666668,0.00019216133938844266
0.9997755233333333,0.000246311110093653
0.006583202933333333,0.0023991093986805967
0.058343994,0.04988055573773767
0.95156568,0.025023138148990577
0.003817928766666667,0.0026882895872988293
0.022368746933333333,0.016676316226439638
0.008360050333333334,0.002344254119041183
0.0027693845999999995,0.0025055604472871704
0.003266055466666667,0.001769626284036556
0.9954199466666666,0.002919800058969031
0.9999514233333334,2.176570135686946e-05
0.6192921966666667,0.3248610233690134
0.97882574,0.019745846340792815
0.20684706866666666,0.14409554445460765
0.0077488975,0.0059086611177373485
0.36999495400000004,0.4083134325723723
0.07204054916666666,0.07528847826137249
0.18440013456666668,0.24611312824343687
0.375298748,0.41763828243814294
0.334334591,0.42564729264138157
0.9997124666666667,0.00023377088973798037
0.91228411,0.053149347468989694
0.9440595466666667,0.07203930579821237
0.07115094133333333,0.04484944502806715
0.046883983766666665,0.030199349133732158
0.211100117,0.26788928255552846
0.9975460366666667,0.0016216528116365992
0.8902327433333334,0.14330170899679137
0.0059552406999999995,0.0004323377988305516
0.9123023166666666,0.10486594531444621
0.4040476333333334,0.22341572011190997
0.4687038233333334,0.19656787857401942
0.214250838,0.20705550400232775
0.8922451333333333,0.1367082825597224
0.0017834228766666668,0.0013986886738168876
0.0030156695,0.0028594061904655813
0.0026376983999999997,0.003248226817626187
0.9677910799999999,0.027202159275318577
0.9581535899999999,0.03690122793242617
0.0346741599,0.03694682180176215
0.9977253300000001,0.002431453871918333
0.018259467833333334,0.012751880358027101
0.5866516933333333,0.20724788508553538
0.9809822233333333,0.009604027175656862
0.19736257333333332,0.07763239732976447
0.023196305400000002,0.024258848676027362
0.9584637266666668,0.03264021357188737
0.006035891633333333,0.0030737976375991207
0.006190527966666667,0.003384624909609444
0.45607975,0.1414324017581603
0.05540620233333333,0.06406248663889531
0.05633055433333334,0.06498305058161855
0.01080113638,0.007973631401983629
0.0249078098,0.017956259918463367
0.2923793181,0.39539927071632114
0.257753203,0.3268177047588777
0.9373812833333334,0.053102108764974905
0.7225320166666668,0.3386356154958605
0.0032296698666666665,0.0019883473936973643
0.05929272433333333,0.04622003231099957
0.99998931,6.036240551838491e-06
0.9999899500000001,5.457600205233888e-06
0.25457749333333335,0.19147805400820941
0.5858063566666666,0.37873815740300815
0.021364568466666668,0.012977964173739935
0.006819715433333334,0.003113470576309912
0.03500003333333333,0.005046406042443099
0.9873171833333334,0.008361348202127599
0.132368992,0.1351064057013489
0.9990202666666668,0.0011215361320775774
0.9976208999999999,0.0026645676622421713
0.44428671866666675,0.27084480434309244
0.025262334666666667,0.017205429744434158
0.32028434,0.18522347337522693
0.0077454690000000005,0.0023335050418057095
0.6913492733333334,0.2725675148016532
0.09937667646666666,0.1317815187575005
0.29469016833333334,0.18613431449682916
0.39700387333333337,0.2433524019797245
0.0034417231333333334,0.00240206996790098
0.06454144833333333,0.04017896551014688
0.019448978366666664,0.02209834245556058
0.25699309733333336,0.16069753028029393
0.043446312666666674,0.03992167347033172
0.15646285000000001,0.09359563219361076
0.08504366716666667,0.06661264235907763
0.10470269866666666,0.09856464532423832
0.6471458866666666,0.14404022114989443
0.7704918133333333,0.07846845167690655
0.91950888,0.03368709340641901
0.8567864666666667,0.07911540474759361
0.08128196266666667,0.054593291659366
0.03984592433333333,0.014692255647126945
0.012323894793333333,0.013580152425795505
