y_true,y_prob
1,0.8501777959841103
0,0.11001806071175163
1,0.9825301670649004
0,0.12325029401025148
1,0.6927023578165594
1,0.9299188824690577
1,0.907040673751318
0,0.06320056473295436
1,0.733476790345074
1,0.8372938227571306
1,0.7286203980204091
1,0.9408541535039167
0,0.05696462577067501
0,0.09381213632419072
0,0.11310351113193479
0,0.07717363658888761
0,0.05730958947134285
0,0.0256686355363528
1,0.9703637954892302
1,0.978509792768915
1,0.966259717019591
1,0.8000737238671226
1,0.9714339611419549
1,0.9673638593516385
1,0.9039558204207275
0,0.5995504260488224
1,0.9731036195854631
1,0.9151618691159978
1,0.8363156893633305
1,0.9395076894281443
1,0.9150205286547648
1,0.8137143089912653
1,0.9030959417376627
1,0.661092073482753
1,0.39860165146436455
1,0.8153002481034362
0,0.21890643853005642
0,0.12097183950354551
0,0.17538459986228438
1,0.8946051234613
0,0.05047509630552681
0,0.09284162052244833
1,0.9761270424655928
1,0.9750678794128301
1,0.9761270424655928
1,0.9761270424655928
1,0.9761114167433776
1,0.9748537521502653
1,0.9760160002105219
0,0.012572946102617241
0,0.12943440863249242
1,0.9191895758225117
1,0.882658467254069
1,0.8662549063619858
0,0.35860776836924074
0,0.14311163969336063
0,0.11661955858379135
1,0.9247298475708886
1,0.9096308331522104
1,0.9683902170103789
1,0.9044815456059013
1,0.98305672608779
0,0.08210042159294878
1,0.8942885365079922
1,0.98618760111421
1,0.9238013182935725
1,0.8471776750362465
0,0.182042278741129
0,0.2530698780682657
1,0.8609564766460391
0,0.23917192363001133
0,0.05833046293816793
0,0.058168028336916436
0,0.17881637867408307
1,0.810851921552287
1,0.8843866431032674
1,0.8282698638698297
0,0.0733470676401838
1,0.9913059068641608
0,0.17053120542657998
0,0.134688352761842
1,0.9238469123125662
1,0.9384438181124916
1,0.9138101029814872
1,0.9113654654491579
1,0.7168956153348458
0,0.18041138604480808
1,0.8448700690004136
0,0.04152411067963216
0,0.03822582390827187
0,0.13845593132352105
0,0.12891924980693054
0,0.07318415601861378
0,0.07916365171153071
0,0.26409428267333473
1,0.8901047648793525
0,0.09072167367075004
0,0.18132732882170807
1,0.9142336466243514
0,0.11341227361697229
0,0.09626280169025904
1,0.747263198063818
1,0.38644404003374766
0,0.015587243103756794
0,0.04918586473056147
0,0.049371628617124436
0,0.019012493767570804
0,0.07689493491018005
0,0.06898959698280085
0,0.011246198107517015
0,0.01523118453430269
0,0.04238643914619559
0,0.07284085454173848
0,0.023036043926693645
0,0.15353446362228992
0,0.15072841190186811
1,0.8394646558642644
0,0.2613389256118904
1,0.9588575337376399
0,0.02476335598516821
1,0.8238669907082152
0,0.03596282959353544
1,0.7609075641404881
1,0.9552396687377416
1,0.9758355633082509
0,0.17976574980530224
1,0.750279888854349
1,0.8208160128229466
0,0.07723170628039105
0,0.04634028826859547
0,0.08443674803294718
1,0.8260568448997136
0,0.22719525861960965
1,0.8276128812442395
0,0.030610817485791635
0,0.038808713927175394
0,0.03624757491291414
1,0.8880099012031883
0,0.03577198790424226
0,0.0378850831778415
1,0.9571966547987335
1,0.08225077990047648
0,0.02085700995850543
0,0.03725622905923743
0,0.04281186431678887
0,0.02576506896268758
0,0.02398736427876921
0,0.04027464969042637
0,0.021202449400788418
0,0.025705250553840802
0,0.022825628298945532
0,0.046565225370790185
0,0.027506325181820838
0,0.029519168934807914
0,0.02185025407661911
0,0.01918152152503376
0,0.06384630772241376
0,0.019910919769641648
0,0.03203924876982362
0,0.028572861331973325
0,0.018641195905676936
0,0.020833691975962642
0,0.048876929169841654
0,0.03831496051035318
0,0.023740835743590396
0,0.031088340257414443
0,0.023751515646774284
0,0.017103829702396066
0,0.021472115957784744
0,0.025558795356939737
0,0.022891427509491687
0,0.051034778173068694
0,0.022891427509491687
0,0.029708384537270052
1,0.9746225459115714
1,0.9628297222692351
1,0.848546649921862
1,0.8888020063060654
1,0.8266875910827688
0,0.06343286090762443
1,0.8026421800797433
1,0.8651434391631162
1,0.9403466547789683
1,0.8686677337730326
0,0.2564823333662935
1,0.6618873906967822
0,0.23514579761534618
0,0.20854844314421153
0,0.09991821589642305
0,0.2146685940392358
1,0.9460173283780229
0,0.18273774568015835
0,0.09122927020231761
0,0.0936742418338454
0,0.16423262110852993
1,0.8207485712756327
0,0.30263952890613494
0,0.04506259858828468
1,0.2880948834521498
0,0.10010647445211605
0,0.19344272550786296
0,0.1732370195357463
1,0.9688635883673834
1,0.968695563361914
1,0.9750043336427491
1,0.9816912816248179
0,0.10970640534849083
0,0.08410130680095407
0,0.019193250732390334
0,0.023633696639127757
0,0.06048851458869951
1,0.9311721308392074
1,0.9352721867208886
1,0.9722436740392372
1,0.8236577337753225
1,0.6511909428537512
1,0.9339731017867876
0,0.04888945934621049
0,0.05316067880137421
0,0.10932413833747844
0,0.022267882586831916
0,0.024116643985831163
0,0.018474028049702714
0,0.03343428319117457
0,0.018261389196399996
0,0.021683870355019553
0,0.10767131412169641
1,0.7591316254512984
