Run,Seed,Accuracy,Balanced Accuracy,AUROC,AUPRC,MCC,Precision,Sensitivity,Specificity
1,42,0.49937225360954174,0.5,0.49968652037617556,0.24968612680477087,0.0,0.49937225360954174,1.0,0.0
2,43,0.49937225360954174,0.5,0.49968652037617556,0.24968612680477087,0.0,0.49937225360954174,1.0,0.0
3,44,0.49937225360954174,0.5,0.49968652037617556,0.24968612680477087,0.0,0.49937225360954174,1.0,0.0
