Run,Seed,Accuracy,Balanced Accuracy,AUROC,AUPRC,MCC,Precision,Sensitivity,Specificity
1,42,0.800376647834275,0.8003676637197086,0.8788443616029822,0.8785371670862754,0.6008030435125437,0.804333970681963,0.7932118164676304,0.8075235109717869
2,43,0.7994350282485876,0.7994272248482353,0.8799670560697025,0.8806156812764665,0.5989060197937854,0.8027989821882952,0.7932118164676304,0.8056426332288401
3,44,0.8016321406151915,0.8016239466119177,0.8791044452632264,0.8798646672079407,0.6033049540170445,0.8052196053469128,0.7950974230043998,0.8081504702194358
