compound_id,InChIKey,canonical_smiles,scaffold,exact_scaffold_hit,similar_scaffold_hit,Note
80649,YZFKHBCMRCSNHK-UHFFFAOYSA-N,CC(=O)C1CC2C(C)(C)CCCC2(C)C1(O)CCC(C)=CCO,C1CCC2CCCC2C1,FALSE,TRUE,Similar
81777,GBHMZAKDHIJSRN-UHFFFAOYSA-N,C=C(C(=O)O)C1CCC(C)C2(O)CCC(O)C2(C)C1,C1CCC2CCCC2CC1,FALSE,TRUE,Similar
82177,OLOQSHYLOVYRGK-UHFFFAOYSA-N,CC(=O)OC1CC(C)C(C(=O)O)C2(O)C1C(C)(C)CC2(C)CO,C1CCC2CCCC2C1,FALSE,TRUE,Similar
83831,CNLOBBNGOUNTFT-UHFFFAOYSA-N,C=C(CCC=C(C)C)C1CCC2C(C)CCC2C(C)(O)C1,C1CCC2CCCC2CC1,FALSE,TRUE,Similar
85230,VLBHRLBDSSUVAV-UHFFFAOYSA-N,CC(C)C(=O)C1CCC2CCCC(C)C21C,C1CCC2CCCC2C1,FALSE,TRUE,Similar
86412,FAKHGLDEZGNTPR-UHFFFAOYSA-N,COCCNC(=O)CCC12CCC(C)(O)CC1C(C)(C)CC2NC(C)=O,C1CCC2CCCC2C1,FALSE,TRUE,Similar
86705,DYLYTVUZLOXMFD-UHFFFAOYSA-N,CC1CC(O)C2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)(C(=O)O)C(C)(C)C5CCC43C)C2C1(C)O,C1=C2C3CCCCC3CCC2C2CCC3CCCC3C2C1,FALSE,TRUE,Similar
89732,GLGDYCZNHXCMLE-UHFFFAOYSA-N,CCNC(=O)NC1C(O)C(O)CC1C1CCCCC1,C1CCC(C2CCCC2)CC1,FALSE,TRUE,Similar
94275,WPSMUSHZUADWJC-UHFFFAOYSA-N,OC1(C2(O)CCCCC2)CCCCC1,C1CCC(C2CCCCC2)CC1,FALSE,TRUE,Similar
94750,DVKUTFDQECJHHX-UHFFFAOYSA-N,CC1CCC2(C(=O)O)CC(O)C3(C)C(=CCC4C5(C)CC(O)(C(=O)O)C(C)(C)C5CCC43C)C2C1(C)O,C1=C2C3CCCCC3CCC2C2CCC3CCCC3C2C1,FALSE,TRUE,Similar
96508,CEJOUUYYJRCQKL-UHFFFAOYSA-N,[C-]#[N+]CC(C)=CC1CCC2(C)CCCC(C)C12,C1CCC2CCCC2C1,FALSE,TRUE,Similar
98272,JSAWQLUFWWPQST-UHFFFAOYSA-N,CC(C)C1CCC2C3CC=C4C(CCC5C4(C)CCC(O)C5(C)C)C3(C)CCC12C,C1=C2C3CCCCC3CCC2C2CCC3CCCC3C2C1,FALSE,TRUE,Similar
98759,KENSWEMEFBKAGS-UHFFFAOYSA-N,CC(C)C1(O)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C21,C1=C2C3CCCC3CCC2C2CCC3CCCCC3C2C1,FALSE,TRUE,Similar
102941,QOVJADDWYGCNCB-UHFFFAOYSA-N,C=C(C)C1CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,C1=C2C3CCCC3CCC2C2CCC3CCCCC3C2C1,FALSE,TRUE,Similar
103579,XDDDBYWCZKMQFS-UHFFFAOYSA-N,CC(C)C1CCC(C)(O)C2CCC(C)C2C1,C1CCC2CCCC2CC1,FALSE,TRUE,Similar
107096,QGLZWJJVYUWDAC-UHFFFAOYSA-N,C=C(C)C1CCC(C)(O)C2CCC(C(C)=O)C12,C1CCC2CCCC2C1,FALSE,TRUE,Similar
107453,VUYQPQKAKQWFEC-UHFFFAOYSA-N,N#CC1(C2(C#N)CCCCC2)CCCCC1,C1CCC(C2CCCCC2)CC1,FALSE,TRUE,Similar
113941,XPEOIYWRHYTKDP-UHFFFAOYSA-N,CC(=O)C1CC2(O)C(C)CCC(C(C)C)C2C1O,C1CCC2CCCC2C1,FALSE,TRUE,Similar
114992,YPCHDQUGYDAPIS-UHFFFAOYSA-N,CC(O)(CO)C1CCC(C)(O)C2CCC(C)(O)C2C1,C1CCC2CCCC2CC1,FALSE,TRUE,Similar
115005,RDBZPQHLQRBYGV-UHFFFAOYSA-N,CC1CC(O)C2C1CC(C(C)(O)CO)CCC2(C)O,C1CCC2CCCC2CC1,FALSE,TRUE,Similar
117155,JROYJQYNQWSYIJ-UHFFFAOYSA-N,CNC1C(O)CCC2CC(CC(N)C(=O)O)(C(=O)O)CC21,C1CCC2CCCC2C1,FALSE,TRUE,Similar
119302,JAAMRJACPHHTIP-UHFFFAOYSA-N,CC(=O)OC1CC(C)(Cl)C(Br)CC1(O)C1(C)CCC(Br)C1(C)C,C1CCC(C2CCCC2)CC1,FALSE,TRUE,Similar
119424,UVYFMOMYWRYITK-UHFFFAOYSA-N,CC1(O)CCC(O)(C(C)(C)O)CC2(C)C(O)CCC12,C1CCC2CCCC2CC1,FALSE,TRUE,Similar
119816,DYINHGJSKDCGLB-UHFFFAOYSA-N,C=C(C)C(N=C=S)C1CCC2(C)CCCC(C)C12,C1CCC2CCCC2C1,FALSE,TRUE,Similar
119931,JHAWZFPZKIMQNA-UHFFFAOYSA-N,CC(=O)C1CC2C(C(C)(O)CCC=C(C)C)CCC2(C)CC1O,C1CCC2CCCC2C1,FALSE,TRUE,Similar
120557,JQVRGJMXYNVMIA-UHFFFAOYSA-N,CC1(C)CCCC2(C)C1CCC2(C)C(=O)O,C1CCC2CCCC2C1,FALSE,TRUE,Similar
120558,CNTXEQHESHSVFZ-UHFFFAOYSA-N,CC1(C)CCCC2(C)C1CCC2(C)C=O,C1CCC2CCCC2C1,FALSE,TRUE,Similar
121581,RITYTGBWLLRFSG-UHFFFAOYSA-N,CC1(Br)CCC(O)(C2(C)CCC(Br)C2(C)C)CC1Cl,C1CCC(C2CCCC2)CC1,FALSE,TRUE,Similar
123808,RNVQSRWOSYQRPA-UHFFFAOYSA-N,C=C(C)C1CCC(C)(O)C2(C)CCC(C)(O)C2(C)C1,C1CCC2CCCC2CC1,FALSE,TRUE,Similar
126053,JWJOVQPNPYQUDW-UHFFFAOYSA-N,CC(C)(O)C1CCC(C)(O)C2(C)CCC(C)(O)C2(C)C1,C1CCC2CCCC2CC1,FALSE,TRUE,Similar
126186,DHYDUAYOJJKGRC-UHFFFAOYSA-N,CC(=CC1CCC2(C)CCCC(C)C12)CSC#N,C1CCC2CCCC2C1,FALSE,TRUE,Similar
126348,OVNIGQYLWRGLAB-UHFFFAOYSA-N,CC(=O)C1CCC(Br)C2(C)CCC(C(C)C)C12,C1CCC2CCCC2C1,FALSE,TRUE,Similar
126893,XUOPWHOHGIDEAX-UHFFFAOYSA-N,C=C(C(=O)OC)C1CCC2(C)CCC(O)C2(C(C)=O)C1,C1CCC2CCCC2C1,FALSE,TRUE,Similar
127545,NHXFTAGREZWYPK-UHFFFAOYSA-N,C=C(C)C1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,C1=C2C3CCCC3CCC2C2CCC3CCCCC3C2C1,FALSE,TRUE,Similar
127677,DMVJXSFUJUHRRF-UHFFFAOYSA-N,CC(=O)OC1(C)CCC(C(C)C)C2C(C(C)=O)CCC21,C1CCC2CCCC2C1,FALSE,TRUE,Similar
127724,YLMSJTAFOFIDRW-UHFFFAOYSA-N,C=C(C(=O)O)C1CCC2(C)CCC(C(C)=O)C2(O)C1,C1CCC2CCCC2C1,FALSE,TRUE,Similar
128981,ZFDHHJKYPBEVIK-UHFFFAOYSA-N,CC(=O)OC1CCC2(C)C3=CCC4(C)C5C(O)CC(C(C)C)C5(C)CCC4(C)C3CCC2C1(C)C,C1=C2C3CCCCC3CCC2C2CCC3CCCC3C2C1,FALSE,TRUE,Similar
130710,ZQKHJAAYIFIRJZ-UHFFFAOYSA-N,COC(C)(CO)C1CCC(C)(O)C2CCC(C)(O)C2C1,C1CCC2CCCC2CC1,FALSE,TRUE,Similar
