scaffold,mean_shap
O=C1C=C([C@@H]2C[C@H]3C(CC[C@H]4CCCCC43)O2)CO1,0.0002758791565953399
O=C1C=CC2[C@@H](CCC3[C@@H]2CCC2[C@H](c4ccoc4)OC(=O)[C@H]4O[C@@]324)C1,0.00027587915659533997
O=C1C=CC2[C@@H](CCC3C4=CC[C@@H](c5ccoc5)C4CC[C@@H]32)C1,0.00027587915659533986
O=C1C=CC2[C@@H](CCC3C4=CC[C@@H](c5ccoc5)C4CC[C@@H]32)C1,0.0002758791565953399
O=C1C=CC2[C@@H](CCC3C4=CC[C@@H](c5ccoc5)C4CC[C@@H]32)C1,0.00027587915659533986
O=C1C=CC2[C@@H](CCC3C4=CC(=O)[C@@H](c5ccoc5)C4CC[C@@H]32)C1,0.0002758791565953398
O=C1C=CC2[C@@H](CCC3C4=CC(=O)C(c5ccoc5)C4CC[C@@H]32)C1,0.0002758791565953399
O=C1C=CC2[C@@H](CCC3C4=CC(=O)C(c5ccoc5)C4CC[C@@H]32)C1,0.00027587915659533986
O=C1C=CC2[C@@H](CCC3C4=CC(=O)[C@H](c5ccoc5)C4CC[C@@H]32)C1,0.00027587915659533986
O=C1C=CC2[C@@H](CCC3C4=CC(=O)C(c5ccoc5)C4CC[C@@H]32)C1,0.0002758791565953399
C1=C2C3CC[C@H]4CCCCC4[C@H]3CCC2[C@H](c2ccoc2)C1,0.0002758791565953399
C1=C2C3C[C@@H]4OCC5CCCC([C@H]3CCC2[C@@H](c2ccoc2)C1)[C@H]54,0.00027587915659533986
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@H]3CC4C5=CC[C@@H](c6ccoc6)C5CC[C@@H]4C1[C@H]23,0.00027587915659533986
O=C1C=C([C@@H]2CC=C3C4C[C@@H]5OCC6CCCC([C@H]4CCC32)[C@H]65)CO1,0.00027587915659533986
O=C1C[C@@H](c2ccoc2)C2CC(=O)[C@H]3C(CC[C@H]4C5CCC[C@@]43COC5)[C@H]12,0.0002758791565953398
O=C1C[C@@H](c2ccoc2)C2CC(=O)[C@H]3C(CC[C@H]4C5CCC[C@@]43COC5)[C@H]12,0.0002758791565953398
O=C1C[C@@H](c2ccoc2)C2CC(=O)[C@H]3C(CC[C@H]4C5CCC[C@@]43COC5)[C@H]12,0.00027587915659533986
O=C1C[C@@H](c2ccoc2)C2CC(=O)[C@H]3C(CC[C@H]4C5CCC[C@@]43COC5)[C@H]12,0.00027587915659533986
O=C1CC2[C@@H](c3ccoc3)C[C@H]3O[C@@]23C2CC[C@H]3C4CCC[C@]3(COC4)[C@@H]12,0.00027587915659533976
O=C1CC2[C@H](c3ccoc3)C[C@H]3O[C@@]23C2CC[C@H]3C4CCC[C@]3(COC4)[C@@H]12,0.0002758791565953398
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](c4ccoc4)C[C@H]2O[C@@H]13,0.00027587915659533986
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](c4ccoc4)C[C@H]2O[C@@H]13,0.00027587915659533986
O=C(O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](c4ccoc4)C[C@H]2O[C@@H]13)c1ccccc1,0.0002758791565953399
O=C(O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](c4ccoc4)C[C@H]2O[C@@H]13)c1ccccc1,0.00027587915659533986
C1=C2C3CC4CCCC5CO[C@H]([C@@H]54)[C@H]3O[C@@H]2C[C@H]1c1ccoc1,0.0002758791565952752
C1=C2C3CC4CCCC5CO[C@H]([C@@H]54)[C@H]3O[C@@H]2C[C@H]1c1ccoc1,0.0002758791565953398
C1=C2C3CC4CCCC5CO[C@H]([C@@H]54)[C@H]3O[C@@H]2CC1c1ccoc1,0.00027587915659533986
C1=C2C3CC4CCCC5CO[C@H]([C@@H]54)[C@H]3O[C@@H]2C[C@H]1c1ccoc1,0.0002758791565953398
C1=C2C3CC4CCCC5CO[C@H]([C@@H]54)[C@H]3O[C@@H]2C[C@H]1c1ccoc1,0.0002758791565953399
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](C4=CCOC4=O)C[C@H]2O[C@@H]13,0.00027587915659533986
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](C4=CCOC4=O)C[C@H]2O[C@@H]13,0.00027587915659533986
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](C4=CCOC4=O)C[C@H]2O[C@@H]13,0.0002758791565953398
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](C4=CCOC4=O)C[C@H]2O[C@@H]13,0.0002758791565953399
O=C1OCC=C1[C@H]1C=C2C3CC4[C@@H]5C(CC[C@@H]4OC(=O)c4ccccc4)CO[C@H]5[C@H]3O[C@@H]2C1,0.00027587915659533986
O=C1C=C([C@H]2C=C3C4CC5[C@@H]6C(CC[C@@H]5OC(=O)/C=C/c5ccccc5)CO[C@H]6[C@H]4O[C@@H]3C2)CO1,0.0002758791565953398
O=C1C=C2C3CC4[C@@H]5C(CC[C@@H]4OC(=O)/C=C/c4ccccc4)CO[C@H]5[C@H]3O[C@@H]2C1,0.0002758791565953399
O=C1C=CC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](c4ccoc4)C[C@H]2O[C@@H]13,0.0002758791565953399
O=C1C=C([C@H]2C=C3C4CC5C(=O)C=CC6CO[C@H]([C@@H]65)[C@H]4O[C@@H]3C2)CO1,0.00027587915659533986
O=C1O[C@@H]2[C@@H]3C(CCCC13)CC1C3=C[C@H](c4ccoc4)C[C@H]3O[C@@H]12,0.0002758791565953398
O=C1O[C@@H]2[C@@H]3C(CCCC13)CC1C3=C[C@H](c4ccoc4)C[C@H]3O[C@@H]12,0.00027587915659533986
