scaffold,mean_shap,effect
C(=C/c1ccccc1)\COC[C@@H]1CCC[C@H](Oc2ccccc2)O1,0.000275879,positive
O=c1cc(CCc2ccccc2)oc2c1[C@H]1C[C@@H](C2)Oc2c1ccc1c(=O)cc(CCc3ccccc3)oc21,0.000275879,positive
O=C1NC(=O)C(c2ccccc2)=C1Cc1ccc2c(c1)OCCC2,0.000275879,positive
O=C1CC=CC2=C1CCO2,0.000275879,positive
O=c1ccc2cc3c(cc2o1)OCC3,0.000275879,positive
O=c1ccc2ccc(OCC=CCC[C@@H]3C[C@H]4CCC3O4)cc2o1,0.000275879,positive
O=C1CC2=C[C@@H]3CC4C(=O)O[C@H]5OCC(=O)[C@@H](C3C(=O)C=C2CO1)[C@@H]45,0.000275879,positive
O=C1CC=C[C@H](C[C@H]2CCC3C2CC[C@@H]2C4C(=O)C=CCC4CC[C@@H]32)O1,0.000275879,positive
O=c1cc(-c2cccc3c2OCC=C3)oc2ccccc12,0.000275879,positive
O=c1ccc2c3c(ccc2o1)C=CCO3,0.000275879,positive
O=C(OC1CCCCC1)C1CCC2CCC3C(=CC(=O)C4C3CC[C@H]3CCCCC43)[C@@H]2C1,0.000275879,positive
O=C1CC(=O)C2=C(C1)OC1Oc3ccccc3[C@H]21,0.000275879,positive
O=c1cc(-c2ccccc2)oc2c([C@H]3CCCCO3)cccc12,0.000275879,positive
C1=C2C(CC[C@H]3C2CC[C@H]2CCCCC23)[C@@H]2CCCCC2C1,0.000275879,positive
C1=C[C@H]2c3ccccc3OC[C@@]2(/C=C/c2ccccc2)CC1,0.000275879,positive
C1=CC2CCCCC2[C@H]2CCC3CCCC3=C12,0.000275879,positive
C1=C2CCCC3OC4(CCC5CCCC5=C4C1)O[C@H]23,0.000275879,positive
C1=C2CC[C@H]3CCCCC3[C@H]2C[C@@H]2OCC12,0.000275879,positive
O=c1ccc2ccc(OC[C@H]3CCC[C@@H]4CCCCC43)cc2o1,0.000275879,positive
O=c1cc(-c2ccc3c(c2)OCO3)oc2c3c(ccc12)OCC=C3,0.000275879,positive
O=c1ccc2ccc3c(c2o1)C=CCO3,0.000275879,positive
O=C(OCCc1ccccc1)c1cc(-c2ccccc2)c2ccccc2c1,0.000275879,positive
c1ccc([C@H]2Cc3c(ccc4c3CCc3ccccc3-4)O2)cc1,0.000275879,positive
C1=C2C3C[C@@H]4OCC5CCCC([C@H]3CCC2[C@@H](c2ccoc2)C1)[C@H]54,0.000275879,positive
O=C1CCC2c3ccccc3CC[C@]23OC13,0.000275879,positive
c1ccc2c(c1)OC1c3ccccc3OCC21,0.000275879,positive
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](c4ccoc4)C[C@H]2O[C@@H]13,0.000275879,positive
C1=C[C@@H]2C[C@]3(C=CCC3C1)CC[C@H]1C[C@H]12,0.000275879,positive
C1=C[C@@H]2C[C@]3(C=CCC3C1)CCC1C[C@H]12,0.000275879,positive
O=C(C1=C2OCCC[C@]23CCC[C@H](C1=O)C3=O)c1ccccc1,0.000275879,positive
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](C4=CCOC4=O)C[C@H]2O[C@@H]13,0.000275879,positive
O=C1CC/C=C/[C@@H]2C(CCC1)CC[C@@H]2OC(=O)c1ccccc1,0.000275879,positive
O=c1c2ccccc2oc2cc3c(cc12)C=CCO3,0.000275879,positive
O=C(/C=C/c1ccccc1)C[C@H](CCc1ccccc1)O[C@H]1CCCCO1,0.000275879,positive
O=C(/C=C/c1ccccc1)CCCCc1ccccc1,0.000275879,positive
O=C1CC2CC[C@@]34O[C@@]3(C=CC3CCCCC34)[C@@H]2C1,0.000275879,positive
O=C1CCC2C3=CCC4CCCC4C3=CC[C@H]2C1,0.000275879,positive
O=C(/C=C/c1ccccc1)CC(=O)CCc1ccccc1,0.000275879,positive
O=C(/C=C/c1ccccc1)OCCc1cccc2ccc(=O)oc12,0.000275879,positive
O=C(OCC1CCCC2C1CCC1C3CC[C@@]4(C(=O)O[C@H]5CCCCO5)CCCCC4C3=CCC12)c1ccccc1,0.000275879,positive
O=C(CCc1ccccc1)c1ccc2c(c1)C=CCO2,0.000275879,positive
O=C1CCCC2CCC3Cc4ccoc4CC3C12,0.000275879,positive
C=C1C[C@@H]2OC(=O)C(=C)[C@H]2C[C@H]2CCC[C@H]12,0.000275879,positive
O=C1OC(/C=C/c2cccc3ccc(=O)oc23)C[C@H]1Cc1ccccc1,0.000275879,positive
O=C1O[C@@H]2C[C@H]3OC4C[C@H]5C(CC[C@H]6CCCCC65)C5CC[C@@]1(C2)[C@@H]3[C@H]45,0.000275879,positive
O=C1C=C([C@H]2CC(=CC3OC4CCC=C5C(=O)O[C@H]3C54)C(=O)O2)CO1,0.000275879,positive
O=C1C=C2CCCCC2[C@H]2CCC3CCCC3=C12,0.000275879,positive
O=C1C=CC2[C@@H](CCC3C4=CC[C@@H](c5ccoc5)C4CC[C@@H]32)C1,0.000275879,positive
C1CCC2CCC3C(=C2C1)CCC1C2CCCCC2CCC31,0.000275879,positive
O=C1C=CC2[C@H](C1)CC(=O)C1=CCCC[C@@H]12,0.000275879,positive
C1CC[C@H](O[C@H]2CC[C@]34C[C@]35CCC3CCCC3[C@@H]5C[C@H](O[C@H]3CCCCO3)[C@H]4C2)OC1,0.000275879,positive
O=C1C=C2C3CC4CCCC5C(=O)O[C@H]([C@H]45)[C@H]3O[C@@H]2C1,0.000275879,positive
O=C1Nc2ccccc2[C@]12C[C@@H]1N=C(CCC[C@]34ON3[C@H]3C[C@@]5(C(=O)Nc6ccccc65)[C@H]5C[C@@H]4[C@@H]3CO5)[C@@H]3C[C@H]2OC[C@H]13,0.000275879,positive
O=C1C(=Cc2ccccc2)C(=O)C2CCCC1C2=O,0.000275879,positive
O=C1C=C2C=CNC=C2C(=O)C1,0.000275879,positive
O=C(O[C@@H]1CCCc2cc3c(cc2-c2ccccc21)OCO3)c1ccccc1,0.000275879,positive
O=C1C=C2C=Cc3ccccc3C2CC1,0.000275879,positive
c1ccc(-c2ccccc2OC2CCCC3CCCC[C@H]32)cc1,0.000275879,positive
O=C1CC[C@]23C[C@]24CCC2C(CC[C@@H]2[C@H]2CCCOC2)[C@@H]4CC[C@H]3C1,0.000275879,positive
O=C(O[C@H]1CCCCO1)[C@]12CCCC1C1CCC3C4CCCCC4CCC3C1CC2,0.000275879,positive
O=C1CC[C@@H]2C(=CC[C@H]3C4CCCC4CC(=O)C32)C1,0.000275879,positive
O=C1CC[C@H]2C3CC4CC[C@H](OCc5ccccc5)[C@@H]4CC3C[C@@H]12,0.000275879,positive
C=C1CCCC(COc2ccc3ccc(=O)oc3c2)C1,0.000275879,positive
O=C1/C=C/[C@H]2C[C@H]2CCC=C[C@H]2CCCC12,0.000275879,positive
O=C1C=C([C@@H]2CC=C3C4C[C@@H]5OCC6CCCC([C@H]4CCC32)[C@H]65)CO1,0.000275879,positive
O=C1C=C([C@H]2C=C3C4CC5C(=O)C=CC6CO[C@H]([C@@H]65)[C@H]4O[C@@H]3C2)CO1,0.000275879,positive
c1cc2c(o1)C[C@@H]1C3CCCCC3CC[C@H]1C2,0.000275879,positive
C=C1C(=O)O[C@H]2C=C[C@H]3CCC[C@@H]3C[C@H]12,0.000275879,positive
C1=CC2=C3CCCC3CC[C@H]2CC1,0.000275879,positive
C=C1C(=O)O[C@H]2CC[C@@H]3CCCC3C[C@H]12,0.000275879,positive
C1=CC[C@@H]2CCc3ccccc3C2C1,0.000275879,positive
C=C1C(=O)C[C@@H]2C1CC[C@@H]1C3CCC(=O)C=C3CC[C@@H]21,0.000275879,positive
C=C1C(=O)O[C@@H]2[C@H]3C4O[C@H]4[C@H]4O[C@]43CCC[C@@H]12,0.000275879,positive
O=C(O[C@H]1CCCCO1)[C@]12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,0.000275879,positive
