scaffold,mean_shap,effect
O=c1c2ccccc2oc2cc3c(cc12)C=CCO3,0.0049982527,positive
O=C1C=CC[C@H](CC2CCC3C2CC[C@@H]2C4C(=O)C=CCC4CC[C@@H]32)O1,0.0047862856,positive
C1=C[C@H]2c3ccccc3OC[C@]2(/C=C/c2ccccc2)CC1,0.0047769533,positive
O=C1C=CC[C@H](C2OC[C@]34CC[C@@H]5C6C(=O)C=CCC6CC[C@H]5[C@@H]3CC[C@H]24)O1,0.0046620597,positive
C1=C2C3CC4CCCC[C@@H]4C[C@H]3O[C@@H]2C[C@H]1c1ccoc1,0.004582721,positive
C1=C[C@H]2c3ccccc3CC[C@@]2(/C=C/c2ccccc2)CC1,0.004569545,positive
O=c1cc(-c2cccc3c2OCC=C3)oc2ccccc12,0.00455965,positive
C1=C[C@H]2c3ccccc3OC[C@@]2(/C=C/c2ccccc2)CC1,0.0044960463,positive
O=C1OCc2ccccc21,0.0044909734,positive
O=c1c(-c2ccccc2)coc2cc3c(cc12)C=CCO3,0.0044436376,positive
O=C1C[C@@H](c2ccoc2)C2CC(=O)[C@H]3C(CC[C@H]4C5CCC[C@@]43COC5)[C@H]12,0.0044074184,positive
O=C1C=C2C3CC4CCCC5C(=O)O[C@H]([C@H]45)[C@H]3O[C@@H]2C1,0.004391387,positive
O=C1C=CC[C@H](CC2=CCC3C2CC[C@@H]2C4C(=O)C=CC[C@]45O[C@@H]5C[C@@H]32)O1,0.004363615,positive
O=C1C=C([C@@H]2CC=C3C4C[C@@H]5OCC6CCCC([C@H]4CCC32)[C@H]65)CO1,0.0043500466,positive
C=C1C(=O)O[C@@H]2C=CCC[C@H]3OC3CC[C@H]12,0.004334821,positive
O=C1OCC=C1[C@H]1C=C2C3CC4CCCC5C(=O)O[C@H]([C@H]45)[C@H]3O[C@@H]2C1,0.0043279044,positive
O=C1C=C([C@H]2C=C3C4CC5CCCC6C(=O)O[C@H]([C@H]56)[C@H]4O[C@@H]3C2)CO1,0.0043257205,positive
O=C1CC2[C@@H](c3ccoc3)C[C@H]3O[C@@]23C2CC[C@H]3C4CCC[C@]3(COC4)[C@@H]12,0.0043205325,positive
C=C1C(=O)OC2[C@H]3C4C=C[C@]3(CCC[C@@H]12)OO4,0.004312228,positive
O=C1C=CC[C@H](CC2=CCC3C2CC[C@@H]2C4C(=O)C=CCC4CC[C@@H]32)O1,0.004293156,positive
O=C1C=CC[C@H](CC2=CCC3C2CC[C@@H]2C4C(=O)CCCC4CC[C@@H]32)O1,0.0042778384,positive
C1=C2C3CC4CCCC5CO[C@H]([C@@H]54)[C@H]3O[C@@H]2CC1c1ccoc1,0.004275266,positive
O=C1CCC2c3ccccc3CC[C@]23OC13,0.0042613433,positive
O=C1C=CC[C@H](C[C@H]2CCC3C2CC[C@@H]2C4C(=O)C=CCC4CC[C@@H]32)O1,0.004257689,positive
C1=C2C3C[C@@H]4OCC5CCCC([C@H]3CCC2[C@@H](c2ccoc2)C1)[C@H]54,0.0042220056,positive
O=C1C=CC[C@H](C2OC[C@]34CC[C@@H]5C6C(=O)C=CC=C6CC[C@H]5[C@@H]3CC[C@H]24)O1,0.0042186426,positive
C=C1CC[C@@H]2CCCCC2[C@@H]1C/C=C1\CCOC1=O,0.004190108,positive
C=C1C(=O)O[C@@H]2C3C4C=C[C@]3(CCC[C@@H]12)C[C@]41C(=O)O[C@@H]2[C@H]3CC[C@@H]4O[C@@]43CCC[C@@H]21,0.0041895127,positive
C=C1[C@H]2C(CC[C@]34CC[C@H](CC[C@@H]13)C4)C[C@H]1O[C@H]12,0.004185725,positive
O=C1CC(c2ccc3c(c2)OCO3)Oc2ccccc21,0.004169815,positive
O=C(CCc1ccccc1)c1ccc2c(c1)C=CCO2,0.0041612103,positive
O=C1C[C@@H](c2ccccc2)Oc2cc3c(cc21)C=CCO3,0.004132727,positive
C1=C2CCCC3OC4(CCC5CCCC5=C4C1)O[C@H]23,0.004117749,positive
O=C(CCc1ccccc1)C[C@H](CCc1ccccc1)O[C@H]1CCCCO1,0.00411704,positive
O=C(/C=C/C=C/c1ccccc1)CCc1ccccc1,0.004116987,positive
O=C1C=CC[C@H](CC2=CCC3C2CC[C@@H]2C4C(=O)CCC[C@@H]4CC[C@@H]32)O1,0.0041065402,positive
C1=C2C3CC[C@H]4CCCCC4[C@H]3CCC2[C@H](c2ccoc2)C1,0.0041056657,positive
O=C1CC2[C@H](c3ccoc3)C[C@H]3O[C@@]23C2CC[C@H]3C4CCC[C@]3(COC4)[C@@H]12,0.0040985458,positive
C=C1c2ccoc2CC2C1CCC1CCCCC12,0.0040975073,positive
O=C(/C=C/c1ccccc1)C[C@H](CCc1ccccc1)OC1OCCC[C@H]1OC(=O)/C=C/c1ccccc1,0.0040924586,positive
O=C1C=CC=C2OCCC12,0.004092132,positive
C1=CC[C@@H]2CCc3ccccc3C2C1,0.0040551247,positive
O=C1C=CC2[C@@H](CCC3[C@@H]2CCC2[C@H](c4ccoc4)OC(=O)[C@H]4O[C@@]324)C1,0.0040448876,positive
O=C1O[C@@H]2[C@@H]3C(CCCC13)CC1C3=C[C@H](c4ccoc4)C[C@H]3O[C@@H]12,0.004042013,positive
O=C1OC2CC[C@H]3CC4CCC[C@@H]4C/C=C/1[C@H]23,0.0040364997,positive
O=C1O[C@@H](C2CCOC2=O)CC1=CC1OC2CCC=C3C(=O)O[C@H]1C32,0.0040347613,positive
O=C(/C=C/c1ccccc1)C[C@H](CCc1ccccc1)O[C@H]1CCCCO1,0.0040306738,positive
O=C1C=CC=CC1,0.004028954,positive
C1=C2C3CC4CCCC5CO[C@H]([C@@H]54)[C@H]3O[C@@H]2C[C@H]1c1ccoc1,0.0040201657,positive
O=c1ccc2c3c(ccc2o1)C=CCO3,0.0040185926,positive
O=C1C=CC2[C@@H](CCC3C4=CC(=O)[C@@H](c5ccoc5)C4CC[C@@H]32)C1,0.0040056333,positive
O=C1C=C([C@H]2C=C3C4CC5C(=O)C=CC[C@@H]5C[C@H]4O[C@@H]3C2)CO1,0.003991013,positive
O=c1oc2cc3c(cc2cc1-c1ccccc1)C=CCO3,0.0039892225,positive
O=c1c2ccccc2oc2ccccc12,0.003977021,positive
O=C1CC=C[C@H](C[C@H]2CCC3C2CC[C@@H]2C4C(=O)C=CCC4CC[C@@H]32)O1,0.0039767614,positive
C=C1CCCC[C@H]1CC/C=C/COc1ccc2ccc(=O)oc2c1,0.0039676134,positive
O=C1O[C@H]2[C@@H]3OC(=O)c4ccccc4-c4ccc5oc(=O)c6c(ccc7oc(=O)c4c5c76)-c4ccccc4C(=O)OC[C@H]3OC[C@@H]2OC(=O)c2ccccc2-c2ccccc21,0.0039613023,positive
C=C1C(=O)O[C@@H]2CC[C@@H]3CCC(=O)C3C[C@H]12,0.0039559393,positive
O=C(/C=C/c1ccccc1)OC[C@@H]1C[C@H](O[C@H]2CCCCO2)C[C@H](OCCc2ccccc2)O1,0.0039537735,positive
C1=C2CC[C@H]3CCCCC3C2CCC1,0.003950166,positive
C=C1CCCC2C[C@H]3OC(=O)C(=C)[C@H]3CC12,0.003948527,positive
O=C1C=CC2[C@@H](CCC3C4=CC[C@@H](c5ccoc5)C4CC[C@@H]32)C1,0.0039431937,positive
O=C(/C=C/c1ccccc1)c1ccc2occc2c1,0.003940779,positive
c1ccc(-c2ccccc2O[C@H]2CC[C@@H]3CCC4CCC[C@]32C4)cc1,0.003938646,positive
c1ccc(CCCC[C@H](CCc2ccccc2)O[C@H]2CCCCO2)cc1,0.0039246827,positive
c1ccc(-c2ccccc2O[C@@]23CCCC(CC[C@H]4CC[C@@H]42)C3)cc1,0.0039200005,positive
O=C(/C=C/c1ccccc1)c1ccc2c(c1)C=CCO2,0.003915717,positive
O=c1cc(-c2ccccc2)oc2c([C@@H]3CCCCO3)cccc12,0.0039150864,positive
O=c1cc(-c2ccccc2)oc2c3c(ccc12)OCC=C3,0.003910525,positive
O=C1C[C@H]2CCCCC2[C@H]2CCCC[C@H]12,0.0039091967,positive
C1=C2CC[C@H]3CCCCC3[C@H]2CCC1,0.0039059436,positive
O=C(/C=C/c1ccccc1)c1ccc2c(c1)CCCO2,0.0039003051,positive
C=C1C[C@@H]2OC(=O)C(=C)[C@H]2C[C@H]2CCC[C@H]12,0.0038987328,positive
O=C1CC2CC[C@@]34O[C@@]3(C=CC3CCCCC34)[C@@H]2C1,0.0038970418,positive
O=C1C=C([C@@H]2C[C@H]3C(CC[C@H]4CCCCC43)O2)CO1,0.0038924094,positive
C1CC[C@H](O[C@H]2CC[C@]34C[C@]35CCC3CCCC3[C@@H]5C[C@H](O[C@H]3CCCCO3)[C@H]4C2)OC1,0.003881229,positive
C=C1CC[C@H]2CCCCC2[C@H]1/C=C/C1=CC(=O)OC1,0.0038652522,positive
O=C(O[C@H]1C2C3=C[C@H](c4ccoc4)C[C@@H]3OCC[C@@H]2C2CCCC3CO[C@@H]1[C@@H]32)c1ccccc1,0.0038649295,positive
C=C1CCCC2CC3OC(=O)C=C3C[C@@H]12,0.0038622199,positive
c1ccc([C@@H]2CCc3ccccc3O2)cc1,0.003861011,positive
C=C1CC[C@H]2CCCCC2[C@H]1C/C=C1\CCOC1=O,0.003856125,positive
C1=C2CC(OC3OCC(O[C@H]4CCC(O[C@H]5CCCCO5)CO4)C[C@@H]3O[C@H]3CCCCO3)CCC2[C@H]2CCC3c4cc(CCCCOC5CCCCO5)oc4C[C@H]3[C@@H]2C1,0.0038484808,positive
O=C1CC=CC2=C1CCO2,0.0038429836,positive
C=C1C(=O)O[C@H]2CC[C@@H]3CCC(=O)C3C[C@H]12,0.0038310545,positive
O=C1C=C([C@H]2CC(=CC3OC4CCC=C5C(=O)O[C@H]3C54)C(=O)O2)CO1,0.0038295737,positive
C=C1C(=O)O[C@H]2CC[C@@H]3CCCC3C[C@H]12,0.0038144784,positive
C(=C/c1cccc(O[C@H]2CCCCO2)c1)\c1ccccc1,0.0038082812,positive
O=c1c(O[C@H]2CCCCO2)c(-c2ccccc2)oc2ccccc12,0.003796134,positive
c1ccc([C@H]2Cc3cc4c(cc3O2)CCc2ccccc2-4)cc1,0.0037845168,positive
O=C1C[C@H]2CC3C(=O)CC[C@H]3CC[C@@H]2O1,0.0037782786,positive
O=C1C[C@H](c2ccc3c(c2)OCO3)Oc2ccccc21,0.003773754,positive
O=c1oc2ccccc2c2oc3ccccc3c12,0.0037558451,positive
C=C1C[C@H]2OC(=O)C(=C)[C@H]2C[C@H]2CCC[C@H]12,0.0037538519,positive
O=C(/C=C/c1ccc2c(c1)OCO2)c1ccccc1,0.0037517785,positive
C1CC2=C3C[C@@H]4O[C@@]45CCCCC5[C@H]3CCC2C1,0.0037480684,positive
O=c1cc2occc3c(O[C@H]4CCCCO4)c(-c4ccccc4)oc(c1)c23,0.0037469268,positive
C1=C2C[C@@H](O[C@@H]3OC[C@@H](O[C@H]4CCCCO4)C[C@H]3O[C@H]3CCCCO3)CCC2[C@H]2CCC3[C@@H](C[C@@H]4O[C@]5(CCCCO5)C[C@H]34)[C@@H]2C1,0.0037397519,positive
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@H]3CC4C5=CC[C@@H](c6ccoc6)C5CC[C@@H]4C1[C@H]23,0.0037369316,positive
O=c1ccc2ccc3c(c2o1)C=CCO3,0.0037338918,positive
c1ccc([C@@H]2C[C@@H](c3cccc4c3O[C@H](c3ccccc3)CC4)c3ccccc3O2)cc1,0.0037278875,positive
C=C1C(=O)O[C@H]2CC[C@@H]3CCC4O[C@]43C[C@H]12,0.0037098574,positive
O=c1c(-c2ccccc2)coc2ccccc12,0.00370979,positive
C=C1C(=O)O[C@H]2C=C[C@H]3CCC[C@@H]3C[C@H]12,0.0037055993,positive
C=C1[C@@H]2CCCC2CC[C@]23CC[C@H](CC[C@@H]12)C3,0.0036991031,positive
O=C(O[C@H]1[C@H](Oc2c(-c3ccccc3)oc3ccccc3c2=O)OCC[C@@H]1OC(=O)c1ccccc1)c1ccccc1,0.0036981816,positive
O=C1/C=C/[C@H]2C[C@H]2CCC=C[C@H]2CCCC12,0.0036897194,positive
O=C1O[C@@H]2CC3OC4C[C@H]5C(CC[C@H]6CCCCC65)C5CC[C@@]1(C2)[C@@H]3[C@H]45,0.003686975,positive
c1cc2c(o1)C[C@@H]1C3CCCCC3CC[C@H]1C2,0.0036800553,positive
C=C1C[C@H]2C(CC[C@H]3CCCCC32)C2CC[C@@]34CCCC[C@H]3[C@@]12OC4=O,0.0036799265,positive
O=C1O[C@@H](C2=CCOC2=O)CC1=CC1OC2CCC=C3C(=O)O[C@H]1C32,0.0036656861,positive
C1C[C@]23CC[C@H](CC[C@H]2C[C@H]2C1C[C@H]1O[C@H]12)C3,0.0036648707,positive
c1ccc(Cc2cccc3c2CCc2cc4c(cc2-3)C[C@H](c2ccccc2)O4)cc1,0.0036610216,positive
C1CC2=C3CCC4CCCCC4[C@H]3CCC2C1,0.0036563245,positive
O=C(/C=C/c1ccccc1)O[C@@H]1CO[C@@H](OCCc2ccccc2)C[C@H]1O[C@H]1CCCCO1,0.003653613,positive
O=C1O[C@@H]2C[C@H]3OC4C[C@H]5C(CC[C@H]6CCCCC65)C5CC[C@@]1(C2)[C@@H]3[C@H]45,0.003646113,positive
c1ccc2c(c1)ccc1ccccc12,0.0036456345,positive
C=C1C[C@@H]2OC(=O)C[C@H]2C[C@H]2CCC[C@H]12,0.003642093,positive
C(=C/c1ccccc1O[C@H]1CCCCO1)\c1ccccc1,0.0036420256,positive
O=C1C=C[C@H]2O[C@@]3(C=CCCO3)C=C[C@H]2C1,0.0036395048,positive
O=C(OC[C@@H]1C[C@H](OC(=O)c2ccccc2)C[C@H](OC(=O)c2ccccc2)O1)c1ccccc1,0.0036387234,positive
O=C(OC[C@H]1O[C@@H](OC(=O)c2ccccc2)C[C@@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1)c1ccccc1,0.0036387234,positive
C=C1C(=O)O[C@H]2C[C@@H]1CC1=CCC[C@@H]1C2=C,0.0036312514,positive
O=C1c2ccc3c(c2O[C@@H]2COc4ccccc4C12)C=CCO3,0.0036312023,positive
O=C1CCC23Oc4cccc5c4[C@](CCC5=O)(Oc4cccc1c42)O3,0.0036284304,positive
C=C1C(=O)C[C@@H]2C1CC[C@@H]1C3CCC(=O)C=C3CC[C@@H]21,0.0036280674,positive
O=c1oc2c3c(ccc2c2oc4ccccc4c12)OCC3,0.0036218113,positive
O=C(/C=C/CCc1ccccc1)/C=C/c1ccccc1,0.0036206688,positive
O=C(/C=C/c1ccccc1)OCCc1cccc2ccc(=O)oc12,0.003619171,positive
O=c1c(-c2ccc3c(c2)OCO3)coc2cc3occc3cc12,0.0036059301,positive
O=C1CC[C@]23C[C@]24CCC2C(CC[C@@H]2[C@H]2CCCCOC2)[C@@H]4CC[C@H]3C1,0.003605124,positive
O=C(CCc1ccccc1)c1ccccc1,0.003604107,positive
c1ccc(C2OCC3C(c4ccc(O[C@H]5CCCCO5)cc4)OCC23)cc1,0.003594363,positive
C1=C\[C@H]2CCC[C@H]2CC2CCC[C@@H]2C/1,0.0035943366,positive
O=C1C=C[C@H]2C[C@H]2CCC2O[C@@H]2[C@H]2CCCC12,0.0035937447,positive
O=C1C=C[C@@H]2C(=CC[C@H]3C4CCCC4CC(=O)C32)C1,0.0035874972,positive
O=C(/C=C\c1ccccc1)NCCc1ccccc1,0.003586932,positive
O=C1C=C[C@H]2CC3CC[C@]4(CCCO4)[C@@H]3CC=CC12,0.0035804806,positive
C=C1CC23CC[C@@H]4CCCCC4[C@@H]2CC[C@H]1C3,0.0035729972,positive
O=C1C[C@@H](c2ccc3c(c2)OCO3)Oc2c1ccc1c2C=CCO1,0.0035678623,positive
C1=C2CC[C@H]3CCCCC3[C@H]2C[C@@H]2OCC12,0.003560729,positive
C1CC2CC[C@@]34O[C@@]3(C[C@@H]3O[C@@]35CCCCC45)C2C1,0.0035605822,positive
O=C1C=CC2[C@@H](CCC3Oc4ccc5c(c4C[C@H]32)CCOC5=O)C1,0.0035600185,positive
O=C1c2ccc3c(c2O[C@@H]2COc4ccccc4[C@H]12)C=CCO3,0.0035584182,positive
C=C1C(=O)OC2[C@H]3C4O[C@H]4[C@H]4O[C@@]34CCC[C@@H]12,0.003557519,positive
O=C(/C=C/c1ccccc1)O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](c4ccoc4)C[C@H]2O[C@@H]13,0.0035560138,positive
C=C1C(=O)O[C@H]2[C@H]1CCC1CCC=C[C@@H]12,0.0035537016,positive
O=C1C=CC[C@@H]2C[C@H]3O[C@@H]4C[C@@H](c5ccoc5)C=C4C3CC12,0.0035461541,positive
C(=C/c1cccc2c1C(c1ccccc1)C(c1ccccc1)O2)\c1ccccc1,0.0035432102,positive
O=C1C=C([C@H]2C=C3C4CC5C(=O)C=CC6CO[C@H]([C@@H]65)[C@H]4O[C@@H]3C2)CO1,0.0035430724,positive
O=C1C[C@@H](c2ccccc2)Oc2c1ccc1c2C=CCO1,0.003542078,positive
C1CC[C@H](O[C@H]2CC[C@]34C[C@]35CCC3C(CC[C@@H]3C3CCCO3)[C@@H]5C[C@H](O[C@H]3CCCCO3)[C@H]4C2)OC1,0.0035412377,positive
O=C(O[C@H]1CCC[C@@H]2C[C@H]3O[C@@H]4C[C@@H](c5ccoc5)C=C4C3CC21)c1ccccc1,0.0035397364,positive
c1cc2c(o1)CC1C[C@]34CC[C@H](O[C@H]3CC1C2)O4,0.003538226,positive
O=C1CC[C@]23C[C@]24CCC2C(CC[C@@H]2[C@H]2CCCOC2)[C@@H]4CC[C@H]3C1,0.0035370393,positive
O=C1CCC[C@@H]2CCC3=CCCC[C@@H]3C12,0.003536359,positive
O=C1C=CC2[C@H](C1)CC(=O)C1=CCCC[C@@H]12,0.0035331114,positive
O=C1C[C@H]2CCCCC2C2CCCC=C12,0.0035326164,positive
O=C1O[C@]23C(=O)C[C@H]4C(CC[C@H]5CCCCC54)C2CC[C@]12CCCC[C@H]23,0.0035301857,positive
C=C1CCCC2C[C@@H]3OC(=O)C=C3C[C@@H]12,0.0035266061,positive
O=C(CCc1nccc2c1[nH]c1ccccc12)c1nccc2c1[nH]c1ccccc12,0.0035221654,positive
O=C(O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](c4ccoc4)C[C@H]2O[C@@H]13)c1ccccc1,0.0035172128,positive
O=c1c(O[C@H]2CCC[C@@H](CO[C@H]3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,0.003512974,positive
O=c1oc2cccc3c(=O)oc4cccc1c4c23,0.0034975377,positive
C=C1CCCC2CC3OC(=O)C=C3CC12,0.003496217,positive
C=C1CCCC2C[C@H]3OC(=O)C=C3C[C@@H]12,0.003496217,positive
C1=CC2C3CC[C@H](O[C@@H]4C[C@H](O[C@H]5CCCCO5)CCO4)CC3CCC2C2CCC3CCCCC3=C12,0.003494332,positive
C1=CCCC/C=C/CCC/C=C/CC1,0.0034918764,positive
O=C1OCCCCCCCCc2ccccc21,0.003484874,positive
O=C1C[C@H]2CCCCC2[C@H]2CCCC=C12,0.0034785133,positive
O=C1C=CC2[C@@H](CCC3C4=CC(=O)[C@H](c5ccoc5)C4CC[C@@H]32)C1,0.0034742155,positive
O=c1cc(CCc2ccccc2)oc2c1[C@H]1C[C@@H](C2)Oc2ccc3oc(CCc4ccccc4)cc(=O)c3c21,0.0034616573,positive
