LigandID,canonical_smiles,compound_name
4186,Cc1ccc(C(=O)NNC(=S)NC(=O)c2ccco2)cc1,stage_wise232
4307,CCCOc1ccc(C(=O)NNC(=S)NC(=O)c2ccco2)cc1,stage_wise233
4328,O=C(NNC(=S)NC(=O)c1ccco1)c1ccc(F)cc1,stage_wise234
5917,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C4CC4)c3)ccc21,stage_wise235
7379,CC(C)=CCC[C@@]1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)c(O)c3)c2O)O1,stage_wise236
7929,COc1ccc(/C=C/C(=O)c2ccc3c(c2O)C=CC(C)(C)O3)cc1OC,stage_wise237
8289,COc1cc2c(c(O)c1C(=O)/C=C/c1ccc(O)cc1)C=CC(C)(CC/C=C(\C)CCC=C(C)C)O2,stage_wise238
8290,COc1cc2c(c(O)c1C(=O)/C=C/c1ccccc1)C=CC(C)(CC/C=C(\C)CCC=C(C)C)O2,stage_wise239
4332,COc1cc(/C=C2\SC(=S)N(C(Cc3ccccc3)C(=O)O)C2=O)ccc1O,stage_wise240
1771,Cc1cc(C)c2c(=O)n(CC(=O)N3CCC(Cc4ccccc4)CC3)sc2n1,stage_wise241
1619,CCOc1ccc(C(=O)Nc2cc(-c3nc4ccccc4[nH]3)ccc2Cl)cc1[N+](=O)[O-],stage_wise242
1499,COc1cc(/C=C2\SC(=S)N(CC(=O)Nc3ccc(O)cc3)C2=O)cc(OC)c1OC,stage_wise243
4030,O=C1c2ccccc2S(=O)(=O)c2cc(C(=O)N(c3ccccn3)c3ccccn3)ccc21,stage_wise244
7928,COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)/C1=C(O)/C=C/c1ccccc1,stage_wise245
4347,CCn1c(O)c(/C=N/NC(=O)c2ccccc2)c(=O)n(CC)c1=S,stage_wise246
2721,COc1ccc(S(=O)(=O)Nc2ccccc2OC)cc1NC(=O)c1cc2ccccc2oc1=O,stage_wise247
6823,C[C@H](C#Cc1cccc(C(=O)NCCC(c2ccccc2)c2ccc(S(N)(=O)=O)cc2)c1)N(O)C(N)=O,stage_wise248
2740,Cc1ccc(NC(=O)CN(C)C(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,stage_wise249
5851,CCCCCCCNC(=O)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1,stage_wise250
4006,COc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1,stage_wise251
4008,Cc1onc(-c2ccccc2)c1C(=O)NNC(=S)NC(=O)c1ccc(Cl)cc1Cl,stage_wise252
4352,COc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1OC,stage_wise253
4358,CCCOc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1,stage_wise254
3594,Cc1ccc(C(=O)COC(=O)c2cc(Cl)ccc2O)cc1[N+](=O)[O-],stage_wise255
6204,CC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,stage_wise256
2689,CN1CCN(S(=O)(=O)c2ccc(Sc3nnnn3-c3ccccc3)c([N+](=O)[O-])c2)CC1,stage_wise257
2821,CS(=O)(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,stage_wise258
2830,CC(C)C(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,stage_wise259
2923,CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,stage_wise260
1873,Nc1c(C(=O)NC2CC2)sc2nc3c(c(-c4ccco4)c12)CC/C3=C/c1ccco1,stage_wise261
1819,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C/c1ccc(Sc2ccccc2)o1,stage_wise262
5750,Fc1cccc(Cl)c1-c1ncc(-c2ccc(CCc3ccccc3)cc2)[nH]1,stage_wise263
5985,O=C(NC1CCN(CC(F)(F)F)CC1)c1ccc(-c2cccc(=O)[nH]2)nc1,stage_wise264
7332,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,stage_wise265
7795,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,stage_wise266
7799,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,stage_wise267
2382,COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)c(CN(C)C)c32)cc1,stage_wise268
3318,N#CC(C#N)=C(C#N)c1ccc(Nc2ccccc2)cc1,stage_wise269
6290,COc1cc(NC(=O)c2ccc(C)c(C#Cc3cnc4cccnn34)c2)cc(OC)c1,stage_wise270
2955,O=S(=O)(c1ccc(Br)cc1)c1cnc2ccccc2n1,stage_wise271
6914,CC1CCN(c2cc(N3CCN(C)CC3)ccc2NC(=O)c2ccc(C#N)o2)CC1,stage_wise272
7955,COc1ccc([C@@H]2CC(=O)c3ccc4c(c3O2)C=CC(C)(C)O4)cc1OC,stage_wise273
7957,COc1cc2c(c3c1C(=O)C[C@@H](c1ccccc1)O3)C=CC(C)(C)O2,stage_wise274
7959,CC1(C)C=Cc2c(ccc3c2O[C@H](c2ccccc2)CC3=O)O1,stage_wise275
7960,CC(C)=CCc1cc2c(c3c1OC(C)(C)C=C3)O[C@H](c1ccccc1)CC2=O,stage_wise276
7961,COc1ccc([C@@H]2CC(=O)c3cc(CC=C(C)C)c4c(c3O2)C=CC(C)(C)O4)cc1OC,stage_wise277
5329,CN1CCC(O)(C#Cc2cccc(-c3c[nH]c4cnc(N)nc34)c2)C1=O,stage_wise278
6684,CN1CCC(O)(C#Cc2ccc(F)c(-c3c[nH]c4cnc(N)nc34)c2)C1=O,stage_wise279
6172,O=C1c2ccc(Oc3ccc(F)cc3F)cc2CCc2ccc(OC[C@@H](O)CO)cc21,stage_wise280
2315,NC(=O)c1sc2nc3c(c(-c4ccccc4)c2c1N)CCC3,stage_wise281
3408,COc1cc2c(cc1OC)C(c1cc(Br)ccc1F)N(C(=O)CCl)CC2,stage_wise282
4140,N#C/C(=C/c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)o1)c1nc2ccccc2s1,stage_wise283
3958,COc1ccc(-c2cc(C(F)(F)F)c3c(n2)sc2c(O)cc(=O)[nH]c23)c(OC)c1,stage_wise284
5661,NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2Cl)ccc1Oc1cccnc1,stage_wise285
6271,NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2Cl)ccc1Oc1cncc(Cl)c1,stage_wise286
8119,CCOC(=O)[C@H]1C(C(=O)O)=Cc2cc(O)c(O)cc2[C@@H]1c1ccc(O)c(O)c1,stage_wise287
672,Cc1cccc(-c2ccc([C@@H]3[C@@H](CO)N4CCCCN(S(=O)(=O)c5ccccc5F)C[C@H]34)cc2)c1,stage_wise288
201,COc1ccc(OCC(=O)c2c(O)c3ccccc3oc2=O)cc1,stage_wise289
3675,O=C(c1ccc(NS(=O)(=O)/C=C/c2ccccc2)cc1)N1CCCCC1,stage_wise290
4555,CN(C)c1ccc(C(C[N+](=O)[O-])c2c(N)n(C)c(=O)n(C)c2=O)c(F)c1C#N,stage_wise291
2601,CCC(=NCCc1c(C)[nH]c2ccc(C)cc12)C1=C(O)CC(c2ccccc2)CC1=O,stage_wise292
6012,NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2Cl)ccc1Oc1cccc(-n2cnnc2)c1,stage_wise293
4655,COc1ccc(-c2csc(NC(=O)CN3C(=O)C4CC=CCC4C3=O)n2)cc1OC,stage_wise294
26,O=C(Nc1cccc(F)c1)Nc1ccc2c(c1)CCC2,stage_wise295
4511,COc1ccccc1/C=C(\C#N)C(=O)c1cccn1C,stage_wise296
4512,Cn1cccc1C(=O)/C(C#N)=C/c1ccc(F)cc1,stage_wise297
5494,Cc1cc(C(C)(O)C#Cc2cccc(-c3c[nH]c4cnc(N)nc34)c2)no1,stage_wise298
6828,Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3cnc4ccccc4c3)CC2)c(C)c1,stage_wise299
5890,COc1ccc2cc(C(=O)N[C@H]3CCNC3=O)cnc2c1,stage_wise300
1842,O=c1cc(O)c2sc(Nc3ccc(F)cc3)nc2[nH]1,stage_wise301
2005,O=c1cc(O)c2sc(Nc3ccc(F)c(Cl)c3)nc2[nH]1,stage_wise302
7930,COc1cc2c(c(O)c1C(=O)/C=C/c1ccc3c(c1)OCO3)C=CC(C)(C)O2,stage_wise303
430,N/C(=N\OC(=O)Cc1ccc([N+](=O)[O-])cc1)c1ccccn1,stage_wise304
8130,COc1cc([C@@H](O)[C@@H](CO)c2ccc(O)c(OC)c2)ccc1O,stage_wise305
3582,O=[N+]([O-])c1cccc(NC(=S)Nc2nc(-c3ccccc3Cl)cs2)c1,stage_wise306
3214,NS(=O)(=O)c1ccc(Sc2nc3ccccc3s2)c([N+](=O)[O-])c1,stage_wise307
3899,Cc1ccccc1OCC(=O)NNC(=S)NC(=O)c1ccco1,stage_wise308
1556,CCOC(=O)N1CCN(C(=O)c2cc(-c3ccc(OCC)cc3)nc3ccccc23)CC1,stage_wise309
293,CC(Nc1ccccc1)c1cc(Cl)ccc1O,stage_wise310
4392,CC(C)(C)NC(=S)N/N=C\c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,stage_wise311
6342,Cc1[nH]c(-c2c(F)cccc2Cl)nc1-c1ccc(C#Cc2ccccc2)nc1,stage_wise312
6708,Fc1cccc(Cl)c1-c1nc(-c2ccc(C#Cc3ccccc3)nc2)c(Cl)[nH]1,stage_wise313
6908,Fc1cccc(Cl)c1-c1nc(-c2ccc(C#Cc3ccccc3)nc2)c(Br)[nH]1,stage_wise314
1949,CC(=O)NS(=O)(=O)c1ccc(NC(=O)/C=C/c2ccc(C)o2)cc1,stage_wise315
2003,O=C(O)c1cc(C(=O)O)cc(-c2ccc(/C=c3/sc4nc5ccccc5n4c3=O)o2)c1,stage_wise316
1553,CCOC(=O)c1cc2c(N)c(C(=O)c3cc(C#N)c(SC)nc3C)sc2nc1C,stage_wise317
8121,CCOC(=O)c1cc2cc(O)c(O)cc2c(-c2ccc(O)c(O)c2)c1C(=O)O,stage_wise318
4931,COc1ccc2c(c1)N(C)/C(=C1/SC(=NCc3ccccc3)N(c3ccccc3)C1=O)S2,stage_wise319
3828,O=C(Nc1ccccc1)c1nc[nH]c1C(=O)NCCNC(=O)c1[nH]cnc1C(=O)Nc1ccccc1,stage_wise320
4167,COc1cccc(CNC(=O)CCC2CCCN(c3cc(C)nc(N)n3)C2)c1,stage_wise321
765,COc1ccccc1-c1ccc(C(=O)NCCc2c(C)[nH]c3ccccc23)cc1,stage_wise322
790,COc1ccccc1-c1ccc(C(=O)NCCc2c(C)[nH]c3ccccc23)cc1F,stage_wise323
531,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,stage_wise324
4071,COc1ccc(-n2c(O)c(/C=N/NS(=O)(=O)c3ccc(C)cc3)c3ccccc3c2=O)cc1OC,stage_wise325
6940,COc1ccc(C2=NN(Cc3ccc(Cn4ccnc4)cc3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,stage_wise326
4495,COc1cc(/C=C2/C(=O)NN(c3cccc(Cl)c3)C2=O)cc(OC)c1O,stage_wise327
4499,COc1cc(/C=C2/C(=O)NN(c3cccc(Cl)c3)C2=O)cc(Br)c1O,stage_wise328
3471,CCOC(=O)[C@@H]1[C@H]2COc3ccc(Br)cc3[C@H]2N2C(=O)N(c3ccc(C)cc3)C(=O)[C@]12C,stage_wise329
7853,COc1c(C)c(O)c(Cc2c(O)cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@@H](O)C3)c(O)c1C(C)=O,stage_wise330
2509,COc1ccc(-c2cc(=O)oc3c(C)c(OC(=O)c4cccs4)ccc23)cc1,stage_wise331
5172,O=C1NC(=O)C(=Cc2cn(-c3ccc(Cl)cc3)nc2-c2ccc(OCc3ccccc3)cc2)C(=O)N1,stage_wise332
2660,CCCCCCc1cc2cc(S(=O)(=O)c3ccc(F)c(Cl)c3)c(=O)oc2cc1O,stage_wise333
2664,CCCCCCc1cc2cc(S(=O)(=O)c3ccc(F)cc3)c(=O)oc2cc1O,stage_wise334
5692,O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1cccc(F)c1,stage_wise335
6302,O=C(Nc1ccc(F)c(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1ccccc1,stage_wise336
6353,O=C(Nc1cc(Nc2ccc3c(c2)OCc2ccccc2C3=O)ccc1F)c1ccccc1,stage_wise337
8060,O=c1ccc2cc3c(cc2o1)O[C@@H](CO)[C@H](c1ccc(O)c(O)c1)O3,stage_wise338
8213,O=c1ccc2cc3c(cc2o1)O[C@H](CO)[C@@H](c1ccc(O)c(O)c1)O3,stage_wise339
8214,COc1c2c(cc3ccc(=O)oc13)O[C@@H](c1ccc(O)c(O)c1)[C@H](CO)O2,stage_wise340
8215,COc1c2c(cc3ccc(=O)oc13)O[C@H](c1ccc(O)c(O)c1)[C@@H](CO)O2,stage_wise341
3020,CC(CCc1ccccc1)NC(=O)COC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1,stage_wise342
4704,COc1ccc(-c2csc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)n2)cc1OC,stage_wise343
2381,COc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,stage_wise344
6688,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,stage_wise345
5384,COc1ccc(C(C)(C)Cn2cc[nH]c2=O)cc1OC1CCCC1,stage_wise346
5849,COc1ccc(CCn2cc[nH]c2=O)cc1OC1CCCC1,stage_wise347
6297,COc1ccc(C(C)Cn2cc[nH]c2=O)cc1OC1CCCC1,stage_wise348
6534,CC(Cn1cc[nH]c1=O)c1ccc(OC(F)F)c(OC2CCCC2)c1,stage_wise349
841,CC(C)Cc1ccc(C(C)C(=O)NCCOc2ccc(S(N)(=O)=O)cc2)cc1,stage_wise350
8040,CC(C)=CCc1c(-c2ccc(O)c3c2OC(C)(C)C=C3)oc2cc(O)cc(O)c2c1=O,stage_wise351
4537,CCN(CC)C(=O)Cn1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3F)C2=O)c2ccccc21,stage_wise352
1847,CC(/C=N/NC(=O)c1cc(-c2ccccc2)nc2ccccc12)=C\c1ccco1,stage_wise353
849,NS(=O)(=O)c1ccc(OCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)cc1,stage_wise354
1353,CCOc1ccc(NC(=O)/C=C/c2ccc(OC)cc2)c([N+](=O)[O-])c1,stage_wise355
1521,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,stage_wise356
3921,CCOc1cc(/C=C(/C#N)C(=O)Nc2ccc(O)cc2)cc(Br)c1O,stage_wise357
859,CC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)c1cccc(C(=O)c2ccccc2)c1,stage_wise358
5583,CS(=O)(=O)CCNC(=O)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,stage_wise359
5621,COCCNC(=O)C1CCN(C(=O)NCc2ccc(Cl)cc2Cl)CC1,stage_wise360
4861,CO/N=C/C(=N\Nc1ccc(OC)cc1)C(=O)c1ccc(OC)cc1,stage_wise361
7181,CC1=C(CO)CC[C@]2(C)c3ccc(C(C)C)c(O)c3CC[C@@H]12,stage_wise362
2942,O=C(c1ccc(S(=O)(=O)c2cccc(Cl)c2)c([N+](=O)[O-])c1)N1CCN(c2ccccn2)CC1,stage_wise363
2385,Cc1oc2c(c1C(=O)c1ccc(Cl)cc1)C(=O)C(=O)c1ccccc1-2,stage_wise364
3023,CCn1c(-c2ccccc2)c(C(=O)CCl)c2ccccc21,stage_wise365
406,COc1ccc(/C=N/NC(=O)c2nonc2C)cc1,stage_wise366
7999,C=C1CC[C@@H]2C(C)(C)C(=O)CC[C@@]2(C)[C@H]1COc1ccc2ccc(=O)oc2c1,stage_wise367
5785,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(N4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,stage_wise368
3403,COc1ccc(-c2oc3ccc(-c4ccc(OC)nc4)cc3c2C#CC2(O)CCCCC2)cc1,stage_wise369
2667,Cc1ccc(S(=O)(=O)c2c(C(=O)c3ccccc3)cnc3cc4c(cc23)OCCO4)cc1,stage_wise370
2417,C/C(=N/NC(=O)c1cccs1)c1ccc(NC(=O)COc2ccc(Cl)cc2)cc1,stage_wise371
745,N#C[C@@H]1[C@@H](c2ccccc2-c2ccccc2)[C@@H](CO)N1C(=O)NC1CCCC1,stage_wise372
6615,Cc1cc(-c2nc(C(=O)Nc3cc4cn(CCN(C)C)nc4cc3C(C)(C)O)co2)ccn1,stage_wise373
