canonical_smiles,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_avg,ID,lipinski_rule_of_five_violations,sa_score,y_pred
COc1ccc(/C=C\c2cc(O)cc(O)c2)cc1,0.9999998,1.0,1.0,0.9889656,0.96711135,0.99015856,0.9910392183333333,43737,0,1.969726738,1
CCCCCCOC(=O)CCCCC,0.99992865,0.8772268,0.78585076,0.78054667,0.5182023,0.71196246,0.7789529399999999,44039,0,1.65801668,1
CCC(=O)c1ccc(O)cc1,0.99996567,0.73533136,0.9946529,0.92440695,0.5060429,0.71620244,0.8127670366666666,44312,0,1.59584649,1
COc1cc(O)c(C(=O)CCc2ccccc2)c(OC)c1,0.9999962,1.0,0.99999833,0.9180784,0.6693918,0.92317253,0.9184395433333332,44419,0,1.889963047,1
COc1ccc(C=CC(=O)O)cc1OC,0.99999976,1.0,0.99999934,0.99345255,0.9105746,0.94464904,0.974779215,44608,0,1.686975145,1
COC(=O)c1cc(OC)c(OC)c(OC)c1,0.99963135,0.88217753,0.99850494,0.77411383,0.5053335,0.62416595,0.7973211833333335,44958,0,1.621556347,1
COC(=O)c1ccc2[nH]c3cc(OC)ccc3c2c1,0.9999816,0.928425,0.92506856,0.79081345,0.6272839,0.7382104,0.8349638183333332,45595,0,1.86051561,1
COC(=O)c1ccc(O)cc1O,0.9992485,0.9899202,0.9986903,0.73445445,0.7345121,0.8758251,0.8887751083333334,46721,0,1.777115119,1
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,0.999914,1.0,0.86804324,0.80237246,0.5825158,0.8400523,0.8488163000000001,47319,1,1.784728751,1
COc1ccc(OC)c2oc(=O)ccc12,0.9998775,0.99996823,0.99420094,0.9632656,0.64695644,0.79400545,0.8997123600000001,47322,0,1.968650701,1
COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,0.9999977,0.99999976,0.9999914,0.9964926,0.8032472,0.9519374,0.9586110099999999,47519,0,1.963379774,1
CCCCCCCCCCCCCCCCCCCCCC(=O)OCCCCCCCC,0.99998003,1.0,0.78585076,0.80895275,0.6579121,0.71196246,0.8274430166666668,47803,1,1.877519875,1
COC(=O)Cc1ccccc1[N+](=O)[O-],0.6854511,0.9992351,0.9968016,0.5450993,0.7042358,0.752183,0.7805009833333333,47865,0,1.781249412,1
OCc1cccc2ccccc12,0.99932367,0.98380804,0.7856601,0.7652204,0.62639034,0.7759671,0.8227282749999999,48212,0,1.461881342,1
COc1cc(C(=O)O)cc(O)c1OC,0.999697,0.9977458,0.99964935,0.81742764,0.65054065,0.8625156,0.88792934,48840,0,1.882414473,1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,0.99994594,1.0,0.99692035,0.7835395,0.5117908,0.6739559,0.8276920816666666,49125,1,1.542805625,1
CCCCCCCCCCCCCCCCCCOC(C)=O,0.9999955,1.0,0.78585076,0.81647617,0.5937516,0.71196246,0.8180060816666667,49466,1,1.804539387,1
COc1cc(O)cc(-c2ccccc2)c1,0.99999714,0.99999976,0.9790129,0.9372051,0.88003826,0.8827295,0.94649711,49475,0,1.56771845,1
COc1cc(C)c(C(=O)O)c(O)c1,0.997906,0.9999744,0.9996159,0.74462146,0.73401517,0.8975312,0.8956106883333333,49548,0,1.95105966,1
CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,0.99998003,1.0,0.78585076,0.80895275,0.7190663,0.71196246,0.8376353833333333,50033,1,1.896808442,1
COC(=O)c1cc(OC)c2[nH]c3ccccc3c2c1,0.99995613,0.99998856,0.8498377,0.8391791,0.78654796,0.733483,0.8681654083333333,50264,0,1.9429592,1
c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,0.9987561,0.99395746,0.7545724,0.64660966,0.54083097,0.68732244,0.7703415050000001,50378,0,1.904966352,1
COC(=O)c1ccc2[nH]c3cc(O)ccc3c2c1,0.9999807,0.64254886,0.9884209,0.848366,0.78878045,0.8027673,0.845144035,50755,0,1.995276964,1
CCOc1ccc(/C=C/C(=O)O)cc1,0.99999994,0.999999,0.9996105,0.9901119,0.8204808,0.83415335,0.9407259150000001,51193,0,1.647007213,1
C=C(C)c1ccccc1OC,0.99999934,0.7706012,0.9999998,0.97565633,0.5229923,0.9840748,0.8755539616666668,52035,0,1.730837259,1
COc1cc(Cc2ccc(O)cc2)ccc1O,0.9999969,0.9999998,0.999999,0.8828675,0.9055969,0.9566798,0.9575233166666667,52270,0,1.702627159,1
COc1ccc(-c2coc3cc(C)c(OC)cc3c2=O)cc1,0.9969299,1.0,0.99999523,0.9703153,0.8787566,0.95453066,0.966754615,52579,0,1.983193829,1
COc1cc2c(-c3ccccc3)cc(=O)oc2cc1O,0.98787236,0.99999404,0.99965143,0.8988901,0.9190828,0.8465173,0.9420013383333335,52710,0,1.935880168,1
COc1cc(CCO)ccc1O,0.9999881,0.9999884,0.99711543,0.89331,0.7861529,0.9219401,0.9330824883333332,53166,0,1.752229673,1
CCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC,0.99998003,1.0,0.78585076,0.80895275,0.6843183,0.71196246,0.83184405,53938,1,1.877519875,1
COc1cc(CO)ccc1O,0.99999696,0.9999972,0.9977848,0.9269338,0.81755906,0.943989,0.9477101366666667,54668,0,1.679555721,1
COc1cc(/C=C/C(=O)O)cc(OC)c1OC,0.9999998,1.0,0.99999976,0.9887638,0.9530194,0.9333992,0.9791969933333333,54746,0,1.865547853,1
COc1ccc(CCc2cc(OC)cc(O)c2C(=O)O)cc1,0.99998885,0.99992186,0.9999998,0.9513467,0.8222125,0.9536612,0.9545218183333333,55033,0,1.974069133,1
CCCCCCCCCCCOC(C)=O,0.9999955,0.8076685,0.78585076,0.81647617,0.54302984,0.71196246,0.777497205,55264,0,1.709786965,1
COc1cc(O)cc(O)c1C(=O)CCc1ccccc1,0.9999957,0.9999984,1.0,0.9252294,0.85227495,0.97970635,0.9595341333333333,55842,0,1.974932828,1
COc1c(O)ccc(C(=O)c2ccccc2)c1OC,0.93194246,0.9999899,0.99999714,0.5274702,0.61372024,0.87574226,0.8248103666666666,55931,0,1.861585954,1
COc1ccc2c(=O)c(-c3ccccc3)c(C)oc2c1,0.9999575,0.99999267,0.9999664,0.96875554,0.66592836,0.95194453,0.9310908333333332,55941,0,1.834686646,1
COc1ccc2c(c1)C(=O)c1ccccc1C2=O,0.6552517,0.99999785,0.999434,0.74782753,0.9155941,0.8138023,0.8553179133333333,55970,0,1.690110449,1
COc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1,0.9999998,1.0,1.0,0.9978592,0.94805527,0.97733545,0.9872082866666667,56110,0,1.794772241,1
COc1ccc2c(=O)cc(-c3ccc(O)cc3)oc2c1,0.9999978,1.0,0.9999531,0.99692196,0.90061027,0.9312399,0.9714538383333332,56182,0,1.927890694,1
COc1cc2oc(=O)cc(-c3ccccc3)c2cc1O,0.9921693,0.9999943,0.99965143,0.8555624,0.9049988,0.8465173,0.9331489216666666,56304,0,1.948878548,1
COc1ccc(C(=O)CCc2ccccc2)c(O)c1,0.9999787,0.99917793,0.9999501,0.8989811,0.80604935,0.9132573,0.9362324133333333,56615,0,1.668536123,1
COc1ccc(C)cc1O,0.99997205,0.54260826,0.9683227,0.9126466,0.72733426,0.8459287,0.8328020949999999,56748,0,1.495053982,1
COc1ccc(/C=C/C(=O)O)cc1OC,0.99999976,1.0,0.99999934,0.99345255,0.9105746,0.94464904,0.974779215,57093,0,1.686975145,1
COc1ccc2c(=O)cc(CCc3ccccc3)oc2c1,0.9991227,0.99550366,0.999666,0.84572715,0.5389312,0.90111953,0.8800117066666667,57414,0,1.914011842,1
COc1ccc(C(=O)CCc2ccc(O)cc2)c(O)c1,0.9999787,0.99863154,1.0,0.8989811,0.8919986,0.96780777,0.9595662850000001,57444,0,1.846843543,1
COc1cc(O)cc(OC)c1OC,0.99316835,0.9999921,0.99990755,0.79032373,0.8227787,0.8563711,0.9104235883333333,57639,0,1.732410739,1
COc1cc(C=CC(=O)O)ccc1O,0.99999976,1.0,0.99999994,0.99452513,0.9477313,0.97277063,0.9858377933333334,58563,0,1.869063177,1
CCCCCCCCCCCCCCCCCCCCCC(=O)OC,0.999914,1.0,0.86804324,0.80237246,0.5825158,0.8400523,0.8488163000000001,58570,1,1.754388393,1
OCc1ccc(OCc2ccc(O)cc2)cc1,0.7081628,0.99999994,0.9857545,0.7909978,0.8659151,0.94505626,0.8826477333333335,58806,0,1.541167053,1
OCCc1ccc(Oc2cc(CCO)ccc2O)cc1,0.99991876,1.0,0.99612385,0.9005057,0.9026339,0.9500043,0.9581977516666665,58826,0,1.969905269,1
COC(=O)Cc1ccc(O)cc1,0.8164375,0.9780681,0.5453934,0.77044505,0.57826,0.74450755,0.7388519333333333,60899,0,1.582530373,1
Oc1cccc2[nH]c3ccccc3c12,0.9999988,0.99968415,0.85792595,0.9869774,0.7991958,0.7701284,0.9023184166666666,61131,0,1.880814544,1
COc1cc(OC)c(OC)cc1CC(C)=O,0.9971647,0.99999315,0.9999917,0.9133963,0.57303846,0.8954268,0.8965018516666667,61289,0,1.839594629,1
CCCCCCCCCCCCCCCCOC(=O)CCCCCCC,0.99998003,1.0,0.78585076,0.80895275,0.6537172,0.71196246,0.8267438666666668,61434,1,1.844649277,1
O=c1cc(-c2ccccc2)oc2cccc(O)c12,0.99999833,1.0,0.9968017,0.99765676,0.89615995,0.9272426,0.9696432233333333,61565,0,1.931391166,1
COc1ccc(C(=O)OCCc2ccc(O)cc2)cc1,0.91601944,0.9999729,0.6104298,0.77001166,0.8295006,0.64715034,0.7955141233333333,61706,0,1.602304459,1
COc1cc(O)c(OC)cc1O,0.9994084,0.999985,0.999985,0.8294304,0.76395124,0.94717103,0.9233218449999999,61751,0,1.8549781,1
CC=Cc1ccc(OC(C)=O)c(OC)c1,0.9999981,0.99999446,0.9999979,0.98626536,0.822141,0.94035864,0.95812591,62251,0,1.960048316,1
COc1ccc2c(c1)c(=O)cc(-c1ccccc1)n2C,0.9973096,0.68862647,0.757871,0.80198675,0.6038783,0.8018694,0.77525692,62293,0,1.916891504,1
COc1ccc(CCc2ccc3ccccc3n2)cc1OC,0.99983126,1.0,0.97771406,0.85607576,0.52877486,0.8100212,0.8620695233333334,63688,0,1.794665184,1
COc1cccc(CCc2ccc(O)cc2)c1,0.9999977,1.0,0.99759454,0.97837156,0.90216666,0.86817473,0.9577175316666665,63709,0,1.530115561,1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,0.999914,1.0,0.86804324,0.80237246,0.5825158,0.8400523,0.8488163000000001,64010,1,1.803320173,1
CCc1c(O)cc(CCc2ccccc2)cc1O,0.99999976,0.99658555,0.99999994,0.99300843,0.7949906,0.9395316,0.9540193133333332,64031,0,1.968879679,1
COc1ccc(CCc2cc(O)c(C)c(O)c2)cc1,0.9999995,0.99999994,0.99999994,0.9910035,0.8223466,0.98359054,0.96615667,64312,0,1.932590598,1
COc1ccc(CCc2cc(=O)c3ccccc3o2)cc1,0.9995418,0.9999977,0.999666,0.8252368,0.6100634,0.90111953,0.8892708716666666,65393,0,1.877866571,1
COc1cc(-c2ccccc2)cc(OC)c1O,0.99996924,0.99479127,0.9999916,0.93680286,0.7113516,0.9397102,0.9304361283333332,65468,0,1.578112736,1
CCCCCCCCCCCCCCCC(=O)OCCCCCCCCCC,0.99998003,1.0,0.78585076,0.80895275,0.7176139,0.71196246,0.8373933166666667,65629,1,1.850902189,1
COc1cc(O)c(C(=O)c2ccccc2)cc1O,0.999016,0.86399144,0.9999998,0.62914515,0.64167583,0.9457593,0.8465979199999999,66583,0,1.819180657,1
COc1ccc(/C=C/C(=O)c2c(OC)cc(OC)cc2OC)cc1,0.9999998,1.0,1.0,0.99818784,0.9601752,0.97733545,0.9892830483333332,66760,0,1.993561392,1
COc1ccc2c(c1)[nH]c1ccc(C(=O)O)cc12,0.99999285,0.99999976,0.98461324,0.8387273,0.7921913,0.80144525,0.9028282833333332,67103,0,1.851154793,1
CCCCCCCCCCCCCCCCCC(=O)OCCCC,0.999983,1.0,0.78585076,0.8106673,0.65652305,0.71196246,0.8274977616666667,67469,1,1.849937302,1
COc1ccc(C(=O)C=Cc2ccc(O)cc2)c(O)c1,0.9999998,1.0,1.0,0.9979386,0.9873767,0.9874062,0.9954535499999998,67544,0,1.961012499,1
COc1cc(/C=C/C(=O)c2ccc(O)cc2)ccc1O,0.9999998,1.0,1.0,0.9980112,0.98116064,0.98878527,0.994659485,67699,0,1.904628982,1
O=C(O)CCc1cccc(O)c1,0.99999493,0.9996805,0.65195847,0.92429113,0.61666733,0.7552776,0.8246449933333334,68094,0,1.640277226,1
O=C(c1ccccc1)n1cc(O)c2ccccc21,0.9993991,0.6765504,0.919195,0.7994973,0.5496575,0.6914751,0.7726290666666666,68142,0,1.942015426,1
COc1cc(CCc2cc(OC)c(O)c(OC)c2)ccc1O,0.99999475,0.9999978,0.99999994,0.96799356,0.78245085,0.9755505,0.9543312333333334,69236,0,1.961199019,1
COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,0.9999998,1.0,1.0,0.9980781,0.9874076,0.97571415,0.9935332749999999,69557,0,1.854286906,1
c1ccc(CCC(CCCC2CCCC2)CCc2ccccc2)cc1,0.9999996,1.0,0.99807173,0.94561595,0.5488338,0.7972743,0.8816325633333334,70155,1,1.957815544,1
CCCCCCCCCCCCCCCCCCCCCCCCCCOC(C)=O,0.9999955,1.0,0.78585076,0.81647617,0.5937516,0.71196246,0.8180060816666667,70473,1,1.810943547,1
COc1ccc(C(=O)CCc2ccc(O)cc2)c(OC)c1,0.99998087,0.99951,0.9999971,0.909347,0.68468565,0.91864604,0.9186944433333334,70528,0,1.774694989,1
COc1cc(C)cc(OC)c1OC,0.9999624,0.6771898,0.99965566,0.8385951,0.5261871,0.87770516,0.8198825366666668,70531,0,1.532163706,1
CCCCCCCCCCCCCCCC(=O)OCCCCCCCCC,0.99998003,1.0,0.78585076,0.80895275,0.672595,0.71196246,0.8298901666666666,70576,1,1.847120954,1
COc1ccccc1-c1cc(OC)c(O)c(OC)c1,0.9999884,0.9999988,0.9999998,0.9678442,0.77790195,0.94034225,0.9476792333333334,70748,0,1.723380438,1
COc1ccc(-c2cc(=O)c3ccc(O)cc3o2)cc1,0.99999815,1.0,0.9999531,0.9978153,0.92613834,0.9312399,0.9758574650000001,71036,0,1.92318786,1
COc1cc(C)cc(OC)c1,0.9999966,0.62311745,0.91286236,0.8759532,0.5035804,0.8575423,0.7955087183333335,71271,0,1.480383413,1
COc1cc(/C=C\COC(=O)c2ccccc2)ccc1O,0.999993,0.99999803,0.99999887,0.94368315,0.92036945,0.94284105,0.9678139250000001,71602,0,1.904907467,1
COc1cc(/C=C/CO)cc(OC)c1OCc1ccccc1,0.999999,1.0,1.0,0.9559185,0.9088924,0.97300726,0.9729695266666667,71762,0,1.96596072,1
COc1cc(CCCO)ccc1O,0.99999,0.9999998,0.9984656,0.9288519,0.8231046,0.9025933,0.9421675333333334,72148,0,1.749828212,1
COc1ccc(CCC(=O)c2ccc(O)cc2)c(OC)c1,0.9999941,1.0,0.9999998,0.9358037,0.63636214,0.921364,0.9155872899999999,72314,0,1.787285602,1
COc1ccc(C(=O)/C=C/c2ccc(O)cc2OC)cc1,0.9999998,1.0,1.0,0.9986709,0.9199515,0.97571415,0.9823893916666666,72504,0,1.893218066,1
CC(C)=CCOc1ccc(O)cc1,0.999223,0.9181945,0.99922556,0.7674806,0.90410215,0.98358506,0.928635145,73058,0,1.914966673,1
O=C(O)c1cc(O)cc(O)c1,0.9999767,0.99982697,0.94416267,0.83670807,0.68135285,0.8704589,0.8887476933333333,73310,0,1.977810946,1
COc1ccc(C(C)(C)O)cc1,0.99983555,0.99936837,0.7993415,0.9025717,0.7252929,0.8682954,0.8824509033333334,73353,0,1.645295408,1
CCC(=O)CCc1ccc(O)c(OC)c1,0.99999684,0.99916714,0.99999493,0.94918936,0.6851344,0.8422844,0.9126278449999999,73423,0,1.918030305,1
Cc1cc2c(cc1O)[nH]c1ccccc12,0.99999887,0.98587865,0.83735704,0.96198153,0.81078273,0.7463588,0.8903929366666667,73786,0,1.983296267,1
COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1O,0.99999386,0.9999919,0.9999911,0.96308273,0.76887417,0.91483337,0.941127855,74365,0,1.919231119,1
COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,0.9999998,1.0,0.99999994,0.9856712,0.95791906,0.9768594,0.9867415666666668,74892,0,1.886630995,1
COc1cccc2c(=O)cc(CCc3ccccc3)oc12,0.999971,0.99997157,0.9990132,0.943119,0.5563576,0.87121886,0.8949418716666667,74948,0,1.982300619,1
O=c1cc(-c2ccccc2)c2cc(Cl)ccc2o1,0.9956672,0.9999991,0.9658368,0.78391004,0.74637103,0.7063666,0.8663584616666666,75583,0,1.739512763,1
COc1cc2ccc(=O)oc2cc1OC,0.9568715,0.993279,0.99586964,0.88369125,0.61897856,0.80654687,0.8758728033333334,75998,0,1.857746306,1
COc1cc(O)cc(CCc2ccc(OC)c(OC)c2)c1,0.9999947,1.0,0.9999911,0.9865896,0.8715598,0.91483337,0.9621614283333333,76264,0,1.855392251,1
COc1ccc2c(C(C)=O)cccc2c1,0.99998045,0.84764975,0.99604106,0.90340286,0.5439572,0.82172966,0.85212683,76843,0,1.60403202,1
CCc1ccc(O)c(OC)c1,0.9999959,0.9982507,0.9976819,0.9469231,0.7673065,0.66226417,0.8954037116666668,77169,0,1.552498798,1
OCc1ccc2ccccc2c1,0.93769544,0.84661573,0.7856601,0.79700667,0.6198705,0.7759671,0.79380259,77552,0,1.451374089,1
C=CCc1ccc(OC(C)=O)cc1,0.99999756,0.9872108,0.9999996,0.9672632,0.55348974,0.948096,0.9093428166666667,78167,0,1.876705135,1
COc1cc(C=O)ccc1O,0.99996394,0.9999998,0.96111417,0.8314497,0.914993,0.79183203,0.9165587733333332,78722,0,1.822051106,1
COc1cc(/C=C/C(=O)N2CCCC2)cc(OC)c1,0.9999995,0.9999626,0.7641365,0.93967795,0.72166485,0.50870556,0.8223578266666668,78734,0,1.974689969,1
COc1ccc2c(c1)C(=O)c1cc(C)ccc1C2=O,0.9957177,0.99975777,0.9998679,0.8984874,0.7907757,0.8441801,0.9214644283333334,79005,0,1.826714546,1
COc1ccc2c(c1OC)C(=O)c1ccccc1C2=O,0.58779293,1.0,0.99999434,0.6631585,0.94926167,0.84661937,0.8411378016666666,79223,0,1.870132279,1
COc1ccc2c(c1)[nH]c1cc(OC)ccc12,0.99999887,0.99962205,0.958615,0.9410634,0.73809856,0.84008163,0.9129132516666667,79525,0,1.792873175,1
COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1,0.9999998,1.0,0.99999994,0.998099,0.9860514,0.9682253,0.9920625733333334,79554,0,1.803661764,1
COc1cc(-c2ccccc2)cc(O)c1O,0.9999463,0.9999995,0.9999996,0.9300699,0.86232907,0.975926,0.961378395,80093,0,1.695462322,1
COc1ccccc1C=O,0.99985784,0.9999383,0.9890046,0.83220893,0.76920754,0.8184393,0.9014427516666665,80161,0,1.575677059,1
COc1cc(OC)cc(-c2cc(=O)c3ccccc3o2)c1,0.99999785,0.99999785,0.9999914,0.99552584,0.8214857,0.9519374,0.96148934,80944,0,1.962950544,1
COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1,0.9999997,1.0,1.0,0.99452966,0.9118846,0.98056334,0.9811628833333333,81013,0,1.900302379,1
CC(=O)OCCc1ccc(O)cc1,0.9996126,0.9961643,0.6626123,0.8261924,0.719518,0.743457,0.8245927666666667,81313,0,1.697658981,1
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,0.999981,0.616372,0.99613255,0.8551311,0.71713805,0.9428272,0.8545969833333333,81560,0,1.830471795,1
CCCCCCCCCCCCOC(C)=O,0.9999955,1.0,0.78585076,0.81647617,0.5666948,0.71196246,0.8134966149999999,82759,0,1.729794629,1
COc1cccc2cccc(O)c12,0.9985326,0.99999404,0.89486474,0.85417014,0.8063194,0.7919545,0.8909725700000001,82821,0,1.724574885,1
CCCCCCCOC(=O)CCCCCCC,0.99998003,0.99999976,0.78585076,0.80895275,0.53183436,0.71196246,0.80643002,82910,0,1.724054082,1
COc1ccc(-c2c(O)cc(-c3ccccc3)c(OC)c2OC)cc1,0.9999946,1.0,0.9999998,0.9622466,0.9090745,0.94034225,0.968609625,83384,0,1.955156978,1
CCCCCOCCOC(C)=O,0.9999501,0.99785274,0.8419892,0.7032316,0.65092856,0.5493869,0.7905565166666667,83861,0,1.843731771,1
COc1cc(O)cc(CCc2ccccc2OC)c1,0.99999946,0.9999998,0.9999998,0.98791355,0.8298702,0.9333906,0.9585289016666666,83870,0,1.822751508,1
CCCCCCCCCCCCCCCC(=O)OCCCC,0.999983,1.0,0.78585076,0.8106673,0.66047513,0.71196246,0.8281564416666666,84980,1,1.856453028,1
COC(=O)c1cc(-c2ccccc2)cc(OC)c1C,0.99998635,0.9999996,0.99996805,0.83900565,0.529721,0.8034441,0.8620207916666668,85047,0,1.725891034,1
COc1ccc(-c2cc(OC)c(-c3ccccc3)c(OC)c2O)cc1,0.9999943,0.9999996,0.9999998,0.96203667,0.86505795,0.94034225,0.9612384283333334,85573,0,1.94809739,1
COc1cc(-c2ccccc2)c(O)c(O)c1-c1ccccc1,0.9999962,0.99947304,0.9999996,0.9552887,0.7792824,0.975926,0.9516609900000002,85918,0,1.864349731,1
COc1cc(C=CC(=O)c2ccc(O)cc2)ccc1O,0.9999998,1.0,1.0,0.9980112,0.98116064,0.98878527,0.994659485,86104,0,1.904628982,1
COc1cc(/C=C/C(=O)O)ccc1OC(C)=O,0.9999996,1.0,0.99999994,0.9921732,0.9103715,0.9330073,0.9725919233333333,86263,0,1.898137485,1
COc1ccc(C(=O)C=Cc2ccccc2)c(O)c1OC,0.99999976,1.0,1.0,0.98662835,0.959827,0.9787466,0.9875336183333334,86356,0,1.986836841,1
COc1cc(CCCC(C)=O)ccc1O,0.9999953,0.9999893,0.99960166,0.9363219,0.641481,0.9235993,0.91683141,87927,0,1.817723363,1
CC(=O)Oc1ccc(O)cc1C,0.99999905,0.99930686,0.6266572,0.8847912,0.65367216,0.54628253,0.7851181666666666,88452,0,1.817104542,1
COc1ccc(CNCCc2ccc(O)cc2)cc1O,0.96964717,1.0,0.9999139,0.5143481,0.8688509,0.7481778,0.8501563116666667,88486,0,1.822404864,1
COc1ccc(C(=O)C=Cc2ccccc2)c(O)c1,0.9999998,1.0,0.99999994,0.998099,0.9860514,0.9682253,0.9920625733333334,88738,0,1.803661764,1
CCCCCCCCCCCCCCCC(=O)OCCCCCCCC,0.99998003,1.0,0.78585076,0.80895275,0.64413446,0.71196246,0.8251467433333333,89500,1,1.844649277,1
COC(=O)CCc1ccc(O)c(O)c1,0.99999475,0.9999497,0.99999994,0.9543006,0.78831244,0.96684545,0.9515671466666668,90206,0,1.849445363,1
CCCCCCCCC(=O)c1ccc(O)cc1,0.99999785,0.9999916,0.999697,0.95181936,0.7570575,0.8617466,0.928384985,90232,0,1.661731966,1
COc1ccc(/C=C/C(=O)O)cc1,0.99999994,1.0,0.9998351,0.99153537,0.8853011,0.92707795,0.9672915766666667,90699,0,1.584082058,1
COc1ccc(C=O)cc1Oc1ccc(C=O)cc1,0.99991673,1.0,0.99999976,0.8318513,0.84348136,0.83803463,0.91888063,90869,0,1.937579713,1
COc1ccc(C(=O)C=Cc2ccccc2)c(OC)c1OC,0.9999996,1.0,1.0,0.9867222,0.9416049,0.98056334,0.9848150066666665,90905,0,1.926563059,1
COc1ccc(C=CC(=O)O)cc1O,0.99999976,1.0,0.99999994,0.9943218,0.95775175,0.97277063,0.98747398,91415,0,1.909676132,1
CC(=O)OCCc1ccc(O)c(O)c1,0.99997705,0.99998146,0.9999723,0.9332325,0.8218863,0.95908815,0.9523562933333333,91846,0,1.963442934,1
COc1cccc2nc3ccccc3nc12,0.99995726,0.99909145,0.9817527,0.8669333,0.5529418,0.7488055,0.8582470016666667,92338,0,1.734950112,1
COc1cc(-c2ccccc2)cc(OC)c1OC,0.9999233,0.9994332,0.99999905,0.9339865,0.6982159,0.9493768,0.9301557916666665,92604,0,1.50547063,1
COc1ccc(/C=C\C(=O)O)cc1,0.99999994,1.0,0.9998351,0.99153537,0.8853011,0.92707795,0.9672915766666667,92801,0,1.584082058,1
COc1cc(-c2ccccc2)oc(=O)c1,0.9898856,0.99960774,0.9980774,0.89807004,0.6867377,0.77406937,0.8910746416666667,92866,0,1.899633298,1
CCCCCCCCCCCCCCCCCCCCCC(=O)OCCCCC,0.99998003,1.0,0.78585076,0.80895275,0.6024985,0.71196246,0.8182074166666666,93299,1,1.85590654,1
COc1cc(/C=C\C(=O)O)ccc1O,0.99999976,1.0,0.99999994,0.99452513,0.9477313,0.97277063,0.9858377933333334,93902,0,1.869063177,1
CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,0.999914,1.0,0.86804324,0.80237246,0.5825158,0.8400523,0.8488163000000001,94437,1,1.76428574,1
CCCCCCCCCCCCCCCCCCCCCCCCOC(C)=O,0.9999955,1.0,0.78585076,0.81647617,0.5937516,0.71196246,0.8180060816666667,94438,1,1.800890868,1
