Accuracy Test,Balanced Accuracy Test,AUROC Test,AUPRC Test,MCC Test,Precision Test,Sensitivity Test,Specificity Test,F1 Test,Fingerprint,Run,Seed
0.7693032015065914,0.7693016556689372,0.8402233172882732,0.8516021041371472,0.5386055399277162,0.7695214105793451,0.7680703959773727,0.7705329153605016,0.7687952186222082,ECFP,1,42
0.7658505963590709,0.7658722949821587,0.8419024331614549,0.8509753907033676,0.532049946736438,0.7565270188221008,0.7831552482715274,0.74858934169279,0.7696108709079679,ECFP,2,43
0.7649089767733835,0.7649058477446609,0.840079877208987,0.8498119613366789,0.5298197337352097,0.7657828282828283,0.7624135763670647,0.7673981191222571,0.7640944881889764,ECFP,3,44
0.7401129943502824,0.7399620514295735,0.8171186277040327,0.8339742077680081,0.49450593709128154,0.815550041356493,0.6197360150848523,0.8601880877742947,0.7042857142857143,MACCS,1,42
0.768361581920904,0.7683446660190847,0.8274959657477701,0.8433798307687176,0.5368937491705787,0.775338928340865,0.7548711502199874,0.7818181818181819,0.7649681528662421,MACCS,2,43
0.7507846829880728,0.7507243921037025,0.8226320072350546,0.8392098596959229,0.5038081245087687,0.7769284225156359,0.7027027027027027,0.7987460815047022,0.737953795379538,MACCS,3,44
0.7749529190207156,0.7748780857842605,0.8488827239428682,0.858376608254413,0.5537504793041115,0.81169757489301,0.7152734129478315,0.8344827586206897,0.760441029067825,RDKIT,1,42
0.7762084118016321,0.7761517075871527,0.8462162753261391,0.8582336364433241,0.5546052740761693,0.8031767955801105,0.7309868007542426,0.8213166144200627,0.7653833497861139,RDKIT,2,43
0.775894538606403,0.775808278935785,0.848068977339226,0.8569385713543958,0.5569530117657401,0.8193736343772761,0.7071024512884978,0.8445141065830721,0.7591093117408907,RDKIT,3,44
0.6679221594475832,0.6679468562387567,0.7292791150850493,0.7178645710319724,0.33614814080535776,0.6610271903323263,0.6876178504085481,0.6482758620689655,0.674060382008626,PHYCHEM,1,42
0.6679221594475832,0.6680028136323244,0.7319177820380707,0.7179724041071257,0.33879486785104895,0.6483027267668336,0.7322438717787555,0.6037617554858934,0.6877213695395513,PHYCHEM,2,43
0.6324544883866918,0.6327427595270418,0.7284565019929895,0.7195050069139114,0.29880274037528204,0.5903614457831325,0.8623507228158391,0.4031347962382445,0.7008939974457216,PHYCHEM,3,44
0.7730696798493408,0.7730176994812119,0.8468099359839536,0.8517356201935455,0.547948078673636,0.7972602739726027,0.7316153362664991,0.8144200626959248,0.7630285152409046,ESTATE,1,42
0.7743251726302574,0.7743062957978757,0.8515970515970515,0.8577922109459698,0.5488718785964711,0.7823834196891192,0.7592708988057826,0.7893416927899687,0.7706539074960128,ESTATE,2,43
0.7777777777777778,0.777752995395337,0.8488620354698942,0.8526485536897822,0.5559544150802743,0.788750817527796,0.7580138277812697,0.7974921630094044,0.7730769230769231,ESTATE,3,44
