Accuracy,Balanced Accuracy,AUROC,AUPRC,MCC,Precision,Sensitivity,Specificity,F1,Fingerprint,Run,Seed
0.7856204858831254,0.7855930172000511,0.8665019348764059,0.8704184217251152,0.5732139480970073,0.8114695340501792,0.7437582128777924,0.8274278215223098,0.7761398697291738,ECFP,1,42
0.7882468811556139,0.7882215692158059,0.869098583849818,0.8727101703469117,0.57818102019414,0.8120996441281139,0.7496714848883048,0.8267716535433071,0.7796378544584899,ECFP,2,43
0.7912015758371634,0.791176480732287,0.8688080074911791,0.8716662911844508,0.584078894861219,0.8150782361308677,0.7529566360052562,0.8293963254593176,0.7827868852459017,ECFP,3,44
0.7905449770190414,0.7905203127532843,0.8655564839053462,0.874034715940289,0.5827040442120278,0.8139204545454546,0.7529566360052562,0.8280839895013123,0.7822525597269625,MACCS,1,42
0.7915298752462245,0.7915037024774005,0.8660126111864139,0.8751669415437324,0.5848868561888655,0.8165596002855103,0.7516425755584757,0.8313648293963255,0.7827574409852891,MACCS,2,43
0.7862770847012476,0.786248322934666,0.8659867438547842,0.8765019214941422,0.574725384138725,0.8135349172066235,0.7424441524310118,0.8300524934383202,0.7763655101339746,MACCS,3,44
0.8086014445173999,0.808588212774323,0.8860516018776234,0.897707459851035,0.6176883314822875,0.8213552361396304,0.7884362680683311,0.8287401574803149,0.8045591686221925,RDKIT,1,42
0.809258043335522,0.8092426562645503,0.8855898700080361,0.8965587784645677,0.6191774774035514,0.8242591316333563,0.78580814717477,0.8326771653543307,0.8045745038681467,RDKIT,2,43
0.8056467498358503,0.8056294211580977,0.8816879985928172,0.8950539854512101,0.6121250494703343,0.8224687933425797,0.7792378449408672,0.8320209973753281,0.8002699055330634,RDKIT,3,44
0.7025607353906763,0.7025377576817352,0.7771178015527297,0.7759234071233267,0.40607885331043736,0.7175141242937854,0.6675427069645203,0.7375328083989501,0.6916269571136828,PHYCHEM,1,42
0.7117531188443861,0.71173402519823,0.7808491641402906,0.7811254496855456,0.424192870332739,0.7245467224546722,0.6826544021024967,0.7408136482939632,0.70297699594046,PHYCHEM,2,43
0.7120814182534472,0.7120612469433436,0.7790561269361698,0.7786876423344291,0.42493254248634865,0.7256822953114066,0.6813403416557161,0.7427821522309711,0.7028126058963063,PHYCHEM,3,44
0.7724885095206828,0.7724472392659196,0.8491690981958397,0.8585864735807894,0.5492766368629818,0.8114199849737039,0.709592641261498,0.8353018372703412,0.7570977917981072,ESTATE,1,42
0.7774130006565988,0.7773749659413467,0.8517515201368553,0.8609273877011159,0.5585345932900825,0.8135215453194651,0.7194480946123522,0.8353018372703412,0.7635983263598326,ESTATE,2,43
0.7685489166119501,0.7685093691475162,0.8491152079216115,0.8568840293294893,0.5409812344145029,0.8050784167289021,0.7082785808147175,0.8287401574803149,0.753582663404404,ESTATE,3,44
