Accuracy,MCC,AUROC,AUPRC,Sensitivity,Specificity
0.7063 ± 0.0348,0.3693 ± 0.0740,0.7305 ± 0.0412,0.8179 ± 0.0384,0.7717 ± 0.0417,0.5956 ± 0.0555
