Accuracy,MCC,AUROC,AUPRC,Sensitivity,Specificity
0.7063 ± 0.0249,0.3546 ± 0.0588,0.7800 ± 0.0174,0.8626 ± 0.0269,0.8110 ± 0.0438,0.5289 ± 0.0868
