Accuracy,MCC,AUROC,AUPRC,Sensitivity,Specificity
0.6987 ± 0.0453,0.3796 ± 0.0871,0.7453 ± 0.0154,0.7859 ± 0.0197,0.7536 ± 0.0675,0.6225 ± 0.0251
