Accuracy,MCC,AUROC,AUPRC,Sensitivity,Specificity
0.6953 ± 0.0077,0.3708 ± 0.0082,0.7552 ± 0.0177,0.8095 ± 0.0218,0.7594 ± 0.0479,0.6064 ± 0.0487
