rgroup_label,rgroup_smiles,active_count,inactive_count,enrichment_score
R3,CS(=O)(=O)N(S(C)(=O)=O)[*:3],1,0,inf
R3,CS(=O)(=O)N[*:3],6,0,inf
R3,CS(=O)(=O)[*:3],1,0,inf
R3,O=C[*:3],4,0,inf
R3,OC/C=C/[*:3],1,0,inf
R3,OC/C=C\[*:3],1,0,inf
R3,OCC(O)[*:3],1,0,inf
R3,OCCC[*:3],2,0,inf
R3,O=C(CO)O[*:3],3,0,inf
R3,O=C(O)/C=C/[*:3],6,0,inf
R3,O=C(O)CCC(=O)N[*:3],1,0,inf
R3,O=C(O)CC[*:3],2,0,inf
R3,NC(N)=N/N=C/[*:3],3,0,inf
R3,NCC[*:3],2,0,inf
R3,NNC(=O)[*:3],1,0,inf
R3,NNCC(O)[*:3],2,0,inf
R3,NS(=O)(=O)[*:3],1,0,inf
R3,O=C(CCO)[*:3],1,0,inf
R3,O=C(CCl)N[*:3],1,0,inf
R3,N#CSCC(=O)[*:3],1,0,inf
R3,N#CS[*:3],1,0,inf
R3,NC(=O)/C=C/[*:3],1,0,inf
R3,NC(=O)/C=C\C(=O)N[*:3],1,0,inf
R3,NC(=S)N=N[*:3],1,0,inf
R9,F[*:9],2,0,inf
R9,N#C[*:9],1,0,inf
R1,C/C(=C\CO)[C@@H](O)C[*:1],1,0,inf
R9,CC(C)=CC[*:9],1,0,inf
R9,CCOC(=O)[*:9],1,0,inf
R9,COCCNC(=O)[*:9],1,0,inf
R8,O=C(O)[*:8],11,0,inf
R8,O=[N+]([O-])[*:8],3,0,inf
R8,OC[*:8],1,0,inf
R8,O[*:8],48,0,inf
R8,C[C@H](C(=O)O)[*:8],1,0,inf
R8,FC(F)(F)C[*:8],1,0,inf
R8,FC(F)(F)O[*:8],1,0,inf
R1,CC(C)(O)/C=C/[*:1],2,0,inf
R1,CC(C)(O)C(O)C[*:1],1,0,inf
R1,CC(C)(O)[*:1],2,0,inf
R1,CC(C)/C=C/[*:1],1,0,inf
R1,CC(C)=C(C=O)[*:1],1,0,inf
R1,CC(C)=C(OC(=O)CC(C)C)C(=O)[*:1],1,0,inf
R1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[*:1],1,0,inf
R1,CC(=O)N(O)C(=O)/C=C/[*:1],1,0,inf
R1,CC(=O)N(O)C/C=C/[*:1],1,0,inf
R1,CC(C#C[*:1])N(O)C(N)=O,5,0,inf
R1,CC(C)(C)OC(=O)CO[*:1],1,0,inf
R1,C=C(C)[C@@H](O)C[*:1],1,0,inf
R1,C=C(C)[C@@H](O)[C@@H](OC)[*:1],1,0,inf
R1,C=C(C)[C@H](O)[C@H](OCC)[*:1],1,0,inf
R1,C=C/C(C)=C\C[*:1],2,0,inf
R1,C=CC[*:1],5,0,inf
R1,C=C[C@](C)(O)CC[*:1],1,0,inf
R1,CC(=O)/C=C/[*:1],1,0,inf
R1,C/C(=C\CO)[C@H](O)C[*:1],1,0,inf
R1,C/C(C=O)=C\C[*:1],1,0,inf
R1,C=C(C)/C=C/[*:1],1,0,inf
R1,C=C(C)/C=C\[*:1],1,0,inf
R1,C=C(C)C(O)C(OCC)[*:1],1,0,inf
R1,C=C(C)C(O)C[*:1],1,0,inf
R1,C=C(C)C[*:1],1,0,inf
R3,O[*:3],119,1,40.44833333
R4,NS(=O)(=O)[*:4],23,1,7.817745098
R6,O[*:6],84,4,7.137941176
R1,CC(C)[*:1],19,1,6.458137255
R7,FC(F)(F)[*:7],18,1,6.118235294
R1,O[*:1],80,5,5.438431373
R8,F[*:8],16,1,5.438431373
R8,CO[*:8],46,3,5.211830065
R7,Cl[*:7],45,3,5.098529412
R2,CO[*:2],87,6,4.928578431
R8,Cl[*:8],72,5,4.894588235
R4,C=CC[*:4],13,1,4.41872549
R7,CO[*:7],70,6,3.965522876
R1,O=[N+]([O-])[*:1],23,2,3.908872549
R6,CNC(=O)[*:6],11,1,3.738921569
R4,FC(F)(F)O[*:4],10,1,3.399019608
R4,O=[N+]([O-])[*:4],10,1,3.399019608
R5,CC(=O)[*:5],20,2,3.399019608
R10,[H][*:10],57,6,3.229068627
R5,F[*:5],47,5,3.195078431
R2,CS(=O)(=O)[*:2],18,2,3.059117647
R3,O=[N+]([O-])[*:3],9,1,3.059117647
R5,CC(C)C[*:5],43,5,2.923156863
R7,C[*:7],58,7,2.816330532
R6,Br[*:6],8,1,2.719215686
R3,CC(=O)[*:3],8,1,2.719215686
R3,CCOC(=O)[*:3],16,2,2.719215686
R9,[H][*:9],175,22,2.703765597
R5,O[*:5],78,10,2.651235294
R9,C[*:9],15,2,2.549264706
R10,NC(N)=NCCC[*:10],30,4,2.549264706
R8,FC(F)(F)[*:8],14,2,2.379313725
R4,N[*:4],14,2,2.379313725
R5,O=[N+]([O-])[*:5],13,2,2.209362745
R5,CCCCCCNC(=O)O[*:5],13,2,2.209362745
R3,CC(=O)O[*:3],6,1,2.039411765
R7,CC(=O)[*:7],6,1,2.039411765
R3,Cl[*:3],70,12,1.982761438
R6,F[*:6],23,4,1.954436275
R2,O[*:2],106,19,1.89629515
R4,F[*:4],78,14,1.893739496
R2,CCCCCCC(S[*:2])C(=O)O,11,2,1.869460784
R4,O[*:4],71,13,1.856387632
R8,[H][*:8],198,38,1.771068111
R13,NC(N)=NCCC[*:13],31,6,1.756160131
R11,NCCCC[*:11],31,6,1.756160131
R12,O=C(O)C[*:12],31,6,1.756160131
R2,Cl[*:2],56,11,1.730409982
R1,CO[*:1],80,16,1.699509804
R3,N[*:3],20,4,1.699509804
R5,FC(F)(F)[*:5],5,1,1.699509804
R8,C[*:8],15,3,1.699509804
R1,NC(=O)[*:1],34,7,1.650952381
R6,NC(N)=NCCC[*:6],29,6,1.642859477
R4,Cl[*:4],95,20,1.614534314
R2,FC(F)(F)[*:2],9,2,1.529558824
R1,Br[*:1],9,2,1.529558824
R1,F[*:1],13,3,1.472908497
R1,O=S(=O)(N[*:1])C(F)(F)F,13,3,1.472908497
R2,F[*:2],43,10,1.461578431
R8,CC(C(=O)O)[*:8],17,4,1.444583333
R2,CS[*:2],8,2,1.359607843
R1,O=C[*:1],4,1,1.359607843
R1,COCC[*:1],4,1,1.359607843
R2,CS(=O)(=O)N[*:2],4,1,1.359607843
R4,CS(=O)(=O)N[*:4],4,1,1.359607843
R9,O[*:9],4,1,1.359607843
R7,[H][*:7],324,81,1.359607843
R3,C[*:3],149,38,1.332773478
R1,Cl[*:1],39,10,1.325617647
R6,[H][*:6],603,157,1.305483327
R2,Br[*:2],11,3,1.24630719
R3,CO[*:3],73,20,1.240642157
R6,O=[N+]([O-])[*:6],7,2,1.189656863
R6,Cl[*:6],86,25,1.169262745
R4,CO[*:4],47,14,1.14109944
R5,CS(=O)(=O)N[*:5],10,3,1.133006536
R4,FC(F)(F)[*:4],10,3,1.133006536
R5,O=C(O)[*:5],16,5,1.087686275
R7,F[*:7],28,9,1.057472767
R5,[H][*:5],780,251,1.056269041
R3,F[*:3],31,10,1.053696078
R2,C[*:2],135,44,1.042881016
R1,OC[*:1],3,1,1.019705882
R1,CC(C)C[*:1],3,1,1.019705882
R2,CC(=O)[*:2],6,2,1.019705882
R5,CC(C)(C)[*:5],3,1,1.019705882
R3,O=C(O)[*:3],9,3,1.019705882
R1,CC[*:1],27,9,1.019705882
R1,[H][*:1],885,298,1.009440387
R3,FC(F)(F)[*:3],11,4,0.934730392
R1,FC(F)(F)[*:1],8,3,0.906405229
R4,CC[*:4],8,3,0.906405229
R5,CO[*:5],84,32,0.892242647
R4,N#C[*:4],21,8,0.892242647
R2,[H][*:2],794,307,0.879094973
R4,CC(C#C[*:4])N(O)C(N)=O,5,2,0.849754902
R3,CC[*:3],10,4,0.849754902
R9,CO[*:9],5,2,0.849754902
R2,O=S(=O)(N[*:2])C(F)(F)F,5,2,0.849754902
R2,O=C(/C=C/[*:2])NO,5,2,0.849754902
R4,[H][*:4],870,348,0.849754902
R3,[H][*:3],748,304,0.836337719
R5,Cl[*:5],49,20,0.832759804
R6,CO[*:6],83,39,0.723381096
R3,CCC(=O)N[*:3],2,1,0.679803922
R2,CCO[*:2],2,1,0.679803922
R2,CCOC(=O)[*:2],2,1,0.679803922
R4,Br[*:4],4,2,0.679803922
R6,N[*:6],2,1,0.679803922
R7,Br[*:7],4,2,0.679803922
R5,O=C(O)C[*:5],2,1,0.679803922
R1,CC(C)(C)[*:1],4,2,0.679803922
R4,CS(=O)(=O)[*:4],2,1,0.679803922
R4,COC(=O)[*:4],2,1,0.679803922
R4,CC(=O)N[*:4],2,1,0.679803922
R6,CN(C)[*:6],2,1,0.679803922
R4,O=C(O)[*:4],2,1,0.679803922
R7,CCO[*:7],2,1,0.679803922
R3,CC(=O)N[*:3],8,4,0.679803922
R7,N#C[*:7],2,1,0.679803922
R3,C=CC[*:3],6,3,0.679803922
R9,Cl[*:9],6,3,0.679803922
R6,FC(F)(F)[*:6],6,3,0.679803922
R4,C[*:4],75,38,0.670859133
R4,CCCCCCCC[*:4],9,5,0.611823529
R3,NC(=O)[*:3],16,9,0.604270153
R5,Br[*:5],7,4,0.594828431
R1,C[*:1].O[*:1],7,4,0.594828431
R2,COC(=O)[*:2],7,4,0.594828431
R6,C[*:6],75,43,0.592852257
R2,N[*:2],27,16,0.573584559
R3,N#C[*:3],15,9,0.566503268
R1,O=C(O)[*:1],13,8,0.552340686
R5,C[*:5],49,31,0.53726439
R6,CCOC(=O)[*:6],17,12,0.481527778
R3,COC(=O)[*:3],4,3,0.453202614
R2,O=[N+]([O-])[*:2],4,3,0.453202614
R2,CC[*:2],4,3,0.453202614
R1,N#C[*:1],10,8,0.424877451
R2,N#C[*:2],17,14,0.412738095
R2,O=C(O)[*:2],9,8,0.382389706
R1,C[*:1],85,81,0.356687243
R4,CCOC(=O)CS[*:4],1,1,0.339901961
R6,CCC[*:6],2,2,0.339901961
R3,Br[*:3],9,9,0.339901961
R6,C=CCNC(=S)NNC(=O)[*:6],1,1,0.339901961
R9,FC(F)(F)[*:9],1,1,0.339901961
R4,COCCNC(=O)[*:4],1,1,0.339901961
R4,CNC(=O)[*:4],1,1,0.339901961
R2,CCCS[*:2],1,1,0.339901961
R2,CC(=O)N[*:2],2,2,0.339901961
R7,CC(=O)N[*:7],1,1,0.339901961
R3,CN(C)S(=O)(=O)[*:3],1,1,0.339901961
R6,COC(=O)[*:6],1,1,0.339901961
R6,CC(=O)O[*:6],1,1,0.339901961
R4,CN(C)S(=O)(=O)[*:4],1,1,0.339901961
R1,O=C(/C=C/[*:1])NO,1,1,0.339901961
R6,CC(C)[*:6],4,4,0.339901961
R8,CC(C)[*:8],1,1,0.339901961
R1,CCCC[*:1],2,2,0.339901961
R8,Br[*:8],1,1,0.339901961
R9,Br[*:9],1,1,0.339901961
R1,COCCNC(=S)N=N[*:1],1,1,0.339901961
R7,CS[*:7],1,1,0.339901961
R1,NC(=S)N=N[*:1],1,1,0.339901961
R3,CCCO[*:3],1,1,0.339901961
R5,N[*:5],1,1,0.339901961
R2,OC[*:2],9,9,0.339901961
R2,O=C(O)CO[*:2],1,1,0.339901961
R1,CN(C)[*:1],2,2,0.339901961
R2,CC(C)(C)[*:2],2,2,0.339901961
R8,N#C[*:8],1,1,0.339901961
R3,C[*:3].C[*:3],1,1,0.339901961
R5,CC[*:5],4,4,0.339901961
R3,CCN(N)CC[*:3],1,1,0.339901961
R3,COC[*:3],1,1,0.339901961
R2,CC(C)[*:2],1,1,0.339901961
R3,O=C(O)C[*:3],1,1,0.339901961
R5,CCS[*:5],1,1,0.339901961
R6,CC[*:6],1,1,0.339901961
R2,O=C(O)CC[*:2],1,1,0.339901961
R5,CCNC(=O)[*:5],1,1,0.339901961
R3,CS[*:3],6,6,0.339901961
R1,CC(=O)N[*:1],8,9,0.302135076
R1,CS(=O)(=O)N[*:1],6,7,0.291344538
R1,CC(=O)[*:1],2,3,0.226601307
R1,NS(=O)(=O)[*:1],2,3,0.226601307
R6,CCO[*:6],2,3,0.226601307
R1,CCO[*:1],1,2,0.16995098
R1,O=C(O)CC[*:1],1,2,0.16995098
R1,CC[C@H](C)C[*:1],1,2,0.16995098
R3,CC(C)CC[*:3],1,2,0.16995098
R3,CN(C)[*:3],1,2,0.16995098
R6,N#C[*:6],1,3,0.113300654
R2,CCS[*:2],1,3,0.113300654
R4,CCO[*:4],1,4,0.08497549
R5,OC[*:5],1,4,0.08497549
R2,CSCC[*:2],1,5,0.067980392
R4,CC[C@H](C)C[*:4],1,5,0.067980392
R5,NCCCC[*:5],1,6,0.056650327
R4,CCOC(=O)[*:4],1,6,0.056650327
R5,CCO[*:5],1,6,0.056650327
R1,N[*:1],1,6,0.056650327
R5,NC(=O)[*:5],1,8,0.042487745
R2,NCCCC[*:2],1,20,0.016995098
R3,C#CCOCCOCCOCCN[*:3],1,43,0.007904697
R4,CN(C)[*:4],0,1,0
R6,CCCN(CCC)C(=O)[*:6],0,1,0
R6,CCCN(CCO)CCC[*:6],0,1,0
R6,CCCOC(=O)C[*:6],0,1,0
R3,CCCC[*:3],0,3,0
R4,CN(C)C(=O)O[*:4],0,1,0
R6,CCNC(=O)CO[*:6],0,1,0
R3,CCOC(=O)C(NC(C)=O)C(OC(C)=O)[*:3],0,1,0
R3,CCOC(=O)CCCOC(=O)[*:3],0,1,0
R3,CCCCCC[*:3],0,2,0
R6,CCCC[*:6],0,1,0
R6,CCS(=O)(=O)N[*:6],0,1,0
R6,CCS(=O)(=O)/N=C(\N)[*:6],0,1,0
R3,OCC[*:3],0,1,0
R3,OCCNCC(O)C[*:3],0,1,0
R3,N#CCO[*:3],0,1,0
R3,N#CCCN[*:3],0,1,0
R3,N#CCCN(CCC#N)C(=O)[*:3],0,1,0
R3,CN(C)C[*:3],0,1,0
R4,CC(C)[C@H](N)[*:4],0,1,0
R3,CCNC(=O)[*:3],0,1,0
R2,CC(C)OC(=O)CS[*:2],0,1,0
R2,CC(C)N[*:2],0,5,0
R6,CCCCNC(=O)CC(=O)N[*:6],0,1,0
R6,CCCCCOC(=O)C[*:6],0,1,0
R5,OCCS[*:5],0,1,0
R5,OCCN[*:5],0,1,0
R2,C[C@H](O)[*:2],0,3,0
R6,CCC(C)[C@H](NC(=O)N[*:6])C(=O)O,0,1,0
R6,CCC(=O)NC(=S)NNC(=O)[*:6],0,1,0
R6,CCC(=O)N(CCO)C[*:6],0,1,0
R4,CC(C)[*:4],0,1,0
R3,CCCCNC(=O)CCCCCNS(=O)(=O)[*:3],0,1,0
R3,CCCCCO[*:3],0,2,0
R2,CCCS(=O)(=O)N[*:2],0,2,0
R2,CCCCCCCO[*:2],0,1,0
R2,CCCCC(CC)C(=O)N[*:2],0,1,0
R2,CCCCC(=O)N[*:2],0,2,0
R2,CCC(S[*:2])C(=O)O,0,1,0
R2,CCC(=O)N[*:2],0,2,0
R6,CCOC(=O)C[*:6],0,1,0
R6,CCOC(=O)C(NCCCO)[*:6],0,1,0
R4,CC(C)CN[*:4],0,1,0
R2,CC(=O)NC(C)C(=O)OCC(=O)[*:2],0,1,0
R6,CN(C)S(=O)(=O)[*:6],0,1,0
R6,CN(C)CCOC(=O)[*:6],0,1,0
R2,CN(C)CC(=O)[*:2],0,1,0
R2,CC[C@H](C)[*:2],0,2,0
R6,CCOCCN[*:6],0,1,0
R6,CCOCCCN[*:6],0,1,0
R6,CCOCCCN(C[*:6])C(=O)N(CC)CC,0,1,0
R2,CC(C)(C)NC(=O)[*:2],0,1,0
R2,CC(=O)OCN(C#N)[*:2],0,1,0
R4,CC(C)CO[*:4],0,1,0
R2,CC(=O)NCC[*:2],0,1,0
R9,CC[*:9],0,1,0
R9,CCN[*:9],0,1,0
R9,C=CC[*:9].C=CC[*:9],0,1,0
R3,O=C(O)CNC(=O)CNC(=O)[*:3],0,1,0
R3,O=C(O)CCCCCNC(=O)[*:3],0,1,0
R3,COCCCNC(NC(=O)[*:3])C(Cl)(Cl)Cl,0,1,0
R3,COCCCNC(=O)[*:3],0,1,0
R3,COCCCNC(=O)CO[*:3],0,1,0
R3,COC(=O)NCC(C)OC(=O)N[*:3],0,1,0
R3,COC(=O)CN(S(C)(=O)=O)[*:3],0,1,0
R3,CNP(=S)(NC)OCCO[*:3],0,1,0
R6,CS(=O)(=O)N(CC(=O)O)[*:6],0,1,0
R3,CNC(=O)CC(C(=O)O)[*:3],0,1,0
R3,CN(CCC#N)CC(=O)N[*:3],0,1,0
R4,CCCCC(=O)N[*:4],0,1,0
R4,CCCC(=O)[*:4],0,1,0
R1,CC(C)(C)S[*:1],0,1,0
R7,CC(C)C(=O)N[*:7],0,1,0
R7,CC(C)(C)NC(=O)C[*:7],0,2,0
R7,CC(C)(C)C(=O)N[*:7],0,1,0
R3,COC(=O)CCC(=O)N[*:3],0,2,0
R3,COC(=O)CC(=O)CS[*:3],0,1,0
R1,O=C(O)CCC[*:1],0,2,0
R3,CNC(=O)[*:3],0,4,0
R1,CC[C@@H](C)[C@H](N)[*:1],0,2,0
R1,CC[C@@H](C)C(N)[*:1],0,1,0
R1,CCS[*:1],0,3,0
R1,CCS(=O)(=O)N[*:1],0,2,0
R6,OC[*:6],0,1,0
R6,OCCN[*:6],0,1,0
R6,OCCCN[*:6],0,1,0
R1,CCOC(=O)[*:1],0,2,0
R1,CCOC(=O)CS[*:1],0,1,0
R1,CCOC(=O)/C(C#N)=C\[*:1],0,1,0
R1,CCNC(=S)N=N[*:1],0,1,0
R1,CN(C)/C=N/[*:1],0,1,0
R1,CN(C#N)[*:1],0,1,0
R1,CCCCNC(=S)N=N[*:1],0,1,0
R1,CCCCCCCO[*:1],0,1,0
R1,CCC(=O)N[*:1],0,1,0
R8,O=C(O)C[*:8],0,1,0
R1,CC(C)NC(=S)N=N[*:1],0,1,0
R8,C[C@@H](C(=O)O)[*:8],0,1,0
R1,COCCC[*:1],0,1,0
R1,COC(=O)[*:1],0,4,0
R1,COC(=O)C[*:1],0,1,0
R1,COC(=O)CNC(=O)C(C[*:1])NC(=O)OC(C)(C)C,0,1,0
R1,CCN(CC)S(=O)(=O)[*:1],0,1,0
R2,C=C(C)CN(CC)C(=O)CO[*:2],0,1,0
R10,NCCC[*:10],0,1,0
R10,NC(N)=NCC[*:10],0,1,0
R6,CCCCS(=O)C[*:6],0,1,0
R6,COCCN[*:6],0,1,0
R6,COCCCN[*:6],0,1,0
R6,COC(=O)CCC(=O)N[*:6],0,1,0
R6,COC(=O)C(NC=O)C(O)(C[*:6])C(F)(F)F,0,1,0
R6,CN(C[*:6])S(C)(=O)=O,0,1,0
R6,CS(=O)(=O)N[*:6],0,2,0
R2,CC(C)NC(=O)CS[*:2],0,1,0
R1,O=C(O)CCC(=O)N[*:1],0,1,0
R2,CC(C)=CCO[*:2],0,1,0
R2,CC(C)(C[*:2])C(=O)O,0,1,0
R2,CC(C)(C)N[*:2],0,1,0
R1,NC[*:1],0,5,0
R6,O=C(O)CSCCCC(=O)N[*:6],0,1,0
R1,OCC[*:1],0,9,0
R1,OCCCCN[*:1],0,1,0
R1,O=S(=O)(CCC(F)(F)F)N[*:1],0,1,0
R6,CN(CCC#N)CC(=O)N[*:6],0,1,0
R3,CCOC(=O)C(C(=O)OCC)C(=O)[*:3],0,1,0
R3,CCNC(=S)NS(=O)(=O)[*:3],0,1,0
R2,CC(C)CS[*:2],0,1,0
R1,O=C(O)CC(SC[*:1])C(=O)O,0,1,0
R2,C=CCOCC[*:2],0,1,0
R2,C=CCN[*:2],0,1,0
R2,C=CCN(CC=C)[*:2],0,1,0
R6,O=C(O)CSCC(=O)NC[*:6],0,1,0
R6,O=C(O)CCC(=O)N[*:6],0,1,0
R6,O=C(NCCCO)[*:6],0,1,0
R6,O=C(CSCCO)N[*:6],0,1,0
R6,O=C(CCCCCCC(=O)N[*:6])NO,0,1,0
R1,N#CC[*:1],0,2,0
R1,FC(F)(F)CO[*:1],0,1,0
R6,CC(OC(=O)CO[*:6])C(=O)NC(N)=O,0,1,0
R6,N#CCCO[*:6],0,1,0
R6,N#CCCN(CC(=O)O)S(=O)(=O)[*:6],0,1,0
R2,C=CCS[*:2],0,1,0
R3,NC(=O)CNC(=O)[*:3],0,1,0
R1,C[C@@H](O)C[*:1],0,2,0
R1,CSCCC[*:1],0,3,0
R7,CC(C)[*:7],0,1,0
R1,NC(=O)C[C@H](N)[*:1],0,1,0
R6,CS(=O)(=O)NCCSC[*:6],0,2,0
R6,CS(=O)(=O)N(CCC(=O)O)C[*:6],0,1,0
R6,CS(=O)(=O)N(CC(N)=O)[*:6],0,1,0
R1,ClC(Cl)=CC[*:1],0,1,0
R3,CCC(C(=O)O)[*:3],0,1,0
R3,CCC(=O)NC(N[*:3])(C(F)(F)F)C(F)(F)F,0,1,0
R3,CCC(=O)NC(=S)NNC(=O)[*:3],0,1,0
R4,O=C(O)CCC[*:4],0,1,0
R4,O=C(/C=N/O)N[*:4],0,1,0
R4,O=C(/C=N/O)NC[*:4],0,1,0
R5,CCCCC(=O)NCCN[*:5],0,1,0
R5,CCCC(=O)N[*:5],0,1,0
R5,CCC(C)NC(=O)CN(S(C)(=O)=O)[*:5],0,1,0
R5,CCC(=O)N[*:5],0,2,0
R4,NCCCCC[*:4],0,16,0
R2,CCOC(=O)CS[*:2],0,2,0
R3,CCCCC#C[*:3],0,7,0
R3,CCCC/C(C)=N\NC(=O)CNS(=O)(=O)[*:3],0,1,0
R4,CCCO[*:4],0,1,0
R4,CCCNC(=O)N[*:4],0,1,0
R4,CCCNC(=O)C[*:4],0,1,0
R4,CCCC[*:4],0,1,0
R4,CCCCC[*:4],0,1,0
R4,CCCCCOC(=O)[*:4],0,1,0
R4,CC[C@H](C)C(N)[*:4],0,3,0
R3,CCC(=O)N/C=C/[*:3],0,1,0
R3,CC(CNC(=O)[*:3])CN(C)C,0,1,0
R3,CC(C)N[*:3],0,5,0
R4,NC(N)=NCCCC[*:4],0,4,0
R5,CC(=O)N[*:5],0,4,0
R5,CC(O[*:5])C(=O)NC(N)=O,0,1,0
R5,CC(C)S[*:5],0,1,0
R5,CC(=O)C(CC=C(Cl)Cl)C(=O)N[*:5],0,1,0
R3,CC(C)(C)OC(=O)NNS(=O)(=O)[*:3],0,1,0
R3,CC(C)(C)NC(=O)[*:3],0,1,0
R3,CC(C)(C)NC(=O)NC(=O)COC(=O)[*:3],0,1,0
R3,CC(C)(C)C(=O)NC(NC(=O)C(C)(C)C)[*:3],0,1,0
R3,CC(C#C[*:3])N(O)C(N)=O,0,1,0
R2,O=C(O)CS[*:2],0,4,0
R3,C/C=C/C[*:3],0,1,0
R3,C/C(Cl)=C/C[*:3],0,3,0
R4,O=[N+]([O-])CC[*:4],0,1,0
R3,C/C(=C(/C#N)C(=O)OC(C)C)[*:3],0,1,0
R3,CC(=O)NS(=O)(=O)[*:3],0,1,0
R3,CC(=O)NCC[*:3],0,1,0
R3,CC(=O)NC(CC(=O)O)[*:3],0,1,0
R3,C=COCC[*:3],0,1,0
R3,C=COCCNC(=O)N[*:3],0,1,0
R4,COC(=O)CS[*:4],0,1,0
R4,NC[*:4],0,1,0
R4,NCCCC[C@H](N)[*:4],0,2,0
R4,OCC[*:4],0,1,0
R4,OCCN[*:4],0,1,0
R4,OC(C(F)(F)F)(C(F)(F)F)[*:4],0,1,0
R3,C/C(=N\O)C(C)(C)NC(=O)N[*:3],0,1,0
R1,CCC[*:1],0,1,0
R1,CCCS[*:1],0,2,0
R8,COCCNC(=O)C[*:8],0,1,0
R8,COCCNC(=O)CO[*:8],0,1,0
R8,CCCCCCCC[*:8],0,1,0
R3,C[C@@H](NC(=O)[*:3])C(N)=O,0,1,0
R4,CC[C@@H](C)C(N)[*:4],0,1,0
R4,CCS(=O)(=O)N[*:4],0,1,0
R1,CC(C)CNC(=O)[*:1],0,1,0
R7,O=C(O)[*:7],0,1,0
R1,CC(=O)NCCC[*:1],0,1,0
R3,CC(C)C[*:3],0,1,0
R1,C=C(C)CS[*:1],0,1,0
R9,O=C(O)C[*:9],0,1,0
R1,CN(C(N)=O)[*:1],0,1,0
R1,CC(C)CC(=O)N[*:1],0,1,0
R7,CCN(CC)CC[*:7],0,1,0
R8,O=C(O)CCC(NS(=O)(=O)[*:8])C(=O)O,0,1,0
R7,CS(=O)(=O)N[*:7],0,1,0
R6,OC(C(F)(F)F)(C(F)(F)F)[*:6],0,2,0
R4,CC[C@@H](C)[C@H](N)[*:4],0,1,0
R8,N[*:8],0,1,0
R3,FC(F)(F)CO[*:3],0,1,0
R3,ClCC[*:3],0,1,0
R1,C=CCS[*:1],0,5,0
R3,CC(C)COC(=O)N(C)[*:3],0,1,0
R4,NC(=O)C[C@H](N)[*:4],0,2,0
R4,N#CCS[*:4],0,3,0
R4,CCOC(=O)/C(C#N)=C/C(C(=O)OCC)=C(\N)[*:4],0,1,0
R4,COCC(=O)NCCN[*:4],0,1,0
R4,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)[*:4],0,1,0
R4,C[C@@H](O)C[*:4],0,1,0
R4,C[*:4].O=C(O)[*:4],0,2,0
R4,COC(=O)C(O)(C(F)(F)F)[*:4],0,1,0
R3,CCO[*:3],0,2,0
R3,CCOCCN(C=O)[*:3],0,1,0
R3,CCOC(=O)N[*:3],0,1,0
R1,CCN(CC)C(=O)CN(C#N)[*:1],0,1,0
R4,CS[*:4],0,1,0
R4,CSCCC[*:4],0,2,0
R7,CNCCC[*:7],0,1,0
R3,COCCNC(=O)[*:3],0,1,0
R3,OCC(O)CO[*:3],0,1,0
R3,O=S(=O)(C(F)(F)F)[*:3],0,1,0
R7,CCCC(=O)N[*:7],0,1,0
R7,CCC(=O)NC(=S)NNC(=O)[*:7],0,1,0
R1,NCCCC[C@H](N)[*:1],0,2,0
R1,NCCCCC[*:1],0,4,0
R1,NC(N)=NCCCC[*:1],0,2,0
R7,O=C(O)CC[*:7],0,1,0
R3,CCOC(=O)NC(=O)CS[*:3],0,1,0
R2,CCN(CC)[*:2],0,2,0
R2,CCC[*:2],0,1,0
R6,CC(C)(C)S(=O)(=O)[*:6],0,1,0
R6,CC(C)(C)C(=O)NC(NC(=S)N[*:6])C(Cl)(Cl)Cl,0,1,0
R6,CC(C)(C#N)N[*:6],0,1,0
R6,CC(C(=O)O)[*:6],0,1,0
R6,CC(=O)NCCO[*:6],0,1,0
R6,CC(=O)NCCN[*:6],0,1,0
R6,CC(=O)NC(C[*:6])C(=O)O,0,1,0
R2,C[C@@H](O)[*:2],0,2,0
R6,CC(=O)NC(CC(C)C)C(=O)NC(C[*:6])C(N)=O,0,1,0
R5,CC(C)(C)CC(=O)N[*:5],0,1,0
R6,CC(=O)N(CCO)C[*:6],0,1,0
R6,CC(=O)CC[*:6],0,1,0
R6,C=CCNC(NC(=O)[*:6])(C(=O)OCC)C(F)(F)F,0,1,0
R6,C=CCC(C#C[*:6])N(C)C,0,1,0
R5,C[C@H](O)[*:5],0,2,0
R5,C[C@@H](O)[*:5],0,1,0
R5,CSCCC(NC(N)=O)C(=O)NC[*:5],0,1,0
R5,CS(=O)CCNC(=O)N[*:5],0,1,0
R2,NCCCCC[*:2],0,1,0
R2,NC(N)=NCCC[*:2],0,2,0
R2,COCCS[*:2],0,1,0
R5,COCCN[*:5],0,1,0
R6,CC(=O)NC(=S)NNC(=O)[*:6],0,1,0
R2,CC(S[*:2])C(N)=O,0,1,0
R2,CC(O)C[*:2],0,1,0
R2,CC(C)S[*:2],0,2,0
R6,CC(C)C(NC(=O)[*:6])C(=O)O,0,1,0
R2,CN(CCO)CC(=O)[*:2],0,1,0
R2,CN(C)CC[*:2],0,1,0
R2,CN(C)CCN[*:2],0,1,0
R6,CCCCCC[*:6],0,1,0
R6,CCCCC(=O)N[*:6],0,1,0
R6,CCCC/C(C)=N/NC(=O)N[*:6],0,1,0
