Accuracy,Balanced Accuracy,AUROC,AUPRC,MCC,Precision,Sensitivity,Specificity,F1,Fingerprint,Run,Seed
0.8035153797865662,0.8035056124871682,0.8771041654762585,0.8778522272348239,0.6070916130065687,0.8079132099553287,0.7957259585166562,0.8112852664576803,0.8017732742241925,ECFP,1,42
0.8113622096672944,0.8113481200089059,0.8775409878056228,0.8796181611182035,0.6228637818577702,0.8181233933161953,0.8001257071024512,0.8225705329153605,0.8090244677470607,ECFP,2,43
0.8075957313245449,0.8075816357291898,0.8791347883569215,0.8792459522067738,0.615328786487621,0.8142673521850899,0.7963544940289127,0.8188087774294671,0.8052113123609788,ECFP,3,44
0.7875078468298807,0.7874834738507552,0.8628569007879352,0.8681483769553293,0.575416659729484,0.7986928104575164,0.7680703959773727,0.8068965517241379,0.7830823454021147,ESTATE,1,42
0.7843691148775894,0.7843478894802071,0.8627406512731292,0.8680264330301638,0.5690345902251673,0.793888166449935,0.7674418604651163,0.8012539184952978,0.7804410354745925,ESTATE,2,43
0.785624607658506,0.7855994435785936,0.863001523065677,0.8686803132650753,0.5716745333713902,0.7971204188481675,0.7655562539283469,0.8056426332288401,0.7810195575504969,ESTATE,3,44
0.785624607658506,0.7855781640063917,0.8631956006454804,0.866034998480475,0.5727562070751271,0.8080054274084125,0.748585795097423,0.8225705329153605,0.7771615008156607,MACCS,1,42
0.7846829880728186,0.7846432420610447,0.8629231039014519,0.8664849037987555,0.5704566320327248,0.8034875922199866,0.7529855436832181,0.8163009404388715,0.7774172615184944,MACCS,2,43
0.7875078468298807,0.7874614061462497,0.8628641910117452,0.8648780813204091,0.5765332417401619,0.8100407055630936,0.7504714016341923,0.8244514106583072,0.7791190864600326,MACCS,3,44
0.7102950408035154,0.7102902494241708,0.7786837796460891,0.7783406261761799,0.42059417277960987,0.7113924050632912,0.7064739157762414,0.7141065830721003,0.7089246294544308,PHYCHEM,1,42
0.7146892655367232,0.7146797522900169,0.7790766635995184,0.7795959847620058,0.42941204959697393,0.7174744897959183,0.7071024512884978,0.722257053291536,0.7122507122507122,PHYCHEM,2,43
0.7131198995605775,0.7131123541708947,0.7811654112375844,0.7810469097659332,0.42625796845919545,0.7151938970120788,0.7071024512884978,0.7191222570532916,0.7111251580278128,PHYCHEM,3,44
0.8038292529817953,0.8038001769357022,0.876448439399522,0.8746736230087755,0.6082744051872901,0.8181818181818182,0.7806411062225016,0.8269592476489028,0.7989707301383081,RDKIT,1,42
0.8006905210295041,0.8006732620204954,0.8751566905536431,0.8736399268876145,0.6015861256648654,0.8087855297157622,0.7869264613450659,0.8144200626959248,0.7977062758840395,RDKIT,2,43
0.8010043942247332,0.8009875297766236,0.8751157076738472,0.8737694606969101,0.6022043430662781,0.8089089735313105,0.7875549968573224,0.8144200626959248,0.7980891719745223,RDKIT,3,44
